build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
740143857,7cdaaddbcc002f6cf77dafd457428e35d6c84e37,,v4.5,passed,3445,2020-10-30 10:19:09 UTC,740143858,740143859,740143860,740143861,740143862,740143863,740143864,740143865,740143866,740143867,740143868,740143869,740143870,740143871,push
740118750,6774c8dfa1944b84e16356a87b290e37ce044704,6448,v4.5,errored,1523,2020-10-30 08:13:47 UTC,740118751,740118752,740118753,740118754,740118755,740118756,740118757,740118758,740118759,740118760,740118761,740118762,740118763,740118764,pull_request
740074146,d472e346f3f311d54698433b47ec748b346dbcbe,6447,master,passed,3791,2020-10-30 07:11:36 UTC,740074147,740074148,740074149,740074150,740074151,740074152,740074153,740074154,740074155,740074156,740074157,740074158,740074159,740074160,pull_request
740073770,1fa428a418532b1388d5fca4cec82e15d0c03068,,maybe/fix/fairness-default-value,passed,3805,2020-10-30 05:42:41 UTC,740073771,740073772,740073773,740073774,740073775,740073776,740073777,740073778,740073779,740073780,740073781,740073782,740073783,740073784,push
740067989,c3f75cac39010ede2365ec07dc05bc2782c5eb66,6446,master,passed,3824,2020-10-30 04:25:19 UTC,740067990,740067991,740067992,740067993,740067994,740067995,740067996,740067997,740067998,740067999,740068000,740068001,740068002,740068003,pull_request
740067853,60182ff107b2a145de57785b37229ef15c55d308,,maybe/fix/workdir-handling,passed,3741,2020-10-30 02:05:49 UTC,740067854,740067855,740067856,740067857,740067858,740067859,740067860,740067861,740067862,740067863,740067864,740067865,740067866,740067867,push
740038833,5079edf36ef69a69061a41298710434f14c6d547,6189,master,passed,3818,2020-10-29 23:33:17 UTC,740038834,740038835,740038836,740038837,740038838,740038839,740038840,740038841,740038842,740038843,740038844,740038845,740038846,740038847,pull_request
740038813,ebfa9e581cad9a38aa8b22f14e9eb42607097561,,link-on-replace-with-chain,passed,3796,2020-10-29 22:26:26 UTC,740038815,740038816,740038817,740038818,740038819,740038820,740038821,740038822,740038823,740038824,740038825,740038826,740038827,740038828,push
739916223,7c3da03a07882ca86b801ad78dd509a67cba60af,,master,passed,4182,2020-10-29 14:27:50 UTC,739916224,739916225,739916226,739916227,739916228,739916229,739916230,739916231,739916232,739916233,739916234,739916235,739916236,739916237,push
739887388,d14ec057a319493b8b16d23492bdcdae8e9c702c,6444,master,failed,1309,2020-10-29 11:57:49 UTC,739887389,739887390,739887391,739887392,739887393,739887394,739887395,739887396,739887397,739887398,739887399,739887400,739887401,739887402,pull_request
739859646,f95f56842640c8c9f4050a233cfbc051a07ee376,,master,failed,1560,2020-10-29 10:50:35 UTC,739859647,739859648,739859649,739859650,739859651,739859652,739859653,739859654,739859655,739859656,739859657,739859658,739859659,739859660,push
739859233,678e422092381d19d88aa928ee308d9562c545d9,,master,canceled,0,,739859234,739859235,739859236,739859237,739859238,739859239,739859240,739859241,739859242,739859243,739859244,739859245,739859246,739859247,push
739801992,b599c7e4c4d5e9a03449fe3a746c5f33f65db997,6417,master,errored,1613,2020-10-29 08:15:15 UTC,739801993,739801994,739801995,739801996,739801997,739801998,739801999,739802000,739802001,739802002,739802003,739802004,739802005,739802006,pull_request
739801653,c569eb296fa00782111b33121400f68bf17cf234,6418,master,errored,1765,2020-10-29 07:44:16 UTC,739801654,739801655,739801656,739801657,739801658,739801659,739801660,739801661,739801662,739801663,739801664,739801665,739801666,739801667,pull_request
739801292,ee1b63707a5e954169511c4fc0eab13776201730,6189,master,failed,3632,2020-10-29 04:25:18 UTC,739801293,739801294,739801295,739801296,739801297,739801298,739801299,739801300,739801301,739801302,739801303,739801304,739801305,739801306,pull_request
739801267,460265e8be1b8d0a5a64613db2a953a8a1bfa43b,,link-on-replace-with-chain,failed,3573,2020-10-29 03:45:43 UTC,739801268,739801269,739801270,739801271,739801272,739801273,739801274,739801275,739801276,739801277,739801278,739801279,739801280,739801281,push
739797564,d647ed6c1ac9848cd0e0788dd6e7eb75ed016818,6189,master,canceled,-2440,2020-10-29 03:45:51 UTC,739797565,739797566,739797567,739797568,739797569,739797570,739797571,739797572,739797573,739797574,739797575,739797576,739797577,739797578,pull_request
739797549,e5ea4ba50c624b02e941bcabd5f057953c66a36f,,link-on-replace-with-chain,canceled,0,,739797550,739797551,739797552,739797553,739797554,739797555,739797556,739797557,739797558,739797559,739797560,739797561,739797562,739797563,push
739596938,de843a2bb0d21ec56d7ce2808c0b432cf8457460,6436,master,failed,3619,2020-10-28 13:25:21 UTC,739596939,739596940,739596941,739596942,739596943,739596944,739596945,739596946,739596947,739596948,739596949,739596950,739596951,739596954,pull_request
739595139,bfe06916ab563beb7e27c9e5100f692b74d74e5f,6436,master,canceled,-2255,2020-10-28 13:25:31 UTC,739595140,739595141,739595142,739595143,739595144,739595145,739595146,739595147,739595148,739595149,739595150,739595151,739595152,739595153,pull_request
739595028,4bb8f416ad3ee4e7e98133c0076c4fce8d3b96ca,6436,master,canceled,0,,739595029,739595030,739595031,739595032,739595033,739595034,739595035,739595036,739595037,739595038,739595039,739595040,739595041,739595042,pull_request
739594707,602ec89c1d0a27ec3a82c6792e01bd6877ffc9e7,6436,master,canceled,0,,739594708,739594709,739594710,739594711,739594712,739594713,739594714,739594715,739594716,739594717,739594718,739594719,739594720,739594721,pull_request
739558113,39bb4c055c3ea32485e74fbf7f965b9d842d40c9,6436,master,failed,3774,2020-10-28 10:14:05 UTC,739558114,739558115,739558116,739558117,739558118,739558119,739558120,739558121,739558122,739558123,739558124,739558125,739558126,739558127,pull_request
739495760,8c5e9888ae10288ae1b2113bdce6a4a41c47354b,,master,passed,3626,2020-10-28 04:01:15 UTC,739495761,739495762,739495763,739495764,739495765,739495766,739495767,739495768,739495769,739495770,739495771,739495772,739495773,739495774,push
739274019,a45d596362deb9a322cd6fc34ad145bc1319f9a0,6440,master,passed,3609,2020-10-27 13:17:39 UTC,739274020,739274021,739274022,739274023,739274024,739274026,739274027,739274028,739274029,739274030,739274032,739274033,739274034,739274035,pull_request
739099324,e23088e5295b591763934f875995bcbd489a9861,6440,master,failed,1007,2020-10-27 08:26:45 UTC,739099325,739099326,739099327,739099328,739099329,739099330,739099331,739099332,739099333,739099334,739099335,739099336,739099337,739099338,pull_request
739095131,0ec9325a1cc85c7dda5beef248c11f119626f846,6436,master,failed,3648,2020-10-27 07:50:36 UTC,739095132,739095133,739095134,739095135,739095136,739095137,739095138,739095139,739095140,739095141,739095142,739095143,739095144,739095145,pull_request
739094996,63c24636b0aed17908f1ce12a04efa65fd3bba3e,6436,master,canceled,0,,739094997,739094998,739094999,739095000,739095001,739095002,739095003,739095004,739095005,739095006,739095007,739095008,739095009,739095010,pull_request
739003767,127782f9cdfe33dc745a0ed1cbbd195a807547ae,,v4.5,passed,7038,2020-10-27 02:02:15 UTC,739003768,739003769,739003770,739003771,739003772,739003773,739003774,739003775,739003776,739003777,739003778,739003779,739003780,739003781,push
739001527,6f8dd7c490a5c04e8d83e6275f03a5f242cf9ce1,6436,master,canceled,0,,739001528,739001529,739001530,739001531,739001532,739001533,739001534,739001535,739001536,739001537,739001538,739001539,739001540,739001541,pull_request
738996427,934a77786c3bfff61bb62910cc6ed46c00d9dade,6189,master,passed,3614,2020-10-26 22:06:43 UTC,738996428,738996429,738996430,738996431,738996432,738996433,738996434,738996435,738996436,738996437,738996438,738996439,738996440,738996441,pull_request
738996398,3a54862281c069c55b5f0c0bd3353a178a681d8a,,link-on-replace-with-chain,passed,3612,2020-10-26 17:46:43 UTC,738996399,738996400,738996401,738996402,738996403,738996404,738996405,738996406,738996407,738996408,738996409,738996410,738996411,738996412,push
738976617,c6e22edc298092532a1f8e808a93e70d29de3d31,6436,master,failed,3647,2020-10-26 14:33:42 UTC,738976618,738976619,738976620,738976621,738976622,738976623,738976624,738976625,738976626,738976627,738976628,738976629,738976630,738976631,pull_request
738949912,c1cd62e4a845852f582da756ca6db50db4de01e7,6189,master,passed,3713,2020-10-26 12:52:53 UTC,738949913,738949914,738949915,738949916,738949917,738949918,738949919,738949920,738949921,738949922,738949923,738949924,738949925,738949926,pull_request
738949886,e1ba3d0d34f447e5282ff23f03076987b68c5169,,link-on-replace-with-chain,failed,3375,2020-10-26 12:25:36 UTC,738949887,738949888,738949889,738949890,738949891,738949892,738949893,738949894,738949895,738949896,738949897,738949898,738949899,738949900,push
738909113,6cee5600bfed35e755b579dc1b530961030202ef,6189,master,failed,3242,2020-10-26 09:02:52 UTC,738909114,738909115,738909116,738909117,738909118,738909119,738909120,738909121,738909122,738909123,738909124,738909125,738909126,738909127,pull_request
738884018,a2498d37aa40614a2eecb3dddcae61754056b5c9,,master,passed,3503,2020-10-26 06:30:20 UTC,738884020,738884021,738884022,738884023,738884024,738884025,738884026,738884027,738884029,738884031,738884032,738884033,738884034,738884036,push
738548780,8342fb3bcf3954076fb37eb429170678412351d1,6436,master,failed,958,2020-10-24 14:16:14 UTC,738548781,738548782,738548783,738548784,738548785,738548786,738548787,738548788,738548789,738548790,738548791,738548792,738548793,738548794,pull_request
738548648,99d8a44c3d09af5287974afa8141d5a19df05ba7,6436,master,canceled,0,,738548649,738548650,738548651,738548652,738548653,738548654,738548655,738548656,738548657,738548658,738548659,738548660,738548661,738548662,pull_request
738545944,39abfdf63df17602a68bf1968a5c05d15a57c407,6436,master,failed,932,2020-10-24 13:52:57 UTC,738545945,738545946,738545947,738545948,738545949,738545950,738545951,738545952,738545953,738545954,738545955,738545956,738545957,738545958,pull_request
738297628,3859aa8746d04f82776d529e2508bdc599257588,6434,v4.5,failed,6544,2020-10-23 13:10:33 UTC,738297629,738297630,738297631,738297632,738297633,738297634,738297635,738297636,738297637,738297638,738297639,738297640,738297641,738297642,pull_request
738149839,626e55060b453b51311f6a9ffab5f133b6ead43d,6433,master,passed,3629,2020-10-23 00:22:57 UTC,738149840,738149841,738149842,738149843,738149844,738149845,738149846,738149847,738149848,738149849,738149850,738149851,738149852,738149853,pull_request
738072660,53b9164edb5fea4ab264e6b11aaace91fdc45c00,6432,master,passed,3898,2020-10-22 22:39:50 UTC,738072661,738072662,738072666,738072667,738072668,738072671,738072672,738072673,738072674,738072675,738072676,738072677,738072678,738072679,pull_request
737942107,e00c480f09180cc9ba7c30833a455225e4c627de,,3.1,failed,224,2020-10-22 07:23:57 UTC,737942108,737942109,737942110,737942111,737942112,push
737865648,1f6eeaeaf7da18cb5f1043ec59b670830c1c5a23,6431,3.1,failed,337,2020-10-21 23:04:24 UTC,737865649,737865650,737865651,737865652,737865653,pull_request
737629440,215d3c1eb4c49ef1a6e89ce9d438ade638746a68,,master,passed,3639,2020-10-21 06:16:40 UTC,737629441,737629442,737629443,737629444,737629445,737629446,737629447,737629448,737629449,737629450,737629451,737629452,737629453,737629454,push
737621903,220e10751cf93145db13be34c870c7399050215e,,link-on-replace-with-chain,failed,3338,2020-10-21 05:34:14 UTC,737621904,737621905,737621906,737621907,737621908,737621909,737621910,737621911,737621912,737621913,737621914,737621915,737621916,737621917,push
737621882,fbddf105dd7a941a9760d6550a7685ff737c71d9,6189,master,failed,3337,2020-10-21 05:29:23 UTC,737621883,737621884,737621885,737621886,737621887,737621888,737621889,737621890,737621891,737621892,737621893,737621894,737621895,737621896,pull_request
737579752,400faec3ff9c829cd302c0c8a90b9f29a5338410,6429,master,passed,3569,2020-10-21 00:37:17 UTC,737579753,737579754,737579755,737579756,737579757,737579758,737579759,737579760,737579761,737579762,737579763,737579764,737579765,737579766,pull_request
737307019,3187044b57335f37fe18f47f230efc0fb00f4d58,,master,passed,3562,2020-10-20 05:49:45 UTC,737307020,737307021,737307022,737307023,737307024,737307025,737307026,737307027,737307028,737307029,737307030,737307031,737307032,737307033,push
737208928,945dd822f1a46708f12339b22d755253639f2093,6424,master,passed,3594,2020-10-19 21:00:40 UTC,737208929,737208930,737208931,737208932,737208933,737208934,737208935,737208936,737208937,737208938,737208939,737208940,737208941,737208942,pull_request
737207605,f86e2936800206b9a5b178f1fcdccbd2ed35fa84,6424,master,passed,3661,2020-10-19 20:55:07 UTC,737207606,737207607,737207608,737207609,737207610,737207611,737207612,737207613,737207614,737207615,737207616,737207617,737207618,737207619,pull_request
737142695,76596a1892a2c5d826b3d5ffb16623d1b645bb6b,,master,passed,3692,2020-10-19 17:06:26 UTC,737142696,737142697,737142698,737142699,737142700,737142701,737142702,737142703,737142704,737142705,737142706,737142707,737142708,737142709,push
737095996,368eb10696ce5795cd7ffeb1d2476ab266e33f9a,6428,v4.5,failed,2778,2020-10-19 14:56:16 UTC,737095997,737095998,737095999,737096000,737096001,737096002,737096003,737096004,737096005,737096006,737096007,737096008,737096009,737096010,pull_request
737022292,6b41d0b8bafa5c9bc64b466592a5f5dcdcd015bf,6425,master,passed,3559,2020-10-19 10:13:33 UTC,737022293,737022294,737022295,737022296,737022297,737022298,737022299,737022300,737022301,737022302,737022303,737022304,737022305,737022306,pull_request
736994969,fb7f534f20536f63215a6cc2f564a3b24522b41f,6424,master,passed,3563,2020-10-19 08:19:54 UTC,736994970,736994971,736994972,736994973,736994974,736994975,736994976,736994977,736994978,736994979,736994980,736994981,736994982,736994983,pull_request
736817813,b50b178f41c798f63aad77c0e4908c8a7139a753,,v5.0.1,passed,3622,2020-10-18 14:42:07 UTC,736817814,736817815,736817816,736817817,736817818,736817819,736817820,736817821,736817822,736817823,736817824,736817825,736817826,736817827,push
736817798,b50b178f41c798f63aad77c0e4908c8a7139a753,,master,passed,3584,2020-10-18 14:37:34 UTC,736817799,736817800,736817801,736817802,736817803,736817804,736817805,736817806,736817807,736817808,736817809,736817810,736817811,736817812,push
736649214,e966cf1be71766c763d884fa57cf45e7444de75c,,master,passed,3585,2020-10-17 15:56:07 UTC,736649216,736649217,736649218,736649220,736649221,736649222,736649223,736649224,736649225,736649226,736649227,736649228,736649229,736649230,push
736645895,9b78de840d74d3e5cd6d4d7701ad64ba4a43fbe6,,master,passed,3489,2020-10-17 15:37:34 UTC,736645896,736645897,736645898,736645899,736645900,736645901,736645902,736645903,736645904,736645905,736645906,736645907,736645908,736645909,push
