build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751249520,875330da4bb0322d872f702dbb1f44c7e6137c48,,develop,errored,18443,2020-12-24 18:32:25 UTC,751249521,751249522,751249523,751249524,751249525,751249526,751249527,751249528,751249529,751249530,751249531,751249532,751249533,751249534,751249535,751249536,push
751249432,875330da4bb0322d872f702dbb1f44c7e6137c48,,v2.5.0,errored,18413,2020-12-24 17:41:11 UTC,751249433,751249434,751249435,751249436,751249437,751249438,751249439,751249440,751249441,751249442,751249443,751249444,751249445,751249446,751249447,751249448,push
751249407,875330da4bb0322d872f702dbb1f44c7e6137c48,,master,errored,18336,2020-12-24 16:26:41 UTC,751249408,751249409,751249410,751249411,751249412,751249413,751249414,751249415,751249416,751249417,751249418,751249419,751249420,751249421,751249422,751249423,push
751243489,87cb30f34ceb2c1495b56b8da94da93270376517,,develop,errored,16486,2020-12-24 17:17:58 UTC,751243490,751243491,751243492,751243493,751243494,751243495,751243496,751243497,751243498,751243499,751243500,751243501,751243502,751243503,751243504,751243505,push
750633982,f845eeef0dcdb269a1b14e6cf138d0a826efb111,,develop,passed,15220,2020-12-20 20:59:07 UTC,750633983,750633984,750633985,750633986,750633987,750633988,750633989,750633990,750633991,750633992,750633993,750633994,750633995,750633996,750633997,750633998,push
750617035,d178dfb20260772064ff0f5c8f442b0f69fb44c0,,develop,passed,15062,2020-12-20 05:38:00 UTC,750617036,750617037,750617038,750617039,750617040,750617041,750617042,750617043,750617044,750617045,750617046,750617047,750617048,750617049,750617050,750617051,push
750342114,fc9a06bb05b74193fcde223cc126d18647a07efe,,develop,passed,16559,2020-12-18 17:05:48 UTC,750342115,750342116,750342117,750342118,750342119,750342120,750342121,750342122,750342123,750342124,750342125,750342126,750342127,750342128,750342129,750342130,push
749967177,a0a14267a417d10d3039caba28b825595dbda05a,,develop,passed,15589,2020-12-17 16:14:08 UTC,749967178,749967179,749967180,749967181,749967182,749967183,749967184,749967185,749967186,749967187,749967188,749967189,749967190,749967191,749967192,749967193,push
749744642,b83cb834fb641fefb71cbfb4691def2493bf202e,,develop,passed,15206,2020-12-15 19:00:44 UTC,749744643,749744644,749744645,749744646,749744647,749744648,749744649,749744650,749744651,749744652,749744653,749744654,749744655,749744656,749744657,749744658,push
749513084,d0f0725371a5082f1b88b5c23b438c0edf07846a,,develop,passed,15123,2020-12-15 14:16:42 UTC,749513085,749513086,749513087,749513088,749513089,749513090,749513091,749513092,749513093,749513094,749513095,749513096,749513097,749513098,749513099,749513100,push
747546359,f9b583088f7398698835b81d9015993857a4a8fc,,develop,passed,14710,2020-12-04 18:14:19 UTC,747546360,747546361,747546362,747546363,747546364,747546365,747546366,747546367,747546368,747546369,747546370,747546371,747546372,747546373,747546374,747546375,push
747445868,18d9ad723bca8750a4a912ccf84e8c6094bbff07,,develop,passed,14889,2020-12-03 17:17:32 UTC,747445869,747445870,747445871,747445872,747445873,747445874,747445875,747445876,747445877,747445878,747445879,747445880,747445881,747445882,747445883,747445884,push
746620647,0e869896b56166578a49d016618e546eb9f439b1,,develop,passed,15400,2020-11-30 17:11:01 UTC,746620648,746620649,746620650,746620651,746620652,746620653,746620654,746620655,746620656,746620657,746620658,746620659,746620660,746620661,746620662,746620663,push
746539418,5194bf44fc9f7bc00d7a11f86a6618e6798e173e,,develop,passed,15150,2020-11-29 21:23:56 UTC,746539419,746539420,746539421,746539422,746539423,746539424,746539425,746539426,746539427,746539428,746539429,746539430,746539431,746539432,746539433,746539434,push
746536113,8c2546f5e55ebf3ef016b434a8727dea8514eddf,,develop,passed,14985,2020-11-29 21:23:27 UTC,746536114,746536115,746536116,746536117,746536118,746536119,746536120,746536121,746536122,746536123,746536124,746536125,746536126,746536127,746536128,746536129,push
746532647,7f4989be26283e845bbe5e23e98e7b9a6321b942,,develop,passed,15203,2020-11-29 17:15:24 UTC,746532648,746532649,746532650,746532651,746532652,746532653,746532654,746532655,746532656,746532657,746532658,746532659,746532660,746532661,746532662,746532663,push
745289626,8581f5cad0298a4cf487fb2cd66c1611e637be8e,,develop,passed,15402,2020-11-23 02:07:53 UTC,745289627,745289628,745289629,745289630,745289631,745289632,745289633,745289634,745289635,745289636,745289637,745289638,745289639,745289640,745289641,745289642,push
745163847,4013bc5d25c673bb2c2b460d0370913acea90e69,,develop,passed,15203,2020-11-22 15:38:28 UTC,745163848,745163851,745163852,745163853,745163854,745163855,745163856,745163857,745163858,745163859,745163860,745163861,745163862,745163863,745163864,745163865,push
734868546,a066d2e967969f1f6a25ce97d7dfd8cb81150281,,develop,passed,14691,2020-10-12 14:42:19 UTC,734868547,734868548,734868549,734868550,734868551,734868552,734868553,734868554,734868555,734868556,734868557,734868558,734868559,734868560,734868561,734868562,push
734854483,83cd7d0dbb3be76c66d5c7d824fcd94aeb331ab7,,develop,passed,14011,2020-10-12 02:35:44 UTC,734854484,734854485,734854486,734854487,734854488,734854489,734854490,734854491,734854492,734854493,734854494,734854495,734854496,734854497,734854498,734854499,push
728804607,89fd910789c8794f5c88e9874f1f646d636e93ae,,develop,passed,10819,2020-09-20 19:51:56 UTC,728804608,728804609,728804610,728804611,728804612,728804613,728804614,728804615,728804616,728804617,728804618,728804619,push
728799518,0d97f60ea72a832c7c3ce82ace0f9411d15b47e0,316,master,errored,8291,2020-09-20 19:18:55 UTC,728799519,728799520,728799521,728799522,728799523,728799524,728799525,728799526,728799527,728799528,728799529,728799530,pull_request
726482424,224807fa4664af20b8df716ac17025df4ca62045,,develop,passed,10522,2020-09-12 03:31:23 UTC,726482425,726482426,726482427,726482428,726482429,726482430,726482431,726482432,726482433,726482434,726482435,726482436,push
726482144,224807fa4664af20b8df716ac17025df4ca62045,,v2.4.2,passed,10688,2020-09-12 03:13:40 UTC,726482145,726482146,726482147,726482148,726482149,726482150,726482151,726482152,726482153,726482154,726482155,726482156,push
726481974,224807fa4664af20b8df716ac17025df4ca62045,,master,passed,10522,2020-09-12 03:04:36 UTC,726481975,726481976,726481977,726481978,726481979,726481980,726481981,726481982,726481983,726481984,726481985,726481986,push
726171620,5a2f31f2306b7b141012d6ed1b55ecba9359049a,,develop,passed,10925,2020-09-11 06:15:41 UTC,726171621,726171622,726171623,726171624,726171625,726171626,726171627,726171628,726171629,726171630,726171631,726171632,push
726151496,59c352c90a8be50a8ce2d4c7303a5d20e2b10325,,develop,passed,10547,2020-09-11 04:09:27 UTC,726151497,726151498,726151499,726151500,726151501,726151502,726151503,726151504,726151505,726151506,726151507,726151508,push
726130562,5fb2854a733c419f571950fd363603e74333b0e2,,develop,passed,10734,2020-09-11 06:08:50 UTC,726130563,726130564,726130565,726130566,726130567,726130568,726130569,726130570,726130571,726130572,726130573,726130574,push
725806132,e9fe32caec54e6cec14447950507975f783ff9d0,,develop,passed,10756,2020-09-10 04:34:24 UTC,725806133,725806134,725806135,725806136,725806137,725806138,725806139,725806140,725806141,725806142,725806143,725806144,push
725320218,ecd241c95a82a8b11554589d138ce5c40f59aec3,311,master,passed,10655,2020-09-08 17:27:47 UTC,725320219,725320220,725320221,725320222,725320223,725320224,725320225,725320227,725320228,725320229,725320230,725320231,pull_request
724542261,00ff9c1ae60f8a484b6f8b810288e369a002d9e1,,develop,passed,10617,2020-09-06 01:09:33 UTC,724542262,724542263,724542264,724542265,724542266,724542267,724542268,724542269,724542270,724542271,724542272,724542273,push
724536651,00ff9c1ae60f8a484b6f8b810288e369a002d9e1,,v2.4.1,passed,10569,2020-09-05 21:08:05 UTC,724536652,724536653,724536654,724536655,724536656,724536657,724536658,724536659,724536660,724536661,724536662,724536663,push
724536632,00ff9c1ae60f8a484b6f8b810288e369a002d9e1,,master,passed,10661,2020-09-05 20:59:10 UTC,724536633,724536634,724536635,724536636,724536637,724536638,724536639,724536640,724536641,724536642,724536643,724536644,push
724019942,869cea058e9eac174b6d807ff5c57b1ecbd43ba6,,develop,passed,10698,2020-09-04 06:07:05 UTC,724019943,724019944,724019945,724019946,724019947,724019948,724019949,724019950,724019951,724019952,724019953,724019954,push
723633193,b0a90cf501f4fca35e2308923bc02089c6cc5cad,310,develop,passed,10749,2020-09-03 00:39:27 UTC,723633194,723633195,723633196,723633197,723633198,723633199,723633200,723633201,723633202,723633203,723633204,723633205,pull_request
723306467,2cdaf6dc31c42bf926691a1d53f26d47f2205f0d,,develop,passed,10672,2020-09-02 02:33:35 UTC,723306468,723306469,723306470,723306471,723306472,723306473,723306474,723306475,723306476,723306477,723306478,723306479,push
722381170,d1116b715a432669ed8f7b0b158e41dd3b3c020d,,develop,passed,10453,2020-08-29 23:05:56 UTC,722381171,722381172,722381173,722381174,722381175,722381176,722381177,722381178,722381179,722381180,722381181,722381182,push
722379744,d1116b715a432669ed8f7b0b158e41dd3b3c020d,,v2.4.0,passed,10393,2020-08-29 22:47:53 UTC,722379745,722379746,722379747,722379748,722379749,722379750,722379751,722379752,722379753,722379754,722379755,722379756,push
722379702,d1116b715a432669ed8f7b0b158e41dd3b3c020d,,master,passed,10678,2020-08-29 22:38:58 UTC,722379703,722379704,722379705,722379706,722379707,722379708,722379709,722379710,722379711,722379712,722379713,722379714,push
721887076,6ad84a7c213ccd30ab45195291e7543a93468ae2,,develop,passed,10568,2020-08-28 02:18:20 UTC,721887077,721887078,721887079,721887080,721887081,721887082,721887083,721887084,721887085,721887086,721887087,721887088,push
721564042,68903242326efbbae8b263e1c451e113e6f22a37,,develop,passed,9960,2020-08-27 14:52:52 UTC,721564043,721564044,721564045,721564046,721564047,721564048,721564049,721564050,721564051,721564052,721564053,721564054,push
721229445,fcb46f862b329d49be3d6e9a0daca9dde2451bfe,,develop,passed,9657,2020-08-26 05:17:11 UTC,721229446,721229447,721229448,721229449,721229450,721229451,721229452,721229453,721229454,721229455,721229456,721229457,push
720883809,5d370f19557fc33f4225a2461d708e80239fcda2,,develop,passed,9603,2020-08-25 05:22:55 UTC,720883810,720883811,720883812,720883813,720883814,720883815,720883816,720883817,720883818,720883819,720883820,720883821,push
