build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753482652,5263e1cba96a0c4cb878ab16863baccd12618cae,,v1.2.1,passed,111,2021-01-08 05:25:40 UTC,753482653,753482654,753482655,753482656,753482657,push
753480606,5263e1cba96a0c4cb878ab16863baccd12618cae,,master,passed,118,2021-01-08 05:08:16 UTC,753480607,753480608,753480609,753480610,753480611,push
753479644,7ce5ed894335d1f860290b43b263985c7f64a55c,88,master,passed,114,2021-01-08 04:58:34 UTC,753479645,753479646,753479647,753479648,753479649,pull_request
753479537,fe7cd002a710911084f6e2a5a5d70efb349b5677,,default-xdg-location,passed,114,2021-01-08 04:57:52 UTC,753479538,753479539,753479540,753479541,753479542,push
696749360,027c321883866c10f35a279c5d12f349ce483d76,86,master,passed,108,2020-06-10 07:40:37 UTC,696749361,696749362,696749363,696749364,696749365,pull_request
695591276,72f507e689816d58b1664aeeea08e394f23f61a9,,v1.2.0,passed,104,2020-06-07 05:32:18 UTC,695591277,695591278,695591279,695591280,695591281,push
695591202,72f507e689816d58b1664aeeea08e394f23f61a9,,master,passed,109,2020-06-07 05:31:40 UTC,695591203,695591204,695591205,695591206,695591207,push
688220954,1819a917c46e08ba6eeff1314da83ae2e5951631,,master,passed,106,2020-05-18 04:05:15 UTC,688220955,688220956,688220957,688220958,688220959,push
688219899,fe3d28c5c9b28ae2fa687e1a30e17f1d06ead7cc,,mayanksuman-master,failed,154,2020-05-18 03:59:15 UTC,688219900,688219901,688219903,688219904,688219905,688219907,688219909,688219913,push
688213834,df2d8c58f5fa0e281a86825066b94ceedac87c3f,,mayanksuman-master,failed,155,2020-05-18 03:23:22 UTC,688213835,688213836,688213837,688213838,688213839,688213840,688213841,688213842,push
687961355,86bc2c508b52ad6e49f2ea38f28a05cd1b78d972,,master,passed,112,2020-05-17 04:16:52 UTC,687961356,687961357,687961358,687961359,687961360,push
682869467,7fd167e9b8c26d42a45dd69ae227d1bcb97d6390,85,master,passed,105,2020-05-04 10:44:25 UTC,682869468,682869469,682869470,682869471,682869472,pull_request
674264144,ac01b6cd38001e84e9fc06bd515ed2bf6005b159,,master,passed,101,2020-04-13 04:53:18 UTC,674264145,674264146,674264147,674264148,674264149,push
674261012,3f4d98d3aa89c46adf0c06e00b22697916152d6d,,master,failed,149,2020-04-13 04:35:54 UTC,674261013,674261014,674261015,674261016,674261017,674261018,674261019,674261020,push
674259221,40eda606e6e85e870c7ea1b535a8d03361011917,,mayanksuman-master,failed,154,2020-04-13 04:27:18 UTC,674259222,674259223,674259224,674259225,674259226,674259227,674259228,674259229,push
645636534,6ed48c8ac7690c11cdf971727a11b10b64b46707,83,master,failed,153,2020-02-03 20:13:12 UTC,645636535,645636536,645636537,645636538,645636539,645636540,645636541,645636542,pull_request
645631179,631e116116adae80ecd3ac0942fd31c279427ad9,83,master,failed,157,2020-02-03 19:59:22 UTC,645631180,645631181,645631182,645631183,645631184,645631185,645631186,645631187,pull_request
522338119,96142a74f4416b4a7000c85032c070df713b849e,,master,passed,376,2019-04-19 23:04:24 UTC,522338120,522338121,522338122,522338123,522338124,522338125,522338126,522338127,push
453401779,3757ecb97775a38a488a3714f0df14da0857a8ef,,master,passed,276,2018-11-10 22:26:49 UTC,453401780,453401781,453401782,453401783,453401784,453401785,453401786,453401787,push
445406007,8d44ba48d0293f4d17ba31c06a87170060543694,80,master,passed,268,2018-10-24 00:14:15 UTC,445406008,445406009,445406010,445406011,445406012,445406013,445406014,445406015,pull_request
444545063,5f18a0eb2fb09420dbce11363106b59d8f3fabf0,,master,passed,192,2018-10-22 04:31:50 UTC,444545064,444545065,444545066,444545067,444545068,444545069,444545070,444545071,push
443935355,74f334833b46a3a060e85224f5c4ac47265d8971,79,master,passed,201,2018-10-19 23:31:56 UTC,443935356,443935357,443935358,443935359,443935360,443935361,443935362,443935363,pull_request
438424652,4150e9a683615306f3d65c70e27653d4ba600dc5,,master,passed,189,2018-10-08 01:47:11 UTC,438424653,438424654,438424655,438424656,438424657,438424658,438424659,push
438423535,d163ee2ebe41fea5dadcce8f5fad9c8bc4fbd004,,master,failed,346,2018-10-08 01:40:18 UTC,438423536,438423537,438423538,438423539,438423540,438423541,438423542,438423543,push
438422795,6a93d5a6d4beb647815a8944a5c2afe176bcf411,,v1.1.1,passed,141,2018-10-08 01:37:09 UTC,438422796,438422797,438422798,438422799,438422800,push
438422780,6a93d5a6d4beb647815a8944a5c2afe176bcf411,,master,passed,158,2018-10-08 01:36:13 UTC,438422781,438422782,438422783,438422784,438422785,push
418726817,3ad3c7e469b1c99afe1237b0dc69153374be5928,78,master,passed,169,2018-08-21 14:26:18 UTC,418726819,418726820,418726821,418726822,418726823,pull_request
418718578,1867a1e4f5095470f9a6a617a6bbc76ff0a88830,78,master,passed,164,2018-08-21 14:09:58 UTC,418718579,418718580,418718581,418718582,418718583,pull_request
417665228,f48f5ffe1dd7a81224690e0b9e0d4dfb9402e833,,master,passed,186,2018-08-18 16:29:03 UTC,417665229,417665230,417665231,417665232,417665233,push
417658841,2765a0516cb2b381efdf24f84cda51718b730893,76,master,passed,146,2018-08-18 16:02:33 UTC,417658842,417658843,417658844,417658845,417658846,pull_request
417658521,0b2f71ec9b43a77911ef4a1a3812750895041a65,,better-version-check,passed,145,2018-08-18 16:00:58 UTC,417658522,417658523,417658524,417658525,417658526,push
362703962,1b749c3ff645e36ab0126f8fbe6cc71d79ecba7f,,v1.1.0,passed,207,2018-04-05 16:09:09 UTC,362703963,362703964,362703965,362703966,362703967,push
362703881,1b749c3ff645e36ab0126f8fbe6cc71d79ecba7f,,master,passed,185,2018-04-05 16:08:32 UTC,362703882,362703883,362703884,362703885,362703886,push
361683472,a703736530270024863a92cdd4a391076c619b4a,,master,passed,258,2018-04-03 15:09:56 UTC,361683473,361683474,361683475,361683476,361683477,push
361400346,2e09d7d9ee190e37952e53aff5bc7a8ac2ec50cc,74,master,passed,137,2018-04-02 22:59:35 UTC,361400347,361400348,361400349,361400350,361400351,pull_request
355864899,05fa76c0e303b4a7c6211fde01faed7430ce2348,,master,passed,152,2018-03-20 13:58:35 UTC,355864900,355864901,355864902,355864903,355864904,push
355677167,f2968471010fccf9e066d3064903eb49675ff766,,master,passed,178,2018-03-20 03:03:40 UTC,355677168,355677169,355677170,355677171,355677172,push
355677124,8db16e8e9031c6c1ccf6a046b4b8747988093160,72,master,errored,148,2018-03-20 03:03:15 UTC,355677125,355677126,355677127,355677128,355677129,pull_request
355674430,f2968471010fccf9e066d3064903eb49675ff766,,nested-dirs,passed,133,2018-03-20 02:48:26 UTC,355674431,355674432,355674433,355674434,355674435,push
355670565,05181f82158c41b771af94c290def661f6b9d061,,nested-dirs,passed,150,2018-03-20 02:31:01 UTC,355670566,355670567,355670568,355670569,355670570,push
355056240,cf343da7b231ba5dfd82c3ff0e5f35e5cdf3ec7c,,nested-dirs,passed,226,2018-03-18 17:00:04 UTC,355056241,355056242,355056243,355056244,355056245,push
354909505,797b95975fff1ca0ed6608f1203fc570fc8ffeef,,nested-dirs,failed,153,2018-03-18 04:11:07 UTC,354909506,354909507,354909508,354909509,354909510,push
354629714,288210fbc44ae762b9d20bfc012be4ac34684f01,,nested-dirs,passed,152,2018-03-17 05:31:01 UTC,354629715,354629716,354629717,354629718,354629719,push
350876586,8efa97140cab25eac23129104c5e60bd45d34679,,master,passed,186,2018-03-08 15:36:02 UTC,350876587,350876588,350876589,350876590,350876591,push
344377647,b7f04514f64cdae709afe8c4d392fcf4268a6bfd,,master,passed,203,2018-02-21 15:46:27 UTC,344377648,344377649,344377650,344377651,344377652,push
302049125,e6ea696c6369b0cc8db9a886803080661e2a559b,,v1.0.2,passed,202,2017-11-14 17:19:30 UTC,302049126,302049127,302049128,302049129,302049130,push
