build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
392120369,5e933cbac92f71fc2cfae6ec5995e78565b7cc27,208,master,passed,255,2018-06-14 07:24:56 UTC,392120370,392120371,392120372,392120373,392120374,pull_request
382416384,b0c70cee13724b4d1c6df49c1f56cc6755252d89,207,master,passed,165,2018-05-22 23:06:59 UTC,382416385,382416386,382416387,382416388,pull_request
346086861,2f91d818f310ae840616984adefb8f9ecfe42755,202,master,passed,329,2018-02-26 00:10:28 UTC,346086862,346086863,346086864,346086865,346086866,pull_request
341285031,3d0a3f8440aca405822f92ec10e884233c423a57,200,master,passed,536,2018-02-14 05:23:09 UTC,341285032,341285033,341285034,341285035,341285036,pull_request
317789355,ced02f535412e2adea79f1a697c8a1311a99ec6c,193,master,passed,411,2017-12-17 20:10:25 UTC,317789356,317789357,317789358,317789359,317789360,pull_request
317130869,da151c2faaf417d6ce2e93ffb5f0cf7fa46edac1,192,master,passed,200,2017-12-15 21:41:30 UTC,317130870,317130871,317130872,317130873,317130874,pull_request
312395135,33af5da9062923652d98c891e56817741116029a,190,master,passed,218,2017-12-06 12:35:31 UTC,312395136,312395137,312395138,312395139,312395140,pull_request
295139880,8a251c183d635a4517d3b8e0163e7c91cead21b7,185,master,passed,296,2017-10-31 02:17:53 UTC,295139881,295139882,295139883,295139884,295139885,pull_request
295108793,20d59512d223a206d8c18511f354fae2de134405,184,master,passed,370,2017-10-30 23:53:45 UTC,295108794,295108795,295108796,295108797,295108798,pull_request
295102536,3b35bc9a562f3d7f4614d64201ddffc32983d0ef,184,master,failed,257,2017-10-30 23:22:27 UTC,295102537,295102538,295102539,295102545,295102546,pull_request
295101076,ed775a977443e2c5f35f20a60375f11d6b849958,180,master,passed,213,2017-10-30 23:24:11 UTC,295101077,295101078,295101079,295101080,295101081,pull_request
293783297,7969917f1a77cf1350933ceca0faeb60df907187,,v1.14.0,passed,238,2017-10-27 17:13:59 UTC,293783298,293783299,293783300,293783301,293783302,push
293782863,908240e5818b9d63fc84bb6376be3ff7345ec606,,master,passed,211,2017-10-27 17:12:59 UTC,293782864,293782865,293782866,293782867,293782868,push
293779728,7dc6b40c7a974fef002b96afe437c70097d6f40e,183,master,passed,252,2017-10-27 17:02:05 UTC,293779729,293779731,293779733,293779734,293779735,pull_request
293778076,7969917f1a77cf1350933ceca0faeb60df907187,,release/1.14.0,passed,206,2017-10-27 16:53:30 UTC,293778077,293778078,293778079,293778080,293778081,push
293761869,0187d7af647d2788a3a180f75e1b4e2893e20da2,,master,passed,264,2017-10-27 16:16:03 UTC,293761870,293761871,293761872,293761873,293761874,push
293752587,22bf110d28194895905f3fb2025020cfbd916bd3,,master,passed,226,2017-10-27 16:02:04 UTC,293752588,293752589,293752590,293752591,293752592,push
293736336,18fb5f5a49f20853358f5aca8906acf3f9da6a44,,master,passed,223,2017-10-27 15:28:16 UTC,293736338,293736340,293736343,293736345,293736348,push
293735097,1097a6fc556e1d6b06d8ef7e9f4b3a9edd2f80bf,,master,passed,295,2017-10-27 15:21:57 UTC,293735098,293735099,293735100,293735101,293735102,push
293734609,c34ce63b452658bfa461b8e2f316c4ea6e32f039,,master,passed,214,2017-10-27 15:20:57 UTC,293734610,293734611,293734612,293734613,293734614,push
293728958,ac248fb83bd5de1a1ceac0f1fdbeb1b9d55aeff3,,master,passed,327,2017-10-27 15:14:09 UTC,293728959,293728960,293728961,293728962,293728963,push
293677927,ec115280220992edf89b689abe5eb0a9b0844092,,master,passed,308,2017-10-27 13:27:23 UTC,293677928,293677929,293677930,293677931,293677932,push
293676107,811c46300f13733799162a1857c8dc2c39966b5f,,master,canceled,72,,293676108,293676109,293676110,293676111,293676112,push
293672667,5e81fac0310ba79e6a6636eb75ced7a830a829d9,,master,passed,346,2017-10-27 13:22:04 UTC,293672668,293672669,293672670,293672671,293672672,push
293669910,87332b64f9aaa722ae3716599aff59ec3324ee55,,master,passed,275,2017-10-27 13:12:17 UTC,293669911,293669912,293669913,293669914,293669915,push
292124635,b7337d19132af9c4fd20bed3bf113887d276c777,182,master,passed,255,2017-10-24 14:58:05 UTC,292124636,292124637,292124638,292124640,292124641,pull_request
288674525,5b6293925edc19c1361ce3deac19e65ac5e63ecc,178,master,passed,196,2017-10-16 17:36:53 UTC,288674528,288674529,288674530,288674531,pull_request
287363182,aee705272b4641687c811f838147d501e5786afa,180,master,passed,179,2017-10-13 02:58:08 UTC,287363183,287363184,287363185,287363186,287363187,pull_request
287361884,5686b243b997e4e8b244522c6ada9073d54d6672,180,master,passed,177,2017-10-13 02:52:53 UTC,287361885,287361886,287361887,287361888,287361889,pull_request
287343076,0e72ae30f15414124cce6c5ec6b7c4daf97777d7,179,master,passed,187,2017-10-13 01:36:32 UTC,287343077,287343078,287343079,287343080,287343081,pull_request
286730513,8c13a22216948f4e94a23d628101be5bf8e6808f,178,master,failed,180,2017-10-11 21:19:08 UTC,286730514,286730515,286730516,286730517,286730518,pull_request
286727672,98fd80acbeb5c68a204c7021d334bc41232bcb25,178,master,failed,176,2017-10-11 21:11:27 UTC,286727673,286727674,286727675,286727676,286727677,pull_request
286681883,8225894674168f96a42061827b2ee65733ee524f,,v1.13.4,passed,215,2017-10-11 19:30:54 UTC,286681886,286681887,286681901,286681902,286681903,push
286679984,8225894674168f96a42061827b2ee65733ee524f,,master,passed,206,2017-10-11 19:26:32 UTC,286679985,286679986,286679987,286679988,286679989,push
286678740,6dde66e01e0d7c5b3cbada233fad88a5e62cef0b,177,master,passed,226,2017-10-11 19:24:11 UTC,286678741,286678742,286678743,286678744,286678745,pull_request
286677601,ffa46b74bf5c0e9e35685eaf6630a94d7f67ba2a,,release/1.13.4,passed,246,2017-10-11 19:21:22 UTC,286677603,286677604,286677605,286677607,286677608,push
286668993,dfcccd91aa2671eae293f2bbf5a37499f51d115b,,master,passed,228,2017-10-11 19:03:07 UTC,286668995,286668996,286668997,286668998,286668999,push
286609189,d7e64942c3dba4fe28625d932acd69620eb3ab74,176,master,failed,188,2017-10-11 16:42:45 UTC,286609190,286609197,286609199,286609204,286609207,pull_request
286561360,69dc35a7416fc759bf170a64b5732305d0801d0c,174,master,passed,200,2017-10-11 14:57:05 UTC,286561361,286561362,286561363,286561364,286561365,pull_request
286560707,9730e9f0907aead05ffabec6fe4dff4c5f04b7ff,174,master,passed,211,2017-10-11 14:55:42 UTC,286560709,286560710,286560711,286560716,286560720,pull_request
286531153,8cec37992e3a087e89929b7bfe9f8fa8bc03557b,174,master,failed,234,2017-10-11 13:54:07 UTC,286531155,286531156,286531157,286531159,286531161,pull_request
285808092,a9d3257c313f4329fcd05b975bb2bb1b9cdc2536,173,master,passed,217,2017-10-09 21:59:22 UTC,285808093,285808097,285808101,285808102,285808103,pull_request
283050317,e4af7e94caa466fe8a351a16ba033303b661ab11,170,master,passed,194,2017-10-04 05:15:12 UTC,283050318,283050319,283050320,283050321,283050322,pull_request
283006287,94661a530a980b30883a8fd9ed33483befd3738c,170,master,passed,166,2017-10-04 01:05:44 UTC,283006288,283006289,283006290,283006291,283006292,pull_request
277062028,cb6a89bcfd773854bdb2d9c2c7e83c0771830e19,148,master,passed,198,2017-09-18 22:21:39 UTC,277062030,277062032,277062033,277062044,277062045,pull_request
276627191,5171e22c46492bca9a90f506805696fc480c97b4,167,master,passed,180,2017-09-17 21:56:41 UTC,276627192,276627193,276627194,276627195,276627196,pull_request
265907064,78ac8dbaa485f78e6b242ef2b281e07a8a3fece2,163,master,passed,465,2017-08-18 10:09:26 UTC,265907065,265907066,265907068,265907069,265907070,pull_request
265906490,3beccca39805c71e8ff6c87672bcce2c41890093,163,master,passed,407,2017-08-18 10:07:40 UTC,265906491,265906492,265906493,265906494,265906496,pull_request
265901570,2456d7ce3713ea143c457b3dc5460e3dd3990728,162,master,passed,483,2017-08-18 09:49:21 UTC,265901571,265901572,265901573,265901574,265901575,pull_request
265703175,35dfb22687ab0e0558399665a9a987a5db2835c9,,v1.13.3,passed,365,2017-08-17 19:11:55 UTC,265703176,265703177,265703178,265703179,265703180,push
265702863,35dfb22687ab0e0558399665a9a987a5db2835c9,,master,passed,336,2017-08-17 19:10:48 UTC,265702864,265702865,265702866,265702867,265702868,push
265702062,01ce69abce6435b09e9f825c3d743d1295a8beb5,161,master,passed,333,2017-08-17 19:08:48 UTC,265702063,265702064,265702065,265702066,265702067,pull_request
265701250,d7eba3007ad6a7d81e96f1b463114e5fb875b9a5,,release/1.13.3,passed,362,2017-08-17 19:06:17 UTC,265701251,265701252,265701253,265701254,265701255,push
264794202,7912cd7b8cadf4eed190fbd0092ba015a605f8bd,159,master,passed,408,2017-08-15 15:40:25 UTC,264794203,264794204,264794205,264794206,264794207,pull_request
255067641,b21f77405c86c56a47d862c56572174e18bf4ce4,,master,passed,411,2017-07-18 23:35:50 UTC,255067642,255067643,255067644,255067645,255067646,push
254547175,458280d83d1de3f3c28b965f2ca210ed03e93dbd,157,master,passed,353,2017-07-17 18:11:03 UTC,254547176,254547177,254547178,254547179,254547180,pull_request
221392890,191c23e660355b645d172039b4c0ca91ea964e32,147,master,passed,316,2017-04-12 15:33:30 UTC,221392891,221392892,221392894,221392895,221392896,pull_request
221391279,9e90e745da9a0d6565e7eb91f624e991f882a4fc,149,master,passed,291,2017-04-12 15:29:03 UTC,221391280,221391281,221391282,221391283,221391284,pull_request
221078534,128adfe373dac74bc55e8cb4b2ed7f46f8ae2a64,148,master,passed,312,2017-04-11 19:12:50 UTC,221078535,221078536,221078537,221078538,221078539,pull_request
221072060,fc96dc7606d5ef6850f77c2b1ee26127e3b842dd,148,master,passed,272,2017-04-11 18:51:49 UTC,221072061,221072062,221072063,221072064,221072065,pull_request
220939615,4dd471e2b56ce623906c51ffbb271956c1f15609,,master,passed,301,2017-04-11 12:32:19 UTC,220939616,220939617,220939618,220939619,220939620,push
220932170,d9639efb2f2272442d9e832c724b625d501958e4,,master,passed,295,2017-04-11 12:12:04 UTC,220932171,220932172,220932173,220932174,220932179,push
219660428,7ac1e53261e760ab0770af190adbde3b36bae967,147,master,failed,361,2017-04-07 12:19:33 UTC,219660429,219660431,219660433,219660434,219660437,219660438,pull_request
219658914,5fe317f6ed4e869010dc9c135a9afb1da93b8af7,147,master,failed,351,2017-04-07 12:14:28 UTC,219658915,219658916,219658917,219658918,219658919,219658920,pull_request
207554240,26d3ef89109bc3b5af588985cb8ff6bfb4b441cf,141,master,failed,376,2017-04-11 12:14:05 UTC,207554242,207554244,207554245,207554246,207554248,207554249,pull_request
206997798,6d5a5f807643e80c0d30a9ebea87c0829a8f9069,140,master,passed,272,2017-03-02 13:39:03 UTC,206997799,206997801,206997802,206997804,206997806,pull_request
206997747,b335e23513341e14e7addb41516cae3eb423bcf3,,aes-remove-py3.2,passed,262,2017-03-02 13:38:05 UTC,206997748,206997749,206997750,206997751,206997753,push
206879252,016551dd8a564863871190eef36977a5df11a49e,139,master,failed,295,2017-03-02 05:24:59 UTC,206879253,206879255,206879257,206879258,206879259,206879262,pull_request
203407722,c3fde8314dbc88d79dc1f032c3dd01f8e78efd3d,137,master,failed,294,2017-02-20 11:40:23 UTC,203407724,203407725,203407726,203407727,203407728,203407729,pull_request
202374881,d7dcffa2d3bfcdce23ea8831cf05aefa37fb80bb,136,master,failed,363,2017-04-11 12:13:03 UTC,202374884,202374888,202374890,202374892,202374896,202374901,pull_request
199780868,4f99d0ea70d19bae864e2fc543241da841510d4e,,master,failed,284,2017-02-08 22:13:20 UTC,199780869,199780872,199780873,199780874,199780875,199780876,push
196877429,7b0e953bde93ad7ce276345db0a7f982610a61f5,132,master,passed,375,2017-01-31 09:08:40 UTC,196877430,196877431,196877432,196877433,196877434,196877435,pull_request
189234469,c2e900dbe982261342503d5aff1a2c5e7618c941,,master,passed,375,2017-01-05 16:15:00 UTC,189234470,189234471,189234472,189234473,189234474,189234475,push
188253195,1b1eec6a96c59828fe002b4d7889f2b05d6a37a8,,master,passed,285,2017-01-02 14:31:52 UTC,188253196,188253197,188253198,188253199,188253203,188253205,push
187812505,8982f75b1d26d9ffe90051a99525827d8000cf24,108,master,passed,307,2016-12-30 23:33:57 UTC,187812506,187812507,187812508,187812509,187812510,187812511,pull_request
187568970,992ba99a52bcf2262162b945a59c7e7df4bf0821,,v1.13.2,passed,291,2016-12-29 22:07:35 UTC,187568971,187568972,187568973,187568974,187568975,187568976,push
187567766,992ba99a52bcf2262162b945a59c7e7df4bf0821,,master,passed,289,2016-12-29 22:02:47 UTC,187567767,187567768,187567769,187567770,187567771,187567772,push
187567651,92e14701c20774726ebee266b2f0da1a8b7c4e86,,master,passed,278,2016-12-29 22:01:54 UTC,187567652,187567653,187567654,187567655,187567656,187567657,push
187567371,4005424fc7d43bad3e3798e55b83d80b73a3791d,125,master,errored,229,2016-12-29 22:01:04 UTC,187567372,187567373,187567374,187567375,187567376,187567377,pull_request
187567359,2639fe94a41b2067052f9627c19395cda613ac36,,fix/change-requirement,passed,287,2016-12-29 22:00:13 UTC,187567360,187567363,187567365,187567366,187567367,187567368,push
187307813,f4d7d33108c72966585ad7c9c46273da976cc716,125,master,passed,293,2016-12-28 21:12:43 UTC,187307814,187307815,187307816,187307817,187307818,187307819,pull_request
187307796,f039c63a07dd30cecdc0e6a93b3c9ae0713418c7,,fix/change-requirement,passed,298,2016-12-28 21:11:54 UTC,187307797,187307798,187307799,187307800,187307801,187307802,push
187304074,f8621171071c58809a0ec9c8cc3d06fd3ecbe0ca,125,master,passed,304,2016-12-28 20:55:10 UTC,187304075,187304076,187304077,187304078,187304079,187304080,pull_request
187304061,1502588a8c5b3f1038c4b1a84a647337e73c5c93,,fix/change-requirement,passed,279,2016-12-28 20:54:22 UTC,187304062,187304064,187304066,187304067,187304068,187304069,push
187301926,7af294d58c2ef5d4471d6fa45ac7f4f4ba89f676,125,master,passed,276,2016-12-28 20:45:15 UTC,187301927,187301928,187301929,187301930,187301931,187301932,pull_request
187301879,9a35c7894ac54b3e05fa7e00a494b88f8f61c46e,,fix/change-requirement,passed,277,2016-12-28 20:44:27 UTC,187301880,187301881,187301882,187301883,187301884,187301885,push
187001860,0fc4df0f10385446fcab034f2ec9f6957b0e8cfb,,v1.13.1,passed,301,2016-12-27 16:30:30 UTC,187001861,187001862,187001863,187001864,187001865,187001866,push
187001244,0fc4df0f10385446fcab034f2ec9f6957b0e8cfb,,master,passed,377,2016-12-27 16:28:19 UTC,187001245,187001246,187001247,187001248,187001249,187001250,push
187000538,551561a5f9d79e8268c8a194252ec3829d4a965f,,master,passed,360,2016-12-27 16:26:03 UTC,187000539,187000540,187000541,187000542,187000543,187000544,push
187000344,25e06c9f8481a6af5bfa629044f22c8efcac6185,122,master,errored,184,2016-12-27 16:24:55 UTC,187000345,187000346,187000347,187000348,187000349,187000350,pull_request
187000008,02a94b39624518dd91b7c848a62f3bd190199a20,,hotfix/python3-fixes,errored,316,2016-12-27 16:23:28 UTC,187000009,187000010,187000011,187000012,187000013,187000014,push
186987239,730cb472e8dc6229c9fdb5acfa5c024873e0acb9,,v1.13.0,passed,291,2016-12-27 15:31:13 UTC,186987240,186987241,186987242,186987243,186987244,186987245,push
186985026,730cb472e8dc6229c9fdb5acfa5c024873e0acb9,,master,passed,304,2016-12-27 15:22:13 UTC,186985027,186985028,186985029,186985030,186985031,186985032,push
186983570,a8700b465f81e4668d12ddc436ae22e7a13b45cc,,master,passed,286,2016-12-27 15:15:07 UTC,186983571,186983572,186983573,186983574,186983575,186983576,push
186981669,18516155f3346f1f00a0d4aff88957b7c0e3847c,121,master,passed,296,2016-12-27 15:08:02 UTC,186981670,186981671,186981672,186981673,186981674,186981675,pull_request
186980683,9c73d3d78a18adb1079df82cb80a3f84c63639d1,121,master,passed,294,2016-12-27 15:03:33 UTC,186980684,186980685,186980686,186980687,186980688,186980689,pull_request
186978408,d0c8b96828c7c3593c9cea2a42ecb6bf257bfb9f,,master,passed,290,2016-12-27 14:51:02 UTC,186978409,186978410,186978411,186978412,186978413,186978414,push
186976531,6f92b6e244bd435f34c87f4a2653a2f52054e574,,master,passed,310,2016-12-27 14:46:34 UTC,186976532,186976533,186976534,186976535,186976536,186976537,push
186976502,bd724593dbd21185ccf73e41dc3982565bb1124d,120,master,errored,140,2016-12-27 14:46:02 UTC,186976503,186976504,186976505,186976506,186976507,186976508,pull_request
186976484,7cc8cf8035352cd7f06387070d659a12d6145545,,enhancement/update-readme,errored,138,2016-12-27 14:45:37 UTC,186976485,186976486,186976487,186976488,186976489,186976490,push
186973715,f3e66f0f6ca0ed51c9662850c85ed306c72a7611,120,master,passed,311,2016-12-27 14:31:57 UTC,186973716,186973717,186973718,186973719,186973720,186973721,pull_request
186973590,d4177f20da48442b4a3bac971435f95243f91498,,enhancement/update-readme,passed,309,2016-12-27 14:30:50 UTC,186973591,186973593,186973595,186973596,186973597,186973598,push
186972173,984f9d41b1bf94c3b11fb1ad099ae8a0aa9dda9c,,master,passed,300,2016-12-27 14:23:47 UTC,186972174,186972175,186972176,186972177,186972178,186972179,push
186968205,493e032b02b71322f292042491685f7a526ad5b6,,master,passed,303,2016-12-27 14:03:25 UTC,186968206,186968208,186968212,186968215,186968217,186968222,push
186967638,1bb7f958c985d3afe41200210ba347e30f799219,,master,passed,303,2016-12-27 14:00:17 UTC,186967639,186967640,186967641,186967642,186967643,186967644,push
186967155,7772873b39316e1a0544ee8988814c76ea383f06,,master,passed,306,2016-12-27 13:58:09 UTC,186967156,186967157,186967158,186967159,186967160,186967161,push
186574678,499055834e338f088069a4901d5dcb5484961a61,116,master,passed,284,2016-12-24 20:56:21 UTC,186574679,186574680,186574681,186574682,186574683,186574684,pull_request
186574217,a430ce46070f309bd4b5deaa45d5e5506b92c7ed,116,master,passed,275,2016-12-24 20:51:45 UTC,186574218,186574220,186574222,186574224,186574227,186574228,pull_request
186572050,eda92fa68966a99281668e41cdc902b1bdec5ab8,116,master,errored,259,2016-12-24 20:25:54 UTC,186572051,186572052,186572053,186572054,186572055,186572056,pull_request
186571520,0ec0613f8e2b85e5a077ab45cf5250e02fc79c38,116,master,failed,239,2016-12-24 20:19:24 UTC,186571521,186571522,186571523,186571524,186571525,186571526,pull_request
186571363,f7e8a8ff891411996e38d77c125d0b2da3698686,116,master,failed,239,2016-12-24 20:18:03 UTC,186571364,186571365,186571366,186571367,186571368,186571369,pull_request
185555102,4b95c9da096a319b9c69200632c25fed52038f7f,117,master,passed,241,2016-12-20 19:04:56 UTC,185555103,185555105,185555107,185555109,185555110,185555112,pull_request
185554827,dcd2cecd7dd9f5c528f5f57f35dabda1c096fc69,117,master,passed,241,2016-12-20 19:03:58 UTC,185554828,185554829,185554830,185554838,185554840,185554842,pull_request
185495034,7564e4542b8561f8d46459188127d47265cadddf,116,master,passed,264,2016-12-20 15:37:40 UTC,185495035,185495037,185495038,185495039,185495041,185495042,pull_request
184751304,1b942bec7ef6a29f374f491d2816ea1ac6b03426,114,master,passed,304,2016-12-17 11:05:42 UTC,184751305,184751306,184751307,184751308,184751309,184751310,pull_request
183304276,63e9068de8170e0a8c247f92c1d9d626044a9e34,112,master,passed,326,2016-12-12 16:47:06 UTC,183304278,183304279,183304280,183304281,183304283,183304284,pull_request
170363628,91440015645ded2b96488cb7a11861c6f927a73a,110,master,passed,257,2016-10-25 06:16:46 UTC,170363629,170363630,170363631,170363632,170363633,170363634,pull_request
167708404,254bfee42f30a0afb94e8a1356182a6e4b09daa4,108,master,passed,261,2016-10-14 17:31:10 UTC,167708405,167708406,167708407,167708408,167708409,167708410,pull_request
167090765,c570719a0cfe97cbe29bf958b522af407667f408,107,master,passed,343,2016-10-12 15:34:04 UTC,167090766,167090767,167090768,167090769,167090770,167090771,pull_request
167046048,8ded48aa25f9ed80930bcbaba96bb5301bc31ae4,,master,passed,309,2016-10-12 13:01:20 UTC,167046049,167046050,167046051,167046052,167046053,167046054,push
