build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
634236629,16f0d84b2b16edff6cbb284e82eb8186a472fe3c,,v6.0.1,failed,932,2020-01-08 13:27:50 UTC,634236630,634236631,634236632,634236633,634236634,634236635,push
634236525,16f0d84b2b16edff6cbb284e82eb8186a472fe3c,,master,failed,979,2020-01-08 13:26:02 UTC,634236526,634236527,634236528,634236529,634236530,634236531,push
633858101,be6debd59c68f80413e7ca153851a85cc47a9765,,v6.0.0,failed,995,2020-01-07 16:53:24 UTC,633858102,633858103,633858104,633858105,633858106,633858107,push
633857985,be6debd59c68f80413e7ca153851a85cc47a9765,,master,failed,1078,2020-01-07 16:49:29 UTC,633857986,633857987,633857988,633857989,633857990,633857991,push
633795863,f1664fab74ac28fa4a939e26051c5b0aef9cc601,,dev,failed,1039,2020-01-07 14:34:46 UTC,633795864,633795865,633795866,633795867,633795868,633795869,push
633790620,15f09e9462e8b5af293d6131963e08feeb80e8fa,,dev,failed,990,2020-01-07 14:21:34 UTC,633790621,633790622,633790624,633790626,633790627,633790628,push
633770347,7a89f37dc70efed138fec60503aaa534d1d6ba59,,dev,failed,971,2020-01-07 13:35:16 UTC,633770348,633770349,633770350,633770351,633770352,633770353,push
632911153,21129c9f38c2ee1bf68fd23f60d540fab1dd4059,,dev,passed,1157,2020-01-05 11:44:15 UTC,632911154,632911155,632911156,632911157,632911158,632911159,push
632871251,a700f4041f4cce25a0db9e094fc22154a822c315,,dev,failed,963,2020-01-05 07:37:22 UTC,632871252,632871253,632871254,632871255,632871256,632871257,push
632673034,5a7139f1201423664d69072a2415de6fda70e7f0,,dev,passed,941,2020-01-04 15:52:14 UTC,632673035,632673036,632673037,632673038,632673039,632673040,push
632618344,c0410ff8b76c2136f81ed0cfae357897c4cfd4c2,,dev,failed,960,2020-01-04 11:52:45 UTC,632618345,632618346,632618347,632618348,632618349,632618350,push
632531950,c3d84adb721926b6d91007554d1cbcbb87704230,,dev,failed,1073,2020-01-04 02:19:15 UTC,632531951,632531952,632531953,632531954,632531955,632531956,push
632380522,3bfa8930cffb468fa5174a99a8d75fc88cf597e6,,dev,failed,1001,2020-01-03 17:43:34 UTC,632380523,632380524,632380525,632380526,632380527,632380528,push
632322015,b0dc7712396abc1475a1f6434e223372b8a62078,,dev,failed,1068,2020-01-03 15:16:44 UTC,632322017,632322018,632322019,632322020,632322022,632322023,push
631891452,b5bcfca507519667393ed80d5634a07977588bf6,,dev,failed,1030,2020-01-02 14:33:40 UTC,631891454,631891455,631891456,631891457,631891459,631891460,push
631595018,7e7469bbd57ecee155561da7285d69c0a6059d8c,,dev,failed,973,2020-01-01 16:08:13 UTC,631595019,631595020,631595021,631595022,631595023,631595024,push
630563884,9177fa74891599c93f8aba3657fb9486a283fd30,,dev,failed,934,2019-12-29 10:15:02 UTC,630563885,630563886,630563887,630563888,630563889,630563890,push
