build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
742873973,01e9260cd86c75b7a35d2aebae25331dbd82d9ac,324,master,passed,959,2020-11-11 05:33:37 UTC,742873974,742873975,742873976,742873977,742873978,742873979,742873980,742873981,742873982,742873983,742873984,742873985,742873986,742873987,742873988,742873989,pull_request
728992643,fe77dd05ab5a80f54110cccf1b7d8681c2648323,,master,passed,456,2020-09-21 13:50:47 UTC,728992644,728992645,728992646,728992647,728992648,728992649,728992650,728992651,push
720741025,0c78fec7a1514d4286ca1039baa0bf29cf987e0c,321,master,passed,466,2020-08-24 18:04:59 UTC,720741029,720741030,720741031,720741032,720741033,720741034,720741035,720741036,pull_request
718005567,2d16253c761c85ed5477aea0c90958e5498eae9e,,master,passed,475,2020-08-14 18:21:40 UTC,718005569,718005580,718005581,718005582,718005583,718005584,718005585,718005586,push
717386630,69edb571f8c0d3652723d42719e35de7cfadda9a,318,master,passed,473,2020-08-12 20:29:24 UTC,717386631,717386632,717386633,717386634,717386635,717386636,717386637,717386638,pull_request
715636312,0c2c31279bea54318b3d031c6a2b220fb5a4b7e5,317,master,failed,240,2020-08-06 20:43:44 UTC,715636313,715636314,715636315,715636316,715636317,715636318,715636319,715636320,pull_request
715636064,86bf0a266f9b34bcb1d017ddd3a6532559f3ffdc,317,master,failed,245,2020-08-06 20:42:43 UTC,715636065,715636066,715636067,715636068,715636069,715636070,715636071,715636072,pull_request
715027555,32fbfe09331642e553a8cc060db742a427c60058,317,master,passed,469,2020-08-05 03:35:29 UTC,715027556,715027557,715027558,715027559,715027560,715027561,715027562,715027563,pull_request
711462925,f028acfbffc34e9baf5bd15dfb775a43f694031b,,master,passed,461,2020-07-24 13:51:39 UTC,711462926,711462927,711462928,711462929,711462930,711462931,711462932,711462933,push
701189972,07b7f3c3e2f85759cdbf09ff13000359bb16459f,314,master,passed,454,2020-06-23 08:45:53 UTC,701189973,701189974,701189975,701189976,701189977,701189978,701189979,701189980,pull_request
701164020,d68a296efc3edd2922e05cf598957e43c271e29f,313,master,passed,448,2020-06-23 07:01:18 UTC,701164021,701164022,701164023,701164024,701164025,701164026,701164027,701164028,pull_request
684591726,eec17ea0db3f9cfc19661d3ccf0946e070ae6988,310,master,passed,453,2020-05-08 08:34:00 UTC,684591727,684591728,684591729,684591730,684591731,684591732,684591733,684591734,pull_request
670582620,f5e3a8d01d88ed23b2c5655135685ff4e968bb09,306,master,errored,263,2020-04-03 13:44:36 UTC,670582621,670582622,670582623,670582624,670582625,670582626,670582627,670582628,pull_request
660235208,92336d14e7e36cfadc33d806a002a8672bdfd219,305,master,passed,468,2020-03-09 16:30:54 UTC,660235209,660235212,660235213,660235214,660235215,660235216,660235217,660235218,pull_request
636844068,65448a8a2cee7dcac986b39a85eaa40e4e41abe3,294,master,passed,460,2020-01-14 11:40:56 UTC,636844069,636844070,636844071,636844072,636844073,636844074,636844075,636844076,pull_request
636839694,ce4819b0588ea39054e78ad3289bb24c6ea61836,294,master,passed,459,2020-01-14 11:28:44 UTC,636839695,636839696,636839697,636839698,636839699,636839701,636839702,636839703,pull_request
636800754,8c9f31f047a304abedb5614d4a18a843cd5f4a40,,master,passed,471,2020-01-14 09:48:28 UTC,636800755,636800756,636800757,636800758,636800759,636800760,636800761,636800762,push
636744308,3c72791000689c1c5fae22ba16f4185028101517,295,master,passed,459,2020-01-14 07:03:39 UTC,636744309,636744310,636744311,636744312,636744313,636744314,636744315,636744316,pull_request
636715390,7abab970756b11a6da67c170fb20590967128f5b,294,master,passed,440,2020-01-14 05:10:29 UTC,636715391,636715392,636715393,636715394,636715395,636715396,636715397,636715398,pull_request
636710255,30477da295f911703ef5a513bd10d75cfb1689e4,294,master,passed,458,2020-01-14 04:49:48 UTC,636710256,636710257,636710258,636710259,636710260,636710261,636710262,636710263,pull_request
636709617,3e3470b1f186cc9fe07edaddfffe783e5573ded5,294,master,passed,480,2020-01-14 04:47:05 UTC,636709618,636709619,636709620,636709621,636709622,636709623,636709624,636709625,pull_request
636708363,98a6f3dfc90ce65295c32d0e0c01e62cc1e8f67f,294,master,failed,237,2020-01-14 04:41:41 UTC,636708364,636708365,636708366,636708367,636708368,636708369,636708370,636708371,pull_request
636539725,bbc3ec198cdb96eafe52d6400f61a627ab671625,,master,passed,509,2020-01-13 20:05:00 UTC,636539726,636539727,636539728,636539729,636539730,636539731,636539732,636539733,push
636538965,6455b8a2397b4b3942d593905f61ec0a2919f6a7,,master,passed,450,2020-01-13 20:03:28 UTC,636538966,636538967,636538968,636538970,636538971,636538972,636538974,636538975,push
636537655,5a929245551f3b06a94a32dc1e573176b80140a9,,master,passed,462,2020-01-13 19:59:59 UTC,636537656,636537657,636537658,636537659,636537660,636537661,636537662,636537663,push
636534184,0a8b88a57ebc6ee00c2aa568bd88e318a598232b,,master,passed,455,2020-01-13 19:51:02 UTC,636534185,636534186,636534187,636534188,636534189,636534190,636534191,636534192,push
636532849,7242d16458e4cc237bd0f266c703008c86858106,,master,errored,485,2020-01-13 19:47:47 UTC,636532851,636532852,636532853,636532854,636532855,636532856,636532857,636532858,push
636098094,7121506bcd1d978dc275e9fffadc654dadfc2f9b,,matched_path_ps,passed,448,2020-01-12 22:41:21 UTC,636098095,636098096,636098097,636098098,636098099,636098100,636098101,636098102,push
636070213,5054d6514a4439d64e036a75e9313550615ca41a,,matched_path_ps,failed,442,2020-01-12 20:47:22 UTC,636070214,636070215,636070216,636070217,636070218,636070219,636070220,636070221,push
635955547,cfba7809fc62a08010d7dc808b82777c149944ba,,matched_path,passed,447,2020-01-12 12:58:43 UTC,635955548,635955549,635955550,635955551,635955552,635955553,635955554,635955555,push
635954775,6772d74f183985bc4e769216b654d1d42f3d7c35,,matched_path,passed,454,2020-01-12 12:54:04 UTC,635954776,635954777,635954778,635954779,635954780,635954781,635954782,635954783,push
635951071,110ed8c5783d63a9d5db8315c1557759800b35c0,,matched_path,passed,468,2020-01-12 12:42:48 UTC,635951072,635951073,635951074,635951075,635951076,635951077,635951078,635951079,push
635945167,92b40224d545dc82d51192e40442096d3efcdaa0,,master,passed,446,2020-01-12 12:10:01 UTC,635945168,635945169,635945170,635945171,635945172,635945173,635945174,635945175,push
635794748,6bade33e09870c3aab467bd44cce4410bfbd1e48,,master,passed,517,2020-01-11 22:00:58 UTC,635794749,635794750,635794751,635794752,635794753,635794754,635794755,635794756,push
635223755,15782a78c61201cf2fdbc138d63aa60fff114695,,master,passed,469,2020-01-10 11:54:00 UTC,635223756,635223757,635223758,635223759,635223760,635223761,635223762,635223763,push
633689328,9c76edc83ca844eec7b8d728afd1860447780136,293,master,passed,472,2020-01-07 09:54:34 UTC,633689329,633689330,633689331,633689332,633689333,633689334,633689335,633689336,pull_request
633589328,403825dfb1d2bfc7cbc7bd339eec64f19c6b747b,289,master,passed,572,2020-01-07 03:31:22 UTC,633589329,633589330,633589331,633589332,633589333,633589334,633589335,633589336,pull_request
633319307,8e4b52b881a5220199361a383698abed7720411c,,master,passed,488,2020-01-06 14:55:10 UTC,633319308,633319309,633319310,633319311,633319312,633319313,633319314,633319315,push
