build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
640696845,d1ca2cc648136ddeeead8e6ac76969449a766700,8998,master,failed,23194,2020-01-23 00:04:04 UTC,640696846,640696847,640696848,640696849,640696850,640696851,640696852,640696853,640696854,640696855,640696856,640696857,640696858,640696859,640696860,640696861,640696862,640696863,640696864,640696865,640696866,pull_request
640652576,c9559f221c875e6264e92ceb67adb4742b7bbef6,8745,master,canceled,18118,2020-01-22 22:07:21 UTC,640652577,640652578,640652579,640652582,640652583,640652584,640652586,640652587,640652588,640652589,640652590,640652591,640652592,640652593,640652594,640652596,640652598,640652599,640652600,640652601,640652602,pull_request
640640440,5b97905443836b71dfa77cefc7cbc1735c7457cb,,master,failed,24346,2020-01-22 21:25:15 UTC,640640442,640640443,640640444,640640445,640640450,640640454,640640455,640640456,640640461,640640462,640640463,640640468,640640470,640640471,640640473,640640477,640640478,640640479,640640480,640640481,640640482,640640483,push
640617796,0f1330eb5a0109f90fc48c83e93cad9723b18144,,master,passed,23091,2020-01-22 20:26:54 UTC,640617797,640617798,640617800,640617801,640617803,640617804,640617805,640617807,640617809,640617810,640617811,640617812,640617813,640617814,640617815,640617816,640617817,640617819,640617820,640617822,640617824,640617825,push
640605355,2976b01946f72d1a681eef501330ea195424a4f2,8999,master,passed,23397,2020-01-22 20:54:24 UTC,640605356,640605357,640605358,640605359,640605360,640605361,640605362,640605363,640605364,640605365,640605366,640605367,640605368,640605369,640605370,640605371,640605372,640605373,640605374,640605375,640605376,pull_request
640591906,8222c869bfd0b1ca9c858f6b531fc4a77815c976,8993,master,failed,24935,2020-01-22 19:17:32 UTC,640591907,640591908,640591909,640591910,640591911,640591912,640591913,640591914,640591915,640591916,640591917,640591918,640591919,640591920,640591921,640591922,640591923,640591924,640591925,640591926,640591928,pull_request
640591805,36694aafd2f2fa59daac2f33c43b8c1993b0eab6,8997,master,failed,1750,2020-01-22 19:17:11 UTC,640591806,640591807,640591808,640591809,640591810,640591811,640591812,640591813,640591814,640591815,640591816,640591817,640591818,640591819,640591820,640591821,640591822,640591823,640591824,640591825,640591826,pull_request
640341421,57f7c8998e52abc22437a087662924d30140e2ce,8999,master,failed,20451,2020-01-22 08:46:23 UTC,640341422,640341423,640341424,640341425,640341426,640341427,640341428,640341429,640341431,640341433,640341434,640341435,640341436,640341437,640341438,640341443,640341444,640341445,640341446,640341447,640341448,pull_request
640332665,188e5d1e1d2a30c5989aa586b74503cde7a3d48e,,master,failed,25641,2020-01-22 08:08:15 UTC,640332666,640332667,640332668,640332669,640332670,640332671,640332672,640332673,640332674,640332675,640332676,640332677,640332678,640332679,640332680,640332681,640332682,640332683,640332684,640332685,640332686,640332687,640332688,640332689,640332690,640332692,cron
640330276,34ad3fd5d19691c0c20f9dc2ccf7ed266dfb093d,8998,master,failed,24279,2020-01-22 07:59:18 UTC,640330278,640330279,640330281,640330282,640330283,640330284,640330285,640330286,640330287,640330288,640330289,640330290,640330291,640330292,640330293,640330294,640330295,640330296,640330297,640330298,640330299,pull_request
640250615,188e5d1e1d2a30c5989aa586b74503cde7a3d48e,,master,failed,21643,2020-01-22 01:42:26 UTC,640250618,640250619,640250620,640250621,640250622,640250623,640250624,640250625,640250626,640250627,640250628,640250629,640250630,640250631,640250632,640250633,640250634,640250635,640250636,640250637,640250638,640250639,push
640237518,07548895c32254cf374c9732c845f1b5da9e1ede,8997,master,failed,1712,2020-01-22 13:12:16 UTC,640237519,640237520,640237521,640237522,640237523,640237524,640237525,640237526,640237527,640237529,640237530,640237531,640237532,640237533,640237535,640237536,640237537,640237538,640237539,640237540,640237541,pull_request
640236939,d10415243f936c40a6b1c39a33e41fbc3b4c4e09,8985,master,failed,22392,2020-01-22 01:34:15 UTC,640236940,640236941,640236942,640236943,640236944,640236945,640236946,640236947,640236948,640236949,640236950,640236951,640236952,640236953,640236954,640236955,640236956,640236957,640236958,640236959,640236960,pull_request
640236561,f7823cc5c002ceab1ebc00b743b0f98f854a3a80,8938,master,passed,23468,2020-01-22 17:47:43 UTC,640236566,640236567,640236568,640236571,640236572,640236573,640236574,640236575,640236578,640236579,640236580,640236581,640236582,640236583,640236584,640236585,640236586,640236587,640236588,640236589,640236590,pull_request
640235308,80e19dcd14c569faa5d2550c20ce169b4704aa49,,master,failed,21927,2020-01-22 01:32:32 UTC,640235309,640235310,640235311,640235312,640235313,640235314,640235315,640235316,640235317,640235318,640235319,640235320,640235321,640235322,640235323,640235324,640235325,640235326,640235327,640235328,640235329,640235330,push
640221202,efa4b1b685c897b981f350f0071a052180be5b55,8997,master,failed,1744,2020-01-21 23:54:42 UTC,640221203,640221204,640221208,640221210,640221212,640221214,640221216,640221219,640221222,640221224,640221225,640221226,640221227,640221228,640221229,640221230,640221231,640221232,640221233,640221234,640221235,pull_request
640220888,8dc039e47efe43b85dc746e25d0b020349f186cc,8997,master,canceled,1294,2020-01-21 23:53:45 UTC,640220889,640220890,640220891,640220893,640220896,640220899,640220902,640220906,640220907,640220908,640220912,640220914,640220919,640220922,640220924,640220927,640220929,640220930,640220931,640220932,640220933,pull_request
640220461,1af91daa6d674f876be441beec36c383dfa07d06,8997,master,canceled,1417,2020-01-21 23:52:23 UTC,640220462,640220463,640220464,640220465,640220466,640220467,640220468,640220469,640220470,640220471,640220472,640220474,640220476,640220478,640220480,640220482,640220484,640220485,640220486,640220487,640220488,pull_request
640218259,833cf7a6a5e7e60811c1dc8ffeb4cafc40b635f6,8996,master,passed,22076,2020-01-21 23:45:40 UTC,640218260,640218261,640218262,640218263,640218264,640218265,640218266,640218267,640218268,640218269,640218270,640218271,640218272,640218273,640218274,640218275,640218276,640218277,640218278,640218279,640218280,pull_request
640207944,11c7b77e64690eeab812e68227616bb72f395cd2,8960,master,passed,20935,2020-01-22 01:26:38 UTC,640207945,640207946,640207947,640207948,640207949,640207950,640207951,640207952,640207953,640207954,640207955,640207956,640207957,640207958,640207959,640207960,640207961,640207962,640207963,640207964,640207965,pull_request
640207840,eefbe4003404c6679186ec9a5ceb08a7ce6e81ed,8995,master,passed,23264,2020-01-21 23:42:46 UTC,640207841,640207842,640207843,640207844,640207845,640207846,640207847,640207848,640207849,640207850,640207851,640207852,640207853,640207854,640207855,640207856,640207857,640207858,640207859,640207860,640207861,pull_request
640195705,cb04f92d8096646c70c961c64f735e9652956eb2,8985,master,failed,18927,2020-01-21 23:37:04 UTC,640195707,640195708,640195709,640195710,640195711,640195712,640195713,640195714,640195715,640195716,640195717,640195718,640195719,640195720,640195721,640195722,640195723,640195724,640195725,640195726,640195727,pull_request
640195045,354d0b1bd2ed83d4ea31ac04d9f4e6d1fe535f6b,,master,failed,23234,2020-01-21 23:36:23 UTC,640195046,640195047,640195048,640195049,640195050,640195051,640195052,640195053,640195054,640195055,640195056,640195057,640195058,640195059,640195060,640195061,640195062,640195063,640195064,640195065,640195066,640195067,push
640163218,2dfbaac1c364260b5c89d607acd4b0a86aba33e3,8993,master,passed,23010,2020-01-22 13:13:03 UTC,640163219,640163220,640163221,640163222,640163223,640163224,640163225,640163226,640163227,640163228,640163229,640163230,640163231,640163232,640163233,640163234,640163235,640163236,640163237,640163238,640163239,pull_request
640161066,6d42b08e65a136fa21f69f2251714b92a6fa822b,8993,master,canceled,18738,2020-01-21 21:30:43 UTC,640161070,640161071,640161072,640161073,640161074,640161075,640161076,640161077,640161078,640161079,640161080,640161081,640161082,640161083,640161086,640161087,640161088,640161089,640161090,640161091,640161092,pull_request
640154456,fbe13637e43faacf49c00fa7cde9c65329ee277f,8995,master,failed,22822,2020-01-21 21:19:01 UTC,640154457,640154458,640154459,640154460,640154461,640154462,640154463,640154464,640154465,640154466,640154467,640154468,640154469,640154470,640154471,640154472,640154473,640154474,640154475,640154476,640154477,pull_request
640137751,235771db9ca8832e587f2474d4cb571ada476b98,8994,master,passed,20775,2020-01-21 22:24:07 UTC,640137752,640137753,640137754,640137755,640137756,640137757,640137758,640137759,640137760,640137761,640137762,640137763,640137764,640137765,640137766,640137767,640137769,640137771,640137773,640137774,640137775,pull_request
640109341,e538bcd79d6651d46090633dc7f9867dd3f1ad4b,8793,master,failed,22304,2020-01-21 19:41:00 UTC,640109342,640109343,640109344,640109345,640109346,640109347,640109348,640109349,640109350,640109351,640109352,640109353,640109354,640109355,640109356,640109357,640109358,640109359,640109360,640109361,640109362,pull_request
640106226,bbb150d0c73c9c5b6846fc4b873a5605df3574b0,8793,master,failed,23965,2020-01-21 19:33:31 UTC,640106227,640106228,640106229,640106230,640106231,640106232,640106233,640106234,640106235,640106236,640106237,640106238,640106239,640106240,640106241,640106242,640106243,640106244,640106245,640106246,640106247,pull_request
640090314,9539c05c2ea5504bfd2167ec192454aa50cb8107,8994,master,failed,22341,2020-01-21 20:30:50 UTC,640090315,640090316,640090317,640090318,640090319,640090321,640090323,640090326,640090327,640090328,640090329,640090330,640090331,640090332,640090333,640090334,640090335,640090336,640090337,640090338,640090339,pull_request
640087050,9cfda8a43672cada4d6e6298ad70e376e1bff247,,master,failed,22649,2020-01-21 21:52:16 UTC,640087051,640087052,640087054,640087055,640087057,640087058,640087060,640087061,640087062,640087063,640087064,640087065,640087066,640087067,640087068,640087069,640087070,640087071,640087072,640087073,640087074,640087075,push
640083911,f0d37fdcdd8ae183e33c8ecbd72004b85a5c8292,8793,master,canceled,25019,2020-01-21 18:34:08 UTC,640083912,640083913,640083914,640083915,640083916,640083917,640083918,640083921,640083922,640083923,640083924,640083925,640083926,640083927,640083928,640083929,640083930,640083931,640083932,640083933,640083934,pull_request
640072049,2481dab268cfb49eabc66002c52a123e78df3c0f,,1.24.x,failed,25605,2020-01-21 18:04:06 UTC,640072050,640072051,640072052,640072053,640072054,640072055,640072056,640072057,640072058,640072059,640072060,640072061,640072062,640072063,640072064,640072065,640072066,640072067,640072068,640072069,640072070,640072071,push
640049094,83e269dbcc54f0d0af4434140846a7e0e207fd30,,master,failed,22005,2020-01-21 21:46:49 UTC,640049095,640049096,640049097,640049098,640049099,640049100,640049101,640049102,640049103,640049105,640049107,640049108,640049109,640049110,640049111,640049112,640049113,640049114,640049115,640049116,640049117,640049118,push
