build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759986166,df7adf745c6374c85a9031fc38c5555c6548b472,867,dev,errored,500,2021-02-22 12:19:43 UTC,759986167,759986168,759986169,759986170,pull_request
758963684,af9a0e308e79ea8b7a3fedea1fe9ea235e753cd8,,dev,passed,561,2021-02-14 22:06:08 UTC,758963685,758963686,758963687,758963688,push
758963539,c2ea41520b4c390fc68efc7ea7644136ed2a5525,,dev,passed,553,2021-02-14 22:00:52 UTC,758963540,758963541,758963542,758963543,push
758963494,93043c4c98944847fe017a0c391a72d21eb12277,,dev,passed,730,2021-02-14 21:54:07 UTC,758963495,758963496,758963497,758963498,push
756969011,b4f8d84c1f50127af3b846d310135789d76ac48b,859,dev,passed,687,2021-01-31 19:43:37 UTC,756969012,756969013,756969014,756969015,pull_request
756811858,e8f6014cebcc0fedc124ca4e2885b105899beaf1,862,dev,passed,712,2021-01-30 08:48:17 UTC,756811859,756811860,756811861,756811862,pull_request
756704715,99d9a7ef2676918e5c5c9e20eaeb85d4e295a68b,861,dev,passed,732,2021-01-29 13:11:45 UTC,756704716,756704717,756704718,756704719,pull_request
756233019,03bc260819e66f4118e755f3aa4e64287be87243,859,dev,passed,648,2021-01-26 13:29:32 UTC,756233020,756233021,756233022,756233023,pull_request
756232304,7c6c8ab47fd556cce9fa297a4566189736283377,859,dev,passed,670,2021-01-26 11:28:52 UTC,756232305,756232306,756232307,756232308,pull_request
756125294,6a360c9785a5394e6e212a3b4d041ae0c0546e18,859,dev,passed,749,2021-01-25 18:43:01 UTC,756125295,756125296,756125297,756125298,pull_request
752549213,6342d1ff4ec599b614a5d20190c6d52e608ea91c,,dev,passed,711,2021-01-02 17:10:43 UTC,752549214,752549215,752549216,752549217,push
752518130,069bfcaaf73d29d69d1359761214fedabd6fbfb3,851,master,passed,707,2021-01-02 13:03:18 UTC,752518131,752518132,752518133,752518134,pull_request
752503294,7f4541ed3061c0dd54e078040c14d2e38ccd099f,851,master,passed,697,2021-01-02 08:21:17 UTC,752503295,752503296,752503297,752503298,pull_request
748523170,ac98347a5c6a6a628ea655f3c15a0a8f8ba6a976,843,dev,passed,1010,2020-12-09 10:44:36 UTC,748523171,748523172,748523173,748523174,pull_request
745675552,c7128c61ceef0760bc89ce8e3b4b7158f1b968fe,835,dev,passed,1018,2020-11-24 17:40:58 UTC,745675553,745675554,745675555,745675556,pull_request
743144891,29467ad1b1ebfe77fd62fd7fde30cdfbeb7acd8d,832,master,passed,859,2020-11-12 10:33:10 UTC,743144892,743144893,743144894,743144895,pull_request
742272589,b03fe98798192840402168e6e422d1b4cee48279,,v5.0.1,passed,944,2020-11-08 21:32:31 UTC,742272590,742272591,742272592,742272593,push
742271550,b03fe98798192840402168e6e422d1b4cee48279,,5.0.1,errored,118,2020-11-08 21:07:48 UTC,742271551,742271552,742271553,742271554,push
742271191,b03fe98798192840402168e6e422d1b4cee48279,,master,passed,1033,2020-11-08 20:24:26 UTC,742271192,742271193,742271194,742271195,push
742255835,415d31eaec6cf1516545c6d6383365d6c97c4a22,,dev,passed,939,2020-11-08 19:25:16 UTC,742255837,742255838,742255839,742255840,push
742255814,b12ab4f8eae58097225a17775fe0b503a4fa96a7,831,master,passed,653,2020-11-08 17:15:05 UTC,742255815,742255816,742255817,742255818,pull_request
742156313,0bbe66986b91eaeb860b9d55d312396bfe01c666,,dev,passed,1290,2020-11-07 23:49:33 UTC,742156314,742156315,742156316,742156317,push
742156241,04880cb9edbe1b241ad2be43e53101fdf689f156,,dev,passed,954,2020-11-07 23:41:01 UTC,742156242,742156243,742156244,742156245,push
742142493,4e29c78fb2764ba70c3be6b54d1801a970c5737c,830,dev,passed,848,2020-11-07 21:46:32 UTC,742142494,742142495,742142496,742142497,pull_request
742141785,dce7783081983cf598e4682aaea26f8484a53013,830,dev,passed,869,2020-11-07 21:37:27 UTC,742141786,742141787,742141788,742141789,pull_request
742047866,1aec8cad2c26e457134587190c3e3929adafdc0e,829,dev,passed,979,2020-11-07 09:05:50 UTC,742047867,742047868,742047869,742047870,pull_request
741777059,b2fcbaa3c26c460f329c42fa81506dbfaddc7773,,dev,errored,1325,2020-11-06 01:38:56 UTC,741777060,741777061,741777062,741777063,push
741410034,cd2f746a21698679e19cf5676021df1394a6d15c,,v5.0.0,passed,1048,2020-11-04 20:29:23 UTC,741410035,741410036,741410037,741410038,push
741408476,cd2f746a21698679e19cf5676021df1394a6d15c,,master,passed,1135,2020-11-08 12:03:52 UTC,741408477,741408478,741408479,741408480,push
741404110,b769a28c84ce1b85f00c1b16e9568210717a49f6,827,master,errored,109,2020-11-04 16:53:57 UTC,741404111,741404112,741404113,741404114,pull_request
741403902,934e3e8f1ae789d716d29a8278d2b7afd4eb9662,,dev,passed,948,2020-11-04 15:20:53 UTC,741403903,741403904,741403905,741403906,push
739777006,48dea8184ca5a4ca585ebbb3ab66a09730c323ec,,v4.9.2,passed,995,2020-10-29 10:30:33 UTC,739777007,739777008,739777009,739777010,push
739776946,48dea8184ca5a4ca585ebbb3ab66a09730c323ec,,master,passed,925,2020-10-29 09:26:20 UTC,739776947,739776948,739776949,739776950,push
739758529,18cba4a22894321be7a18faf401c0667008cd190,823,master,errored,154,2020-10-29 08:32:46 UTC,739758530,739758531,739758532,739758533,pull_request
739758506,f776950240ac960651bd1a3d149667a231bf3e46,,dev,passed,909,2020-10-29 07:34:45 UTC,739758507,739758508,739758509,739758510,push
