build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
626035245,f9471a2dd2c8e000a39fd841d7af011dc07398c7,1042,master,failed,1260,2019-12-17 05:41:49 UTC,626035246,626035247,626035248,626035249,626035250,626035251,626035252,626035253,626035254,626035255,pull_request
625924267,91e32e2761855628e7a4c3f2dd84a155409d8d41,1042,master,failed,1529,2019-12-16 22:42:52 UTC,625924268,625924269,625924270,625924271,625924272,625924273,625924274,625924275,625924276,625924277,pull_request
625910229,facd530841ef63dae13b903b446eb53d08a8db04,1042,master,failed,922,2019-12-16 22:13:17 UTC,625910230,625910231,625910232,625910233,625910234,625910235,625910237,625910240,625910242,625910243,pull_request
625849634,b66d043e6c8986ca01241b990326db395f9c0afd,,master,passed,1341,2019-12-16 19:54:21 UTC,625849637,625849640,625849641,625849643,625849644,625849645,625849646,625849647,625849648,625849649,cron
625576050,3bf002e189fc2cad71ded0e6bc61aeb7bc3cf6ca,1042,master,passed,1368,2019-12-16 08:59:19 UTC,625576051,625576052,625576053,625576054,625576055,625576056,625576057,625576058,625576059,625576060,pull_request
625413923,4c4c065530c98afc81b6d9acb93ce8979c67afd0,1042,master,passed,1505,2019-12-15 21:53:59 UTC,625413924,625413925,625413926,625413927,625413928,625413929,625413930,625413931,625413932,625413933,pull_request
625269143,40a74a2e8653138d9df9f53d4ace772c73dcde17,1041,master,passed,1328,2019-12-15 11:54:41 UTC,625269144,625269145,625269146,625269147,625269148,625269149,625269150,625269151,625269152,625269153,pull_request
625264650,b7d62f4550876c130e846938f9f63fb1b60aed8c,1041,master,passed,1265,2019-12-15 11:35:26 UTC,625264651,625264653,625264654,625264655,625264656,625264657,625264658,625264659,625264661,625264662,pull_request
625264179,d306b43de5ac506dad047f4bee2cdbbe35bc61f1,1041,master,passed,1346,2019-12-15 11:31:19 UTC,625264180,625264181,625264182,625264183,625264184,625264185,625264186,625264187,625264188,625264189,pull_request
623927459,b66d043e6c8986ca01241b990326db395f9c0afd,,master,passed,1373,2019-12-12 00:20:20 UTC,623927460,623927461,623927462,623927463,623927464,623927465,623927466,623927467,623927468,623927469,push
623912960,3d74a37bdb9b2830459bf33e4d0f8e5d3c280e35,1016,master,passed,1395,2019-12-11 23:29:28 UTC,623912961,623912962,623912963,623912964,623912965,623912966,623912967,623912968,623912969,623912970,pull_request
623728811,94084c99124c2870fa9c72c4f5e41b8d2d8335a1,,master,passed,1468,2019-12-11 15:38:57 UTC,623728812,623728813,623728814,623728815,623728816,623728817,623728818,623728819,623728820,623728821,push
622844454,15462c1d60d42ecca11d6ef9fec0b0afd5833459,,master,passed,1384,2019-12-09 19:54:12 UTC,622844455,622844457,622844458,622844459,622844461,622844462,622844464,622844465,622844466,622844468,cron
619791682,15462c1d60d42ecca11d6ef9fec0b0afd5833459,,master,passed,1319,2019-12-02 19:53:58 UTC,619791685,619791687,619791688,619791690,619791691,619791692,619791693,619791694,619791696,619791697,cron
616855163,15462c1d60d42ecca11d6ef9fec0b0afd5833459,,master,passed,1582,2019-11-25 19:53:39 UTC,616855165,616855166,616855167,616855169,616855170,616855172,616855173,616855174,616855176,616855177,cron
614906190,15462c1d60d42ecca11d6ef9fec0b0afd5833459,,master,passed,1426,2019-11-21 06:27:05 UTC,614906191,614906192,614906193,614906194,614906195,614906196,614906197,614906198,614906199,614906200,push
614902868,5325a95bc72431b1bdd93c63a54850881a148fc4,1035,master,passed,1389,2019-11-21 06:12:07 UTC,614902869,614902870,614902871,614902872,614902873,614902874,614902875,614902876,614902877,614902878,pull_request
614867730,4302a33789261264fbae4a5e41d440d3fa83e54c,1035,master,passed,1437,2019-11-21 03:42:03 UTC,614867731,614867732,614867733,614867734,614867735,614867736,614867737,614867738,614867739,614867740,pull_request
614440970,3f3ff1a6f3dbf1c67ebca22d03df7b82c220b7d1,1035,master,passed,1475,2019-11-20 09:57:07 UTC,614440971,614440972,614440973,614440974,614440975,614440976,614440977,614440978,614440979,614440980,pull_request
614392144,4cb10d67b07289fa3c8ee72ead10f0fe25c4fb08,1035,master,failed,1379,2019-11-20 07:09:31 UTC,614392145,614392146,614392147,614392148,614392149,614392150,614392151,614392152,614392153,614392154,pull_request
614380945,96658ad8b6f1f561b69a5febfe4642d31ed34765,1035,master,passed,1489,2019-11-20 06:25:03 UTC,614380946,614380947,614380948,614380949,614380950,614380951,614380952,614380954,614380955,614380956,pull_request
613850381,3185c8c49d58c01d15dced5e3c1db47b8c2a4038,1032,master,failed,1347,2019-11-19 05:46:30 UTC,613850382,613850383,613850384,613850385,613850386,613850387,613850388,613850389,613850390,613850391,pull_request
613671055,b4242bab7dc57d57fef955900943999b6fb34b67,,master,passed,1441,2019-11-18 19:52:56 UTC,613671056,613671057,613671058,613671059,613671060,613671061,613671062,613671063,613671064,613671065,cron
611833758,b4242bab7dc57d57fef955900943999b6fb34b67,,master,errored,1695,2019-11-14 12:26:53 UTC,611833759,611833760,611833761,611833762,611833763,611833764,611833766,611833768,611833769,611833770,push
611765294,aa85f2e37afcc43e2671c4432d72e023968fe6fa,1030,master,passed,1445,2019-11-14 08:46:32 UTC,611765295,611765296,611765297,611765298,611765299,611765300,611765301,611765302,611765303,611765304,pull_request
610518870,b57978c556ea168c02a3246eb044fd8b5afa5320,,master,errored,1515,2019-11-11 19:52:05 UTC,610518871,610518872,610518873,610518874,610518875,610518876,610518877,610518878,610518879,610518880,cron
609224851,b57978c556ea168c02a3246eb044fd8b5afa5320,,master,passed,1511,2019-11-08 13:07:26 UTC,609224852,609224853,609224854,609224855,609224856,609224857,609224858,609224859,609224860,609224861,push
609214067,76b40c06f6666f10328d99ac0b3d8b772dfb70ff,1020,master,passed,1418,2019-11-08 12:36:40 UTC,609214068,609214069,609214070,609214071,609214072,609214073,609214074,609214075,609214076,609214077,pull_request
609202255,f050a2c6e23c154b48e56cc8a5b824f3c776d8a3,1017,master,passed,1348,2019-11-08 12:02:07 UTC,609202256,609202257,609202258,609202259,609202260,609202261,609202262,609202263,609202264,609202265,pull_request
609180571,dd7bd8712b533a399f9624224b59b59bb4554cf8,1020,master,failed,1409,2019-11-08 11:01:23 UTC,609180572,609180573,609180574,609180575,609180576,609180577,609180578,609180579,609180580,609180581,pull_request
607309835,296987f946840022593fa9179ee8cfb58307caf5,,master,passed,1451,2019-11-04 19:51:27 UTC,607309836,607309837,607309838,607309839,607309840,607309841,607309842,607309843,607309844,607309845,cron
605872774,296987f946840022593fa9179ee8cfb58307caf5,,master,passed,1469,2019-11-01 06:36:06 UTC,605872775,605872776,605872777,605872778,605872779,605872780,605872781,605872782,605872783,605872784,push
605842768,a33ac516a3cd90c9d9e77b64940012caf5e82cb0,1024,master,passed,1426,2019-11-01 03:54:59 UTC,605842769,605842770,605842771,605842772,605842773,605842774,605842775,605842776,605842777,605842778,pull_request
605840626,dcf07ca723318584045b9613b2f170cc1738cc09,1024,master,failed,1428,2019-11-01 03:43:12 UTC,605840627,605840628,605840629,605840630,605840631,605840632,605840633,605840634,605840635,605840636,pull_request
604094264,6ea7374bc1b0cd6cc6398e2aec912f6764aa5adc,,master,passed,1424,2019-10-28 19:50:36 UTC,604094265,604094266,604094267,604094268,604094269,604094271,604094272,604094273,604094275,604094276,cron
602726512,e0e7b139b31e1d9152f3cb15fdc5a1866e2b5b99,1020,master,failed,1403,2019-10-25 09:40:32 UTC,602726513,602726514,602726515,602726516,602726517,602726518,602726519,602726520,602726521,602726522,pull_request
601225499,6ea7374bc1b0cd6cc6398e2aec912f6764aa5adc,,master,passed,1443,2019-10-22 11:23:49 UTC,601225500,601225501,601225502,601225503,601225504,601225505,601225506,601225507,601225508,601225509,push
601135013,7b10f0a54cfb633a2249fedc4cfc93c0f5bf4343,1018,master,passed,1330,2019-10-22 07:23:37 UTC,601135014,601135015,601135016,601135017,601135018,601135019,601135020,601135021,601135022,601135023,pull_request
601134994,d881a4d8def5b876239c0ec9b441b95096d686b5,,revert-976-master,passed,1367,2019-10-22 07:19:14 UTC,601134995,601134996,601134997,601134998,601134999,601135000,601135001,601135002,601135003,601135004,push
600987251,07edb2f13fb0b7ed3fa397eb9c395be83f596c17,1016,master,errored,1377,2019-10-21 21:55:09 UTC,600987252,600987253,600987254,600987255,600987256,600987257,600987258,600987259,600987260,600987261,pull_request
600666088,5ee934fb0eb6903ba5396bf34817ff178b29de39,,master,passed,1719,2019-10-21 10:26:17 UTC,600666089,600666090,600666091,600666092,600666093,600666094,600666095,600666096,600666097,600666098,push
