build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
161630806,723e735ac3f53e481e63f2eee2e9b7322fbb61a0,,master,errored,106,2016-09-21 13:50:36 UTC,161630807,161630808,push
161630799,723e735ac3f53e481e63f2eee2e9b7322fbb61a0,,v0.12.0,errored,114,2016-09-21 13:50:32 UTC,161630800,161630801,push
160338115,89b89b6ac1b569c148ddae57426f951b27332fe5,,master,passed,94,2016-09-16 01:55:38 UTC,160338116,160338117,push
160329142,d5df76481517bfcbf3f9af09cfa76b69a2e32200,,master,passed,106,2016-09-16 00:35:25 UTC,160329143,160329144,push
160328574,f3aebd091c283acb640e82ebd8165c1fd78e67cc,,master,errored,67,2016-09-16 00:31:58 UTC,160328575,160328576,push
160327046,8aec8e41f263d8e4c27f566d8c38d614e1f82dcf,,master,errored,73,2016-09-16 00:25:53 UTC,160327050,160327055,push
74793950,07b117119b3e4503b4e3784e386433b3677de564,,master,errored,494,2015-08-09 13:58:33 UTC,74793951,74793952,74793953,74793954,74793955,74793956,74793957,74793958,74793959,74793960,74793961,74793962,74793963,push
74793867,7bd7de10edde9cf5c686301a9ee1c1ef39c6361a,,master,errored,493,2015-08-09 13:57:18 UTC,74793868,74793870,74793872,74793874,74793876,74793877,74793878,74793879,74793880,74793881,74793882,74793883,74793884,push
74659368,2b74aa74401161ecc17f63ded02ce514cce51a5e,27,master,errored,442,2015-08-08 01:44:16 UTC,74659369,74659370,74659371,74659372,74659373,74659374,74659375,74659376,74659377,74659378,74659379,74659380,74659381,pull_request
74658342,5fe388e26c7d5a423536dba037b64bc27ed74070,26,master,errored,548,2015-08-08 01:27:18 UTC,74658343,74658344,74658345,74658346,74658347,74658348,74658349,74658350,74658351,74658352,74658353,74658354,74658355,pull_request
74657854,fbfcf21711f3599c1212ff26ec458862b413ca69,25,master,errored,1206,2015-08-08 01:18:21 UTC,74657857,74657858,74657859,74657860,74657861,74657862,74657863,74657864,74657865,74657866,74657867,74657868,74657869,pull_request
55422842,7cc48d92e59b1aa7dd27556750aca9af7659d88c,25,master,passed,643,2015-03-22 23:56:34 UTC,55422843,55422844,55422845,55422846,55422847,55422848,55422849,55422850,55422851,55422852,55422853,55422854,55422855,pull_request
55419538,6d9dd296277f7150e52023a1a7a2ef270a8f4033,25,master,failed,601,2015-03-22 23:13:38 UTC,55419539,55419540,55419541,55419542,55419543,55419544,55419545,55419546,55419547,55419548,55419549,55419550,55419551,pull_request
55416974,f1eedf855dab82aa477929983ddbb02dc22aed58,25,master,failed,609,2015-03-22 22:41:48 UTC,55416975,55416976,55416977,55416978,55416979,55416980,55416981,55416982,55416983,55416984,55416985,55416986,55416987,pull_request
55416270,57fc7bc391e0154045864f4abe5c80607186936f,25,master,failed,645,2015-03-22 22:34:10 UTC,55416271,55416272,55416273,55416274,55416275,55416276,55416277,55416278,55416279,55416280,55416281,55416282,55416283,pull_request
55403063,adbdb799e585a955b9e0506503d900ae3fb54753,25,master,failed,628,2015-03-22 20:10:53 UTC,55403064,55403065,55403066,55403067,55403068,55403069,55403070,55403071,55403072,55403073,55403074,55403075,55403076,pull_request
55399172,cdf2f485c9cff9d7197962b176faff1af9f6b781,24,master,errored,1450,2016-09-16 00:37:35 UTC,55399173,55399174,55399175,55399176,55399177,55399178,55399179,55399180,55399181,55399182,55399183,55399184,55399185,pull_request
53736503,bd6d84c2f09189661150255ac441b6731dceee57,,v0.11.0,errored,600,2015-03-10 00:41:08 UTC,53736504,53736505,53736506,53736507,53736508,53736509,53736510,53736511,53736512,53736513,53736514,53736515,53736516,push
53736428,bd6d84c2f09189661150255ac441b6731dceee57,,master,errored,789,2015-03-10 00:36:23 UTC,53736429,53736431,53736433,53736435,53736437,53736439,53736440,53736441,53736442,53736443,53736444,53736445,53736446,push
