build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
342297042,d87c9ebc59d67fe78b0139ee00e0e5307682e303,,master,passed,481,2018-02-16 11:23:38 UTC,342297043,342297044,342297045,push
342129155,e108a6c1c1e50fad0a0d29e4431b37032ad21321,89,master,passed,365,2018-02-15 23:42:16 UTC,342129156,342129157,342129158,pull_request
304287369,87677095ffe80d7a9e47486b60ed7526e242655d,86,master,passed,575,2017-11-19 12:15:44 UTC,304287370,304287371,304287372,pull_request
304285644,34a8f14edf4c503bd946e20002b2d46e15e58edb,86,master,errored,442,2017-11-19 12:08:59 UTC,304285645,304285646,304285647,pull_request
304273926,c5f4e4c3dca4c85a5fe827c5cb6c2e3cc53227e9,86,master,failed,585,2017-11-19 11:21:23 UTC,304273927,304273928,304273929,pull_request
215506338,a776cd6ea4b56e623ca54781840a5759d46f4426,,master,passed,257,2017-03-27 12:13:57 UTC,215506339,215506340,215506341,push
215505943,4b77dc6b549434ae03061d448267ad9b2693bfcc,,master,passed,294,2017-03-27 12:12:25 UTC,215505944,215505945,215505946,push
170792485,8363382e4cdd09867841240c8594b5b3852f4918,,master,passed,237,2016-10-26 14:32:35 UTC,170792489,170792490,170792491,push
170784216,82c4e6b707e6725ab61d26cc1c244c418bcc9ccc,78,master,passed,241,2016-10-26 14:06:12 UTC,170784217,170784218,170784219,pull_request
121943125,e865b23ce21f84391bccfdf49e13a35c69f25a21,,master,passed,201,2016-04-09 18:17:26 UTC,121943126,121943127,121943128,push
121884422,5d244bd93e5260f168565f6516e96b47da056dfa,77,master,passed,207,2016-04-09 09:28:54 UTC,121884423,121884424,121884425,pull_request
121884314,eed214a729c5f63691ad7bb186defb3c8f21f572,,update-readme,passed,189,2016-04-09 09:28:21 UTC,121884315,121884316,121884317,push
118503053,cd1ee1f8aa942a93b22e48a414840f62e29b1994,,master,passed,232,2016-03-25 15:58:23 UTC,118503054,118503055,118503057,push
114833400,cbcbc47d7abcfe97df84d0f819865577c9ae6431,,master,passed,221,2016-03-09 16:30:09 UTC,114833402,114833404,114833406,push
106062376,018699df033ef0103270ae6b3aeba70c1e0bb2a2,,master,passed,145,2016-01-31 18:31:29 UTC,106062377,106062378,106062379,push
90828659,b67ae7668215c92cd490fddfd74f7277371c2c28,74,master,passed,161,2016-03-09 16:27:52 UTC,90828660,90828661,90828662,pull_request
78037227,24a972f0e492aab998935738d9600219bd970f7a,,master,passed,137,2015-08-31 12:49:45 UTC,78037228,78037229,78037230,push
78035713,91f65d3c0696b92cc9674d6031be40155175b960,71,master,passed,160,2015-08-31 12:40:38 UTC,78035714,78035715,78035716,pull_request
78035688,7105e796c75c89135b29a909bd66a5d6e1fc8e81,,ipymd-skip-odt,passed,144,2015-08-31 12:40:25 UTC,78035689,78035690,78035691,push
77818015,36ce3797219a28f988f03c9429c756f3306088f8,,master,passed,142,2015-08-29 14:05:57 UTC,77818016,77818017,77818018,push
