build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754019833,de96f01fcfd8dd620b049369a8ec30dde566c5de,,master,errored,1324,2021-01-11 21:59:07 UTC,754019834,754019835,754019836,754019837,754019838,754019839,754019840,754019841,754019842,754019843,754019844,754019845,push
739432571,923a22685fe46a1062d571d6d914c339c7198654,474,master,failed,1594,2020-10-28 01:36:58 UTC,739432572,739432573,739432574,739432575,739432576,739432577,739432578,739432579,739432580,739432581,739432582,739432583,pull_request
739432101,35378aa95226d6dc7b92d4cd181daa0fedda78c2,473,master,failed,1610,2020-10-27 22:49:36 UTC,739432102,739432103,739432104,739432105,739432106,739432107,739432108,739432109,739432110,739432111,739432112,739432113,pull_request
730116362,1bcfc1754d448f632f540e811cfeed2a40cd8e4a,469,master,failed,2077,2020-09-25 00:15:35 UTC,730116363,730116364,730116365,730116366,730116367,730116368,730116369,730116370,730116371,730116372,730116373,730116374,pull_request
729929069,a612d75db195b8c762c80e9d339f132cbd1d4da5,468,master,failed,2258,2020-09-24 12:07:08 UTC,729929070,729929071,729929072,729929073,729929074,729929075,729929076,729929077,729929078,729929079,729929080,729929081,pull_request
727643960,c64923ac609aec35f58cf21f52d46cee5fd8c33b,466,master,failed,2075,2020-09-16 09:30:05 UTC,727643962,727643964,727643965,727643966,727643967,727643968,727643969,727643970,727643971,727643972,727643973,727643974,pull_request
720694861,b9a7f596a11aa383a2962c64db08324b60f623bd,,master,failed,2098,2020-08-24 15:36:46 UTC,720694862,720694863,720694864,720694865,720694866,720694867,720694868,720694869,720694870,720694871,720694872,720694873,push
720687826,642fbbb3856651d1c1927ff50f566091d2c9bad1,459,master,passed,2114,2020-08-24 15:12:40 UTC,720687827,720687828,720687829,720687830,720687831,720687832,720687833,720687834,720687835,720687836,720687837,720687838,pull_request
720649974,93862dc3c582e87e72c6b7d971b2149eb97c339f,459,master,failed,2054,2020-08-24 13:56:00 UTC,720649975,720649976,720649977,720649978,720649979,720649980,720649981,720649982,720649983,720649984,720649985,720649986,pull_request
720609383,657b25a0caac5c61f9b9bf5ec85453b9745a1adb,,master,passed,2053,2020-08-24 11:13:43 UTC,720609384,720609385,720609386,720609387,720609388,720609389,720609390,720609391,720609392,720609393,720609394,720609395,push
720607384,314a730c2bf2eddc0adb32b2fa56dc7aa778bdcb,458,master,passed,1976,2020-08-24 11:02:50 UTC,720607385,720607386,720607387,720607388,720607389,720607390,720607391,720607392,720607393,720607394,720607395,720607396,pull_request
720604259,4f362f1fed0c658e3b05dfeb66ed1e3fd9b7e1a1,458,master,failed,2031,2020-08-24 10:50:05 UTC,720604260,720604261,720604262,720604263,720604264,720604265,720604266,720604267,720604268,720604269,720604270,720604271,pull_request
720603049,364f2cdc46e5eda462c0cd25dc04d270291c7bad,458,master,failed,2051,2020-08-24 10:42:54 UTC,720603050,720603051,720603052,720603053,720603054,720603055,720603056,720603057,720603058,720603059,720603060,720603061,pull_request
720600293,6973262d7e30bd855ccfaee67bdfe21d2bc78b5e,458,master,failed,2038,2020-08-24 10:29:21 UTC,720600294,720600295,720600296,720600297,720600298,720600299,720600300,720600301,720600302,720600303,720600304,720600305,pull_request
720597532,8577829eba918cb84a20268cd3dd6035841d69ed,458,master,failed,2106,2020-08-24 10:13:35 UTC,720597533,720597534,720597535,720597536,720597537,720597538,720597539,720597540,720597541,720597542,720597543,720597544,pull_request
720597130,a7f7dad59bdda4a145102c2b60243097bc25ca89,458,master,errored,791,2020-08-24 10:11:17 UTC,720597134,720597135,720597136,720597137,720597138,720597139,720597140,720597141,720597142,720597143,720597144,720597145,pull_request
705222223,2daf6f9f8f846246e1b401d744002ef178331930,450,master,failed,2034,2020-07-05 22:51:33 UTC,705222224,705222225,705222226,705222227,705222228,705222229,705222230,705222231,705222232,705222233,705222234,705222235,pull_request
705215411,d2947178e4d3350b332e8427a598e1b57826bc94,449,master,failed,2083,2020-07-05 22:07:54 UTC,705215412,705215413,705215414,705215415,705215416,705215417,705215418,705215419,705215420,705215421,705215422,705215423,pull_request
705108870,0cbb464a66b33b3a9167bf679ad8a662f1f5e1c6,448,master,failed,2038,2020-07-05 13:17:40 UTC,705108871,705108872,705108873,705108874,705108875,705108876,705108877,705108878,705108879,705108880,705108881,705108882,pull_request
694076433,9f21067eb90b939238fcc76606cd7d49eb8eba3e,434,master,errored,2026,2020-06-03 00:55:29 UTC,694076434,694076435,694076436,694076437,694076438,694076439,694076440,694076441,694076442,694076443,694076444,694076445,pull_request
694070393,ff37e8049ef1178ea52fb9f311d7f8e1578d297c,434,master,errored,2013,2020-06-03 00:24:31 UTC,694070394,694070395,694070396,694070397,694070398,694070399,694070400,694070401,694070402,694070403,694070404,694070405,pull_request
693854930,2b6b1cba3146976a766266de5434e466dd10ec7a,,master,passed,2027,2020-06-02 13:53:28 UTC,693854941,693854945,693854946,693854965,693854978,693854989,693854993,693855018,693855019,693855033,693855037,693855039,push
693848381,fdc2152eb48d16024a445f368c3a0374f8e4fb48,442,master,passed,2070,2020-06-02 13:44:12 UTC,693848382,693848384,693848385,693848387,693848388,693848389,693848390,693848391,693848392,693848393,693848394,693848395,pull_request
693828571,4f1130c8c75919c33e65b868c657851982124a88,,master,passed,2086,2020-06-02 12:48:16 UTC,693828572,693828573,693828574,693828575,693828576,693828577,693828578,693828579,693828580,693828581,693828582,693828583,push
693821015,be913adf56d491b3c355ba771876cd788fa63353,441,master,passed,2108,2020-06-02 12:32:58 UTC,693821016,693821017,693821018,693821019,693821020,693821021,693821022,693821023,693821024,693821025,693821026,693821027,pull_request
693820215,38213fa57c4b2db65fc0ba0b398a886f6afdaaac,,master,passed,2041,2020-06-02 12:25:40 UTC,693820216,693820217,693820218,693820219,693820220,693820221,693820222,693820223,693820224,693820225,693820226,693820227,push
693819527,b28e3ed32312a08f9e7a3e7037fdf03373df295a,,master,passed,2073,2020-06-02 12:18:20 UTC,693819528,693819529,693819530,693819531,693819532,693819533,693819534,693819535,693819536,693819537,693819538,693819539,push
688948523,c944c5ca09464603c1c9624c2f94b4da8d96cd8f,439,master,passed,2051,2020-05-19 18:58:28 UTC,688948527,688948531,688948532,688948533,688948534,688948535,688948536,688948537,688948538,688948539,688948540,688948541,pull_request
687438248,0f7579be99b7c8014c5fd77aa09d811dab9cf63c,,master,passed,2093,2020-05-15 13:34:09 UTC,687438249,687438250,687438251,687438252,687438253,687438254,687438255,687438256,687438257,687438258,687438259,687438260,push
687430861,7edd2d0dd52e00b6b7b0fe5875404f5e468acf02,436,master,passed,2013,2020-05-15 13:20:23 UTC,687430862,687430863,687430864,687430865,687430866,687430867,687430868,687430869,687430870,687430871,687430872,687430873,pull_request
687427992,77c162449d249b913545b038c5513fde02ffd29a,436,master,passed,2134,2020-05-15 13:11:10 UTC,687427993,687427994,687427995,687427996,687427997,687427998,687427999,687428000,687428001,687428002,687428003,687428004,pull_request
687405663,84c9a2bb1bb933b6e2dc69f9ef69a829027a0ea2,434,master,failed,1958,2020-05-15 11:59:45 UTC,687405664,687405665,687405666,687405667,687405668,687405669,687405670,687405671,687405672,687405673,687405674,pull_request
686471626,ff07a986e77df793ca13319c8e0bbd9ffe1cd187,435,master,failed,1989,2020-05-13 08:18:51 UTC,686471627,686471628,686471629,686471630,686471631,686471632,686471633,686471634,686471635,686471636,686471637,pull_request
686405464,c55ed2ad3289933993cbeb99fe047624cb52ac6a,434,master,failed,1939,2020-05-13 03:27:27 UTC,686405465,686405466,686405467,686405468,686405469,686405470,686405471,686405472,686405473,686405474,686405475,pull_request
680421678,01efc064171e51c590225fbd39fff971884be8f3,,master,passed,1897,2020-04-28 06:30:33 UTC,680421679,680421680,680421681,680421682,680421683,680421684,680421685,680421686,680421687,680421688,680421689,push
680420032,f6d7c4835b46105cf7284257e10d739ec6d98108,,master,passed,1930,2020-04-28 06:21:54 UTC,680420033,680420034,680420035,680420036,680420037,680420038,680420039,680420040,680420041,680420042,680420043,push
680415989,4982c203ff747c37db866ef4d024b9d0cbd43a3c,431,master,passed,1901,2020-04-28 06:16:02 UTC,680415990,680415991,680415992,680415993,680415994,680415995,680415996,680415997,680415998,680415999,680416000,pull_request
680230411,f15229019f0b48170986eeddaecd22f7f726273e,431,master,failed,2020,2020-04-27 18:16:12 UTC,680230412,680230413,680230414,680230415,680230416,680230417,680230418,680230419,680230420,680230421,680230422,pull_request
680169942,51295584ef757f93a1957287b4afae8f3a53056d,,master,passed,2413,2020-04-27 15:49:31 UTC,680169943,680169944,680169945,680169946,680169947,680169948,680169949,680169950,680169951,680169952,680169953,push
680164509,3b92d3c8423ea9f4efc2a1fc41ef2319bf0ce9fc,430,master,passed,2445,2020-04-27 15:37:31 UTC,680164510,680164511,680164512,680164513,680164514,680164515,680164516,680164517,680164518,680164519,680164520,pull_request
680113846,cffdd8fc90e4408b6aed0a8d34f4f4b53b21051d,430,master,failed,2368,2020-04-27 13:44:22 UTC,680113847,680113848,680113849,680113850,680113851,680113852,680113853,680113854,680113855,680113856,680113857,pull_request
680094531,a7012a87ec8a106b479695a4e1052af91b93f9db,430,master,failed,2383,2020-04-27 13:21:43 UTC,680094532,680094533,680094534,680094535,680094536,680094537,680094538,680094539,680094540,680094541,680094542,pull_request
680034515,684357bac59a031636d58d5aaa1a2d362f584baf,,master,passed,2410,2020-04-27 10:41:05 UTC,680034516,680034517,680034518,680034519,680034520,680034521,680034522,680034523,680034524,680034525,680034526,push
680029855,cca1db7bf6d1f8de4692fd0d6bcc231b7744548c,,master,passed,2404,2020-04-27 10:32:28 UTC,680029856,680029857,680029858,680029859,680029860,680029861,680029862,680029863,680029864,680029865,680029866,push
680029807,317b982f4441d0400b25f8908f00ec1a215701cf,,master,canceled,0,,680029808,680029809,680029810,680029811,680029812,680029813,680029814,680029815,680029816,680029817,680029818,push
680029503,8c4f99c8af326d7ae925f95764b3387c7e9e3a67,429,master,passed,2417,2020-04-27 10:24:04 UTC,680029504,680029505,680029506,680029507,680029508,680029509,680029510,680029511,680029512,680029513,680029514,pull_request
680011824,3857526f990d4c6a87e1c0016bf72abc93432b25,,master,passed,2423,2020-04-27 09:37:58 UTC,680011825,680011826,680011827,680011828,680011829,680011830,680011831,680011832,680011833,680011834,680011835,push
680011656,10cec399fdbb8cfc66df8544bfc2bf876b10cd46,,master,canceled,0,,680011657,680011658,680011659,680011660,680011661,680011662,680011663,680011664,680011665,680011666,680011667,push
680011560,8e64af64fc96b5c90f8a0f040388217d639d3b88,428,master,passed,2405,2020-04-27 09:43:39 UTC,680011561,680011562,680011563,680011564,680011565,680011566,680011567,680011568,680011569,680011570,680011571,pull_request
680006089,3223bfa2634d0fa6cab405a4ab77e7a7e72068e9,426,master,passed,2426,2020-04-27 09:43:26 UTC,680006090,680006091,680006092,680006093,680006094,680006095,680006096,680006097,680006098,680006099,680006100,pull_request
680005113,93e2014631591ed16bc3798c6bc780f9841e6dcd,427,master,passed,2431,2020-04-27 09:10:59 UTC,680005114,680005115,680005116,680005117,680005118,680005119,680005120,680005121,680005122,680005123,680005124,pull_request
678934974,97e7c057a7a4508e4c968d8c50ea9903ab587101,426,master,passed,2366,2020-04-24 08:26:09 UTC,678934975,678934976,678934977,678934978,678934979,678934980,678934981,678934982,678934983,678934984,678934985,pull_request
678096425,614885945ee8bf66447f7dfea51ee73ef4305ac7,423,master,passed,2425,2020-04-27 09:16:29 UTC,678096426,678096427,678096428,678096429,678096430,678096431,678096432,678096433,678096434,678096435,678096436,pull_request
678092494,621a40dc8c5946ed14cdf476c5515a7b9ed79325,423,master,failed,2381,2020-04-22 09:56:41 UTC,678092495,678092496,678092497,678092498,678092499,678092500,678092501,678092502,678092503,678092504,678092505,pull_request
678082330,9d4271d9e2e9333bc3737eee2c7b2460378799b2,423,master,failed,2402,2020-04-22 09:26:07 UTC,678082331,678082332,678082333,678082334,678082335,678082336,678082337,678082338,678082339,678082340,678082341,pull_request
674453530,6303f416018910668f1635b70cd828a2fd2b2d9e,,master,passed,2354,2020-04-13 15:10:24 UTC,674453531,674453532,674453533,674453534,674453535,674453536,674453537,674453538,674453539,674453540,674453541,push
674386348,c9db67a2914a4b09d34c8adf3d8f5c0f55cafc7f,420,master,passed,2306,2020-04-13 12:56:04 UTC,674386349,674386350,674386351,674386352,674386353,674386354,674386355,674386356,674386357,674386358,674386359,pull_request
674375200,28bc4b230cd65b54e0ce7144c3750ec41397eec4,420,master,failed,2305,2020-04-13 12:38:54 UTC,674375201,674375202,674375203,674375204,674375205,674375206,674375207,674375208,674375209,674375210,674375211,pull_request
674372559,69685ade0a7df17642b6753a2119c3f5531f7c10,,master,failed,1970,2020-04-13 12:19:53 UTC,674372560,674372561,674372562,674372563,674372564,674372565,674372566,674372567,674372568,674372569,674372570,push
674370751,ae62884d2fdc370f43e54ea8839d3652be8e7caf,420,master,failed,2290,2020-04-13 12:11:19 UTC,674370752,674370753,674370754,674370755,674370756,674370757,674370758,674370759,674370760,674370761,674370762,pull_request
674370203,208fdd5210cc8487f829cb381cb9bd6712749aee,420,master,failed,2285,2020-04-13 12:03:11 UTC,674370204,674370205,674370206,674370207,674370208,674370209,674370210,674370211,674370212,674370213,674370214,pull_request
674368276,958ae7590a1cef95116ee21b80134397da48ead1,420,master,failed,2323,2020-04-13 11:55:20 UTC,674368277,674368278,674368279,674368280,674368281,674368282,674368283,674368284,674368285,674368286,674368287,pull_request
667988932,c45514a8a578c83a99c65e6b0c16c6bd16d4427c,415,master,passed,2033,2020-03-28 07:00:17 UTC,667988933,667988934,667988935,667988936,667988937,667988938,667988939,667988940,667988941,667988942,667988943,pull_request
