build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
374469504,8b4a5cfe3c7d271ea176a23b2b92685231792ec6,289,master,passed,941,2018-05-03 15:20:04 UTC,374469505,374469506,374469507,374469508,374469509,374469510,374469511,pull_request
373396409,5b20a8ac54e6203d79c82c787b57e89532bbf3a8,,master,passed,1029,2018-05-01 09:50:27 UTC,373396410,373396411,373396412,373396413,373396414,373396415,373396416,push
373387753,422dd2cfe1f910dd79f4725426483d8f8c2988df,288,master,passed,1024,2018-05-01 09:21:29 UTC,373387754,373387755,373387756,373387757,373387758,373387759,373387760,pull_request
373387728,ecd2b1780ce32df5185e3d6919d3d10da435425b,,dropy-old-python,passed,934,2018-05-01 09:17:40 UTC,373387729,373387730,373387731,373387732,373387733,373387734,373387735,push
373385329,bfc4a2f218d223bbbd5d624b663ef63163a42966,288,master,passed,960,2018-05-01 09:14:03 UTC,373385331,373385332,373385334,373385335,373385336,373385337,373385338,pull_request
373385279,34702b55508c2386d6ca673e3e69d76a2bbc197b,,dropy-old-python,passed,970,2018-05-01 09:09:18 UTC,373385280,373385281,373385282,373385283,373385284,373385285,373385286,push
373384933,8bc2247caa0a309df5b064426f67bff8774163dc,288,master,passed,922,2018-05-01 09:05:19 UTC,373384934,373384935,373384936,373384937,373384938,373384939,373384940,pull_request
373384919,3a0877c302aaea588f7937fbe5ac8f5a2be96c40,,dropy-old-python,passed,983,2018-05-01 09:01:38 UTC,373384920,373384921,373384922,373384923,373384924,373384925,373384926,push
373384480,bfb76b5fe74bc87259e4be3518ff443b7bb7d650,288,master,passed,941,2018-05-01 08:57:30 UTC,373384481,373384482,373384483,373384484,373384485,373384486,373384487,pull_request
373384383,2c1b937dfe4a54741d504cf5db166cc02bcc68b7,,dropy-old-python,passed,944,2018-05-01 08:54:00 UTC,373384384,373384385,373384386,373384387,373384388,373384389,373384390,push
373383659,3041c675a0f7644c75f289e268949d93e081ce6d,,master,passed,992,2018-05-01 08:47:16 UTC,373383661,373383662,373383663,373383664,373383665,373383666,373383667,push
