build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760942837,5efd18853fb4d9d06f817a613b248d2425b6002b,,v1.7.x,passed,292,2021-03-01 13:42:44 UTC,760942838,760942839,760942840,760942841,push
760797572,815a48bf18780fc7fea5c373b02f58bfed1f202d,,master,passed,293,2021-02-28 13:55:08 UTC,760797573,760797574,760797575,760797576,push
760796236,f6399252efa0c84589a6d8546d8130671c9f6fd9,,v1.7.3-release,passed,294,2021-02-28 13:28:39 UTC,760796237,760796238,760796239,760796240,push
760792760,f6399252efa0c84589a6d8546d8130671c9f6fd9,,v1.7.x,passed,290,2021-02-28 12:17:00 UTC,760792761,760792762,760792763,760792764,push
760767202,3b074db1e0a74f198961be78c1b5c629c8b5292f,,v1.1.x,errored,166,2021-02-28 03:29:35 UTC,760767204,760767206,760767208,cron
760439696,6ad2bf30ed6b2be5d02522ea929f7fc0204b8df7,,v1.7.x,passed,287,2021-02-25 12:05:10 UTC,760439697,760439698,760439699,760439700,push
760304776,782b1990b8b9d0f1128c70c492556e3d1b1bede0,,v1.7.x,passed,292,2021-02-24 12:51:05 UTC,760304777,760304778,760304779,760304780,push
760304718,d132f596d0af621b70e9c2e39d3d6b70c25a6a81,,v1.7.x,passed,289,2021-02-24 12:49:31 UTC,760304719,760304720,760304721,760304722,push
760304210,218fc00a77851d2dc441cb12c57815b8e2c0aee5,,v1.7.x,passed,290,2021-02-24 12:42:36 UTC,760304211,760304212,760304213,760304214,push
759842043,7a646ee4113c577b73713484df231d82d7f4493c,,master,passed,288,2021-02-21 07:40:22 UTC,759842044,759842045,759842046,759842047,push
759842018,77677eeddc1f8c88d7f3e3385c1e1d6b9820e2a9,,v1.7.2-release,passed,288,2021-02-21 07:38:53 UTC,759842019,759842020,759842021,759842022,push
759841708,77677eeddc1f8c88d7f3e3385c1e1d6b9820e2a9,,v1.7.x,passed,297,2021-02-21 07:29:19 UTC,759841709,759841710,759841711,759841712,push
759841077,4ddfd6516a9a9657caf2ca8d5509120f42b91a84,,v1.7.x,passed,282,2021-02-21 07:11:21 UTC,759841078,759841079,759841080,759841081,push
759840891,34145a45e053e0dbd28c74b94812a1894ce3f7cd,,v1.7.x,passed,295,2021-02-21 07:06:51 UTC,759840892,759840893,759840894,759840895,push
759839988,5d8f75f557a64d352ba66e45980fb03c2519a927,,v1.7.x,passed,225,2021-02-21 06:52:40 UTC,759839989,759839990,759839991,push
759829544,6783dc9ee98626c655c5374de4e4f991770e8f5d,,v1.7.x,passed,213,2021-02-21 03:58:52 UTC,759829545,759829546,759829547,push
758354888,3ca8fa5bc1cb9d812de9bc6d0f03bfca31227850,,v1.7.x,passed,214,2021-02-10 10:46:16 UTC,758354889,758354890,758354891,push
758354598,25549397906ca6104719fae9d8425807cbbf9a23,,v1.7.x,canceled,0,,758354599,758354600,758354601,push
758196502,cf7f7bf7fd4a0d7c787eb5ccda1168ea68085284,,master,passed,211,2021-02-09 09:28:19 UTC,758196503,758196504,758196505,push
758196327,37447a9645f552aa95b8232b6ab5dbe6653bbb76,,v1.7.1-release,passed,218,2021-02-09 09:25:16 UTC,758196328,758196329,758196330,push
758195663,37447a9645f552aa95b8232b6ab5dbe6653bbb76,,v1.7.x,passed,215,2021-02-09 09:16:44 UTC,758195664,758195665,758195666,push
758044656,e3ccaa6046af69a2815772a21806501eea2bfab1,,v1.7.x,passed,210,2021-02-08 10:28:53 UTC,758044657,758044658,758044659,push
758044022,5dea370790a684b92a1604b458c407b7fbe5864d,,v1.7.x,passed,208,2021-02-08 10:22:54 UTC,758044023,758044024,758044025,push
757701585,b76dedcf37add94f5166cf3d0d103e8232a0fe60,,master,passed,219,2021-02-05 15:12:31 UTC,757701586,757701587,757701588,cron
757697362,bb29cc21e4c648e127bbff7e54f7a1fb1692986e,,v1.7.x,passed,220,2021-02-05 14:29:20 UTC,757697363,757697364,757697365,push
757553248,7e489631fc6483ec99cfffc4ce0c78ef53d477b1,,v1.7.x,passed,221,2021-02-04 14:32:38 UTC,757553249,757553250,757553251,push
757391741,8357727f429cb1426d621aa6d134eee0545a13a6,,v1.7.x,passed,224,2021-02-03 13:56:52 UTC,757391742,757391743,757391744,push
757234038,10ad6f6392ad05854e9e3dbbee6cdd890d013572,,v1.7.x,passed,215,2021-02-02 13:48:09 UTC,757234039,757234040,757234042,push
756941218,9802a136bc57c31f6678a3b1791bf1e23b5ae4c2,,v1.7.x,passed,218,2021-01-31 15:24:27 UTC,756941219,756941220,756941221,push
756902378,b76dedcf37add94f5166cf3d0d103e8232a0fe60,,master,passed,225,2021-01-31 04:45:53 UTC,756902379,756902380,756902381,push
756822758,0f9e6fd8b3cca447dbe6b17a5aefc183b1f9d6da,,v1.7.x,passed,211,2021-01-30 12:49:11 UTC,756822759,756822760,756822761,push
756670583,3b074db1e0a74f198961be78c1b5c629c8b5292f,,v1.1.x,errored,183,2021-01-29 06:11:25 UTC,756670588,756670590,756670591,cron
755942630,30588d245b68c05bfab4c01f4282ae2083ff482c,,master,passed,209,2021-01-24 13:37:01 UTC,755942631,755942632,755942633,push
755942313,ef310422ea0fc71122257e9d1d331a3793e6e7a1,,v1.7.0-rc.01,passed,213,2021-01-24 13:30:59 UTC,755942314,755942315,755942316,push
755942016,ef310422ea0fc71122257e9d1d331a3793e6e7a1,,v1.7.x,passed,218,2021-01-24 13:25:54 UTC,755942017,755942018,755942019,push
755937725,1c679c414594b041a8cc46d8525683a93d34fa0a,,v1.7.x,passed,212,2021-01-24 12:31:38 UTC,755937726,755937727,755937728,push
755684390,4c0dd7b4f8d2b490457a7bfa1c1119062e10220e,,v1.7.x,passed,207,2021-01-22 13:41:21 UTC,755684391,755684392,755684393,push
755346120,36a5c34c921f82729a06a3513b53103a8c5d9dea,,v1.7.x,passed,208,2021-01-20 13:18:03 UTC,755346121,755346122,755346123,push
755173624,86da50bc9463a316f3ad2460935235989e9be5ad,,v1.7.x,passed,212,2021-01-19 12:38:47 UTC,755173625,755173626,755173627,push
754866049,a638470a743f790d2698446a2dbf423f0d4ab3a5,,v1.7.x,passed,210,2021-01-17 12:15:42 UTC,754866050,754866051,754866052,push
754865432,e2377b397add2dc4bb68969713ce26e38f473c3b,,master,passed,212,2021-01-17 12:05:13 UTC,754865433,754865434,754865435,push
754865351,6ed760d39729b3af895c1164638192d82c01194b,,v1.6.6-release,passed,205,2021-01-17 12:03:22 UTC,754865352,754865353,754865354,push
754865183,6ed760d39729b3af895c1164638192d82c01194b,,v1.6.x,passed,211,2021-01-17 12:00:52 UTC,754865184,754865185,754865186,push
754280139,0826011bd5207e42e3c42c783267369f3356e00e,,v1.7.x,passed,209,2021-01-13 12:58:26 UTC,754280140,754280141,754280142,push
754120494,bcfc0e0f30e4a093a7c956e3caa331954eb1d3d4,,v1.7.x,passed,225,2021-01-12 13:59:05 UTC,754120495,754120496,754120497,push
753779797,aebe9f5b8c98d968c7a83cad1324c2737e0fce05,,master,passed,211,2021-01-10 10:53:46 UTC,753779798,753779799,753779800,push
753779763,2f32fb6d72f06db52be88825c64cd85274cdd78e,,v1.7.x,passed,208,2021-01-10 10:53:01 UTC,753779764,753779765,753779766,push
753779198,1e9b76619461ef2a5bb82e5d3e6ebf769d030bd5,,v1.6.5-release,passed,211,2021-01-10 10:42:49 UTC,753779199,753779200,753779201,push
753778891,1e9b76619461ef2a5bb82e5d3e6ebf769d030bd5,,v1.6.x,passed,217,2021-01-10 10:37:45 UTC,753778892,753778893,753778894,push
753545568,9a1c9c340b5db9c4df35ca20172943af31bb1e47,,v1.6.x,passed,211,2021-01-08 15:05:56 UTC,753545569,753545570,753545571,push
753525926,ac23bc6d3a9941a4febf984fc1b02512c3e7f20f,,v1.7.x,passed,213,2021-01-08 12:29:01 UTC,753525927,753525928,753525929,push
753347789,5fb731abdfdec9a0c9042c8a6a8780473c07ab3b,,v1.6.x,passed,216,2021-01-07 12:15:10 UTC,753347790,753347791,753347792,push
753183604,3a5b50099a1e74637f814320c0e7dea2ea73b690,,v1.7.x,passed,214,2021-01-06 13:50:28 UTC,753183605,753183606,753183607,push
753006455,9cfd8fbc8f617c2e055075660d0ba81dc0ec4f19,,master,passed,216,2021-01-05 15:20:03 UTC,753006459,753006460,753006462,cron
752991786,cb0984483b1ffdf69882d42fd8f8ec5d5c23629a,,v1.7.x,passed,213,2021-01-05 13:34:59 UTC,752991787,752991788,752991789,push
752797179,70c1ca2be717fe2c5e4c90f9dd829094ae06776a,,v1.7.x,passed,214,2021-01-04 13:30:41 UTC,752797180,752797181,752797182,push
752637766,9cfd8fbc8f617c2e055075660d0ba81dc0ec4f19,,master,passed,212,2021-01-03 12:25:03 UTC,752637767,752637768,752637769,push
752629347,e911af8b04fd74b6581ac68a7a93f82f1b516b41,,v1.7.x,passed,214,2021-01-03 09:56:11 UTC,752629348,752629349,752629350,push
752628673,8e01af32b18703e244490d403e0b95d4e87db298,,v1.6.4-release,passed,214,2021-01-03 09:42:16 UTC,752628674,752628675,752628676,push
752628136,8e01af32b18703e244490d403e0b95d4e87db298,,v1.6.x,passed,211,2021-01-03 09:31:02 UTC,752628137,752628138,752628139,push
752281841,28e4f505538710edcf64547c42d59b0b24a13ba7,,v1.6.x,passed,216,2020-12-31 14:46:37 UTC,752281842,752281843,752281844,push
752278430,1da8643c188cd2449fa83c3aa96e0241ff545072,,v1.6.x,passed,223,2020-12-31 14:05:49 UTC,752278431,752278432,752278433,push
752270927,efcdccb42bad1348b4c46cb2b89ebb5f6bf3461a,,v1.6.x,passed,220,2020-12-31 12:32:07 UTC,752270928,752270929,752270930,push
752268875,c37015e3f8599d912efe5af8b572b6b087d859a8,,v1.6.x,passed,207,2020-12-31 12:01:40 UTC,752268876,752268877,752268878,push
752132113,066cbac2a6cc9dd2598ec769d543fd8da714fd97,,v1.6.x,passed,218,2020-12-30 14:43:05 UTC,752132114,752132115,752132116,push
751976157,ae54c1429c4c3e5ac98508036894ec7724247a86,,v1.6.x,passed,218,2020-12-29 14:23:57 UTC,751976158,751976159,751976160,push
751919683,3b074db1e0a74f198961be78c1b5c629c8b5292f,,v1.1.x,errored,198,2020-12-29 03:28:55 UTC,751919684,751919685,751919686,cron
751642484,92a5f48c1129eedab279306407f29baa527d048b,,master,passed,208,2020-12-27 04:25:41 UTC,751642485,751642486,751642487,push
751642469,fc18be06fb767566bcef35e53d8587970516ba6d,,v1.6.3-release,passed,215,2020-12-27 04:25:16 UTC,751642470,751642471,751642472,push
751642047,fc18be06fb767566bcef35e53d8587970516ba6d,,v1.6.x,passed,213,2020-12-27 04:16:00 UTC,751642048,751642049,751642050,push
751566961,4171ef7139837990e9d4b0dad22dc1122fd0dd14,,v1.6.x,passed,223,2020-12-26 15:06:35 UTC,751566962,751566963,751566964,push
750638188,016a4aa59a040ce2be83ef0e59c5e9e17305b013,,master,passed,286,2020-12-20 04:52:44 UTC,750638189,750638190,750638191,push
750638132,7bdfb44af1f0d8764a971e7fa1ba8ffdee812639,,v1.6.2-release,passed,232,2020-12-20 04:51:57 UTC,750638133,750638134,750638135,push
750637542,7bdfb44af1f0d8764a971e7fa1ba8ffdee812639,,v1.6.x,passed,223,2020-12-20 04:43:19 UTC,750637543,750637544,750637545,push
750512861,22b0e53ab197edb8077a1361d0a5f1fe22813024,,v1.6.x,passed,240,2020-12-19 03:23:52 UTC,750512862,750512863,750512864,push
750023918,1f7c4fcaa4fc8ff6be45feb4b0e5c3366a91eec0,,master,passed,220,2020-12-16 14:54:14 UTC,750023919,750023920,750023921,push
750022625,1198cbe5c062b0b43a5997c2b14fe37d2c5edfd4,,v1.7.x,passed,283,2020-12-16 14:30:37 UTC,750022626,750022627,750022628,push
750021593,6751eb33dc00d1021d1d45231ad2b683fa67bfb8,,v1.6.1-release,passed,218,2020-12-16 14:22:50 UTC,750021594,750021595,750021596,push
750021532,3091ca06ffc5a90d7477b51f2157d711078378ad,,v1.7.x,canceled,0,,750021533,750021534,750021535,push
