build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
680700058,5d8275411c54626cd6367f002a96f73d5a7508af,,2.6.9,passed,1184,2020-04-28 18:46:25 UTC,680700059,680700060,680700061,680700062,680700063,680700064,push
680700051,5d8275411c54626cd6367f002a96f73d5a7508af,,master,passed,1291,2020-04-28 18:44:30 UTC,680700052,680700053,680700054,680700055,680700056,680700057,push
680699886,96a84da45f0be0700c948804cc975b861016138c,,master,passed,2213,2020-04-28 18:41:34 UTC,680699887,680699888,680699889,680699890,680699891,680699892,push
680179643,5a0a1b53b3fc3968b6754a13910a1e11f2e0724c,,master,passed,1307,2020-04-27 16:12:13 UTC,680179644,680179645,680179646,680179647,680179648,680179649,push
680079762,7883edcf121461169243f0f4689928e872f6cf2c,1248,master,passed,1086,2020-04-27 12:48:32 UTC,680079763,680079764,680079765,680079766,680079767,680079768,pull_request
679913020,cd50dbb0d099d98c5c90f9f7900e23a46d515d62,,master,passed,937,2020-04-27 02:55:46 UTC,679913021,679913022,679913023,679913024,679913025,679913026,push
679913013,cd50dbb0d099d98c5c90f9f7900e23a46d515d62,,2.6.8,passed,940,2020-04-27 02:53:59 UTC,679913014,679913015,679913016,679913017,679913018,679913019,push
679912928,a3d8d839133caa7810fad4867fdb1fe383bc1d7a,,master,passed,952,2020-04-27 02:52:12 UTC,679912929,679912930,679912931,679912932,679912933,679912934,push
679291176,68c9d2f6b1053816cc8e2707aa539c9c1d0d6c98,,master,passed,998,2020-04-25 02:31:38 UTC,679291177,679291178,679291179,679291180,679291181,679291182,push
679174228,d0573fb5d9af5b26759214e1d5f7cdaf13e1f29e,1246,master,passed,1144,2020-04-24 19:25:10 UTC,679174229,679174231,679174232,679174233,679174235,679174237,pull_request
678853406,ef6cff070266178f9be563b1d3f3ea01e649d2d9,,master,passed,946,2020-04-24 01:39:50 UTC,678853407,678853408,678853409,678853410,678853411,678853412,push
678853147,e7c0ef495effdf44a570971fd25226c7ee9864ea,,master,passed,1557,2020-04-24 01:38:00 UTC,678853148,678853149,678853151,678853152,678853153,678853154,push
678470602,4a053aedc659bbb536a6c03efc70750bb0acd902,1243,master,passed,983,2020-04-23 06:29:36 UTC,678470607,678470610,678470614,678470617,678470618,678470620,pull_request
678384979,e2ce21ba3e8f002c8d7683f9b463c2b08851ceb9,,master,passed,1120,2020-04-22 22:58:41 UTC,678384980,678384981,678384982,678384983,678384984,678384985,push
678384391,68419f063d6580a18b3df2274d8770c6e41196c3,,master,passed,1541,2020-04-22 22:56:53 UTC,678384392,678384393,678384394,678384395,678384396,678384397,push
678198576,8d00a38425e0372d0da20e1431e6f7d09f2190a0,,2.6.7,errored,1311,2020-04-22 14:33:03 UTC,678198577,678198578,678198579,678198580,678198581,678198582,push
678198569,8d00a38425e0372d0da20e1431e6f7d09f2190a0,,master,passed,1232,2020-04-22 14:31:16 UTC,678198570,678198571,678198572,678198573,678198574,678198575,push
678198453,15e433e5c3a0974769119a1d12aa32a58b2c9047,,master,passed,1341,2020-04-22 14:29:29 UTC,678198454,678198455,678198456,678198457,678198458,678198459,push
678024986,564141c3a599031faa1b41afa276622fbb13a9e4,,master,passed,1714,2020-04-22 05:47:59 UTC,678024987,678024988,678024989,678024990,678024991,678024992,push
677908545,ed457a0f552b43ee95a8b9f3abcfaf07d699eff3,1238,master,passed,992,2020-04-21 21:54:55 UTC,677908546,677908547,677908548,677908549,677908550,677908551,pull_request
677886450,88ab1f6fbb275bdaa70ad198b3da58c844a73a2e,1238,master,passed,2120,2020-04-21 21:00:55 UTC,677886451,677886452,677886453,677886454,677886455,677886456,pull_request
677538014,6548b1af252f753e2ff0286eccaf80f8eeb87f20,,master,passed,949,2020-04-21 03:44:04 UTC,677538015,677538016,677538017,677538018,677538019,677538020,push
677537422,0c9ec0732d77f72db65a02c289a7a934fd0d8aae,,master,passed,928,2020-04-21 03:40:49 UTC,677537423,677537424,677537425,677537426,677537427,677537428,push
