build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761094020,89f6353b83fb558ac7e699739f5533c775413f1e,,1.10.1,passed,73,2021-03-02 08:16:44 UTC,761094021,761094022,push
761093755,89f6353b83fb558ac7e699739f5533c775413f1e,,master,passed,75,2021-03-02 08:15:14 UTC,761093756,761093757,push
761093562,3b8cc593162a1f8aba0b83843105d1e9958e880c,,master,passed,79,2021-03-02 08:13:16 UTC,761093563,761093564,push
761091962,1fae0a7dc80fd179e2c4be1d4e0861326cbff11e,,master,passed,74,2021-03-02 07:58:24 UTC,761091963,761091964,cron
760320043,1fae0a7dc80fd179e2c4be1d4e0861326cbff11e,,1.10.0,passed,73,2021-02-24 15:33:28 UTC,760320044,760320045,push
760319994,1fae0a7dc80fd179e2c4be1d4e0861326cbff11e,,master,passed,76,2021-02-24 15:32:41 UTC,760319995,760319996,push
760127478,ebd920e9458e2d6b61674b9200a1369e88f7058c,,master,passed,70,2021-02-23 07:58:02 UTC,760127480,760127481,cron
759965940,ebd920e9458e2d6b61674b9200a1369e88f7058c,,master,passed,74,2021-02-22 09:05:48 UTC,759965941,759965942,push
759655082,1687183bb56f5fea28a562311c29d8b659c04d14,440,master,passed,75,2021-02-19 16:37:58 UTC,759655083,759655084,pull_request
759352674,a34359165fff68fa219473e83208f8ee0816b9a0,,master,passed,79,2021-02-17 16:10:04 UTC,759352675,759352676,push
759345831,91d131174a3141176a0e6e3c783be72651cb88c3,,master,passed,76,2021-02-17 15:16:00 UTC,759345832,759345833,push
759344904,03b41949c307b61fb51a9b340144e404d6d432bc,,master,passed,80,2021-02-17 15:07:10 UTC,759344905,759344906,push
759338675,746d08d6bfa5d314c5efe89ff3335135b8dea139,,master,passed,76,2021-02-17 14:06:43 UTC,759338676,759338677,push
759337800,675a88f174acb8619abced5c6058717e7d326d3b,,master,passed,76,2021-02-17 13:59:44 UTC,759337801,759337802,push
759337730,4b4653794cac57ca8005624e5355dcd1985d4ccd,,master,passed,72,2021-02-17 13:58:56 UTC,759337731,759337732,push
759337332,2977c8a03a1111c352606352d9b68c12a5e4f7df,,master,passed,77,2021-02-17 13:55:26 UTC,759337333,759337334,push
759329194,f1daed882fd0b15d00138e68f42f451b06c83671,,master,passed,73,2021-02-17 12:31:20 UTC,759329195,759329196,push
759328806,93700023499e471b43585957c079fdef8b21496b,,master,passed,75,2021-02-17 12:27:45 UTC,759328807,759328808,push
