build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
549822386,212aa90d7cec051ab29930d5c56f758f6f69a789,,master,passed,423,2019-06-24 16:14:13 UTC,549822387,549822388,549822389,549822390,549822391,549822392,549822393,push
547510939,520807ab8ac35bc4f5deee94d24a1f8ad24adce7,489,master,passed,456,2019-06-19 02:22:17 UTC,547510940,547510941,547510942,547510943,547510944,547510945,547510946,pull_request
546523546,916211d9e11697e0fd8ac56f58116c209c193e8e,484,master,passed,409,2019-06-16 23:56:19 UTC,546523547,546523548,546523549,546523550,546523551,546523552,546523553,pull_request
546523538,d98b84dd49113e1c0e76b7ce1003e4657e36b4e3,,elithrar/ci/circleci-1,passed,391,2019-06-16 23:55:00 UTC,546523539,546523540,546523541,546523542,546523543,546523544,546523545,push
546496460,b01f525f68f242fcc8fe41424cd9112708f06a9a,485,master,passed,516,2019-06-16 21:31:30 UTC,546496461,546496462,546496463,546496464,546496465,546496466,546496467,pull_request
546471451,5b5da809fde837acb558199ed158ff51b301a1f5,484,master,passed,395,2019-06-16 19:49:23 UTC,546471452,546471453,546471454,546471455,546471456,546471457,546471458,pull_request
546471443,3c663e7d8d9ff800d5c9c2189f866c87d2f259d7,,elithrar/ci/circleci-1,passed,398,2019-06-16 19:48:24 UTC,546471444,546471445,546471446,546471447,546471448,546471449,546471450,push
546466558,400d792d6bf10628e387e72df5af84078bc7c3a0,484,master,passed,401,2019-06-16 19:29:32 UTC,546466559,546466560,546466561,546466562,546466563,546466564,546466565,pull_request
546466520,d5d44bc9735ccf240ae9e6e11c0dd5cefb399d40,,elithrar/ci/circleci-1,passed,385,2019-06-16 19:27:42 UTC,546466521,546466522,546466523,546466524,546466525,546466526,546466527,push
546466502,63c5735303a61431c5df39dcb545cf3bf0479123,,elithrar/ci/circleci,passed,397,2019-06-16 19:26:41 UTC,546466503,546466504,546466505,546466506,546466507,546466508,546466509,push
546275216,30fd755214eb44f8998aa79d8e121e232e6624b1,483,master,passed,394,2019-06-16 03:50:03 UTC,546275217,546275218,546275219,546275220,546275221,546275222,546275223,pull_request
546267324,162dd23e00edc0dae19240cd03bf6852c1a1d40c,482,master,passed,402,2019-06-16 02:50:40 UTC,546267325,546267326,546267327,546267328,546267329,546267330,546267331,pull_request
546267193,a57587e1b7909f381eac4dac81ff95f2d759ee34,,elithrar/ci/circle-test,passed,399,2019-06-16 02:48:33 UTC,546267194,546267195,546267196,546267197,546267198,546267199,546267200,push
543951635,767d824b9ccb77316491c51e9811fa3be4fe8ed3,481,master,passed,394,2019-06-10 22:05:35 UTC,543951636,543951637,543951638,543951639,543951640,543951642,543951643,pull_request
538294873,fdda467aa0c7bd81934a77c7a6a38498de380259,474,master,passed,498,2019-05-28 15:23:29 UTC,538294874,538294875,538294876,538294879,538294880,538294882,538294884,pull_request
