build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
710481410,ffebbecbf4ad162572050ecfaac4335cc5431c24,,master,passed,411,2020-07-21 17:56:33 UTC,710481411,710481412,710481413,710481414,710481415,710481416,710481417,710481418,710481419,710481420,710481421,710481422,710481423,710481424,push
707817641,ffebbecbf4ad162572050ecfaac4335cc5431c24,,3.7.4.3,passed,428,2020-07-13 23:22:09 UTC,707817642,707817643,707817644,707817645,707817646,707817647,707817648,707817649,707817650,707817651,707817652,707817653,707817654,707817655,push
706701545,c85016137eab6d0784b76252460235638087f468,,3.7.4.2,passed,417,2020-07-09 22:57:52 UTC,706701546,706701547,706701548,706701549,706701550,706701551,706701552,706701553,706701554,706701555,706701556,706701557,706701558,706701559,push
706701327,c85016137eab6d0784b76252460235638087f468,,master,passed,426,2020-07-09 22:56:52 UTC,706701328,706701329,706701330,706701331,706701332,706701333,706701334,706701335,706701336,706701337,706701338,706701339,706701340,706701341,push
700622981,520d31b0c5616e12b56c05079d86dae5fba3aff0,,master,passed,417,2020-06-21 17:32:33 UTC,700622982,700622983,700622984,700622985,700622986,700622987,700622988,700622989,700622990,700622991,700622992,700622993,700622994,700622995,push
700030040,561bcd1853343bcb8b3fac9eb78df575055096c1,733,master,passed,410,2020-06-19 10:52:44 UTC,700030041,700030042,700030043,700030044,700030045,700030046,700030047,700030048,700030049,700030050,700030051,700030052,700030053,700030054,pull_request
699032058,6d287f054b4f535a8b0ff1c249a28795894690d0,,master,passed,415,2020-06-16 18:16:32 UTC,699032059,699032060,699032061,699032062,699032063,699032064,699032065,699032066,699032067,699032068,699032069,699032070,699032071,699032072,push
698570901,e38630da823d9d1c85602c75480c21fc8db94600,732,master,passed,427,2020-06-15 14:55:09 UTC,698570902,698570903,698570904,698570905,698570906,698570907,698570908,698570909,698570910,698570911,698570912,698570913,698570914,698570915,pull_request
696464345,8a63b343c0e0e4fc9b5b6b513728355903c81af0,732,master,passed,429,2020-06-09 13:48:27 UTC,696464346,696464347,696464348,696464351,696464352,696464353,696464354,696464355,696464356,696464357,696464358,696464359,696464360,696464361,pull_request
696132672,8c78fa7300211703dd90bccad8f89c5610d69576,,master,passed,424,2020-06-08 17:20:31 UTC,696132674,696132676,696132678,696132680,696132682,696132684,696132686,696132688,696132690,696132692,696132694,696132696,696132698,696132700,push
696132214,d7d8b3d4ab7dac4f0ba6a379978b98ebd6f1a4d7,,master,passed,413,2020-06-08 17:18:18 UTC,696132215,696132216,696132217,696132218,696132219,696132220,696132230,696132231,696132232,696132233,696132234,696132235,696132236,696132237,push
696041100,6c2536af85f280310865d1075a03e0363832ff3f,731,master,passed,440,2020-06-08 14:10:09 UTC,696041101,696041102,696041103,696041105,696041107,696041109,696041111,696041112,696041113,696041114,696041115,696041116,696041117,696041118,pull_request
696040167,9b06ad5fa0afb21fb5c34ab67c713996c293b0f0,730,master,passed,419,2020-06-08 14:09:17 UTC,696040168,696040169,696040170,696040171,696040172,696040173,696040174,696040175,696040176,696040177,696040178,696040179,696040180,696040181,pull_request
693452773,0b83742908fbc54c44759bbf45c9114dc86381d9,729,master,passed,453,2020-06-01 13:43:31 UTC,693452774,693452775,693452776,693452777,693452778,693452779,693452780,693452781,693452782,693452783,693452784,693452785,693452786,693452787,693452788,pull_request
692119949,8bde80ac31fc4e9a7104c33a127fcf62fa00a655,729,master,passed,411,2020-05-28 11:31:02 UTC,692119950,692119951,692119952,692119953,692119954,692119955,692119956,692119957,692119958,692119959,692119960,692119961,692119962,692119963,pull_request
686653750,08a537d484edddb563288982f8073d241fec5535,,master,passed,442,2020-05-13 16:27:15 UTC,686653751,686653752,686653757,686653758,686653761,686653762,686653763,686653764,686653765,686653766,686653767,686653768,686653769,686653771,push
686652595,da83c1fbff6135bd4a7672c7712cc8aab8adb9d8,725,master,passed,417,2020-05-13 16:24:38 UTC,686652596,686652597,686652598,686652599,686652600,686652601,686652602,686652603,686652604,686652605,686652606,686652607,686652608,686652609,pull_request
686652443,709a6868b1196fac076a801f724aeb43d3ff3d5f,,fix-travis,passed,423,2020-05-13 16:24:01 UTC,686652444,686652445,686652446,686652447,686652448,686652449,686652451,686652453,686652454,686652455,686652456,686652457,686652458,686652459,push
686646735,5848903b02dcc4f5a1efea3337109849fb41bee0,,master,failed,413,2020-05-13 16:10:29 UTC,686646736,686646737,686646738,686646739,686646740,686646741,686646742,686646743,686646744,686646745,686646746,686646747,686646748,686646749,push
686617863,d596a0019c3bf2c42b3fe0619ffe723516629608,724,master,failed,434,2020-05-13 15:01:19 UTC,686617864,686617865,686617866,686617867,686617868,686617869,686617870,686617871,686617872,686617873,686617874,686617875,686617876,686617877,pull_request
686614713,38193b9619648832c45c81b0d4ebd838bc825904,724,master,failed,422,2020-05-13 14:54:56 UTC,686614714,686614715,686614716,686614717,686614718,686614719,686614720,686614721,686614722,686614723,686614724,686614725,686614726,686614727,pull_request
682768782,666013320879c03d79c5b1838b71e978398176eb,,master,passed,410,2020-05-04 03:50:16 UTC,682768783,682768784,682768785,682768786,682768787,682768788,682768789,682768790,682768791,682768792,682768793,682768794,682768795,682768796,push
682591327,027f279fcdf1d26c55941922f7228ce10a381274,722,master,passed,430,2020-05-03 13:41:28 UTC,682591328,682591329,682591330,682591331,682591332,682591333,682591334,682591335,682591336,682591337,682591338,682591339,682591340,682591341,pull_request
670250923,d79eddef37cb09ca9a3d763364c4feb7b8473402,,master,passed,410,2020-04-02 17:44:55 UTC,670250926,670250927,670250928,670250929,670250930,670250931,670250932,670250933,670250934,670250935,670250936,670250937,670250938,670250939,push
659265426,15e5396d2e210326bbbe98384fb330d51e08ae21,,master,passed,427,2020-03-06 17:43:24 UTC,659265427,659265428,659265429,659265430,659265431,659265432,659265433,659265434,659265435,659265436,659265437,659265438,659265439,659265440,push
658055048,0901b782b8f4bd8dbc1e1f4c1b163812db0d3147,704,master,passed,418,2020-03-04 04:24:28 UTC,658055049,658055051,658055053,658055054,658055055,658055056,658055057,658055058,658055059,658055060,658055061,658055062,658055063,658055064,pull_request
657905078,101c20ca3cd6d1d2d56fc041803bf901af8dd8b6,704,master,failed,437,2020-03-03 19:33:31 UTC,657905079,657905080,657905081,657905082,657905083,657905084,657905085,657905086,657905087,657905088,657905089,657905090,657905091,657905092,pull_request
657859003,b0f9b9f508c521d892af7173ff9125a4ed2f7122,704,master,failed,437,2020-03-03 17:35:42 UTC,657859004,657859005,657859006,657859007,657859008,657859009,657859010,657859011,657859012,657859013,657859014,657859015,657859016,657859017,pull_request
657498226,f7d5aadad8552bb954f672b8257b937347ffbeb1,704,master,failed,422,2020-03-02 21:46:34 UTC,657498227,657498228,657498229,657498230,657498232,657498234,657498235,657498236,657498237,657498238,657498239,657498240,657498241,657498242,pull_request
657492089,2ae20e3304a8c39c45705e59848878bd66fd1fe4,704,master,failed,424,2020-03-02 21:28:18 UTC,657492090,657492091,657492092,657492093,657492094,657492095,657492096,657492097,657492098,657492099,657492100,657492101,657492102,657492103,pull_request
649220876,e796957d1b6a50633dff1eb50ffdc22f0f2e2c35,,master,failed,420,2020-02-12 00:45:31 UTC,649220877,649220878,649220879,649220880,649220881,649220882,649220883,649220884,649220885,649220886,649220887,649220888,649220889,649220890,push
649183742,0ceb468779f433fc8db9ae7a64e7ba6173322776,700,master,failed,431,2020-02-11 23:05:52 UTC,649183743,649183744,649183745,649183746,649183747,649183748,649183749,649183750,649183751,649183752,649183753,649183754,649183755,649183756,pull_request
649112556,fdc9359289dd0a30ca90ad9d476ecd69a93b1973,,master,failed,416,2020-02-11 20:40:06 UTC,649112557,649112558,649112559,649112560,649112561,649112562,649112563,649112564,649112565,649112566,649112567,649112568,649112569,649112570,push
649038939,f3e77b4656ae865456356fa8486ed6363312069a,,master,failed,429,2020-02-11 17:52:21 UTC,649038940,649038941,649038942,649038943,649038944,649038945,649038946,649038947,649038948,649038949,649038950,649038951,649038952,649038953,push
647453291,6d84d283be03619ca7cb8bdd251f761036c9ebf1,,master,passed,776,2020-02-07 18:16:34 UTC,647453292,647453293,647453294,647453295,647453296,647453297,647453298,647453299,647453300,647453301,647453302,647453303,647453304,647453305,push
647452099,7e354ef6419545296fe0b06c66cad13cb3f09b3d,,master,passed,411,2020-02-07 18:19:20 UTC,647452100,647452101,647452102,647452103,647452104,647452105,647452106,647452107,647452108,647452109,647452110,647452111,647452112,647452113,push
647411359,95da7206ec30e254842da93828a906380a87d2b0,700,master,passed,428,2020-02-07 16:29:36 UTC,647411360,647411361,647411362,647411363,647411364,647411365,647411366,647411367,647411368,647411369,647411370,647411371,647411372,647411373,pull_request
647410384,a367a390ab75de377c549089dcda917b4a473a23,702,master,passed,433,2020-02-07 16:33:48 UTC,647410385,647410386,647410387,647410388,647410389,647410390,647410392,647410393,647410394,647410395,647410397,647410398,647410400,647410402,pull_request
647405150,463a141c4c66805637b15cf29875e5e90a7385f2,700,master,failed,427,2020-02-07 16:22:46 UTC,647405151,647405152,647405153,647405154,647405155,647405156,647405157,647405158,647405159,647405160,647405161,647405162,647405163,647405164,pull_request
647402857,cbd751cb6ee0880a1cd54dbe1a807ff3fa183948,701,master,passed,1154,2020-02-07 16:11:43 UTC,647402858,647402859,647402860,647402861,647402862,647402863,647402864,647402865,647402866,647402867,647402868,647402869,647402870,647402871,pull_request
647401251,79eaf0b270cb077fd4fe8976c10ebe7223a1131b,700,master,failed,434,2020-02-07 16:16:17 UTC,647401252,647401253,647401254,647401255,647401256,647401257,647401258,647401259,647401260,647401261,647401262,647401263,647401264,647401265,pull_request
647400169,db2e061192d893332759971a88888645a140acdd,700,master,failed,425,2020-02-07 16:11:41 UTC,647400170,647400171,647400172,647400173,647400174,647400175,647400176,647400177,647400178,647400179,647400180,647400181,647400182,647400183,pull_request
647390907,8087801217ceef505ae832b2da287f075fc1dc85,700,master,passed,421,2020-02-07 15:43:02 UTC,647390908,647390909,647390910,647390916,647390919,647390922,647390923,647390924,647390927,647390929,647390933,647390935,647390937,647390939,pull_request
647386408,1d13bfe10530f9144186247532d2c939fff056a8,700,master,failed,423,2020-02-07 15:34:24 UTC,647386409,647386410,647386411,647386412,647386413,647386414,647386415,647386416,647386417,647386418,647386419,647386420,647386421,647386422,pull_request
647382073,f43b5d432f4fc97289c248eabd3c19d2dcc1dd5e,700,master,failed,561,2020-02-07 15:30:27 UTC,647382074,647382075,647382076,647382077,647382078,647382079,647382080,647382081,647382082,647382083,647382084,647382085,647382086,647382087,pull_request
647378886,f9e82d3f287a01530e38e425390beeb3f9b810d7,700,master,passed,419,2020-02-07 15:17:30 UTC,647378887,647378888,647378889,647378890,647378891,647378892,647378893,647378894,647378895,647378896,647378897,647378898,647378899,647378900,pull_request
647374316,00b4d955b9f64e0d9fd1d998bd9374b673e55c43,700,master,failed,552,2020-02-07 15:08:22 UTC,647374317,647374318,647374319,647374320,647374321,647374322,647374323,647374324,647374325,647374326,647374327,647374328,647374329,647374330,pull_request
647134689,c4157985c21355755522854b93a059e1e99d7306,698,master,passed,417,2020-02-07 01:06:26 UTC,647134690,647134691,647134692,647134693,647134694,647134695,647134696,647134697,647134698,647134699,647134700,647134701,647134702,647134703,pull_request
647003176,c35224294998b45135e99873a197a3f8e947b1ef,698,master,failed,956,2020-02-06 18:53:35 UTC,647003177,647003178,647003179,647003180,647003181,647003182,647003183,647003184,647003185,647003186,647003187,647003188,647003189,647003190,pull_request
646935538,e53739a242bb06dce24c626e1384dfde35c6d418,698,master,failed,965,2020-02-06 16:24:16 UTC,646935539,646935540,646935541,646935542,646935543,646935544,646935545,646935546,646935547,646935548,646935549,646935550,646935551,646935552,pull_request
646913470,773d2b2e6dd336700593ca7a9c86a7614c8913f4,699,master,passed,440,2020-02-06 15:29:57 UTC,646913471,646913472,646913473,646913474,646913475,646913476,646913477,646913478,646913479,646913480,646913481,646913482,646913483,646913484,pull_request
646907905,a08a599259d6401e30fa53f070e535219ae1b642,698,master,passed,426,2020-02-06 15:16:47 UTC,646907906,646907907,646907908,646907909,646907910,646907911,646907914,646907916,646907918,646907919,646907921,646907923,646907924,646907925,pull_request
623442274,8280de241fd8c8afe727c7860254b753e383b360,,master,passed,441,2019-12-10 23:55:54 UTC,623442275,623442276,623442277,623442278,623442279,623442280,623442281,623442282,623442283,623442284,623442285,623442286,623442287,623442288,push
621189714,d00c35744264b775fe6da474f4baba4ac1379e33,691,master,passed,430,2019-12-05 16:02:40 UTC,621189716,621189717,621189718,621189719,621189720,621189721,621189722,621189723,621189724,621189725,621189726,621189727,621189728,621189729,pull_request
621186880,150f5251b5485ff09146dfc9b45f28c8ff5aa654,691,master,passed,428,2019-12-05 15:56:30 UTC,621186882,621186883,621186885,621186886,621186888,621186889,621186890,621186891,621186892,621186894,621186895,621186896,621186897,621186898,pull_request
616258018,2b4749c4d9c79dd2439a1cbdd00230ef9d9b56e3,,master,passed,458,2019-11-24 13:06:23 UTC,616258019,616258020,616258021,616258022,616258023,616258024,616258025,616258026,616258027,616258028,616258029,616258030,616258031,616258032,push
616255697,7e67d2477faa51c78a4925150dac9afb3a6af338,687,master,passed,457,2019-11-24 12:56:20 UTC,616255698,616255699,616255700,616255702,616255703,616255705,616255707,616255709,616255711,616255713,616255714,616255715,616255716,616255717,pull_request
616255284,b6f59e30a7a1d64d5157508329a468898a01d55d,687,master,failed,471,2019-11-24 12:54:29 UTC,616255285,616255286,616255287,616255288,616255289,616255290,616255291,616255292,616255293,616255294,616255295,616255296,616255297,616255298,616255299,pull_request
616252995,f62bb8a9d88b64293f5dd7d055affd6717fac034,687,master,passed,450,2019-11-24 12:43:04 UTC,616252996,616252997,616252998,616252999,616253000,616253001,616253002,616253003,616253004,616253005,616253006,616253007,616253008,616253009,pull_request
616251530,411438a11544939557674de7d5b085103c6e98a3,687,master,failed,456,2019-11-24 12:36:00 UTC,616251531,616251532,616251533,616251534,616251535,616251536,616251537,616251538,616251539,616251540,616251541,616251542,616251543,616251544,pull_request
616250222,33d0b684ab0f580058c9ed5c2b4d57945de7dc47,687,master,failed,431,2019-11-24 12:29:20 UTC,616250223,616250224,616250225,616250226,616250227,616250228,616250229,616250230,616250231,616250232,616250233,616250234,616250235,616250236,pull_request
616227761,dd0099555c232e1475ba20c656f1fbfe20aec9d2,,master,passed,461,2019-11-24 10:46:01 UTC,616227762,616227763,616227764,616227765,616227766,616227767,616227768,616227769,616227770,616227771,616227772,616227773,616227774,616227775,push
616116278,ea8fb349702678dfd0df60f211b3fc0e604b9c34,686,master,passed,451,2019-11-23 23:03:19 UTC,616116279,616116280,616116281,616116282,616116283,616116284,616116285,616116286,616116287,616116288,616116289,616116290,616116291,616116292,pull_request
616114964,816f95f92cdc86d2f9ac1b84f82ab7005d0b4156,686,master,failed,455,2019-11-23 22:56:34 UTC,616114965,616114966,616114967,616114968,616114969,616114970,616114971,616114972,616114973,616114974,616114975,616114976,616114977,616114978,pull_request
616111659,e979f7c3102e393da4b229d992fceb41896c472b,686,master,failed,457,2019-11-23 22:44:09 UTC,616111660,616111661,616111664,616111665,616111666,616111667,616111668,616111669,616111670,616111671,616111672,616111673,616111674,616111675,pull_request
603905730,c943372c3c01f9fa62f8d80fd4f50c7603ef1ce4,,master,passed,521,2019-10-28 13:25:56 UTC,603905731,603905732,603905734,603905735,603905736,603905739,603905741,603905743,603905745,603905747,603905749,603905751,603905752,603905753,push
603901160,86ff9cb9f3dc693dad9f547401ed40f2c1f30697,683,master,passed,661,2019-10-28 13:17:54 UTC,603901161,603901162,603901163,603901164,603901165,603901166,603901167,603901168,603901169,603901170,603901171,603901172,603901173,603901174,pull_request
587855744,53e7d273a4d4ca0e076d574279aa53431fe69407,,master,passed,468,2019-09-21 14:38:42 UTC,587855745,587855746,587855747,587855748,587855749,587855750,587855751,587855752,587855753,587855754,587855755,587855756,587855757,587855758,push
587797014,de841d9354b34c171b881fad8ba19fbb93bcb75d,678,master,passed,456,2019-09-21 09:37:10 UTC,587797015,587797016,587797017,587797018,587797019,587797020,587797021,587797022,587797023,587797024,587797025,587797026,587797027,587797028,pull_request
587113240,5e1cbc1d31055cb63a1b3c6ac43aa96d0a67f86e,678,master,passed,902,2019-09-19 17:07:15 UTC,587113241,587113242,587113243,587113244,587113245,587113246,587113247,587113248,587113249,587113250,587113251,587113252,587113253,587113254,pull_request
587110626,5f0ed0480d7c58843dd0484c9c1bc78f604e1b09,678,master,failed,1560,2019-09-19 17:00:58 UTC,587110627,587110628,587110629,587110630,587110631,587110632,587110633,587110634,587110635,587110636,587110637,587110638,587110639,587110640,pull_request
575341235,7c00cacae00c4f3263e939e88b5e7739150851e5,,3.7.4.1,passed,409,2019-08-22 13:28:14 UTC,575341236,575341237,575341238,575341239,575341240,575341241,575341242,575341243,575341244,575341245,575341246,575341247,575341248,575341249,push
575340322,7c00cacae00c4f3263e939e88b5e7739150851e5,,master,passed,431,2019-08-22 13:26:00 UTC,575340323,575340324,575340325,575340326,575340327,575340328,575340329,575340330,575340331,575340332,575340333,575340334,575340335,575340336,push
575338286,1b0a2b5af9a4ac0e4985b54d4560a8f34005725c,670,master,passed,406,2019-08-22 13:21:06 UTC,575338287,575338288,575338289,575338290,575338291,575338292,575338293,575338294,575338295,575338296,575338297,575338298,575338299,575338300,pull_request
575336730,a522554e2551b2d1ad46d287b428b2e3856d4c70,,master,passed,414,2019-08-22 13:17:37 UTC,575336732,575336733,575336735,575336737,575336740,575336741,575336742,575336743,575336744,575336745,575336746,575336748,575336749,575336750,push
575327388,bbd290f5ecaa5b8dd625389b156eafcedf354561,669,master,passed,400,2019-08-22 12:58:07 UTC,575327389,575327390,575327391,575327392,575327393,575327394,575327395,575327396,575327397,575327398,575327399,575327400,575327401,575327402,pull_request
570287396,00522c49c4cefb013783424db4db728f305ec84b,,master,passed,433,2019-08-10 19:17:16 UTC,570287397,570287398,570287399,570287400,570287401,570287402,570287403,570287404,570287405,570287406,570287407,570287408,570287409,570287410,push
570283799,b082affac159bc0c1752225df3cdf09d381416de,666,master,passed,433,2019-08-10 18:59:08 UTC,570283800,570283801,570283802,570283803,570283804,570283805,570283806,570283809,570283810,570283811,570283812,570283813,570283814,570283815,pull_request
570283779,1427eb7d03d2d10cd566cf96137b991da6045701,,fix-ci-pyver,passed,445,2019-08-10 18:59:07 UTC,570283780,570283781,570283782,570283783,570283784,570283785,570283786,570283787,570283788,570283789,570283790,570283791,570283792,570283793,push
568975059,577975a3b4b66d7925115657fbdacc1b4479e17c,,fix-ci-pyver,passed,420,2019-08-07 17:31:47 UTC,568975063,568975068,568975077,568975086,568975087,568975089,568975090,568975091,568975093,568975095,568975112,568975117,568975123,568975126,push
