build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
467628348,1731b49bc6c0a63d8e63a9576efdf49add1da648,,master,passed,251,2018-12-13 17:49:08 UTC,467628349,467628350,467628351,push
467169302,f5147e179e379c77cafd8228f287c9877ec7217e,,concourse,passed,252,2018-12-12 19:56:07 UTC,467169303,467169304,467169305,push
467163523,5e8faa162cb611f9b48c39e699d9fcda10a1a6d7,,concourse,passed,250,2018-12-12 19:43:51 UTC,467163524,467163525,467163526,push
467144551,c95523904da8c68c7b014fe43d9722e9d718faca,,0.x,passed,523,2018-12-12 19:01:29 UTC,467144552,467144553,467144554,467144556,467144558,467144559,push
467141253,1738688a98e74f67b80276fd6ab4a2982e8b6b55,,0.25.x,passed,492,2018-12-12 18:53:32 UTC,467141254,467141255,467141256,467141257,467141258,467141259,push
467129721,5d72199a6d23bfe6d5728fa4bd25685b59e6df27,761,master,passed,291,2018-12-12 18:25:12 UTC,467129722,467129723,467129724,pull_request
467129683,1731b49bc6c0a63d8e63a9576efdf49add1da648,,feature/spring-plugin,passed,286,2018-12-12 18:25:03 UTC,467129685,467129687,467129689,push
466011625,8bf01c3ee57165d7afee0c825b562108c3fbc2cb,,master,passed,240,2018-12-10 14:22:20 UTC,466011626,466011627,466011628,push
465076149,4ce73154df83e1838b297a30dac7ac397a489044,,master,passed,375,2018-12-07 18:28:31 UTC,465076150,465076151,465076152,push
465059178,ca0263fc5aa5969f41d545179dfe8545749d5afe,,master,passed,256,2018-12-07 17:42:13 UTC,465059179,465059180,465059181,push
465056498,1a0e3388434989afb893a1bf34ad9e68be2b5557,759,master,passed,245,2018-12-07 17:36:39 UTC,465056499,465056500,465056501,pull_request
465056489,941974c2a3823298d1269164425196ebaa9d9f83,,bug/templated-hal,passed,239,2018-12-07 17:35:22 UTC,465056490,465056491,465056492,push
465056139,6a201363b2b4193380c90138adb8f628a39fc4bb,759,master,canceled,0,,465056140,465056141,465056142,pull_request
465056121,ca6da8c0261b3f52d55bed98a424470df7c1ed0c,,bug/templated-hal,canceled,0,,465056122,465056123,465056124,push
465055907,71ad9620d9cb828afd7dde4e69c5f6a52c830929,759,master,passed,248,2018-12-07 17:33:39 UTC,465055908,465055909,465055910,pull_request
465055858,ee8a3279efe5e23909a60841e848bc1cce72f029,,bug/templated-hal,errored,134,2018-12-07 17:33:31 UTC,465055859,465055860,465055861,push
465041427,4662a563164f6be5fb697664865c282ca2c12591,632,master,passed,248,2018-12-07 16:59:49 UTC,465041428,465041429,465041430,pull_request
465041394,10b8d325b04193c5a314edee1055c9fedbe17d56,,feature/to-resources,passed,242,2018-12-07 16:58:02 UTC,465041395,465041396,465041397,push
464993089,4a55727042fbeccfc4706bf711093925a3e51b34,679,master,passed,237,2018-12-07 15:18:30 UTC,464993090,464993091,464993092,pull_request
464993084,60a708ddb3a3b0baf556fa81c4090b5b4248e35d,,feature/profile,passed,248,2018-12-07 15:15:56 UTC,464993086,464993087,464993088,push
464684915,76828931b7dca5d719effa212b10887b61a27892,632,master,passed,230,2018-12-06 22:14:31 UTC,464684916,464684917,464684918,pull_request
464684904,f29f88c4e2fe5167a7cc4f7a338d00dfb7794a0c,,feature/to-resources,passed,333,2018-12-06 22:13:09 UTC,464684905,464684906,464684907,push
464594629,0f1c56a7374fc2c5ecf944cf727622da0a6a5b15,632,master,passed,237,2018-12-06 19:32:45 UTC,464594630,464594631,464594632,pull_request
464594326,3b8a3d10f99f2f2c603a7453424c96f728aab8ae,,feature/to-resources,passed,229,2018-12-06 19:32:40 UTC,464594328,464594329,464594330,push
464593515,7e70be3e99c0305370e9c07075117104272b1402,632,master,passed,245,2018-12-06 19:30:45 UTC,464593516,464593517,464593518,pull_request
464593463,8c4884fb54fdf270e07f9a498104c4fc72a9d9fc,,feature/to-resources,passed,260,2018-12-06 19:30:42 UTC,464593464,464593465,464593466,push
464580667,d9ad4b5fe9a74a7be24ce7ace2961f24cbc50586,679,master,passed,303,2018-12-06 19:15:02 UTC,464580668,464580669,464580670,pull_request
464580614,3c5cc8a0626a5817f1e24e2234b1ef2b8d33e777,,feature/profile,passed,309,2018-12-06 19:14:02 UTC,464580615,464580616,464580617,push
464578680,4c07634d75aae3498d29fcf87ca27c877a5293c1,679,master,canceled,0,,464578681,464578682,464578683,pull_request
464578617,7540e1bd12d6ebed1e93a910eb2b7fa502d6f19f,,feature/profile,errored,352,2018-12-06 19:10:41 UTC,464578618,464578619,464578620,push
464577771,088d5056ed786c8342759d5ac7e8d5a16f87f238,679,master,passed,329,2018-12-06 19:08:19 UTC,464577772,464577773,464577774,pull_request
464577739,363e6916d459ed73b9c97d87e89b353f0a59239b,,feature/profile,errored,149,2018-12-06 19:08:17 UTC,464577740,464577741,464577742,push
464329705,22ad867788c1ec82edca7992816292f030e09b69,,0.x,passed,477,2018-12-06 13:26:20 UTC,464329706,464329707,464329708,464329709,464329710,464329711,push
464329698,915fe4f3beebc3470cabd45a34d982375394736a,,0.25.x,passed,474,2018-12-06 13:23:23 UTC,464329699,464329700,464329701,464329702,464329703,464329704,push
464329685,eff893fcf8b3f92fa92291d8845d0e95bd827888,,master,passed,305,2018-12-06 13:23:21 UTC,464329686,464329687,464329688,push
464314671,9147b327f41dc98fb31bdfed639e829fb73d2c4c,,0.25.x,passed,502,2018-12-06 12:47:21 UTC,464314672,464314673,464314674,464314675,push
464314452,6db50556fcfe18452d2452f8ac789ba091eb5812,,0.25.x,errored,153,2018-12-06 12:45:07 UTC,464314455,464314456,464314458,464314459,push
464314292,9e59fc94d132f9dc65df29c6983fa7d22d104e74,,0.x,passed,526,2018-12-06 12:44:26 UTC,464314293,464314294,464314295,464314296,push
464314080,7a5fc1966a9a2ecd16dce0ca119543b10ca62fcc,,0.x,canceled,0,,464314081,464314082,464314083,464314084,push
464308079,267ff45043ad4487d22c683c5a2c6265b80b2a22,,master,passed,303,2018-12-06 12:29:54 UTC,464308080,464308081,push
464308029,dbdbaff2d10c5a3bd1461b8d51bbf5d2039ff77d,,0.x,failed,210,2018-12-06 12:29:38 UTC,464308030,464308031,464308032,464308033,push
464307602,d04d59013ea6c33b75841a362796d288329230c4,,0.25.x,failed,209,2018-12-06 12:28:22 UTC,464307603,464307604,464307605,464307606,push
464307127,e13cc49ee0605c67a46f54ef0c607cc593930935,,0.25.x,failed,222,2018-12-06 12:26:53 UTC,464307128,464307129,464307130,464307131,push
464248711,5aa117181e1b291188a962fcc17c8e8303e60723,695,master,passed,166,2018-12-06 09:44:12 UTC,464248712,464248713,pull_request
464248706,c23ab28abb141b9859975d1e500ed1b3e2cf5752,,bug/handle-browser,passed,156,2018-12-06 09:44:08 UTC,464248707,464248708,push
464130027,21063e2a675f3cb9f453186eed39c9fa14b5260c,668,master,passed,199,2018-12-06 01:10:30 UTC,464130028,464130029,pull_request
464130015,3a1278774501575773b88c4e29ad834583df08d1,,bug/templated-uris,passed,219,2018-12-06 01:09:09 UTC,464130016,464130017,push
464129691,c426795c3d28a28c42fbe935a0d731be8d501ee1,668,master,passed,289,2018-12-06 01:07:44 UTC,464129692,464129693,pull_request
464129688,b9680576a0b095a4a0188cdcaedc5f0c261efadc,,bug/templated-uris,passed,287,2018-12-06 01:07:44 UTC,464129689,464129690,push
464065218,0090ea327a41b109c2cb18adb471d4d6d94d89f4,695,master,passed,234,2018-12-05 21:50:35 UTC,464065219,464065220,pull_request
464065213,b4d28e58a0be0e49d346ff6e5c4dd08299803bb0,,bug/handle-browser,passed,175,2018-12-05 21:50:39 UTC,464065214,464065215,push
464030001,dfcba1b0df469ca5282c8c2531aa7c8085719fd7,695,master,errored,166,2018-12-05 20:25:48 UTC,464030003,464030004,pull_request
464029970,b2ad3f6bfab8a4952ef338aaf884fc73e50e4839,,bug/handle-browser,passed,400,2018-12-05 20:25:49 UTC,464029971,464029972,push
459961782,9f7eaeecd9c4272f952afa918171ee3efa08edcc,,master,passed,286,2018-11-26 21:31:01 UTC,459961783,459961784,push
458415264,80a6a4dbcfe5f75bc4f812043b9741888a8020e8,751,master,passed,213,2018-11-22 13:42:23 UTC,458415265,458415266,pull_request
453881182,1fcdf24847c851fe620264635f639a889f61a010,749,0.x,passed,476,2018-11-12 10:11:40 UTC,453881183,453881184,453881185,453881186,pull_request
446270016,df618efd12006efe0c9ca17413a64b8f0a5b33f1,,master,passed,354,2018-10-25 16:55:55 UTC,446270017,446270018,push
446251049,9370f22b80657a624f1fc0497f1679273af7ba9b,744,master,passed,240,2018-10-25 16:12:24 UTC,446251050,446251051,pull_request
446251036,d4134a132351e5227030960a24cbd8b2af43e8e4,,traverson-headers,passed,1606,2018-10-25 16:11:48 UTC,446251038,446251040,push
446221014,9ae4ee4d2a625b4f2f8a92364ecfccc4fb854788,744,master,passed,1690,2018-10-25 15:20:48 UTC,446221015,446221016,pull_request
446221002,9ebe53c64d8112374908c2381a9b134923ac9e74,,traverson-headers,passed,304,2018-10-25 15:15:13 UTC,446221004,446221005,push
445830582,92d22aa9fb759857eef13bc91c21528c66c35a2f,747,master,passed,260,2018-10-24 19:05:48 UTC,445830583,445830584,pull_request
445826689,97340fbfe6a478fa93d408eac2bc56b5c20b26ca,747,master,passed,385,2018-10-24 18:58:52 UTC,445826690,445826691,pull_request
445815702,c9c9673f63444f22bdf7f7e27b2298bb4ed06e76,746,0.x,errored,3380,2018-10-24 18:33:45 UTC,445815703,445815704,445815705,445815706,pull_request
445236208,b8f3e779ccfea50d5f89ecaf36ce10f5e6b8158d,744,master,passed,204,2018-10-23 17:15:45 UTC,445236209,445236210,pull_request
445236171,c426d10a0af8cca3ea8137d714d80630ae9230fd,,traverson-headers,passed,1371,2018-10-23 17:15:42 UTC,445236172,445236173,push
445236022,0d58f5c1ff6ffe4266949a3f905c47791d99027e,744,master,passed,257,2018-10-23 17:14:51 UTC,445236025,445236026,pull_request
445235935,2b4909dc1077bcc944a48e72a4e168d7f77b6e4e,,traverson-headers,errored,111,2018-10-23 17:14:44 UTC,445235938,445235947,push
429926398,78e04b85f121a15b6a19729686bc23adc0eb6f7b,738,master,errored,3084,2018-09-18 07:58:09 UTC,429926399,429926400,pull_request
429418750,19654ca19179650f2b800e4d58293c3a68bef8e2,738,master,errored,3164,2018-09-17 05:45:18 UTC,429418751,429418752,pull_request
426816187,94688b89840434d247e1c48b67dbdfe394a6639e,737,master,passed,346,2018-09-10 18:36:05 UTC,426816188,426816189,pull_request
426816163,bfa2318bfdd8fa871fc8ec35317a93a79ea29436,,feature/consolidate-mediatypes,passed,298,2018-09-10 18:35:30 UTC,426816164,426816165,push
426809751,d4b7e648a53bf192e0d70eac7e8e78cf519f11b2,,feature/reorg,passed,1356,2018-09-10 18:18:07 UTC,426809752,426809753,push
426806232,1ba7ada151b4b8d6b43b994598d4cc8b4ae9b55f,590,master,passed,219,2018-09-10 18:10:17 UTC,426806233,426806235,pull_request
426806212,914320a9b01e746044976cc15c87c2d1ac0c267c,,feature/make-resource-assembler-support-extensible,passed,191,2018-09-10 18:08:42 UTC,426806213,426806214,push
426771154,1f885b90807a8aa66490acc738e4827652f6116e,590,master,passed,344,2018-09-10 17:35:38 UTC,426771155,426771156,pull_request
426771132,c5168d9e0976f11e9301027e782bbc47024e76ec,,feature/make-resource-assembler-support-extensible,passed,342,2018-09-10 17:30:03 UTC,426771133,426771134,push
426767757,357491961c8b5f8228f786556410279b744d9c7b,,feature/simple-resource-assembler-support,passed,393,2018-09-10 17:22:10 UTC,426767759,426767760,push
426767739,0c40c6cd71266975b6046e9c14d1251006c326fe,591,master,errored,3108,2018-09-10 17:19:07 UTC,426767741,426767743,pull_request
