build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758845668,fbb121ecea5a24f46765d657f124a5e559755567,,master,canceled,0,,758845669,758845670,758845671,758845672,758845673,758845674,758845675,758845676,758845677,758845678,758845679,758845680,push
757533254,98fe72b7d521411fb0a874e884f9250efe971d3c,,master,passed,884,2021-02-04 11:05:39 UTC,757533255,757533256,757533257,757533258,757533259,757533260,757533261,757533262,757533263,757533264,757533265,757533266,push
757370637,7ec3b835e4a51d90cbe265fe8f49e7240c9524ce,103,master,passed,1119,2021-02-03 10:07:04 UTC,757370638,757370639,757370640,757370641,757370642,757370643,757370644,757370645,757370646,757370647,757370648,757370649,pull_request
755664803,ba8bd3cb40d55f1719a7374412f880bd5122b701,,master,passed,859,2021-01-22 09:58:18 UTC,755664804,755664805,755664806,755664807,755664808,755664809,755664810,755664811,755664812,755664813,755664814,755664815,push
753389973,5eee970145fb95b4d40d6f608f1f5d256a9cc2d5,102,master,passed,893,2021-01-07 18:59:37 UTC,753389974,753389975,753389976,753389977,753389978,753389979,753389980,753389981,753389982,753389983,753389984,753389985,pull_request
753389960,1231a65a3b1f3ad073d30bd4ff42da8e7f9c6124,,renovate/ruby-3.x,passed,889,2021-01-07 17:25:53 UTC,753389961,753389962,753389963,753389964,753389965,753389966,753389967,753389968,753389969,753389970,753389971,753389972,push
738957282,9cf60712a307021805e1d738bad86602902441cc,,master,passed,894,2020-10-26 13:02:50 UTC,738957283,738957284,738957285,738957286,738957287,738957288,738957289,738957290,738957291,738957292,738957293,738957294,push
737985432,5b0a3b76b2039ffe76a7c1db254cd6f7b16759dd,100,master,passed,975,2020-10-22 10:32:41 UTC,737985433,737985434,737985435,737985436,737985437,737985438,737985439,737985440,737985441,737985442,737985443,737985444,pull_request
737178193,231024f7fa2a2c2224a9a370983f72962376787f,,master,passed,903,2020-10-19 19:08:52 UTC,737178194,737178195,737178196,737178197,737178198,737178199,737178200,737178201,737178202,737178203,737178204,737178205,push
737174370,62b8d1b7226dbee1d046b9a8d9acd3c1129b9c9a,,master,failed,1143,2020-10-19 18:52:54 UTC,737174371,737174372,737174373,737174374,737174375,737174376,737174377,737174378,737174379,737174380,737174381,737174382,737174383,737174384,737174385,push
737165480,65c616bfee0ea529f1c4cf95c79ef2073d5c7609,,master,failed,1220,2020-10-19 18:23:02 UTC,737165481,737165482,737165483,737165484,737165485,737165486,737165487,737165488,737165489,737165490,737165491,737165492,737165493,737165494,737165495,push
737165341,06447fcc4aa2e2ba679fe0b09386977ed58b268b,,master,canceled,0,,737165342,737165343,737165344,737165345,737165346,737165347,737165348,737165349,737165350,737165351,737165352,737165353,737165354,737165355,737165356,push
737165011,c2185e16bb5f5115a4661256cc1788604ed64246,,master,canceled,0,,737165012,737165013,737165014,737165015,737165016,737165017,737165018,737165019,737165020,737165021,737165022,737165023,737165024,737165025,737165026,push
737164079,54fd38acaefc3cc1bb8b5a6c948f8b8d68f2ee73,,master,canceled,0,,737164080,737164081,737164082,737164083,737164084,737164085,737164086,737164087,737164088,737164089,737164090,737164091,737164092,737164093,737164094,push
737162153,886cea18f2f1d609a5ec68b5a3028dc17a1b8861,,master,canceled,711,2020-10-19 18:13:12 UTC,737162154,737162155,737162156,737162157,737162158,737162159,737162160,737162161,737162162,737162163,737162164,737162165,737162166,737162167,737162168,push
737161703,9370061a32e12acd8849de2140c1cacb1c9ff570,,master,canceled,0,,737161704,737161705,737161706,737161707,737161708,737161709,737161710,737161711,737161712,737161713,737161714,737161715,737161716,737161717,737161718,push
737156760,382374ba2777be4e3dfd6b139720a952569e4ef9,99,master,errored,539,2020-10-19 18:05:26 UTC,737156761,737156762,737156763,737156764,737156765,737156766,737156767,737156768,737156769,737156770,pull_request
737156744,9d5e8bd10c2849ac79ff6cdd1bbcd806662e81a3,,renovate/ruby-2.x,passed,766,2020-10-19 17:53:39 UTC,737156745,737156746,737156747,737156748,737156749,737156750,737156751,737156752,737156753,737156754,push
737153196,737691317f9a2f55e3d419e75a94284779ad63c2,,master,passed,751,2020-10-19 17:42:15 UTC,737153197,737153198,737153199,737153200,737153201,737153202,737153203,737153204,737153205,737153206,push
