build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
745938791,9018b2a26e99c343fcf4db20b1e648e60ffbda85,,master,passed,1050,2020-11-26 14:28:46 UTC,745938792,745938793,745938794,745938795,push
745806639,bacbf20579a3e5d07fbf4eea242c3cf5487d1708,549,master,passed,871,2020-11-25 12:36:55 UTC,745806640,745806641,745806642,745806643,pull_request
745806631,a1ee9dd4847398fd1dab63aa68cc5a6548a840a4,,dependabot/maven/org.mockito-mockito-core-3.6.28,passed,868,2020-11-25 11:43:24 UTC,745806635,745806636,745806637,745806638,push
743597239,b3701fe41c0ac58d58c58c7307513dfac09c4786,,master,passed,812,2020-11-14 14:42:17 UTC,743597240,743597241,743597242,743597243,push
743597228,c3ea5411add0716154c223a5ccdbb57d35395a38,,mybatis-spring-2.0.6,passed,904,2020-11-14 14:38:28 UTC,743597229,743597230,743597231,743597232,push
743597220,c3ea5411add0716154c223a5ccdbb57d35395a38,,master,canceled,0,,743597221,743597222,743597223,743597224,push
743596012,db52f7d13a1693a30bc3a7f47cbbaafca21739a9,,master,passed,1116,2020-11-14 14:28:32 UTC,743596013,743596014,743596015,743596016,push
743518370,0dfe83d43285099095b30108c84e6d85bd7e0f83,,master,passed,1107,2020-11-14 01:00:28 UTC,743518371,743518372,743518373,743518374,push
743081510,da79fce97e8dd22a56b34a1b0feba809c3bb3adc,547,master,passed,833,2020-11-12 08:48:03 UTC,743081511,743081512,743081513,743081514,pull_request
742995072,2917bd9d65cfd58ca7497a25e0ccbd21f2638e84,,master,passed,1053,2020-11-12 07:23:10 UTC,742995073,742995074,742995075,742995076,push
742994803,f0ea25c62f9d89fc27839a41c2020ac92b9cf63f,,master,canceled,0,,742994804,742994805,742994806,742994807,push
742875449,0196ef6ca0f3171a11d53b4b958103b4a02f5c40,,dependabot/maven/org.assertj-assertj-core-3.18.1,passed,928,2020-11-11 16:55:05 UTC,742875450,742875451,742875452,742875453,push
742875417,2b6d5f3c5af51716fbc287b6aaf870429faa205a,546,master,passed,877,2020-11-11 15:06:12 UTC,742875418,742875419,742875420,742875421,pull_request
742875371,72dc137897ef9afa6cef2dc966edc6265e19951a,,dependabot/maven/spring.version-5.3.1,errored,1288,2020-11-11 13:53:15 UTC,742875372,742875373,742875374,742875375,push
742875366,60f2c4cf0189e390d2ca25335fd6b49a93f5bac0,545,master,passed,861,2020-11-11 13:19:44 UTC,742875367,742875368,742875369,742875370,pull_request
742378082,b716ff08f569a4bc86a97d8119bc009244dd41a1,,master,passed,988,2020-11-09 07:32:19 UTC,742378083,742378084,742378085,742378086,push
742317991,c69454631205ab4421335a72e15bb71ea06ba403,544,master,passed,854,2020-11-09 00:18:28 UTC,742317992,742317993,742317994,742317995,pull_request
742317303,8989a0125b274f6fe378a08d76384aed467f3342,,master,passed,865,2020-11-09 00:12:39 UTC,742317304,742317305,742317306,742317307,push
742315179,471ee4ae5d893fcfdab3a892ab15659aeb3ec7ba,,master,errored,1484,2020-11-08 23:57:34 UTC,742315180,742315181,742315182,742315183,742315184,push
742312140,fd3352a92ce70a0e8b24c87532a78bbfde8d8515,,master,passed,1088,2020-11-08 23:32:22 UTC,742312141,742312142,742312143,742312144,742312145,push
742246570,4bfe0b1a702baedbc63248fd5ff82fe55e1e22bd,541,master,passed,948,2020-11-08 15:59:41 UTC,742246571,742246572,742246573,742246574,742246575,pull_request
741556945,1deccceb8d4723723ecab80f1b1c32e4e75558ad,,dependabot/maven/jakarta.transaction-jakarta.transaction-api-2.0.0,errored,507,2020-11-05 06:40:04 UTC,741556946,741556947,741556948,741556949,741556950,push
741556935,a8750695118eb3961c4f4030a9385a3336dae343,539,master,errored,507,2020-11-05 06:37:11 UTC,741556936,741556937,741556938,741556939,741556940,pull_request
739907208,669ec29f420ee01b3526d1c10ec50fd39379a0f0,536,master,failed,860,2020-10-29 15:05:32 UTC,739907209,739907210,739907211,739907212,739907213,pull_request
739907191,d377f3ef4cd2856a5afa4a1e98ad0b8c226a5236,,dependabot/maven/spring.version-5.3.0,failed,939,2020-10-29 14:19:09 UTC,739907192,739907193,739907195,739907196,739907197,push
739905689,c1e003f6db3071e0471e7ff0faaf41d54381e13f,,master,passed,1012,2020-10-29 13:38:05 UTC,739905690,739905691,739905692,739905693,739905694,push
739825978,caaf056fd194d30006ab4eea4dab286805f45546,,dependabot/maven/spring-batch.version-4.3.0,passed,881,2020-10-29 09:14:41 UTC,739825979,739825980,739825981,739825982,739825983,push
739825963,635ce9dc94c66a1f1586fbbc76f4f505422242a8,537,master,passed,816,2020-10-29 08:32:04 UTC,739825964,739825965,739825966,739825967,739825968,pull_request
739518361,7e4c545134a895cae9a5eeec2ee2fa4f9d96e742,536,master,failed,849,2020-10-29 05:17:46 UTC,739518362,739518363,739518364,739518365,739518366,pull_request
739518355,8d90ef6cca4a83b30735872d8c713bba605bb2ce,,dependabot/maven/spring.version-5.3.0,failed,904,2020-10-29 04:28:37 UTC,739518356,739518357,739518358,739518359,739518360,push
739282115,12f5eecd5a8aed0008e64a98052c717890057227,,master,passed,968,2020-10-28 07:17:22 UTC,739282116,739282117,739282118,739282120,739282122,push
739192862,ffbd6446bde39fcc5371a8291015de84ceee8779,535,master,errored,166,2020-10-28 06:08:28 UTC,739192863,739192864,739192865,739192866,739192867,pull_request
739192847,9fed43496822321b9444a3632f91d86f819022d9,,dependabot/maven/org.mockito-mockito-core-3.6.0,errored,127,2020-10-28 05:31:52 UTC,739192848,739192849,739192850,739192851,739192852,push
738964642,2d43010984bc64dfc557edb05d04f95b0e67e0a8,,master,passed,1150,2020-10-26 17:24:20 UTC,738964643,738964644,738964645,738964646,738964647,push
738884055,9463ca3ee55b6aba30414693e4901cfc78f1e592,,dependabot/maven/org.assertj-assertj-core-3.18.0,passed,771,2020-10-26 06:55:20 UTC,738884056,738884057,738884058,738884059,738884060,push
738884041,f0de199d22c29f81f36e7f64edb5b20d0f80ebfa,534,master,passed,788,2020-10-26 06:46:16 UTC,738884042,738884043,738884044,738884045,738884046,pull_request
737563767,5972499b3d607161e8535a24d45fbef7dabd2700,,master,passed,984,2020-10-20 23:34:54 UTC,737563768,737563769,737563770,737563771,737563772,push
737300454,7f3c870c76f356bb870852d0eded327536548f3e,,dependabot/maven/org.mockito-mockito-core-3.5.15,passed,763,2020-10-20 05:40:08 UTC,737300455,737300456,737300457,737300458,737300459,push
737300436,d9a0e552dbd7ed352087d31d73bcdef1f8c129a8,532,master,passed,810,2020-10-20 05:36:44 UTC,737300437,737300438,737300439,737300440,737300441,pull_request
733653212,db03866fdbdddc7b219e23d664fa1273dd99b79c,,master,passed,972,2020-10-07 13:08:35 UTC,733653213,733653214,733653215,733653216,733653217,push
733558837,1c89e3ffd91b056f9eec0fad4b6e51e8645d868d,,dependabot/maven/org.mybatis-mybatis-3.5.6,passed,824,2020-10-07 08:02:53 UTC,733558838,733558839,733558840,733558841,733558842,push
733558829,07b13a9064baf7f8d3ffe589c5db0e6a4b76c006,530,master,passed,771,2020-10-07 07:59:43 UTC,733558830,733558831,733558832,733558833,733558834,pull_request
732940010,38fe77e1deee48364232f1db2f3bd7d1c9e151bb,,master,passed,1053,2020-10-05 12:02:07 UTC,732940011,732940012,732940013,732940014,732940015,push
732939977,fa2658d8a3007f4d3df1a57af384fd21c3c4940d,,master,canceled,0,,732939978,732939979,732939980,732939981,732939982,push
732939921,b43afb388491e965681c08467b30bbffac8d9803,,master,canceled,0,,732939922,732939923,732939924,732939925,732939926,push
732868497,fbcb6e269f5e9afe17135b91a46414f097a3c6ab,529,master,passed,779,2020-10-05 06:55:37 UTC,732868498,732868499,732868500,732868501,732868502,pull_request
732868465,ff5cd251f76a96fb2d9b9f281eb241f62c707054,,dependabot/maven/com.mockrunner-mockrunner-jdbc-2.0.6,passed,756,2020-10-05 06:51:59 UTC,732868466,732868467,732868468,732868469,732868470,push
732868432,2beba371a2fa2b71be1717323c31f7a5a02fdbd9,528,master,passed,774,2020-10-05 06:48:36 UTC,732868433,732868434,732868435,732868439,732868440,pull_request
732868413,87e5a1ad0790332c1030284c256d7334504d5ba2,,dependabot/maven/com.mockrunner-mockrunner-core-2.0.6,passed,783,2020-10-05 06:43:26 UTC,732868414,732868415,732868416,732868417,732868418,push
732868407,8b8b31851b868645417575d5e510c6249abdf74e,527,master,passed,800,2020-10-05 06:40:14 UTC,732868408,732868409,732868410,732868411,732868412,pull_request
732868396,afd9853f8b411dfb211f051c88702b24f9ac1941,,dependabot/maven/com.mockrunner-mockrunner-ejb-2.0.6,passed,810,2020-10-05 06:36:53 UTC,732868402,732868403,732868404,732868405,732868406,push
731830279,90542a89d2b2bb173c884fd938ed03c3a77576c0,526,master,failed,790,2020-10-01 06:05:35 UTC,731830280,731830281,731830282,731830283,731830284,pull_request
731830273,b9a3a3866e11d3d48ccfcc261f769553fe6e85e8,,dependabot/maven/jakarta.servlet-jakarta.servlet-api-5.0.0,failed,852,2020-10-01 06:02:15 UTC,731830274,731830275,731830276,731830277,731830278,push
730564907,e12a089e25abce1d6d0554943291309e901275f7,,master,passed,1018,2020-09-26 19:44:36 UTC,730564908,730564909,730564910,730564911,730564912,push
730161706,7d65c9dfaebb7426f15a1503b9002b000b597b50,525,master,passed,781,2020-09-25 06:37:18 UTC,730161708,730161710,730161712,730161713,730161714,pull_request
730161676,42fb1138855c9d760477c939137c73ffa8112f59,,dependabot/maven/org.mockito-mockito-core-3.5.13,passed,833,2020-09-25 06:18:40 UTC,730161677,730161679,730161680,730161681,730161682,push
729226314,d4add504c7464713dfb8fe14493305ae02111a6f,524,master,passed,1464,2020-09-22 07:11:10 UTC,729226315,729226316,729226317,729226318,729226319,pull_request
728970347,7349f1ed36066ae7dc0f216e8eb6223177bd5d35,,master,passed,1140,2020-09-21 12:24:40 UTC,728970348,728970349,728970350,728970351,728970352,push
728891853,d2bb7d63923eb7c873551abb7ef651b2981c1ba4,,dependabot/maven/org.mybatis-mybatis-parent-32,passed,820,2020-09-21 06:21:31 UTC,728891854,728891855,728891856,728891857,728891858,push
728891847,495e083da2b2de250ae419fb006bdc9417ba402c,523,master,passed,936,2020-09-21 06:17:47 UTC,728891848,728891849,728891850,728891851,728891852,pull_request
728307185,b3f6684f5b0d64a4a1c647f1e41793f676fb784f,,master,passed,1090,2020-09-18 12:16:04 UTC,728307186,728307187,728307188,728307189,728307190,push
728232845,7dcf685132d4bb28e0af6088aab3efd1a7d0ddfc,522,master,passed,810,2020-09-18 05:44:18 UTC,728232846,728232847,728232848,728232849,728232850,pull_request
728232839,46f2a729ca3a9675e11210777bb525975f80efee,,dependabot/maven/org.mockito-mockito-core-3.5.11,passed,807,2020-09-18 05:35:05 UTC,728232840,728232841,728232842,728232843,728232844,push
727674523,426bb7a3d9c2b64fa76bc2e812b98a8ee554cd3d,,master,passed,1005,2020-09-16 12:00:03 UTC,727674524,727674525,727674526,727674527,727674528,push
727595410,0cef5dd75ccac938c7ff85b84827a1aa32d3c00b,521,master,passed,921,2020-09-16 05:33:42 UTC,727595411,727595412,727595413,727595414,727595415,pull_request
727595404,c633ef66e811c80438337d85350fa8813a69c975,,dependabot/maven/spring.version-5.2.9.RELEASE,passed,950,2020-09-16 05:29:40 UTC,727595405,727595406,727595407,727595408,727595409,push
727008524,a93ba727d8a6790b971ca81c452d2b6e2d7b7b35,,master,passed,1117,2020-09-14 12:04:09 UTC,727008525,727008526,727008527,727008528,727008529,push
726921532,04cd08d9de7eefcff4fe9306b1cd50e4ba8e3c48,520,master,passed,931,2020-09-14 06:31:34 UTC,726921533,726921534,726921535,726921536,726921537,pull_request
726921521,ca9c5e1caf365ba4ac1a9a37dbca45d664a30106,,dependabot/maven/org.junit.jupiter-junit-jupiter-engine-5.7.0,passed,926,2020-09-14 06:27:21 UTC,726921522,726921523,726921524,726921525,726921526,push
726505238,ab4e582ad9b32831c35abe91327d0a282e89cbe0,519,master,passed,1121,2020-09-12 06:21:54 UTC,726505239,726505240,726505241,726505242,726505243,pull_request
725215443,dfabdd89e863ec134f8d5204bedf92a2eecaf51b,,master,passed,1133,2020-09-08 12:13:57 UTC,725215444,725215445,725215446,725215447,725215448,push
724805807,da2093f0c20bb00cc9ba2f6384d8ca5d0bf90f0b,,dependabot/maven/org.assertj-assertj-core-3.17.2,passed,897,2020-09-07 05:53:20 UTC,724805808,724805809,724805810,724805811,724805812,push
724805790,ca64642a8f399d6ccf71df79ac4a01332c320b59,518,master,passed,920,2020-09-07 05:48:58 UTC,724805791,724805792,724805793,724805794,724805795,pull_request
724128649,7cd78be68ff86fce96ec706a6b402a4dfd3b04e2,,master,passed,1154,2020-09-04 11:54:04 UTC,724128650,724128651,724128652,724128653,724128654,push
724031566,5c5d9ea2ea7315f456f3250458aa83c6731f4456,517,master,passed,930,2020-09-04 05:23:09 UTC,724031567,724031568,724031569,724031570,724031571,pull_request
724031554,e5b70c2412904a35ddbf230f1439e014345f2e1c,,dependabot/maven/org.mockito-mockito-core-3.5.10,passed,987,2020-09-04 05:19:40 UTC,724031555,724031556,724031557,724031558,724031559,push
723416836,1385dfc45c2fbc49a4a94b0899d623df1c3b0d2d,,master,passed,1230,2020-09-02 12:05:58 UTC,723416837,723416838,723416839,723416840,723416841,push
723336726,dab861dff0c96923b300d3dca854be08ce8cef52,516,master,passed,921,2020-09-02 05:46:16 UTC,723336727,723336728,723336729,723336730,723336731,pull_request
723336715,62c49ad2d46eb27f176a93af08ad4a96a001426d,,dependabot/maven/org.mockito-mockito-core-3.5.9,passed,979,2020-09-02 05:42:49 UTC,723336716,723336717,723336718,723336719,723336720,push
722714133,e32c87ee1594991c0bc0d670e239a1501598076f,,master,passed,1111,2020-08-31 12:02:56 UTC,722714134,722714135,722714136,722714137,722714138,push
722631495,9a06a0ad7a1728172b01ab2ab4d90f35892a54f1,,dependabot/maven/org.assertj-assertj-core-3.17.1,passed,933,2020-08-31 05:41:35 UTC,722631496,722631497,722631498,722631499,722631500,push
