build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
416730395,6f4cabb67433f048b76c61da5694f622ef152b5d,,master,passed,1631,2018-08-16 09:24:44 UTC,416730396,416730397,416730398,416730399,416730400,416730401,416730402,416730403,416730404,416730405,push
416720784,8421f8e1f07bde64367b637142395e660df9f086,,master,passed,1584,2018-08-16 08:59:17 UTC,416720785,416720786,416720787,416720788,416720789,416720790,416720791,416720792,416720793,416720794,push
416720434,48f5f7af4fc558c58a21c8a90508747471ac70e9,,master,passed,1471,2018-08-16 08:58:05 UTC,416720435,416720436,416720437,416720438,416720439,416720440,416720441,416720442,416720443,416720444,push
416717024,2d5454d9fabb3c8f6cb69a2bfc8ef558e38ea093,,master,passed,1498,2018-08-16 08:56:53 UTC,416717025,416717026,416717027,416717028,416717029,416717030,416717031,416717032,416717033,416717034,push
416716078,f027c6a85af0ccf71a6a922f229ea858d909fc0b,443,master,passed,1640,2018-08-16 08:45:34 UTC,416716079,416716080,416716081,416716082,416716083,416716084,416716085,416716086,416716087,416716088,pull_request
416715252,415d4431257c1a4ef62535a4847094f0212b277a,,circleCI,passed,1481,2018-08-16 08:43:40 UTC,416715253,416715254,416715255,416715256,416715257,416715258,416715259,416715260,416715261,416715262,push
416708246,16cb329306000e573c3f1a4bd3c80431f367d33c,,master,passed,1684,2018-08-16 08:21:08 UTC,416708247,416708248,416708249,416708250,416708251,416708252,416708253,416708254,416708255,416708256,push
416586149,2e1a37e6724e94e3fbbbb5fbc471043b655da276,493,master,passed,1468,2018-08-15 23:10:42 UTC,416586150,416586151,416586152,416586153,416586154,416586155,416586156,416586157,416586158,416586159,pull_request
416586079,0155be1ee7d8b1fd990cc5337a6fec9b6f1d918a,,migmartri-patch-1,passed,1449,2018-08-15 23:10:27 UTC,416586080,416586081,416586082,416586083,416586084,416586085,416586086,416586087,416586088,416586089,push
416469854,175c5641ec6eea50c386fade6d292ba34f872ae6,442,master,passed,1738,2018-08-15 17:58:59 UTC,416469855,416469856,416469857,416469858,416469859,416469860,416469861,416469862,416469863,416469864,pull_request
416304482,aadeafac365a7ad9569f509671fc6f925d5b3a4b,471,master,passed,1501,2018-08-15 10:41:21 UTC,416304483,416304484,416304485,416304486,416304487,416304488,416304489,416304490,416304491,416304492,pull_request
416293960,f7734384b6bac6240841dfffb22f70beb9d1f759,442,master,passed,1499,2018-08-15 10:03:03 UTC,416293961,416293962,416293964,416293970,416293971,416293973,416293975,416293977,416293979,416293980,pull_request
416162339,047ab654a6842047a4f314c7b0b201d922f7146d,,master,passed,1442,2018-08-15 00:18:06 UTC,416162340,416162341,416162342,416162343,416162344,416162345,416162346,416162347,416162348,416162349,push
416160075,942a4c89a3a44758e776e0e7a44753d3db923290,488,master,passed,1453,2018-08-15 00:08:41 UTC,416160076,416160077,416160078,416160079,416160080,416160081,416160082,416160083,416160084,416160085,pull_request
416106274,a2f5dd4d1bbefc76e4d113babd8d4a2c6609c341,,master,passed,1639,2018-08-14 21:09:38 UTC,416106277,416106278,416106282,416106283,416106285,416106286,416106287,416106288,416106289,416106290,push
416099653,45520b583e3d5b5038f813e2d36e24b7cd641620,483,master,passed,1582,2018-08-14 20:53:10 UTC,416099654,416099655,416099656,416099657,416099658,416099659,416099660,416099661,416099662,416099663,pull_request
416098377,5ce752723a9284d950d21f72d2f64452eac4a746,,master,passed,1713,2018-08-14 20:51:41 UTC,416098380,416098381,416098384,416098385,416098386,416098389,416098390,416098400,416098401,416098402,push
416093587,ae11108c5fd37177575a6abd6408806e246ecd04,483,master,passed,1558,2018-08-14 20:40:30 UTC,416093588,416093589,416093590,416093591,416093592,416093593,416093594,416093595,416093596,416093597,pull_request
416091132,f9f27ec8f68a0cc7d1766868539bfff6334d92ed,484,master,passed,1515,2018-08-14 20:39:14 UTC,416091133,416091134,416091135,416091136,416091137,416091138,416091139,416091140,416091141,416091142,pull_request
416088979,cd0b24c12e7d9eb2061bb4b453b0b90b404bb933,483,master,passed,1610,2018-08-14 20:27:48 UTC,416088980,416088981,416088982,416088983,416088984,416088985,416088986,416088987,416088988,416088991,pull_request
416088605,90c7492f094d6a79c239e10cba17562938a7e732,484,master,passed,1547,2018-08-14 20:26:50 UTC,416088606,416088607,416088608,416088609,416088610,416088611,416088612,416088613,416088615,416088616,pull_request
416059693,84c43deedc137ebc694673b7eacf5aaf910da583,483,master,passed,1563,2018-08-14 19:12:36 UTC,416059694,416059695,416059696,416059697,416059698,416059699,416059700,416059701,416059702,416059703,pull_request
416059553,84cc154db6f5d530fa5a82fb6ca5986a2f84fe8a,483,master,canceled,-38,2018-08-14 19:12:44 UTC,416059554,416059555,416059556,416059557,416059558,416059559,416059560,416059561,416059562,416059563,pull_request
416059154,152c49429d4c0880c9554f5d3448004c6a1a3825,483,master,passed,1525,2018-08-14 19:10:48 UTC,416059155,416059156,416059157,416059158,416059159,416059160,416059161,416059162,416059163,416059164,pull_request
415977494,15fdc381f6ecfa9f3e2755b6b56774912beb9d96,466,master,passed,1555,2018-08-14 15:43:08 UTC,415977495,415977496,415977497,415977498,415977499,415977500,415977501,415977502,415977503,415977504,pull_request
415953028,40848ed8ca4990c919f3e6cc6e37b7a385bacc51,466,master,failed,275,2018-08-14 14:48:33 UTC,415953029,415953030,415953031,415953032,415953033,415953034,415953035,415953036,415953037,415953038,pull_request
415951081,f0e48282c357bede77a945934c6a3458fd996b76,466,master,failed,1553,2018-08-14 14:42:52 UTC,415951082,415951083,415951084,415951085,415951086,415951087,415951088,415951089,415951090,415951091,pull_request
415916524,1b3721af26244528c403e71826d0e591c4ebed36,460,master,passed,1532,2018-08-14 13:21:13 UTC,415916525,415916526,415916527,415916528,415916529,415916530,415916531,415916532,415916533,415916534,pull_request
415909366,b9003c1705aba68820514e817dd480c0784dd63a,460,master,failed,1603,2018-08-14 13:01:50 UTC,415909367,415909368,415909373,415909374,415909375,415909376,415909377,415909378,415909379,415909380,pull_request
415877210,d1b023cd4f4b1ebd84af734e27bdee67ac8a1121,442,master,passed,1602,2018-08-14 11:32:29 UTC,415877211,415877212,415877213,415877214,415877215,415877216,415877217,415877218,415877219,415877220,pull_request
415874199,e8381cb8892f9968d6f85fcdd046b2f58362bde4,473,circleCI,passed,1595,2018-08-14 11:23:31 UTC,415874200,415874201,415874202,415874203,415874204,415874205,415874206,415874207,415874208,415874209,pull_request
415860723,602d6be363cb65af611e1fc5d46434dd1c55de77,443,master,passed,1444,2018-08-14 10:39:28 UTC,415860724,415860725,415860726,415860727,415860728,415860729,415860730,415860731,415860732,415860735,pull_request
415860630,9638dae0244738b38d7ad84e1aa40bc5e0a7c348,,circleCI,passed,1467,2018-08-14 10:39:08 UTC,415860631,415860632,415860633,415860634,415860635,415860636,415860637,415860638,415860639,415860640,push
415818686,2b4e1aa7c01c149bb5f2032a6460eba457637fe3,,master,passed,1584,2018-08-14 08:41:21 UTC,415818687,415818688,415818689,415818690,415818691,415818692,415818693,415818694,415818695,415818696,push
415787606,c455cc696c5d0fb4fff2644d2a39f6de98a49864,,master,passed,1582,2018-08-14 06:59:25 UTC,415787607,415787608,415787609,415787610,415787611,415787612,415787613,415787614,415787615,415787616,push
