build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
498189513,7ce12f3084377da714ed571b2f22e9537badc4bf,,remove-movinglater,passed,2246,2019-02-25 14:21:52 UTC,498189514,498189515,498189516,498189517,498189518,498189519,498189520,498189521,push
490167322,d93b0e17023e6fa58f86d547bdc551837df1daa8,,v2.0.1,passed,2191,2019-02-07 21:04:59 UTC,490167323,490167324,490167325,490167326,490167327,490167328,490167329,490167330,push
490167306,d93b0e17023e6fa58f86d547bdc551837df1daa8,,master,passed,2223,2019-02-07 20:54:15 UTC,490167307,490167308,490167309,490167310,490167311,490167312,490167313,490167314,push
490167057,719d7ccb24a241a0d9d6cb2e30f29ad192638d34,,master,canceled,0,,490167058,490167059,490167060,490167061,490167062,490167063,490167064,490167065,push
489748715,2067edbc6613ee7f169f86995bc6b965ec936080,156,master,passed,2217,2019-02-07 08:23:30 UTC,489748716,489748717,489748718,489748719,489748720,489748721,489748722,489748723,pull_request
489748691,3828d63013c9ee91893ba48178f787a37b56fff1,,no-files-for-no-boxes,passed,2357,2019-02-06 22:14:54 UTC,489748692,489748693,489748694,489748695,489748696,489748697,489748698,489748699,push
489748473,275b0e58103ac7a67f26d55bfebd11f7889243ed,,master,passed,2256,2019-02-06 22:02:04 UTC,489748474,489748475,489748476,489748477,489748478,489748479,489748480,489748481,push
489698924,3f7ff2d9c332092009f7f55f7d45246d705e02d6,156,master,canceled,0,,489698925,489698926,489698927,489698928,489698929,489698930,489698931,489698932,pull_request
489698748,5e6b40efd20970ed483afc53ceef7c490b0fb11e,,no-files-for-no-boxes,errored,2324,2019-02-06 19:44:38 UTC,489698749,489698750,489698751,489698752,489698753,489698754,489698755,489698756,push
489687714,7c77047dc9f57d25c71f3a6eb30475c6b3e3c62c,155,master,passed,2172,2019-02-06 19:34:10 UTC,489687715,489687716,489687717,489687718,489687719,489687720,489687721,489687722,pull_request
489683636,7d2ad226b26bc55b62465b01f0b1d52a94a9bfee,155,master,canceled,0,,489683637,489683638,489683639,489683640,489683641,489683642,489683643,489683644,pull_request
489238609,47652954696e3cee8e7101034da8a3fe6b300048,155,master,failed,2300,2019-02-06 18:56:21 UTC,489238610,489238611,489238612,489238613,489238614,489238615,489238616,489238617,pull_request
487010277,e4e6ba15091f5e9be7e8e9989e57a71fd545bf7e,,v1.22.0,passed,2345,2019-01-31 16:28:06 UTC,487010278,487010279,487010281,487010282,487010283,487010285,487010286,487010289,push
487010221,e4e6ba15091f5e9be7e8e9989e57a71fd545bf7e,,master,passed,2213,2019-01-31 16:18:47 UTC,487010223,487010224,487010226,487010228,487010229,487010230,487010231,487010232,push
487009854,2745c044a8699bced928776bfa1fc98e3148ec7e,,v2.0.0,passed,2421,2019-01-31 16:09:43 UTC,487009855,487009856,487009857,487009858,487009859,487009860,487009861,487009862,push
