build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760461540,f251c569057fc1eb8857ec04b8cfc9f4455d4534,1021,master,passed,295,2021-02-25 15:53:30 UTC,760461541,760461542,760461543,760461544,760461545,pull_request
759941350,c25306fa2f369317c5b3080643d3ef829883566a,1073,master,passed,321,2021-02-22 05:05:20 UTC,759941351,759941352,759941353,759941354,pull_request
759885657,44bcaaaae63ae4993df5217b83ecd831573bb37a,1073,master,passed,320,2021-02-21 17:46:38 UTC,759885658,759885659,759885660,759885661,pull_request
757960636,7bee33387766ad77b504dfd0a32d7b4ef93a405a,1071,master,passed,341,2021-02-07 19:51:24 UTC,757960637,757960638,757960639,757960640,pull_request
756100538,3065e28420b6806820a6307c7c64cf70b3bc31be,1021,master,passed,330,2021-01-25 15:41:34 UTC,756100539,756100540,756100541,756100542,756100543,pull_request
755296327,0beb15cf44d51b54030a4dba1bfa522ba13a9450,1021,master,passed,306,2021-01-20 05:18:10 UTC,755296328,755296329,755296330,755296331,755296332,pull_request
755291470,55c2e9aa52f47653083b63d4b1586058efcc6f5c,1065,master,errored,103,2021-01-20 04:25:51 UTC,755291471,755291472,755291473,755291474,pull_request
754988740,547be2d969182140371b546129576ab49b42d961,1021,master,passed,310,2021-01-18 09:12:25 UTC,754988741,754988742,754988743,754988744,754988745,pull_request
754987056,00c45719783a966b3bc0d6570e0a2d94b472d8fe,1021,master,passed,320,2021-01-18 08:59:35 UTC,754987057,754987058,754987059,754987060,754987061,pull_request
754986806,8c34e79c16a00f9e06d4daeea4f6bb5a511e1312,1021,master,canceled,0,,754986807,754986808,754986809,754986810,754986811,pull_request
754978825,23f398ac7d6c2e1575cbf48d81af4990898415ac,1021,master,passed,314,2021-01-18 07:47:41 UTC,754978826,754978827,754978828,754978829,754978830,pull_request
754978510,b71e994257aba261cc0ec2bce13368fae0f34f83,1021,master,passed,474,2021-01-18 07:45:15 UTC,754978511,754978512,754978513,754978514,754978515,pull_request
754889175,07e99a772cda0f803a505e627bfe6a760834aad0,,master,passed,327,2021-01-17 16:30:06 UTC,754889176,754889177,754889178,754889179,push
754881679,7698b180147802deabdd788cbdaefb8ca6629d9f,1064,master,passed,325,2021-01-17 15:50:40 UTC,754881680,754881681,754881682,754881683,pull_request
754853287,e3d9c709457cc192b367cf699d219c92e33ede7c,1062,master,failed,306,2021-01-17 08:15:36 UTC,754853288,754853289,754853290,754853291,pull_request
754853215,21a80ce3555210068241bf0af683a6ffc5a73018,1062,master,failed,301,2021-01-17 08:13:43 UTC,754853216,754853217,754853218,754853219,pull_request
754809663,2218eb52b656dcb1a7b210796303ff3aa93a9220,,master,passed,318,2021-01-16 20:55:53 UTC,754809664,754809665,754809666,754809667,push
754807152,3e12e225c11f43d3a3891228a3cfef29159fbb76,1063,master,passed,319,2021-01-16 20:29:20 UTC,754807153,754807154,754807155,754807156,pull_request
754806929,3563200216c62e52db29cad11df8111b6cbc2efa,1063,master,passed,355,2021-01-16 20:25:17 UTC,754806930,754806931,754806932,754806933,pull_request
754806734,46df330efa26b305882cf7249ea6f43208ee52d7,1063,master,passed,348,2021-01-16 20:22:54 UTC,754806735,754806736,754806737,754806738,pull_request
754805989,90be0c40b9c04948f8470b49368d15033847dd25,1062,master,failed,413,2021-01-16 20:15:56 UTC,754805990,754805991,754805992,754805993,754805994,pull_request
754720409,7784c92dac4aa1aedefd7c91e81da2126c0d2f95,,master,passed,425,2021-01-16 01:41:45 UTC,754720410,754720411,754720412,754720413,754720414,push
754720344,d79199f71b98da6e47fd5fc6e2929b6478c60302,,master,canceled,0,,754720345,754720346,754720347,754720348,754720349,push
754658742,d203c70da21cb1ad0096a54f0416d975f84eab6b,1061,master,passed,449,2021-01-15 17:23:08 UTC,754658743,754658744,754658745,754658746,754658747,pull_request
754079188,84a5cc012fa869f337e5e7d8e6a593b796507cf9,1059,master,failed,429,2021-01-12 07:32:20 UTC,754079189,754079190,754079191,754079192,754079193,pull_request
754078901,da4e70b9d9be05c5901a5a476b420c82c7ffc33b,1059,master,failed,430,2021-01-12 07:29:11 UTC,754078902,754078903,754078904,754078905,754078906,pull_request
754078091,2b4097d13157e89105cac30c92e0c2697788f726,1059,master,failed,433,2021-01-12 07:21:15 UTC,754078092,754078093,754078094,754078095,754078096,pull_request
753259138,6df7876a5b2bc288265dc44fcd677946177bc71b,1058,master,passed,430,2021-01-06 21:46:47 UTC,753259139,753259140,753259141,753259142,753259143,pull_request
752511503,2790872fcde3231a5547a6aae4fec02f663a2a61,,master,passed,416,2021-01-02 11:16:15 UTC,752511504,752511505,752511506,752511507,752511508,push
752503385,bfcc45350311c8ed8c8006abe1b54766800c8ec0,1056,master,passed,422,2021-01-02 08:23:59 UTC,752503386,752503387,752503388,752503389,752503390,pull_request
751205188,028a8919577507326447c6c235d6a582209b3203,,master,passed,430,2020-12-23 15:15:38 UTC,751205189,751205190,751205191,751205192,751205193,push
751184987,5d3ca619cd05e7c81def02dd07bab151d69bc8f3,,master,passed,450,2020-12-23 12:05:10 UTC,751184988,751184989,751184990,751184991,751184992,push
751181265,29d2bf673da636edd8eca4915dd6803e8126e04f,,master,failed,433,2020-12-23 11:28:46 UTC,751181266,751181267,751181268,751181269,751181270,push
750887205,4f9b42debe63bbcce455094258d84715bc506f42,,master,passed,441,2020-12-21 19:46:31 UTC,750887206,750887207,750887208,750887209,750887210,push
