build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760855321,857cd4ace18c5df77bb7bbd3dcf7f2642ef85852,3048,master,errored,3595,2021-03-01 00:37:04 UTC,760855322,760855323,760855324,760855325,760855326,760855327,760855328,760855329,760855330,760855331,760855332,760855333,pull_request
760795670,8713c4d313fb330e279992ea431a6d897edd4b98,3048,master,errored,3604,2021-02-28 13:16:58 UTC,760795671,760795672,760795673,760795674,760795675,760795676,760795677,760795678,760795679,760795680,760795681,760795682,pull_request
760791414,4a342f0f1b447025760319bd92f6adac2c92eaaa,3048,master,errored,3573,2021-02-28 11:51:31 UTC,760791415,760791416,760791417,760791418,760791419,760791420,760791421,760791422,760791423,760791424,760791425,760791426,pull_request
760791069,4f3adbdd13b8c7cf75c919e5317e01ddcee21393,3048,master,failed,511,2021-02-28 11:45:49 UTC,760791070,760791071,760791072,760791073,760791074,760791075,760791076,760791077,760791078,760791079,760791080,760791081,pull_request
760789803,8e88e0aad58d2caf59be796f6ee3deb3b24a6799,3048,master,failed,6040,2021-02-28 11:19:45 UTC,760789804,760789805,760789806,760789807,760789808,760789809,760789810,760789811,760789812,760789813,760789814,760789815,pull_request
760789006,6285e00475ae27ac30bd4a9fc2acf87771b501e8,3048,master,failed,5987,2021-02-28 10:54:55 UTC,760789007,760789008,760789009,760789010,760789011,760789012,760789013,760789014,760789015,760789016,760789017,760789018,pull_request
760786079,c158c9b2d3b6beef993fbaaa58872d33ce25bada,3048,master,failed,6037,2021-02-28 09:58:36 UTC,760786080,760786081,760786082,760786083,760786084,760786085,760786086,760786087,760786088,760786089,760786090,760786091,pull_request
760783544,29ed5c7edf974e5a8c6e574ca2ee497dafb9d3da,3048,master,errored,3692,2021-02-28 08:56:36 UTC,760783545,760783546,760783547,760783548,760783549,760783550,760783551,760783552,760783553,760783554,760783555,760783556,pull_request
760782608,885c9073b4fadaca91bdbd2e82b355ee05c4f2bf,3048,master,errored,3642,2021-02-28 08:34:41 UTC,760782609,760782610,760782611,760782612,760782613,760782614,760782615,760782616,760782617,760782618,760782619,760782620,pull_request
760782085,4997b9c0f195acbb5f686c47abd8eddff8090091,3048,master,errored,3341,2021-02-28 08:18:50 UTC,760782086,760782087,760782088,760782089,760782090,760782091,760782092,760782093,760782094,760782095,760782096,760782097,pull_request
760761279,f7fdfd9d95476cd8db0ccaad1cdd73310a69bae5,3048,master,errored,3671,2021-02-28 01:56:57 UTC,760761280,760761281,760761282,760761283,760761284,760761285,760761286,760761287,760761288,760761289,760761290,760761291,pull_request
760685646,e8455acf5d611ba38ee00f717907a6a5c7c3540d,3048,master,errored,3587,2021-02-27 08:05:02 UTC,760685647,760685648,760685649,760685650,760685651,760685652,760685653,760685654,760685655,760685656,760685657,760685658,pull_request
760678455,25d19bda51455d6ddd4a215c6ebeb29a9eb2c53a,3048,master,errored,6429,2021-02-27 05:48:55 UTC,760678456,760678457,760678458,760678459,760678460,760678461,760678462,760678463,760678464,760678465,760678466,760678467,760678468,760678469,760678470,760678471,760678472,760678473,760678474,760678475,pull_request
760677971,eb557ce58608fd1bb07bee3b32c4bd224f80fec0,3048,master,errored,6429,2021-02-27 05:21:41 UTC,760677972,760677973,760677974,760677975,760677976,760677977,760677978,760677979,760677980,760677981,760677982,760677983,760677984,760677985,760677986,760677987,760677988,760677989,760677990,760677991,pull_request
760674482,19f37f7ea46284f441d742feeae6f3bb97327812,3048,master,errored,6474,2021-02-27 04:13:27 UTC,760674483,760674484,760674485,760674486,760674487,760674488,760674489,760674490,760674491,760674492,760674493,760674494,760674495,760674496,760674497,760674498,760674499,760674500,760674501,760674502,pull_request
760669858,1935f4f31ff1c0e7dda89474aae10364406af523,3048,master,errored,6437,2021-02-27 02:55:15 UTC,760669859,760669860,760669861,760669862,760669863,760669864,760669865,760669866,760669867,760669868,760669869,760669870,760669871,760669872,760669873,760669874,760669875,760669876,760669877,760669878,pull_request
760666206,1cf40c0b9b0be99519e2d39a7d4d8acf1c34b47b,3048,master,errored,6707,2021-02-27 01:54:13 UTC,760666207,760666208,760666209,760666210,760666211,760666212,760666213,760666214,760666215,760666216,760666217,760666218,760666219,760666220,760666221,760666222,760666223,760666224,760666225,760666226,pull_request
760649613,9870364fbe5ac66dc1ffd507ce084ac972caecdf,3048,master,errored,6499,2021-02-26 22:52:53 UTC,760649614,760649615,760649616,760649617,760649618,760649619,760649620,760649621,760649622,760649623,760649624,760649625,760649626,760649627,760649628,760649629,760649630,760649631,760649632,760649633,pull_request
760647237,8b0624346d51596df83bca65707f83f1224b576d,3048,master,errored,6493,2021-02-26 22:22:28 UTC,760647238,760647239,760647240,760647241,760647242,760647243,760647244,760647245,760647246,760647247,760647248,760647249,760647250,760647251,760647252,760647253,760647254,760647255,760647256,760647257,pull_request
760519658,4ced02b27c93df7f7bc790bbacbf39f4ede9238f,3048,master,errored,6036,2021-02-25 23:53:47 UTC,760519659,760519660,760519661,760519662,760519663,760519664,760519665,760519666,760519667,760519668,760519669,760519670,760519671,760519672,760519673,760519674,760519675,760519676,760519677,760519678,pull_request
760453699,618e2ab96e927d37515680d79613e031073d15c1,3048,master,errored,6290,2021-02-25 14:38:34 UTC,760453700,760453701,760453702,760453703,760453704,760453705,760453706,760453707,760453708,760453709,760453710,760453711,760453712,760453713,760453714,760453715,760453716,760453717,760453718,760453719,pull_request
760450720,ce1370ad0a9d5decba4419a4512d353fae133c78,3048,master,errored,6230,2021-02-25 14:07:45 UTC,760450721,760450722,760450723,760450724,760450725,760450726,760450727,760450728,760450729,760450730,760450731,760450732,760450733,760450734,760450735,760450736,760450737,760450738,760450739,760450740,pull_request
760446943,a025e3f94c67a3228fb3514e8e9b2fd40e178994,3048,master,errored,6237,2021-02-25 13:30:00 UTC,760446944,760446945,760446946,760446947,760446948,760446949,760446950,760446951,760446952,760446953,760446954,760446955,760446956,760446957,760446958,760446959,760446960,760446961,760446962,760446963,pull_request
760442406,489bc5c404b486e602dadb96aaf7e9a386540a98,3048,master,errored,6188,2021-02-25 12:39:52 UTC,760442407,760442408,760442409,760442410,760442411,760442412,760442413,760442414,760442415,760442416,760442417,760442418,760442419,760442420,760442421,760442422,760442423,760442424,760442425,760442426,pull_request
