build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
59764856,083cabdf3bce1afb1cb43cff9c413f4f103692a7,346,dev,failed,181,2015-04-23 18:16:47 UTC,59764857,pull_request
57542101,8ab64687d151084b8be8dc91ec199699aeaa4877,339,master,errored,18,2015-04-07 20:30:06 UTC,57542102,57542103,57542104,57542105,57542106,pull_request
57530395,82d7d7d1e9b997eddacc8cf2de55bab7ae3cfaf0,339,master,errored,31,2015-04-07 19:21:57 UTC,57530396,57530397,57530398,57530400,57530402,pull_request
57245179,0276b1bef8872e4be562b71dba195bebae32f39a,338,master,errored,16,2015-04-05 14:30:07 UTC,57245180,57245181,57245182,57245183,57245184,pull_request
54608091,25124c555c9d6ced81ce3e78b3d8a0e02fc274ce,,master,errored,53,2015-03-16 18:18:14 UTC,54608092,54608093,54608094,54608095,54608096,push
44567350,e53ceffd6d5b3a48a6f697924d05c3b17c6eecad,317,master,errored,15,2014-12-19 12:15:15 UTC,44567351,44567352,44567353,44567354,44567355,pull_request
44042358,840e897e6a366a4051744fa8b45717e31330a5b9,314,master,errored,17,2014-12-15 00:57:38 UTC,44042359,44042360,44042361,44042362,44042363,pull_request
42965590,1b4970002f937ffa02e3ab546e46020113415812,308,master,errored,24,2014-12-04 10:23:28 UTC,42965591,42965592,42965593,42965594,42965595,pull_request
42134495,49ca369c4a4340bd8768a1be30e2b5c57f5bfc50,305,master,errored,30,2014-11-25 22:07:21 UTC,42134496,42134497,42134498,42134499,42134500,pull_request
41073882,de357ae8a9218fc2acda311d9847d4aee6737af9,298,master,passed,139,2014-11-15 06:36:05 UTC,41073883,pull_request
40165623,b585207843fd86532ee6a6f59c39ad07a8fc0b6a,,dev,passed,159,2014-11-06 11:03:30 UTC,40165624,push
40085354,a1d731aa84c1e3c7aaead7434c52943919a60cf1,,feature_291-dismiss-collection,passed,135,2014-11-05 17:28:39 UTC,40085355,push
40075454,a85cca5cd4369ca3e53d0664f095234acb03d311,,bugfix_254-drag-and-drop-shuffles-items,passed,180,2014-11-05 16:03:30 UTC,40075455,push
40067157,9915cf5b7b1c8c71905b7f7ed62c8bbb8b49da26,,pr/n270_stevepeak,errored,6,2014-11-05 14:49:29 UTC,40067158,push
40067026,eae1dca02598886613302cb030d555bba560a42c,,pr/n270_stevepeak,canceled,0,,40067027,push
40066379,1a0e86f0e198c8f3997b971e1b7e1833c0ad5715,,pr/n270_stevepeak,passed,139,2014-11-05 14:40:06 UTC,40066381,push
40066171,79e411dda8d818b4818447cebbd025ad3a940b45,,pr/n270_stevepeak,errored,20,2014-11-05 14:38:15 UTC,40066172,40066176,40066178,40066180,40066181,push
40062480,c935b70af75ab2048ffad9a581f38eaaf801cf96,,dev,passed,243,2014-11-05 14:00:45 UTC,40062481,push
39987371,1133b5b080ea5a54d279785ceff01d6b7bbbb47b,,dev,passed,161,2014-11-04 20:33:00 UTC,39987372,push
39987008,99df6f04aaa30f9af3ab3959e711169292ef91f8,,dev,passed,201,2014-11-04 20:29:07 UTC,39987009,push
39986137,45e715579ce9ebf519649d037aed21955c6971fc,,fix_travis,passed,125,2014-11-04 20:19:24 UTC,39986138,push
39985209,5afbe1705d00932e1f5ef94fb9316c8f232b726e,,fix_travis,failed,47,2014-11-04 20:13:35 UTC,39985210,push
39985078,2f6c83eb1271c962099b0aa0fff7da1ce4ac6a0a,,fix_travis,canceled,0,,39985079,push
39983201,8c71d546c7d43b0c0a67be11a3374cf57c794796,,fix_travis,failed,119,2014-11-04 20:04:01 UTC,39983202,push
39983103,7426b498adab95f67d2ba003cec17079c3cda3b2,,fix_travis,canceled,0,,39983104,push
39982757,ce2493be228691a71d58445d5084a02bd536a2a5,,fix_travis,canceled,0,,39982758,39982759,39982760,39982761,39982762,push
39978711,1c637e5cd2ddc171377de7351287e8f8694e928f,,fix_travis,canceled,2685,,39978712,39978713,39978714,39978715,39978716,push
39978086,7b788cdd127c2939be8cb21d8cf36fa10319ba57,,dev,errored,16,2014-11-04 19:18:35 UTC,39978088,39978090,39978091,39978092,39978093,push
39962181,cd39864d5a2bc8a02a2e4465640ec4f0d8d95a00,,fix_travis,failed,1270,2014-11-04 16:47:28 UTC,39962182,39962183,39962184,39962185,39962186,push
39956008,a0bd197d624655fe9759adad2ea77f67eee5d8f4,,fix_travis,failed,1139,2014-11-04 15:43:59 UTC,39956009,39956010,39956011,39956012,39956013,push
39954845,2f0a8d202f820294e1736ef39ca382f9cee508ec,,fix_travis,failed,1095,2014-11-04 15:33:33 UTC,39954846,39954847,39954848,39954849,39954850,push
39758917,cad913a7315cfa8f9be3a9094f82fc8227122661,,fix_travis,canceled,4841,2014-11-04 15:09:39 UTC,39758918,39758919,39758920,39758921,39758922,39758923,push
39757855,f970bb14ccb911c9a15d183e8da3dc22e922ffb2,,fix_travis,canceled,3525,2014-11-02 16:25:16 UTC,39757856,39757857,39757858,39757859,39757860,39757861,39757862,push
