build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
597724986,c0472c6935a3f49193696243a635a14c2fb6665e,,bugfix/environment-root,errored,2037,2019-10-14 16:31:01 UTC,597724987,597724988,597724989,597724990,597724991,597724992,597724993,597724994,597724995,597724996,597724997,597724998,597724999,597725000,597725001,597725002,597725003,597725004,597725005,597725006,597725007,597725008,597725009,597725010,597725011,597725012,597725013,597725014,597725015,597725016,597725017,597725018,597725019,597725020,597725021,597725022,597725023,597725024,597725025,597725026,597725028,597725030,597725031,597725032,597725033,push
595440098,687ba1036b99e14164623ee28abaeb384966d6e8,,master,failed,12302,2019-10-09 04:31:06 UTC,595440099,595440100,595440101,595440102,595440103,595440104,595440105,595440106,595440107,595440108,595440109,595440110,595440111,595440112,595440113,595440114,595440115,595440116,595440117,595440118,595440119,595440120,595440121,595440122,595440123,595440124,595440125,595440126,595440127,595440128,595440129,595440130,595440131,595440132,595440133,595440134,595440135,595440136,595440137,595440138,595440139,595440140,595440141,595440142,595440143,push
595439977,bac749b9ef72f53b9c6140b032c3a4ad7e69ce1f,,master,canceled,0,,595439978,595439979,595439980,595439981,595439982,595439983,595439984,595439985,595439986,595439987,595439988,595439989,595439990,595439991,595439992,595439993,595439994,595439995,595439996,595439997,595439998,595439999,595440000,595440001,595440002,595440003,595440004,595440005,595440006,595440007,595440008,595440009,595440010,595440011,595440012,595440013,595440014,595440015,595440016,595440017,595440019,595440020,595440021,595440022,595440023,push
595432599,0e7cc921637dfebb25b7995e6cff5b12af5377a3,,master,errored,4681,2019-10-09 04:12:58 UTC,595432600,595432601,595432602,595432603,595432604,595432605,595432606,595432607,595432608,595432609,595432610,595432611,595432612,595432613,595432614,595432615,595432616,595432617,595432618,595432619,595432620,595432621,595432622,595432623,595432624,595432625,595432626,595432627,595432628,595432630,595432633,595432634,595432635,595432636,595432637,595432638,595432639,595432640,595432641,595432642,595432643,595432644,595432645,595432646,595432647,push
595429678,265ca8577f7f23e06a943b6c4a22043dadafc80e,306,master,canceled,1460,2019-10-09 04:08:51 UTC,595429679,595429680,595429681,595429682,595429683,595429684,595429685,595429686,595429687,595429688,595429689,595429690,595429691,595429692,595429693,595429694,595429695,595429696,595429697,595429698,595429699,595429700,595429701,595429702,595429703,595429704,595429705,595429706,595429707,595429708,595429709,595429710,595429711,595429712,595429713,595429714,595429715,595429716,595429717,595429718,595429719,595429720,595429721,595429722,595429723,pull_request
595429630,37349aab35aee6e2214cc567a4206de450c91409,,bugfix/gem-dir,canceled,0,,595429631,595429632,595429633,595429634,595429635,595429636,595429637,595429638,595429639,595429640,595429641,595429642,595429643,595429644,595429645,595429646,595429647,595429648,595429649,595429650,595429651,595429652,595429653,595429654,595429655,595429656,595429657,595429658,595429659,595429660,595429661,595429662,595429663,595429664,595429665,595429666,595429667,595429668,595429669,595429670,595429671,595429672,595429673,595429674,595429675,push
595429425,e8bc116ea417361a5c055e154b4fabf6c5736135,306,master,canceled,0,,595429426,595429427,595429428,595429429,595429430,595429431,595429432,595429433,595429434,595429435,595429436,595429437,595429438,595429439,595429440,595429441,595429442,595429443,595429444,595429445,595429446,595429447,595429448,595429449,595429450,595429451,595429452,595429453,595429454,595429455,595429456,595429457,595429458,595429459,595429460,595429461,595429462,595429463,595429464,595429465,595429466,595429467,595429468,595429469,595429470,pull_request
595429379,0f1e31cacb93925f844aa5b7a1e8af58b4bd1509,,bugfix/gem-dir,canceled,0,,595429380,595429381,595429382,595429383,595429384,595429385,595429386,595429387,595429388,595429389,595429390,595429391,595429392,595429393,595429394,595429395,595429396,595429397,595429398,595429399,595429400,595429401,595429402,595429403,595429404,595429405,595429406,595429407,595429408,595429409,595429410,595429411,595429412,595429413,595429414,595429415,595429416,595429417,595429418,595429419,595429420,595429421,595429422,595429423,595429424,push
595426010,dd7d9a4de66b2ff820024da41f224aee77cbf302,305,master,canceled,6209,2019-10-09 03:43:55 UTC,595426011,595426012,595426013,595426014,595426015,595426016,595426017,595426018,595426019,595426020,595426021,595426022,595426023,595426024,595426025,595426026,595426027,595426028,595426029,595426030,595426031,595426032,595426033,595426034,595426035,595426036,595426037,595426038,595426039,595426040,595426041,595426042,595426043,595426044,595426045,595426046,595426047,595426048,595426049,595426050,595426051,595426052,595426053,595426054,595426055,pull_request
595425964,c1aa7628c38a9af4066342549b88744882ef9605,,bugfix/data-types,canceled,0,,595425965,595425966,595425967,595425968,595425969,595425970,595425971,595425972,595425973,595425974,595425975,595425976,595425977,595425978,595425979,595425980,595425981,595425982,595425983,595425984,595425985,595425986,595425987,595425988,595425989,595425990,595425991,595425992,595425993,595425994,595425995,595425996,595425997,595425998,595425999,595426000,595426001,595426002,595426003,595426004,595426005,595426006,595426007,595426008,595426009,push
595399277,0a8080e64e4644e99e301bf2d2a2a36fcfc3af36,307,master,canceled,2327,2019-10-09 03:33:10 UTC,595399278,595399279,595399280,595399281,595399282,595399283,595399284,595399285,595399286,595399287,595399288,595399289,595399290,595399291,595399292,595399293,595399294,595399295,595399296,595399297,595399298,595399299,595399300,595399301,595399302,595399303,595399304,595399305,595399306,595399307,595399308,595399309,595399310,595399311,595399312,595399313,595399314,595399315,595399316,595399317,595399318,595399319,595399320,595399321,595399322,pull_request
595398944,190ac69b62c095075f175a7028c18a5649e758fc,306,master,errored,4880,2019-10-09 03:11:45 UTC,595398945,595398946,595398947,595398948,595398949,595398950,595398951,595398952,595398953,595398954,595398955,595398956,595398957,595398958,595398959,595398960,595398961,595398962,595398963,595398964,595398965,595398966,595398967,595398968,595398969,595398970,595398971,595398972,595398973,595398974,595398975,595398976,595398977,595398978,595398979,595398980,595398981,595398982,595398983,595398984,595398985,595398986,595398987,595398988,595398989,pull_request
595398752,146b9637b42ce3bc14229f3b39014bf0aeb6b8c2,305,master,failed,12311,2019-10-09 02:18:11 UTC,595398753,595398754,595398755,595398756,595398757,595398758,595398759,595398760,595398761,595398762,595398763,595398764,595398765,595398766,595398767,595398768,595398769,595398770,595398771,595398772,595398773,595398774,595398775,595398776,595398777,595398778,595398779,595398780,595398781,595398782,595398783,595398784,595398785,595398786,595398787,595398788,595398789,595398790,595398791,595398792,595398793,595398794,595398795,595398796,595398797,pull_request
595398388,70add5591221b2c7b9ef159e133e8bc3e4cd833e,,chore/fix-assets-sourcemap-specs,errored,4778,2019-10-09 01:58:46 UTC,595398389,595398390,595398391,595398392,595398393,595398394,595398395,595398396,595398397,595398398,595398399,595398400,595398401,595398402,595398403,595398404,595398405,595398406,595398407,595398408,595398409,595398410,595398411,595398412,595398413,595398414,595398415,595398416,595398417,595398418,595398419,595398420,595398421,595398422,595398423,595398424,595398425,595398426,595398427,595398428,595398429,595398430,595398431,595398432,595398433,push
595395716,2008d89783d5a864646acadaee23e84822e3a191,,bugfix/gem-dir,errored,4771,2019-10-09 01:36:30 UTC,595395717,595395718,595395719,595395720,595395721,595395722,595395723,595395724,595395725,595395726,595395727,595395728,595395729,595395730,595395731,595395732,595395733,595395734,595395735,595395736,595395737,595395738,595395739,595395740,595395741,595395742,595395743,595395744,595395745,595395746,595395747,595395748,595395749,595395750,595395751,595395752,595395753,595395754,595395755,595395756,595395757,595395758,595395759,595395760,595395761,push
595394005,8285d09aa5e73929b0a5b59c2bc70af76f119db9,,bugfix/data-types,canceled,6625,2019-10-09 00:58:11 UTC,595394006,595394007,595394008,595394009,595394010,595394011,595394012,595394013,595394014,595394015,595394016,595394017,595394018,595394019,595394020,595394021,595394022,595394023,595394024,595394025,595394026,595394027,595394028,595394029,595394030,595394031,595394032,595394033,595394034,595394035,595394036,595394037,595394038,595394039,595394040,595394041,595394042,595394043,595394044,595394045,595394046,595394047,595394048,595394049,595394050,push
595387674,a5acc0b73f261bced9340a94a7376ec0c690978b,,bugfix/data-types,canceled,6213,2019-10-09 00:35:44 UTC,595387675,595387676,595387677,595387678,595387679,595387680,595387681,595387682,595387683,595387684,595387685,595387686,595387687,595387688,595387689,595387690,595387691,595387692,595387693,595387694,595387695,595387696,595387697,595387698,595387699,595387700,595387701,595387702,595387703,595387704,595387705,595387706,595387707,595387708,595387709,595387710,595387711,595387712,595387713,595387714,595387715,595387716,595387717,595387718,595387719,push
595344972,98e160a48e10ff27fd633e065f54ae6600080ff7,,master,errored,15527,2019-10-08 22:32:42 UTC,595344973,595344974,595344975,595344976,595344977,595344978,595344979,595344980,595344981,595344982,595344983,595344984,595344985,595344986,595344987,595344988,595344989,595344990,595344991,595344992,595344993,595344994,595344995,595344996,595344997,595344998,595344999,595345000,595345001,595345002,595345003,595345004,595345005,595345006,595345007,595345008,595345009,595345010,595345011,595345012,595345013,595345014,595345015,595345016,595345017,push
578963831,cdb9e15f9840da4b5e909dc29b68c70ffa996a36,,master,failed,22166,2019-08-30 19:58:07 UTC,578963832,578963833,578963834,578963835,578963836,578963837,578963838,578963839,578963840,578963841,578963842,578963843,578963844,578963845,578963846,578963847,578963848,578963849,578963850,578963851,578963852,578963853,578963854,578963855,578963856,578963857,578963858,578963859,578963860,578963861,578963862,578963863,578963864,578963865,578963866,578963867,578963868,578963869,578963870,578963871,578963872,578963873,578963874,578963875,578963876,push
569598973,e85540544296b06bf71e62db242d0c255e7552a9,,master,passed,13921,2019-08-09 00:13:22 UTC,569598974,569598975,569598976,569598977,569598978,569598979,569598980,569598981,569598982,569598983,569598984,569598985,569598986,569598987,569598988,569598989,569598990,569598991,569598992,569598993,569598994,569598995,569598996,569598997,569598998,569598999,569599000,569599001,569599002,569599003,569599004,569599005,569599006,569599007,569599008,569599009,569599010,569599011,569599012,569599013,569599014,569599015,569599016,569599017,569599018,push
569494534,3e231942c1cb0c17093f477eee9951f25cbf6e42,,master,failed,15657,2019-08-08 19:37:00 UTC,569494535,569494536,569494537,569494538,569494539,569494540,569494541,569494542,569494543,569494544,569494545,569494546,569494547,569494548,569494549,569494550,569494551,569494552,569494553,569494554,569494555,569494556,569494557,569494558,569494559,569494560,569494561,569494562,569494563,569494564,569494565,569494566,569494567,569494568,569494569,569494570,569494571,569494572,569494573,569494574,569494575,569494576,569494577,569494578,569494579,push
569491358,4c50edcf3bbae377bb65b886f190e4624ae63e96,,master,failed,10807,2019-08-08 18:45:36 UTC,569491359,569491360,569491361,569491362,569491363,569491364,569491365,569491366,569491367,569491368,569491369,569491370,569491371,569491372,569491373,569491374,569491375,569491376,569491377,569491378,569491379,569491380,569491381,569491382,569491383,569491384,569491385,569491386,569491387,569491388,569491389,569491390,569491391,569491392,569491393,569491394,569491395,569491396,569491397,569491398,569491399,569491400,569491403,569491404,569491405,push
569475646,af5a9f9cb6bc87216a2dac631bb4e0c0153ba3ca,,normalize-https,failed,10696,2019-08-08 17:59:44 UTC,569475647,569475648,569475649,569475650,569475651,569475652,569475653,569475654,569475655,569475656,569475657,569475658,569475659,569475660,569475661,569475662,569475663,569475664,569475665,569475666,569475667,569475668,569475669,569475670,569475671,569475672,569475673,569475674,569475675,569475676,569475677,569475678,569475679,569475680,569475681,569475682,569475683,569475684,569475685,569475686,569475687,569475688,569475689,569475690,569475693,push
569425338,58a85f6e757766cd046ea10f43ae26e7c0e636b6,304,master,passed,9317,2019-08-08 17:40:40 UTC,569425339,569425340,569425341,569425342,569425343,569425344,569425345,569425346,569425347,569425348,569425349,569425350,569425351,569425352,569425353,569425354,569425356,569425357,569425358,569425360,569425361,569425362,569425363,569425364,569425365,569425366,569425367,569425368,569425369,569425370,569425371,569425372,569425373,569425374,569425375,569425376,569425377,569425378,569425379,569425382,569425385,569425386,569425393,569425394,569425395,pull_request
569425235,113dceafaab29cc6cb5603b7ba88382ea9156c72,,client-side-logging,passed,10037,2019-08-08 16:53:23 UTC,569425236,569425237,569425238,569425239,569425240,569425241,569425242,569425243,569425244,569425245,569425246,569425247,569425248,569425249,569425250,569425251,569425252,569425253,569425254,569425255,569425256,569425257,569425258,569425259,569425260,569425261,569425262,569425263,569425264,569425265,569425266,569425267,569425268,569425269,569425270,569425271,569425272,569425273,569425274,569425275,569425276,569425277,569425278,569425279,569425280,push
569420375,e9b7ccd942d6ce9eff3300e32127f715bfe505b8,304,master,canceled,0,,569420376,569420377,569420378,569420379,569420380,569420381,569420382,569420383,569420384,569420385,569420386,569420387,569420388,569420389,569420390,569420391,569420392,569420393,569420394,569420395,569420396,569420397,569420398,569420399,569420400,569420401,569420402,569420403,569420404,569420405,569420406,569420407,569420408,569420409,569420410,569420411,569420412,569420413,569420414,569420415,569420416,569420417,569420418,569420419,569420420,pull_request
569420327,c4b02716363a098a2367a255b04edf0dfe1fb6f5,,client-side-logging,canceled,0,,569420328,569420329,569420330,569420331,569420332,569420333,569420334,569420335,569420336,569420337,569420338,569420339,569420340,569420341,569420342,569420343,569420344,569420345,569420346,569420347,569420348,569420349,569420350,569420351,569420352,569420353,569420354,569420355,569420356,569420357,569420358,569420359,569420360,569420361,569420362,569420363,569420364,569420365,569420366,569420367,569420368,569420369,569420370,569420371,569420372,push
569412156,1217307962868c1bd986acc6884fbaca8b6f9d93,,master,passed,10917,2019-08-08 15:34:10 UTC,569412157,569412158,569412159,569412160,569412161,569412162,569412163,569412164,569412165,569412166,569412167,569412168,569412169,569412170,569412171,569412172,569412173,569412174,569412175,569412176,569412177,569412178,569412179,569412180,569412181,569412182,569412183,569412184,569412185,569412186,569412187,569412188,569412189,569412190,569412191,569412192,569412193,569412194,569412195,569412196,569412197,569412198,569412199,569412200,569412201,push
