build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758810457,32f44e50d37cc59ceb54028b7414e0713ef2dade,472,master,errored,7629,2021-02-13 10:23:01 UTC,758810458,758810459,758810460,758810461,758810462,758810463,758810464,758810465,758810466,758810467,758810468,758810469,758810470,758810471,758810472,758810473,758810474,758810475,758810476,758810477,pull_request
757443617,50ccee97fe787efe3cc32f66ae63bce792d8562d,,dependabot/maven/jaxrpc/jaxrpc-security/org.apache.ant-ant-1.10.9,failed,9841,2021-02-04 07:18:11 UTC,757443618,757443619,757443620,757443621,757443622,757443623,757443624,757443625,757443626,757443627,757443628,757443629,757443630,757443631,757443632,757443633,757443634,757443635,757443636,757443637,push
757443589,0c908807a5706c277060a57bd8e2851704c2e727,471,master,failed,10073,2021-02-03 20:28:21 UTC,757443590,757443591,757443592,757443593,757443594,757443595,757443596,757443597,757443598,757443599,757443600,757443601,757443602,757443603,757443604,757443605,757443606,757443607,757443608,757443609,pull_request
735276940,4b29e1afd89d02c3089e5322b4261ccb2b3811ef,469,master,failed,9711,2020-10-13 22:42:03 UTC,735276941,735276942,735276943,735276944,735276945,735276946,735276947,735276948,735276949,735276950,735276951,735276952,735276953,735276954,735276955,735276956,735276957,735276958,735276959,735276960,pull_request
735276915,2cfacb2e4ecbdd1fcf2f7f73ce834c6b2038885a,,dependabot/maven/junit-junit-4.13.1,failed,9852,2020-10-13 19:49:17 UTC,735276916,735276917,735276918,735276919,735276920,735276921,735276922,735276923,735276924,735276925,735276926,735276927,735276928,735276929,735276930,735276931,735276932,735276933,735276934,735276935,push
735275794,b51640b1d524059c7bdae8756e743e002781eb0c,468,master,failed,9881,2020-10-13 15:32:06 UTC,735275795,735275796,735275797,735275798,735275799,735275800,735275801,735275802,735275803,735275804,735275805,735275806,735275807,735275808,735275809,735275810,735275811,735275812,735275813,735275814,pull_request
735275739,df7fc338366affc980d0c02e79fb502543682c2c,,dependabot/maven/jaspic/common/junit-junit-4.13.1,failed,9917,2020-10-13 12:19:19 UTC,735275740,735275741,735275742,735275743,735275744,735275745,735275746,735275747,735275748,735275750,735275751,735275753,735275754,735275755,735275756,735275758,735275759,735275761,735275764,735275768,push
735275708,72ef58eac87d56d6481c1b1565ff7309f429b9e4,,dependabot/maven/ejb/embeddable/junit-junit-4.13.1,failed,9776,2020-10-13 09:30:02 UTC,735275709,735275710,735275711,735275712,735275713,735275714,735275715,735275716,735275717,735275718,735275719,735275720,735275721,735275722,735275723,735275724,735275725,735275726,735275727,735275728,push
735275676,411e9484725216ad07bcad1a92ca9224d2f5cae7,467,master,failed,9829,2020-10-13 06:39:17 UTC,735275677,735275678,735275679,735275680,735275681,735275682,735275683,735275684,735275685,735275686,735275687,735275688,735275689,735275690,735275691,735275693,735275694,735275696,735275698,735275699,pull_request
735159460,58ca18f75b59fd5d9926107b54239fe0e1e56784,,dependabot/maven/test-utils/junit-junit-4.13.1,failed,9787,2020-10-13 00:20:25 UTC,735159461,735159462,735159463,735159464,735159465,735159466,735159467,735159468,735159469,735159470,735159471,735159472,735159473,735159474,735159475,735159476,735159477,735159478,735159479,735159480,push
735159439,a2b25ad6a6280cee923badd1dbc7077db3a86d03,466,master,failed,9774,2020-10-12 21:26:51 UTC,735159440,735159441,735159442,735159443,735159444,735159445,735159446,735159447,735159448,735159449,735159450,735159451,735159452,735159453,735159454,735159455,735159456,735159457,735159458,735159459,pull_request
727134169,4ff16a8dc4efe3338b4408ce6b89fe372ece966d,,master,failed,10173,2020-09-14 19:10:12 UTC,727134170,727134171,727134172,727134173,727134174,727134175,727134176,727134177,727134178,727134179,727134180,727134181,727134182,727134183,727134184,727134185,727134186,727134187,727134188,727134189,push
727131826,bf5f5df1033b6d25bf0e64857c1f2dfc0ac68912,,dependabot/maven/jaxrpc/jaxrpc-security/org.apache.ant-ant-1.9.15,errored,419,2020-09-14 18:56:30 UTC,727131827,727131828,727131829,727131830,727131831,727131832,727131833,727131834,727131835,727131836,727131837,727131838,727131839,727131840,727131841,727131842,727131843,727131844,727131845,727131846,push
727131789,9204e17901f8b98279fe0ec45a078e13d9043070,465,master,errored,1217,2020-09-14 18:29:37 UTC,727131791,727131792,727131793,727131794,727131795,727131796,727131797,727131798,727131799,727131800,727131801,727131802,727131803,727131804,727131805,727131806,727131807,727131808,727131809,727131810,pull_request
695138483,c980615fb4204dfe19fec6a022219b3dfd214594,,master,failed,10081,2020-06-05 20:47:45 UTC,695138484,695138485,695138486,695138487,695138488,695138489,695138490,695138491,695138492,695138493,695138494,695138495,695138496,695138497,695138498,695138499,695138500,695138501,695138502,695138503,push
695138338,5f7e6b83dd6f0af5ef480f05824471e63ed929a7,,master,canceled,0,,695138339,695138340,695138341,695138342,695138343,695138344,695138345,695138346,695138347,695138348,695138349,695138350,695138351,695138352,695138353,695138354,695138355,695138356,695138357,695138358,push
695134021,7e0d376da89648096990cfeb578e83524fe9b9f9,,master,canceled,0,,695134022,695134023,695134024,695134025,695134026,695134027,695134028,695134029,695134030,695134033,695134034,695134035,695134036,695134037,695134038,695134039,695134040,695134041,695134042,695134043,push
695133879,77f02434964f780fe6576aff645c2ce3d5810a53,,master,canceled,0,,695133880,695133881,695133882,695133883,695133884,695133885,695133886,695133887,695133888,695133889,695133890,695133891,695133892,695133893,695133894,695133895,695133896,695133897,695133898,695133899,push
695133740,b0a14d0bc4fc14e93861fbc61cc1f985a675f551,462,master,errored,428,2020-06-05 20:34:27 UTC,695133741,695133742,695133743,695133744,695133745,695133746,695133747,695133748,695133751,695133753,695133754,695133758,695133759,695133760,695133761,695133762,695133765,695133766,695133767,695133768,pull_request
695133614,ba04eb37d08a4a04bee39269a156b702e645fab5,,dependabot/maven/jaspic/common/net.sourceforge.htmlunit-htmlunit-2.37.0,errored,404,2020-06-05 20:21:21 UTC,695133615,695133616,695133617,695133618,695133619,695133620,695133621,695133622,695133623,695133624,695133625,695133626,695133627,695133628,695133629,695133630,695133631,695133632,695133633,695133634,push
695133266,be7d1b2065f571e85d3fe95c8acd80ddeb888205,,master,failed,9384,2020-06-05 17:38:30 UTC,695133267,695133268,695133269,695133270,695133271,695133272,695133273,695133274,695133275,695133276,695133277,695133278,695133279,695133280,695133281,695133282,695133283,695133284,695133285,695133286,push
691526781,75235088d5680b2c0272662dcfa0a9d42b382119,464,master,failed,9305,2020-05-26 23:07:18 UTC,691526782,691526783,691526784,691526785,691526786,691526787,691526788,691526789,691526790,691526791,691526792,691526793,691526794,691526795,691526796,691526797,691526798,691526799,691526800,691526801,pull_request
689808338,2cde56ccba0bd05c09bb8e3a20998e801234a462,463,master,errored,8704,2020-05-22 05:27:59 UTC,689808339,689808340,689808341,689808342,689808343,689808344,689808345,689808346,689808347,689808348,689808349,689808350,689808351,689808352,689808353,689808354,689808355,689808356,689808357,689808358,pull_request
