build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
350797693,e6c51e9cdaea9bacd1daa2ae426d63b58a8daa40,,master,errored,53012,2018-03-08 13:28:21 UTC,350797694,350797695,350797696,350797697,350797698,350797699,350797700,350797701,350797702,350797703,350797704,350797705,350797706,350797707,350797708,350797709,350797710,350797711,push
350728347,61a4142f1aa4e077363001a495a949ff34cc6386,2702,master,errored,633,2018-03-08 12:39:34 UTC,350728348,350728349,350728351,350728353,350728355,350728357,350728358,350728359,350728360,350728361,350728362,350728363,350728364,350728365,350728366,350728368,350728370,350728372,pull_request
350724119,2a3771bf2b008888d7262149f02f1b0f22043981,2708,master,errored,45062,2018-03-08 09:51:09 UTC,350724120,350724121,350724122,350724123,350724124,350724126,350724127,350724129,350724130,350724131,350724132,350724133,350724134,350724135,350724136,350724137,350724138,350724139,pull_request
350722829,e99c5f6a1617d07ef890580e4e63db36dec20d07,2708,master,errored,45228,2018-03-08 08:35:43 UTC,350722830,350722831,350722832,350722833,350722834,350722835,350722836,350722837,350722838,350722839,350722840,350722841,350722842,350722843,350722844,350722845,350722846,350722847,pull_request
350654807,43b9f735da26ec7a244f2a62cb28845bb0266824,2716,master,errored,45097,2018-03-08 04:54:10 UTC,350654808,350654809,350654810,350654811,350654812,350654813,350654814,350654817,350654821,350654822,350654823,350654824,350654825,350654826,350654827,350654828,350654829,350654832,pull_request
350480302,f08b46ad1685805601d61ce3d5e1b3e333a930f0,,master,errored,48576,2018-03-08 04:32:36 UTC,350480303,350480308,350480311,350480312,350480313,350480314,350480315,350480316,350480317,350480318,350480319,350480320,350480322,350480330,350480332,350480333,350480334,350480339,push
350432652,770c5bc3f2da5e74001021e4434e1f2abed4c722,2713,master,errored,2762,2018-03-07 18:55:32 UTC,350432653,350432656,350432658,350432660,350432661,350432662,350432668,350432670,350432671,350432672,350432673,350432674,350432675,350432676,350432677,350432678,350432679,350432680,pull_request
350429796,2a130f5ad8ad93004984653c36235608c967442f,2713,master,errored,44969,2018-03-07 17:26:52 UTC,350429799,350429802,350429803,350429804,350429810,350429815,350429817,350429819,350429821,350429822,350429823,350429824,350429825,350429826,350429827,350429828,350429829,350429832,pull_request
350068150,17e014716368c51a06ef2943de3719eadc6094c3,,master,errored,46040,2018-03-06 23:22:58 UTC,350068151,350068153,350068155,350068156,350068158,350068160,350068161,350068162,350068163,350068164,350068165,350068166,350068167,350068168,350068169,350068170,350068171,350068172,push
350066324,19565de69b33899863864be9e6083ff2dd822bf0,2709,master,errored,6621,2018-03-06 22:59:51 UTC,350066325,350066326,350066327,350066328,350066329,350066330,350066331,350066332,350066333,350066334,350066335,350066336,350066337,350066338,350066339,350066340,350066341,350066342,pull_request
349853593,37ef6e985cd30b18ac7257ba5d8e97d25400bf26,2708,master,errored,47032,2018-03-06 18:55:27 UTC,349853595,349853600,349853601,349853602,349853609,349853610,349853612,349853620,349853621,349853623,349853626,349853628,349853629,349853633,349853634,349853637,349853638,349853639,pull_request
349626252,989f2aca3431ca5f040e859e6cf68fa4402fbda0,,master,passed,46531,2018-03-06 11:14:40 UTC,349626253,349626254,349626255,349626256,349626257,349626258,349626259,349626260,349626261,349626262,349626263,349626264,349626265,349626266,349626267,349626268,349626269,349626270,push
349612079,a9a2b9bc10188fa33ba1fa355c53922ef152ccd5,,master,errored,38293,2018-03-06 02:29:24 UTC,349612080,349612081,349612082,349612084,349612085,349612086,349612087,349612088,349612089,349612090,349612092,349612093,349612095,349612096,349612097,349612098,push
349596722,943347c26fd5497844ac16b37de43a1d1cad7526,2692,master,errored,2748,2018-03-06 01:24:00 UTC,349596723,349596724,349596725,349596726,349596729,349596732,349596735,349596739,349596741,349596742,349596743,349596744,349596745,349596746,349596747,349596748,pull_request
349577000,7d4c41bfd1d02de4840bdcce2b55761e00843429,2692,master,canceled,0,,349577001,349577002,349577003,349577004,349577005,349577006,349577007,349577008,349577009,349577010,349577011,349577012,349577013,349577014,349577015,349577017,pull_request
349576627,7aae8fc872993798481b8dcbf42486aae3f862da,2692,master,errored,36219,2018-03-06 00:01:49 UTC,349576628,349576629,349576630,349576631,349576632,349576633,349576634,349576635,349576636,349576640,349576641,349576642,349576643,349576645,349576646,349576648,pull_request
349278263,b8d68e6d178e7ea23ad4b29bef57125fb3ddf663,2702,master,failed,46402,2018-03-05 14:40:40 UTC,349278265,349278267,349278269,349278271,349278272,349278273,349278275,349278277,349278278,349278279,349278281,349278282,349278283,349278284,349278285,349278287,pull_request
349264410,a3570e9feb2c7e21598e493cf6e73fd217e4c384,2702,master,canceled,0,,349264411,349264415,349264419,349264423,349264426,349264429,349264431,349264436,349264437,349264438,349264440,349264442,349264444,349264445,349264447,349264449,pull_request
349217825,52660976b95039a0e43b7d404fbe552fb78a685a,,master,failed,40853,2018-03-06 02:00:24 UTC,349217826,349217827,349217828,349217829,349217830,349217831,349217832,349217833,349217834,349217835,349217836,349217837,349217838,349217839,349217840,349217841,push
349207068,51da1fd40b0adad2ca78a0b6dcbdb2c6fdb416e9,2701,master,canceled,460,2018-03-05 11:38:06 UTC,349207069,349207070,349207071,349207072,349207073,349207074,349207075,349207076,349207077,349207078,349207079,349207080,349207081,349207082,349207083,349207084,pull_request
349175200,24b5d5c38214f4043516ace61f248097ec14802c,,master,errored,42093,2018-03-05 09:01:49 UTC,349175201,349175202,349175203,349175204,349175205,349175206,349175207,349175208,349175209,349175210,349175211,349175212,349175213,349175214,349175215,349175216,push
349175179,253a9693b4a18a155143d9994ba6731d2080c3c8,2699,master,errored,632,2018-03-05 08:56:37 UTC,349175180,349175181,349175182,349175183,349175184,349175185,349175186,349175187,349175188,349175189,349175190,349175191,349175192,349175193,349175194,349175195,pull_request
349171913,2881766fba28b7ff57e81c1775a7fa65ffda662f,,master,canceled,0,,349171914,349171915,349171916,349171917,349171919,349171921,349171922,349171923,349171924,349171925,349171926,349171927,349171928,349171929,349171930,349171931,push
349171823,f31325d1e55ef072907aaeb0b2dc3804d5fb1ce2,2698,master,errored,590,2018-03-05 08:50:56 UTC,349171824,349171825,349171826,349171827,349171828,349171829,349171830,349171831,349171832,349171833,349171834,349171835,349171836,349171837,349171838,349171839,pull_request
349170848,c669e63f2aae392d6bf44830c9d1fdb943b6f682,,master,canceled,0,,349170849,349170850,349170851,349170852,349170853,349170854,349170855,349170856,349170857,349170858,349170859,349170860,349170861,349170862,349170863,349170864,push
