build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
712809931,c63f33f8446fa9dc5dabc26e701782916785d4ee,,v1.6.1,passed,88,2020-07-29 05:43:34 UTC,712809932,push
712809927,c63f33f8446fa9dc5dabc26e701782916785d4ee,,master,passed,92,2020-07-29 05:43:32 UTC,712809928,push
712778259,c44a50e520eee8a6652c32c357b7f4ece1a0fa12,,master,passed,89,2020-07-29 02:40:45 UTC,712778260,push
712021175,c29717216384761e66044f7edd0205e6a1642514,257,master,passed,92,2020-07-26 22:45:26 UTC,712021176,pull_request
629407404,585818f3af73e6a14c69ffd7b94108b258360e13,,master,passed,86,2019-12-25 15:29:49 UTC,629407405,push
629374395,2b0794a2de8097bc32ebd1704240c16131410dc8,256,master,passed,92,2019-12-25 12:55:26 UTC,629374396,pull_request
619441856,a71379798266085bedad5fbd17f81b7fd43c1988,,master,passed,110,2019-12-02 04:46:07 UTC,619441857,push
619154180,d3ef1360c730eb0b223c36f7df9350ebfa6bbdf5,254,master,passed,112,2019-12-01 06:46:49 UTC,619154181,pull_request
619151578,12dfdab16c85a6fadff8e63649792ad92796776b,254,master,failed,112,2019-12-01 06:26:28 UTC,619151579,pull_request
576910419,982f7233d26b2c5866289130070ed4c3ab075cd0,,master,passed,114,2019-08-26 16:46:12 UTC,576910420,push
576863784,feed5ebdc1e4f4e5ca274979eaa15e3be289ad3f,252,master,passed,99,2019-08-26 15:06:04 UTC,576863785,pull_request
551859611,b18b71b3bd4011c8a2ad92a9adcae11600718971,,master,passed,98,2019-06-28 16:35:32 UTC,551859612,push
551835178,f18d2b7624e33b39e3fe5aa0e04b1546eb5d6752,251,master,passed,103,2019-06-28 15:36:46 UTC,551835179,pull_request
465772586,41cada7b2357faf77db3cdcd40640133e4f06aa4,250,master,passed,112,2018-12-10 01:01:16 UTC,465772587,pull_request
355541851,b5ec0d8f080dab62fa2306b8ba1a358cea60846c,249,master,passed,129,2018-03-19 19:58:37 UTC,355541852,pull_request
291440296,3ce5a4ca0eebe6cb23257ff0eeed6fd6a50023a5,245,master,passed,107,2017-10-23 09:14:04 UTC,291440298,pull_request
264593944,f8930db90b47b8c720e75aeaba4bd89dd6738743,241,master,passed,104,2017-08-15 02:43:08 UTC,264593945,pull_request
259701172,e0ebde4d3a4fa840f09ff1390bd4ed3d1ed097dd,240,master,passed,143,2017-08-01 09:55:00 UTC,259701173,pull_request
259700409,efedaf355500809af84bfe9d96b4b61485323d9e,240,master,passed,100,2017-08-01 09:50:49 UTC,259700410,pull_request
259680568,ec3b1b1d07c215242d7c12477fdde244b64c6714,240,master,passed,107,2017-08-01 08:39:56 UTC,259680569,pull_request
258600340,377fc7b090ea8515e3ea6d8155f5acb0dd527021,239,master,passed,117,2017-07-28 15:12:47 UTC,258600343,pull_request
244648448,a86783132a0baaa4a8cd2dda615bc5d67d62905c,,master,passed,99,2017-06-19 18:57:23 UTC,244648449,push
244416410,c772ac1c139d143da5ebf7140c5c9a43ff76ff0e,237,master,passed,106,2017-06-19 07:43:15 UTC,244416411,pull_request
239832607,d6ebc42d037ae410b46aaf7322d37d71daccf393,236,master,passed,110,2017-06-06 05:08:16 UTC,239832608,pull_request
239518730,49558319be85b528ef044aeba5953a09ba7dc741,236,master,passed,106,2017-06-05 09:21:21 UTC,239518731,pull_request
239258596,58b80be3cf1295d335287ca4257b23ff1976e1c1,236,master,passed,110,2017-06-04 09:00:51 UTC,239258597,pull_request
239257783,1756b90dd7cf797c904b26efb1f03d4a099a630e,236,master,failed,116,2017-06-04 08:54:34 UTC,239257784,pull_request
239256497,455758985759a6bd5048e62cffd8f85627dd0804,236,master,passed,103,2017-06-04 08:43:43 UTC,239256498,pull_request
239255864,8a1e1316232f28f9d30e9e87c4e96fb3a5932f3d,236,master,failed,108,2017-06-04 08:39:43 UTC,239255865,pull_request
239234262,d43722634a165f850d8268c63437151e43529bbd,236,master,failed,104,2017-06-04 05:41:19 UTC,239234263,pull_request
239233489,f2d494d43d130d52fa503dfd17f0bf351dde53f3,236,master,failed,112,2017-06-04 05:32:49 UTC,239233490,pull_request
239228493,4e9db785875399899c0572b96b0bd77305c63476,236,master,failed,103,2017-06-04 04:49:32 UTC,239228494,pull_request
239226781,bd211a12c29b01cb459ae7d34de509037637c8a6,236,master,failed,109,2017-06-04 04:31:14 UTC,239226782,pull_request
239225033,df330ede9decb968924ff90f226aaed097e71b40,236,master,failed,102,2017-06-04 04:12:12 UTC,239225034,pull_request
239223207,fe1bc5bfd572bc8e56ad6d83bb79917e9eb99c3d,236,master,failed,115,2017-06-04 04:00:10 UTC,239223208,pull_request
239222948,5da65836d179dab8cb97c1a5debdaebaae367fdc,236,master,failed,109,2017-06-04 03:57:41 UTC,239222949,pull_request
239035787,a5f65f4f28f18241baa730a54924468304b09eff,236,master,passed,110,2017-06-03 09:08:27 UTC,239035788,pull_request
233464896,ad752a48aca64c578189154831f9d10a637fbcdf,,v1.5.8,passed,106,2017-05-18 01:58:46 UTC,233464897,push
233464890,ad752a48aca64c578189154831f9d10a637fbcdf,,master,passed,107,2017-05-18 01:58:48 UTC,233464891,push
233348015,62521df009f7d37464101089568a64215b4b5542,,master,passed,118,2017-05-17 18:33:15 UTC,233348016,push
232743604,126d9dbfc3813d006dc203145cc7c5072fed0240,232,master,passed,106,2017-05-16 09:00:25 UTC,232743605,pull_request
231806123,d05e15d7aab3300eea5c9ebd7497ecd9a4d31773,,master,passed,117,2017-05-13 06:32:57 UTC,231806124,push
231085403,c15f2c8e889b41b15a195ec3eeb65b162f6169a6,231,master,passed,112,2017-05-11 09:23:22 UTC,231085405,pull_request
184845961,ba12914514da8b2475291e408e49ba8fe912deec,,master,passed,79,2016-12-17 22:51:19 UTC,184845962,push
180352942,30cabb43c1bcea60553fcc3cd0dbac3d96dafbd3,224,master,passed,90,2016-12-01 10:23:04 UTC,180352943,pull_request
180165073,8f81b098c0a95755358121b434aa276a7a797227,226,master,passed,83,2016-11-30 18:11:29 UTC,180165074,pull_request
180163949,5ba270ac70260b7fe19636604ee8aa5ba1a3b34b,226,master,passed,87,2016-11-30 18:12:01 UTC,180163950,pull_request
172727571,e4cabd0d040d641354467ad42f9f93201b247310,,master,passed,127,2016-11-02 19:17:30 UTC,172727572,push
172326585,d71fc89b90b2b18cf2ff9392081ead87ea799842,225,master,passed,82,2016-11-01 15:46:05 UTC,172326586,pull_request
171012250,65ed129ecab524d8d2771476096efafcc6f875db,224,master,passed,96,2016-10-27 07:28:10 UTC,171012251,pull_request
170933083,caa1fc43c3e9b159db1014ab9bf3acaf71487706,224,master,passed,87,2016-10-26 22:21:35 UTC,170933084,pull_request
170798472,41807cef41fa231c9834ebe5b472838376ccf9d1,224,master,passed,91,2016-10-26 14:51:03 UTC,170798473,pull_request
166090331,8889e40c2a77a233edee2a07b6f82633e4a8d1cc,,v1.5.7,passed,97,2016-10-08 18:48:44 UTC,166090332,push
166090329,8889e40c2a77a233edee2a07b6f82633e4a8d1cc,,master,passed,96,2016-10-08 18:48:45 UTC,166090330,push
166090054,844c85e77346aa6412db9262df87dfc927393601,,master,passed,95,2016-10-08 18:46:11 UTC,166090055,push
163341286,909914b580182831845a15cec70fcafa9927ff8c,222,master,passed,97,2016-09-28 09:01:59 UTC,163341287,pull_request
161046270,994378f0b25ea02582717bd9a3908407ea7bea55,219,master,passed,114,2016-09-19 14:20:48 UTC,161046271,pull_request
160690112,37ed91e0a813e7d0da6944bad8f2114dcc16f68d,,v1.5.6,passed,104,2016-09-17 16:58:43 UTC,160690113,push
160690102,37ed91e0a813e7d0da6944bad8f2114dcc16f68d,,master,passed,105,2016-09-17 16:58:18 UTC,160690103,push
160689464,8e8f37d6c907bb24652b058a8fbade6b994692f1,,master,passed,95,2016-09-17 16:56:01 UTC,160689465,push
160633626,c7756d59b09a343c3e9e461ca0adf5f059dc8f47,218,master,passed,104,2016-09-17 08:41:15 UTC,160633627,pull_request
160632013,e049c59486150c93737c8d699c9a86c0b6cb4e34,217,master,errored,51,2016-09-17 08:19:34 UTC,160632014,pull_request
150795433,b62f2ecafe55ff8d8585f4ec8cea37c6f947c81d,213,master,errored,153,2016-08-09 00:11:53 UTC,150795434,pull_request
149280138,f7d4d1614816c98d81d9d7d387d4b6e0a9901d05,,master,passed,132,2016-08-02 19:22:30 UTC,149280139,push
144108078,b2ff1278cd80a08c158c378bf9802921d7f6259b,214,master,passed,128,2016-07-12 09:13:14 UTC,144108084,pull_request
144107272,f1de4aa2f9d8bf9603bef74939fd155b576533c6,214,master,errored,133,2016-07-12 09:08:31 UTC,144107273,pull_request
144105664,e48d28bc3b5efb5cf24124c74c8a075ef16d208f,214,master,errored,155,2016-07-12 09:00:31 UTC,144105665,144105666,pull_request
143661909,c5a0c731fc4242a64508b248cd5a9fc136ecdff2,213,master,errored,143,2016-07-10 05:19:30 UTC,143661910,143661911,pull_request
122569505,b739d86af2b3367d5f306d0fade90bc6a91fafcb,210,master,errored,200,2016-04-12 16:59:53 UTC,122569507,122569508,pull_request
122568537,208e116527c901a5fd7660604cbdd85dc9d7acec,210,master,errored,175,2016-04-12 16:55:28 UTC,122568538,122568539,pull_request
119533456,a43a08c5bc90678183b050514e926f201d221ef7,210,master,errored,177,2016-03-30 13:49:38 UTC,119533457,119533458,pull_request
112771867,686cae608574f4104b0af4f8abdb879b8c81c46a,,master,errored,222,2016-03-01 04:36:47 UTC,112771868,112771869,push
112771305,2110d12522f98bf708cc23887cd6dfc49218a4d9,,master,errored,185,2016-03-01 04:32:09 UTC,112771309,112771310,push
112770902,98c969862aed25a0630e073ff0af217fa4d9f53b,,master,errored,291,2016-03-01 04:26:39 UTC,112770904,112770905,push
111958892,6fe3198e5f0d27d4effd9a78f4eeec17df2d4270,207,master,errored,186,2016-02-26 09:14:38 UTC,111958893,111958896,pull_request
96804737,3d9e5622f9b5a9c89eddc4d9acba16c8061444fb,,master,errored,149,2016-02-13 23:42:33 UTC,96804738,96804739,push
96694506,6dd53ac65c2e256203fe422c93b57f1ea6749107,202,master,passed,279,2015-12-14 08:22:18 UTC,96694507,96694508,pull_request
96694343,f811617f8f4658cac5e62e524be3f2f3e38396af,202,master,passed,284,2015-12-14 08:21:04 UTC,96694344,96694345,pull_request
96694127,e1dfe871d5f5471045c0d6991370582cc246233b,202,master,passed,255,2015-12-14 08:19:06 UTC,96694128,96694129,pull_request
95676027,ff5d779cd5dd1bdfa154d945e499ff57448672c0,202,master,passed,279,2015-12-08 21:46:25 UTC,95676028,95676029,pull_request
95664307,ec14e0557cec97f94e6bc08263b0685a21fca08e,202,master,failed,256,2015-12-08 20:50:26 UTC,95664311,95664313,pull_request
95662518,fe9beb669c88a1e0d7efb766f5cf046a2735b745,202,master,passed,331,2015-12-08 20:40:47 UTC,95662522,95662523,pull_request
95661098,2114d1cce20c1301c943da7cfd5140fe413ed38b,202,master,passed,283,2015-12-08 20:34:47 UTC,95661099,95661100,pull_request
95364641,90d42aee4600a609efcdfdd3ceb7ced2c4090613,,master,errored,164,2015-12-09 08:10:04 UTC,95364642,95364643,push
86251773,135b295e9ed292e94ac820b50221ab75f07e31de,163,master,passed,275,2015-10-19 19:18:32 UTC,86251774,86251777,pull_request
81348792,3a70e1ea1b6c5d5e2124d41dd2348b9cc3c83bba,,master,passed,241,2015-09-21 08:36:57 UTC,81348794,81348795,push
80559116,0b81eb73a9d8e0bbdb283a81e8d5b75491cd4859,166,master,passed,254,2015-09-16 02:41:47 UTC,80559117,80559118,pull_request
80528871,303b998e99e7b7b4362c97354f5f93e497407439,,master,passed,281,2015-09-15 22:04:14 UTC,80528872,80528873,push
80528080,22e129711b69543a7a75d6c036701ea1c8e630f0,,master,passed,299,2015-09-15 21:59:25 UTC,80528081,80528082,push
80527939,a22b6e0f446550bc90c7f6476f9ee340fa34edd7,,master,passed,260,2015-09-15 21:58:38 UTC,80527941,80527945,push
80527520,a8b3b240fb01d12c4e171856ca8681b3b97fd300,,master,passed,243,2015-09-15 21:57:06 UTC,80527528,80527539,push
80488799,2dc62f85bc5848bd05f7cb12eb8d8e1568d14ced,199,master,passed,272,2015-09-15 18:21:46 UTC,80488800,80488801,pull_request
74835573,f203a0e47e213fb65ad1ce85071e9785de1a672b,,master,passed,238,2015-08-09 21:48:47 UTC,74835574,74835575,push
74832064,8a76e93ec0e43576691a77b3e58616322c603264,197,master,passed,253,2015-08-09 21:07:10 UTC,74832065,74832066,pull_request
60527261,47440d2e92928eaf9a96eed10c41674246663553,190,master,passed,313,2015-04-29 12:12:15 UTC,60527262,60527263,pull_request
60517550,b638f4221837f9402bd9ce2acd6a8d0d882b1fb2,190,master,passed,269,2015-04-29 10:43:04 UTC,60517551,60517552,pull_request
58915169,e356f782907d5329ac4f29fcad0c23f8c83eaeb4,,master,passed,281,2015-04-17 14:20:17 UTC,58915170,58915171,push
58883634,b3fa50dedc88f0b866c660259bda1c7a60179f89,188,master,passed,247,2015-04-17 09:44:41 UTC,58883636,58883638,pull_request
58596084,8d76a0b7e680e6f64bb4d4c4848358860cb75acb,,master,passed,283,2015-04-15 13:22:19 UTC,58596085,58596086,push
58538123,4926a3dc9f807652f56d8e7b763cb8cf017fa1fb,186,master,passed,257,2015-04-15 02:10:12 UTC,58538124,58538125,pull_request
58412095,0bb9dc84dc6ac2aa443c4bbfef86e13078b45c05,186,master,passed,303,2015-04-14 09:32:17 UTC,58412096,58412097,pull_request
58403684,b34d5d4a9ca74f5fc5b1176067ca24b987b050f8,186,master,passed,272,2015-04-14 08:16:02 UTC,58403686,58403688,pull_request
44486246,66df91ce955718eaa7cfec45f9b3902c41ef31eb,,master,passed,359,2014-12-18 18:04:51 UTC,44486247,44486248,push
44480811,ea35fbfce4c9ce2d8acdd4f7c0692fe9604952b8,179,master,passed,348,2014-12-18 17:16:23 UTC,44480812,44480813,pull_request
43729566,fe89dcfb41e366178d11b27cde486fd4e4c79f7c,,master,passed,360,2014-12-11 15:38:06 UTC,43729567,43729568,push
43727483,fea08e42120959d455b3fa593d214088b6bffec6,178,master,passed,251,2014-12-11 15:18:06 UTC,43727484,43727485,pull_request
43373662,57ebbaf5fa8121db3592fb4164483623afb01d3a,177,master,passed,341,2014-12-08 18:08:49 UTC,43373663,43373664,pull_request
31580750,2eed41547227ac03113613a54e8d7305fce982f0,,master,passed,307,2014-11-05 15:01:59 UTC,31580751,31580752,push
31580496,aa97018d0892a838578036ca911b23d5ca0a3f0e,174,master,passed,261,2014-08-04 01:42:33 UTC,31580497,31580498,pull_request
31580467,e566aabfac7679cbf03734b16120a7da0a4735dd,,revert-172-master,passed,274,2014-08-04 01:41:44 UTC,31580468,31580469,push
31547537,9f80805278602e2344063c7029d73873028f2f0b,,master,passed,276,2014-08-03 13:30:25 UTC,31547538,31547539,push
31283529,9006c441fdbe82d28f65600aa12afeb67e2ca354,172,master,passed,315,2014-07-30 22:31:01 UTC,31283530,31283531,pull_request
30374330,9faaf21831a44fa587bea367e6b950155f8a5605,171,master,passed,271,2014-07-20 03:06:26 UTC,30374331,30374332,pull_request
28011737,3512c4808180a7a0af82afcc9e8a7690024449a0,167,master,passed,367,2014-06-20 03:31:00 UTC,28011738,28011739,pull_request
28010647,c351cc92ae5866a1a20ca7213d3b3178521bd55a,166,master,passed,451,2014-06-20 03:04:38 UTC,28010648,28010649,pull_request
27191905,486be616e8b14f989a4598b606d3b70ca145d8f5,,master,passed,282,2014-06-10 06:03:03 UTC,27191906,27191907,push
25794530,e21a4111a406e02eb2a81aa753ad700fe3a129d2,,v1.5.4,passed,398,2014-05-22 14:50:02 UTC,25794531,25794532,push
25794518,e21a4111a406e02eb2a81aa753ad700fe3a129d2,,master,passed,356,2014-05-22 14:49:28 UTC,25794519,25794520,push
25791261,65b45f1d922b44f2e13cf72630a601fddd33db93,,master,passed,474,2014-05-22 14:13:55 UTC,25791262,25791263,push
25764847,e7b2481ea7a5aa69bce00070dcf9f1a280983b37,165,master,passed,393,2014-05-22 07:54:36 UTC,25764849,25764850,pull_request
25281707,ab856a320cdb580dc5b9bc145826bb0fe8b54dfa,164,master,passed,470,2014-05-15 21:30:36 UTC,25281708,25281709,pull_request
25269038,cbde67fc1516484d0b8f734e3e3cf7159cfb5b42,163,master,passed,715,2014-05-15 18:46:58 UTC,25269039,25269040,pull_request
23320145,1c2a47726eb2e905910525db9dd41f2e1c0fb695,,master,passed,477,2014-04-19 02:48:08 UTC,23320146,23320147,push
23319819,f54d46b6a6aea5241999c6b1414f9e8235cf0fe3,,master,passed,451,2014-04-19 02:35:37 UTC,23319820,23319821,push
20576894,d1b0d3a79ba4a1fb7dec799d1c86d0668940d08b,,v1.5.2,passed,426,2014-03-12 01:52:26 UTC,20576895,20576896,push
20576708,d1b0d3a79ba4a1fb7dec799d1c86d0668940d08b,,master,passed,450,2014-03-12 01:46:55 UTC,20576709,20576710,push
20576558,cc906c42048569d8aed0eca23b8850acefb4cac7,,agnostic,passed,510,2014-03-12 01:43:36 UTC,20576559,20576560,push
20575987,74634476067afb367e6802a8ae0cb76e1c52069c,,agnostic,passed,444,2014-03-12 01:29:31 UTC,20575988,20575989,push
