build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
463787191,20686f6a72e222ad0a6ebc6ef002a5b353a45fc6,,master,failed,8603,2018-12-05 11:06:08 UTC,463787192,463787193,463787194,463787195,463787196,463787197,463787198,463787199,463787200,463787201,463787202,463787203,463787204,463787205,push
427058175,b1f9a65d12f62c7e627ecf8c262b2c1255a91a83,859,master,errored,9855,2018-09-11 06:33:37 UTC,427058176,427058177,427058178,427058179,427058181,427058183,427058184,427058185,427058186,427058187,427058188,427058189,427058190,427058191,pull_request
424841716,b0ab1141d0c505f0a92609f02aee301a1b114575,,master,errored,11185,2018-09-05 15:36:32 UTC,424841717,424841718,424841719,424841720,424841721,424841722,424841723,424841724,424841725,424841726,424841727,424841728,424841729,424841730,push
424840463,337dce949dad3399bba6e4e0d4e7de51a49569b4,,master,errored,11135,2018-09-05 15:12:13 UTC,424840465,424840466,424840468,424840469,424840470,424840471,424840472,424840473,424840474,424840475,424840476,424840477,424840478,424840479,push
424400174,d5f06480c923a2e76be5a145cb64f697aa1d453b,,master,errored,11196,2018-09-04 15:55:24 UTC,424400175,424400176,424400177,424400178,424400179,424400180,424400181,424400182,424400183,424400184,424400185,424400186,424400187,424400188,push
424371516,0c21723896e55de116bd9205dbe72e2ee23c1a63,,master,errored,11081,2018-09-04 14:53:29 UTC,424371517,424371518,424371520,424371521,424371523,424371524,424371525,424371526,424371527,424371528,424371529,424371530,424371531,424371532,push
424007811,5d77375f2caec6fb1a0eae59715b2d133c9ea326,,master,errored,10417,2018-09-03 16:53:19 UTC,424007812,424007813,424007814,424007815,424007816,424007817,424007818,424007819,424007820,424007821,424007822,424007823,424007824,424007825,push
423969580,3c9aeb11f3c893c6e3299aff6da5dd0108b3bf43,,master,errored,10823,2018-09-03 15:04:48 UTC,423969581,423969582,423969583,423969584,423969585,423969586,423969587,423969588,423969589,423969590,423969591,423969593,423969595,423969597,push
423931555,f1825618c5e39d57be2a601ea4886fd4291d6134,,master,errored,10092,2018-09-03 13:31:51 UTC,423931556,423931557,423931558,423931559,423931560,423931561,423931562,423931563,423931564,423931565,423931566,423931567,423931568,423931569,push
423912530,2933118aa84f2443fee0555549eadb758dcd9686,,master,errored,10612,2018-09-03 12:45:18 UTC,423912531,423912532,423912533,423912534,423912535,423912536,423912537,423912538,423912539,423912540,423912541,423912542,423912543,423912544,push
423888097,871bdc92bb71d33630e8bb6440105ffcb65bbb08,,master,errored,10859,2018-09-03 12:01:11 UTC,423888098,423888099,423888100,423888101,423888102,423888103,423888105,423888107,423888108,423888109,423888110,423888111,423888112,423888113,push
423887192,e7e49c459aec072651b43127296612528dcde150,859,master,errored,9903,2018-09-03 11:40:28 UTC,423887193,423887194,423887195,423887196,423887197,423887198,423887199,423887200,423887201,423887202,423887203,423887204,423887205,423887206,pull_request
423869600,9898f96fd0891f940cc9b3444c806c25c7071b7a,859,master,errored,10096,2018-09-03 10:46:17 UTC,423869601,423869602,423869603,423869604,423869605,423869609,423869610,423869611,423869612,423869613,423869614,423869615,423869616,423869617,pull_request
423812732,bb2850fbb4d2863f1ae9a80394ce3bbba6c7d449,,master,errored,10608,2018-09-03 07:34:51 UTC,423812733,423812734,423812735,423812736,423812737,423812738,423812739,423812740,423812741,423812742,423812743,423812744,423812745,423812746,push
423603771,d453fd9d5e17a5fd1739cc4c77f7995852ace14f,,vm-1.0.0-rc6,errored,10577,2018-09-02 13:13:16 UTC,423603772,423603773,423603774,423603775,423603776,423603777,423603778,423603780,423603782,423603784,423603785,423603787,423603789,423603791,push
421695718,d453fd9d5e17a5fd1739cc4c77f7995852ace14f,,release/graal-vm/1.0,errored,10865,2018-08-30 16:26:26 UTC,421695719,421695720,421695721,421695722,421695723,421695724,421695725,421695726,421695727,421695728,421695729,421695730,421695731,421695733,push
421621193,84638bee54d681eacb28bb3cc1471f54b481ca0f,868,master,errored,2286,2018-08-28 15:17:01 UTC,421621194,pull_request
421580861,b05cb7f537dd65c9384b4b95a2a0dc4fb1407ea7,868,master,failed,1266,2018-08-28 13:46:43 UTC,421580862,pull_request
421553578,96d646c4f3a2e821fec84e55233054642b17c473,868,master,errored,2203,2018-08-28 12:49:43 UTC,421553579,pull_request
421551277,9f5df300b5bb1c2dbf2c0f0aa0ba8df5bc363617,868,master,failed,237,2018-08-28 12:43:48 UTC,421551280,pull_request
421087887,eb1049cb3aa90e3760265b78ecaf29554aada070,,master,errored,10582,2018-08-27 16:59:24 UTC,421087888,421087889,421087890,421087891,421087892,421087893,421087894,421087895,421087896,421087906,421087921,421087923,421087928,421087931,push
419980874,c34211bfbc077655d983d4a3fc4b56371ec5535a,,master,errored,10727,2018-08-24 06:26:36 UTC,419980875,419980876,419980877,419980878,419980879,419980880,419980881,419980882,419980883,419980884,419980885,419980886,419980887,419980888,push
419652044,b24f57a1604c04f5736199e8ef8d83e50a53868c,,master,errored,10448,2018-08-23 13:21:56 UTC,419652045,419652046,419652047,419652048,419652049,419652050,419652051,419652052,419652053,419652054,419652055,419652056,419652057,419652058,push
419231537,4ec742780b2b4be16ed55a1cbc5c552172a0e1fb,,master,passed,11082,2018-08-22 15:22:46 UTC,419231538,419231539,419231540,419231541,419231542,419231543,419231544,419231545,419231546,419231547,419231548,419231549,419231550,419231551,push
419186055,4a30e28208fce3dd13ba3016a3dbd80744585b10,,master,passed,11061,2018-08-22 13:49:55 UTC,419186056,419186057,419186058,419186059,419186060,419186061,419186062,419186063,419186064,419186065,419186066,419186067,419186068,419186069,push
419071996,8dd7b5d4c66e7e2288ce2d23be0dfd65850910c9,,master,passed,10707,2018-08-22 08:55:18 UTC,419071997,419071998,419071999,419072000,419072001,419072002,419072003,419072004,419072005,419072006,419072007,419072008,419072009,419072010,push
