build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
372200842,5dd9f6de072e99af636ab7e7393d249761c56e69,,master,passed,364,2018-04-27 20:13:25 UTC,372200843,372200844,push
372198228,65ae4605fe707f863f69aeeeaaaa5b49b0184ba8,89,master,passed,429,2018-04-27 20:06:36 UTC,372198229,372198231,pull_request
372198218,2d720e169085da84d3f433c055f118ce4adb2ace,,versionbump,passed,565,2018-04-27 20:06:40 UTC,372198219,372198220,push
372173131,fc094ad3fff9cf7d29941a09572cb0a4c9f799b1,89,master,failed,396,2018-04-27 19:01:32 UTC,372173132,372173133,pull_request
372172651,4653f7a116d249215e56298491421512b3b5ba90,,versionbump,failed,424,2018-04-27 19:00:30 UTC,372172652,372172653,push
372136484,84dc4fab5659802c2e9d7cea2c2746bef35afed6,,master,passed,382,2018-04-27 17:23:33 UTC,372136485,372136486,push
372135408,0b16f4f6329e09ebcda0be79300af786ae5cc35e,,master,passed,459,2018-04-27 17:21:21 UTC,372135409,372135410,push
353418900,fce059b8434cd97d11beef73736182acb3044519,87,master,passed,395,2018-03-14 16:29:01 UTC,353418901,353418902,pull_request
340951589,744a91f70cab2ed125d93449d0eac5db484084c5,88,master,passed,436,2018-02-13 13:42:32 UTC,340951590,340951591,pull_request
338535623,2be5e953574ce979d6f39f4be128469f9e78744d,87,master,errored,578,2018-02-07 14:57:33 UTC,338535624,338535625,pull_request
338535488,23b6cf0cec77c9c9730958b631eda2920c086ab3,87,master,canceled,0,,338535489,338535490,pull_request
338535065,bc93293303d63b0e61058b44e77b4f05dd21cc42,87,master,errored,447,2018-02-07 14:56:19 UTC,338535066,338535067,pull_request
338529324,dbf501240c5314220ef248099282a0957f652f83,87,master,errored,392,2018-02-07 14:44:25 UTC,338529325,338529326,pull_request
312228029,82f44b88f39bd5f658169c0bdca7f9d40bade944,,master,passed,332,2017-12-06 04:33:24 UTC,312228030,312228031,push
312227980,6837954476de7f89212384c9ea55fef63f3d6636,82,master,errored,48,2017-12-06 04:32:57 UTC,312227981,312227982,pull_request
312227673,97f82b5ad195416b35b1eb9c22a2435010906209,,versionbump,passed,302,2017-12-06 04:31:44 UTC,312227674,312227675,push
312194439,c598314dd4a36dccc8e4510f8a5044316f1926e3,,master,passed,316,2017-12-06 02:28:06 UTC,312194440,312194442,push
312194342,c0111503b82a0a1e8b2b93d43e94c4ff0cbb891e,81,master,errored,58,2017-12-06 02:27:41 UTC,312194343,312194344,pull_request
312194234,e18ddf9dcc4975863593d2821268c85eb98941d4,,versionbump,passed,339,2017-12-06 02:27:24 UTC,312194235,312194236,push
311978010,8c40aa4aef7c518c744c5475a00c0d47520f9a4c,,master,passed,339,2017-12-05 17:27:40 UTC,311978011,311978012,push
311977963,dc64ae48e297abeabfa0f411f60304b5c623fdcb,80,master,errored,78,2017-12-05 17:27:32 UTC,311977964,311977966,pull_request
311977798,bcc208fff70544457651d643acbe3304fff18e12,,versionbump,errored,47,2017-12-05 17:27:11 UTC,311977799,311977800,push
311970075,22de7d666aeca1301e82fbe7ab62fcf1f529cdfc,,master,passed,320,2017-12-05 17:11:42 UTC,311970076,311970077,push
311968074,c2874f305f76e50913f2bbd217f5f5ecc6233b73,79,master,passed,326,2017-12-05 17:07:58 UTC,311968075,311968077,pull_request
311967958,da52294c5209cfc993b83676a9e78ca3679766c7,,versionbump,passed,268,2017-12-05 17:08:02 UTC,311967978,311968009,push
311942322,6466cb6798fd705d6e7a787720acc3db1aa6dc85,,master,passed,302,2017-12-05 16:17:14 UTC,311942323,311942326,push
311942296,c95985d71c1bf3e46a2f7a86e4ad996b095527f2,78,master,errored,64,2017-12-05 16:17:07 UTC,311942297,311942298,pull_request
311930878,2299667bfe611dab14f3a06d6a6f8626472fa058,,versionbump,passed,290,2017-12-05 15:57:48 UTC,311930879,311930880,push
299690151,50eb8cca861ebd0f2dfa265101cbaef6493cff7e,,master,passed,555,2017-11-09 15:17:03 UTC,299690152,299690153,push
299287264,eaf64cb054dcf7c42676b26fc3a4a9ce477801db,,master,passed,268,2017-11-08 20:15:24 UTC,299287265,299287266,push
299199441,a242fffcb096b0aa1294f7ac59be81b9890f3e83,,master,passed,539,2017-11-08 16:56:16 UTC,299199443,299199444,push
298841921,b036b756937c997547e27e06cb3a44568e1d29aa,,master,passed,414,2017-11-07 23:53:49 UTC,298841922,298841923,push
298813380,abfe6b6c282797103441edd625dc50d4eb202932,,master,errored,331,2017-11-07 22:39:21 UTC,298813381,298813382,push
298804310,40fd4af7a5156914254231f661f2305ba7a7fb3e,,master,errored,270,2017-11-07 22:18:57 UTC,298804311,298804312,push
298777537,79f894e98c278c512e9f6433c7fbbc8c728da172,,master,passed,378,2017-11-07 21:19:41 UTC,298777538,298777539,push
298722589,899bec497937ed39de4ba1b8bd94ca5bdd778361,,master,failed,274,2017-11-07 19:34:35 UTC,298722590,298722591,push
298717066,c1d20510f3b076e8f06dc9824039bfb0d28caa29,,master,errored,289,2017-11-07 19:23:58 UTC,298717067,298717068,push
298710169,17d82b0c87bf5389d954b5a788a452522aad187f,,master,errored,400,2017-11-07 19:09:37 UTC,298710170,298710171,push
298703275,dbb8e7ec6aaed3f6f35934b6a95fd689086153d7,,master,errored,343,2017-11-07 18:55:27 UTC,298703276,298703277,push
298702994,5dfe7e7d9d1588b714313d5e4a1e5d4a0a8ad1b5,,master,canceled,0,,298702995,298702996,push
298702031,bf0c6bf3fd6ea828cd110411bbee0e17fed96a90,,master,errored,417,2017-11-07 18:52:09 UTC,298702032,298702033,push
243344844,052c7a97ae7c6b93a824fdc7add10e205e14efe8,73,master,passed,200,2017-06-15 17:00:37 UTC,243344845,243344846,pull_request
243340733,d00bd0fbb938c0fd6c24764c12bfb96c00f673c5,73,master,errored,230,2017-06-15 16:46:46 UTC,243340734,243340735,pull_request
220339283,b8013bbedf6b543ac2ffc5133094be6b9c80cbf6,,master,passed,268,2017-04-09 20:00:24 UTC,220339284,220339285,push
220338259,b2e875ba6e9933bfb905dee0bd33a581f59209af,72,master,passed,255,2017-04-09 19:54:32 UTC,220338260,220338261,pull_request
220338194,ddef3575c202877829dcda4f90e1c96b2c8a1756,,style-cleanup,passed,264,2017-04-09 19:54:14 UTC,220338195,220338196,push
220336199,eb6d09e0ba476f6e38f2dea9f671defa6f93a61a,,master,passed,283,2017-04-09 19:44:21 UTC,220336200,220336201,push
220303378,0513a001f3853419fb36f3add22adcdb7a8c786f,71,master,passed,252,2017-04-09 17:13:59 UTC,220303379,220303380,pull_request
220302984,e16a03a0869f4272fc37d4b2ee347db00caa6ad4,,style-cleanup,passed,284,2017-04-09 17:12:41 UTC,220302985,220302986,push
220302542,26e54e1fafc99a518075a1a291a244d2facfca20,,master,passed,249,2017-04-09 17:10:02 UTC,220302543,220302544,push
220301806,c6eb2e547a9f186ecfa398b8cbea5c559e9dca91,70,master,passed,295,2017-04-09 17:05:55 UTC,220301808,220301810,pull_request
220301690,3f5c4ceac7a3deb7a39c3838363928c5113f42fc,,style-cleanup,passed,250,2017-04-09 17:05:32 UTC,220301691,220301692,push
220104129,2306f6b61a461188a5520850921ccf086a508dc7,69,master,errored,343,2017-04-08 20:02:08 UTC,220104130,220104131,pull_request
220104075,ff56395b7b0e883e596c96208da3824724141616,,test,errored,242,2017-04-08 20:01:37 UTC,220104076,220104077,push
220103670,1e8c7846049023d82d1767bfa615d25071ecd0a1,,master,passed,261,2017-04-08 20:00:20 UTC,220103671,220103672,push
220102710,7de2eded4ea76addf9c6da9faa1045f33bdf93a7,68,master,passed,258,2017-04-08 19:54:44 UTC,220102711,220102712,pull_request
220102701,0285b9a097265286155ece0938542727c16f94be,,style-update,passed,266,2017-04-08 19:54:42 UTC,220102702,220102703,push
220100932,3e9edd397a0f608712cbae04baa355d48b9862be,68,master,errored,240,2017-04-08 19:46:47 UTC,220100933,220100934,pull_request
220100923,806386fd8b434b3f0a9ef326bf0ce41bda0127cf,,style-update,errored,269,2017-04-08 19:53:16 UTC,220100924,220100925,push
220099977,b6742f03a15b46b4246c528a244ec003e85bdf29,68,master,errored,255,2017-04-08 19:41:38 UTC,220099978,220099979,pull_request
220099966,63a38141f35a77b26fb36eaca0623651c734e753,,style-update,errored,270,2017-04-08 19:41:37 UTC,220099967,220099968,push
220098367,d2f615a0a9510224a477d7eab221909e02b374f8,68,master,errored,238,2017-04-08 19:33:23 UTC,220098368,220098369,pull_request
220098355,d209c7d8b4ac622147f7ead2bdd42c278bffb2a3,,style-update,errored,241,2017-04-08 19:33:27 UTC,220098356,220098357,push
220097569,06eb1ceab0efaf1ad685981b9646abc99cb565b1,68,master,errored,248,2017-04-08 19:29:42 UTC,220097570,220097571,pull_request
220097564,a9f1dbe8958c25ec490a5409d5cbdaa0178384aa,,style-update,errored,243,2017-04-08 19:29:40 UTC,220097565,220097566,push
220096291,bb660c0e47fc25d3ebacd7d72a4eaac60ccb2efc,68,master,errored,276,2017-04-08 19:23:10 UTC,220096292,220096293,pull_request
220096281,7c1a846651261ff4c2e6536cfdde81d4ef13596f,,style-update,errored,248,2017-04-08 19:23:09 UTC,220096282,220096283,push
220095257,56cbff2fd8f4c663385fa64eb6b65a68db7a191d,68,master,errored,255,2017-04-08 19:18:32 UTC,220095260,220095262,pull_request
220095222,f95ef32447dd8336fcdeeac6cadbcf49dcf3ba6e,,style-update,errored,244,2017-04-08 19:17:39 UTC,220095223,220095224,push
220094062,75523ea95ce35899d15898f0b98748bd9b422d90,68,master,passed,259,2017-04-08 19:11:51 UTC,220094063,220094064,pull_request
220094049,00fbd81c516eb7ec6dbd0697f67ce6d3281e856e,,style-update,passed,295,2017-04-08 19:12:00 UTC,220094050,220094051,push
220092156,1acf379a7b8ddf9b5dde69ec4219ff6eb4c1209c,68,master,errored,331,2017-04-08 19:04:15 UTC,220092157,220092158,220092159,pull_request
220092131,fa0cd5c1dd551f29e4df15ee7c880442fb3ee182,,style-update,errored,351,2017-04-08 19:04:42 UTC,220092132,220092133,220092134,push
220091020,18c2f7e7f31af10cbce265eb59754aa9c57d1c41,68,master,errored,346,2017-04-08 18:58:43 UTC,220091021,220091022,220091023,pull_request
220091014,1c493d1c773e2245d82894c0c1009c11813f6a7a,,style-update,errored,368,2017-04-08 18:58:40 UTC,220091015,220091016,220091017,push
220089437,98c1f623d64e1a4a4050f4de3e636f770131deb5,68,master,errored,412,2017-04-08 18:51:19 UTC,220089438,220089439,220089440,pull_request
220089433,34fe060dc140b415dc94f1d8dbff4bb075ced6ac,,style-update,errored,338,2017-04-08 18:51:17 UTC,220089434,220089435,220089436,push
220085042,8ad6e79dfdb663cc7c65aab923d01a3aa5b471fb,68,master,errored,374,2017-04-08 18:29:35 UTC,220085043,220085044,220085045,pull_request
220084691,f0751226c1f4fc05e8727b98f3de7df12a905d96,,style-update,errored,378,2017-04-08 18:27:13 UTC,220084692,220084693,220084694,push
220083750,a6209f69bda57d9651882852f0b527d0fe3ac455,,style-update,errored,364,2017-04-08 18:23:05 UTC,220083751,220083752,220083753,push
190357935,801dc9032b1a8d6979427555f9a91d9dba60bbc3,,master,passed,323,2017-01-09 19:07:33 UTC,190357936,190357937,190357938,push
187027819,936ea34b7ebda413494d2ec70df1f21e479b27b1,65,master,passed,298,2016-12-27 17:55:54 UTC,187027820,187027821,187027822,pull_request
177720371,48afaa509c41dbc4eb1596c322568028270af9f5,,master,passed,314,2016-11-21 17:26:24 UTC,177720372,177720373,177720374,push
177720026,f2b1e30b9f5bb9091fafc45dfa27f053fdcdca99,,phlhayes-master,errored,49,2016-11-21 17:25:15 UTC,177720028,177720030,177720031,push
176230657,9632084b687de0cd198cf4197b39bbac7a936cc8,,master,passed,298,2016-11-16 00:11:28 UTC,176230658,176230659,176230660,push
176228893,03c1957f3b828ef030dede52ca5d1bd82f2a489e,62,master,passed,291,2016-11-16 00:04:52 UTC,176228894,176228895,176228896,pull_request
176228658,d88be98e6d5a5d804738b0f7be74b87d71001ab9,,python3-download-fix,passed,317,2016-11-16 00:03:58 UTC,176228659,176228660,176228661,push
176212881,e93c6549a435d922cac221cffe21fcb73ac94305,,master,failed,300,2016-11-15 23:16:15 UTC,176212882,176212883,176212884,push
176210448,711e6726573e8dcf2d37c30cc5dc993a6a6ebd73,61,master,failed,362,2016-11-15 23:09:28 UTC,176210449,176210450,176210451,pull_request
176210410,c45afc4a8bfec9d639a1ff6b5c03bf188a872cc6,,python3-issue-fix,passed,313,2016-11-15 23:09:02 UTC,176210411,176210412,176210413,push
176210100,57fdc57fea2d3f94a6b7961ed1ad3b6a45919a99,,master,failed,288,2016-11-15 23:06:55 UTC,176210101,176210102,176210103,push
176209987,e10ff6c4ac80f60dd2f4ad973442e8944ab9404f,,master,failed,284,2016-11-15 23:06:33 UTC,176209988,176209989,176209990,push
176200988,f8ca3dd2df29f8267027c2eebb46ed8309cb07c3,60,master,passed,535,2016-11-15 22:32:27 UTC,176200989,176200990,176200991,pull_request
176200931,3d06d592e0f89487574c10f73ceb501f9c0f7f2e,,charencode-fix,passed,350,2016-11-15 22:30:19 UTC,176200932,176200933,176200934,push
176200743,ea8cebd3af2496aff509515c9f2070578a34f667,,charencode-fix,passed,293,2016-11-15 22:29:19 UTC,176200744,176200745,176200748,push
152739002,ea8cebd3af2496aff509515c9f2070578a34f667,,master,passed,341,2016-08-16 17:00:05 UTC,152739003,152739005,152739007,push
152727708,f10e3ae566ee905742faa89edb78b9688eadafef,,master,passed,306,2016-08-16 16:14:36 UTC,152727709,152727710,152727711,push
152727630,7e47557d1ce627fb4ea0bac7014545c99bf19671,,master,passed,399,2016-08-16 16:14:28 UTC,152727631,152727632,152727633,push
151676534,5bcaa4cdf72cc6461aa1d5d191d104920bd6f885,,master,passed,373,2016-08-11 23:55:20 UTC,151676535,151676536,151676537,push
151660058,7c3330739ccc5874e963ee2cd4607e196dd1d7d9,,master,passed,302,2016-08-11 22:29:29 UTC,151660059,151660060,151660061,push
151659899,3ea1fd69db7b4978307416d8f7f68b07963ebb1b,,master,passed,319,2016-08-11 22:28:16 UTC,151659900,151659901,151659902,push
151358090,cbdf9bd8c7e8bd1c852a7971f9f7b4a436af5131,,master,passed,322,2016-08-10 22:21:19 UTC,151358091,151358092,151358093,push
146336751,11e9b56a28a298ea7bd5841b40baa3f439c911ae,58,master,failed,340,2016-07-21 10:14:06 UTC,146336752,146336753,146336754,pull_request
134235865,e79ffc9ff8630f32106352f96a4b9c7bc2f4d215,53,master,passed,314,2016-05-31 17:46:29 UTC,134235866,134235867,134235868,pull_request
121326589,ba37d1b6327afbc2c7cf8e7b8ef1d9a6fbd17d76,,master,passed,453,2016-04-07 02:43:19 UTC,121326590,121326591,121326592,push
121315282,58218a3d9b08f0252180abc014a7cda8ebed8217,,master,passed,399,2016-04-07 01:10:44 UTC,121315283,121315284,121315285,push
121277355,4cdb13aaaefe17709a450ba3fd6e0f8513949f88,,master,passed,298,2016-04-06 21:30:22 UTC,121277356,121277357,121277358,push
120957046,51e3a0150c7b25a9b70212d5330ffdcd26403a0e,,master,passed,430,2016-04-05 17:58:18 UTC,120957049,120957050,120957051,push
120336201,1417ddbf45c5d2eba38540fbcc35d932a9fdc1d7,,master,passed,315,2016-04-02 21:03:45 UTC,120336202,120336204,120336206,push
120335796,fd504affa6d7487a711038e5b30157336d2e0989,,master,passed,300,2016-04-02 20:59:46 UTC,120335797,120335798,120335799,push
120335110,c16d12f56e5597f11acfc472f00ce0ec298ec526,,master,passed,316,2016-04-02 20:55:24 UTC,120335117,120335130,120335140,push
120317651,1d30e4794eeebeb5b562d0dcd95cc290cc45b7a0,,master,passed,277,2016-04-02 18:45:59 UTC,120317653,120317655,120317657,push
118137249,f5e8cf719ed6bc25a3e1c758f248dd425315ee31,46,master,passed,322,2016-03-24 02:06:59 UTC,118137250,118137251,118137252,pull_request
118133949,337ea0bc5499df92076ee4eb0bf75a98ffe35984,46,master,passed,304,2016-03-24 01:38:06 UTC,118133950,118133951,118133952,pull_request
115228164,8cc106c46577cb62d6bce5ef1be889dd66c1a436,,master,passed,283,2016-03-11 02:55:18 UTC,115228165,115228166,115228167,push
114801095,0536f71ea32499300fcac02b023f2e34542e7c6c,,master,errored,97,2016-03-09 14:34:34 UTC,114801096,114801097,114801098,push
114747735,ea4864defb7e20c6833bf37f02a16861f1aaa5c3,,master,errored,50,2016-03-09 10:52:11 UTC,114747736,114747737,114747738,push
98740776,f87c335e1655fce30356c0df38de14d57e58ff83,42,master,passed,169,2015-12-25 02:33:22 UTC,98740777,98740778,98740779,pull_request
91936898,f11d6fa56e8b2a2e5f1989496845db67ef8584e3,,master,passed,213,2015-11-18 23:22:10 UTC,91936901,91936905,91936910,push
91936873,3cb5dc327b05c2f1be88beccd7e9c8f2e1e4aa0d,,master,errored,,2015-11-18 23:22:03 UTC,91936875,91936877,91936879,push
77229774,06040e3c7696eb86c4535d24e67dd10e1b97b29f,33,master,passed,222,2015-08-25 21:28:43 UTC,77229777,77229779,77229782,pull_request
77218964,aece89882259df234659e3cd7d8c8f38f10c0a53,33,master,failed,202,2015-08-25 20:23:35 UTC,77218965,77218966,77218967,pull_request
77062976,2b4cc224feff4bdd6616015ac3b03eb083131709,33,master,failed,188,2015-08-24 21:38:07 UTC,77062977,77062978,77062979,pull_request
76003472,721bb468a65709c4d13117f6fe325535c70137ab,,master,passed,191,2015-08-17 21:01:08 UTC,76003473,76003474,76003475,push
76001805,012e8b2642f3d1bf24d65b1d60426c5fe5afd816,,master,passed,195,2015-08-17 20:49:26 UTC,76001808,76001809,76001810,push
76000828,8d97e5457e4d0cb33e8ae3884179945d9f53660f,31,master,passed,184,2015-08-17 20:42:58 UTC,76000829,76000830,76000831,pull_request
75998286,def0d62e1f54ad18afc4cddcc43b4cebf707ff89,31,master,passed,181,2015-08-17 20:27:27 UTC,75998293,75998301,75998306,pull_request
75994654,4837c1b6b238fcfa1067946d7d9ff16160ef4bd0,,master,passed,189,2015-08-17 20:01:07 UTC,75994655,75994656,75994657,push
75990815,e3b2ac0e2b44e9bca4e2f901f7219f01f5614666,31,master,failed,214,2015-08-17 19:33:57 UTC,75990816,75990817,75990818,pull_request
75986826,b7861e5a9da023069c77c6d67f105e33c29f5be1,31,master,failed,184,2015-08-17 19:06:34 UTC,75986827,75986828,75986829,pull_request
75985358,a5c4e0104f4ce4c23c02b6f7b5c19fbff71aeacb,31,master,failed,205,2015-08-17 18:56:56 UTC,75985359,75985360,75985361,pull_request
74621850,44a8f0c81de1eb0c8377e19112b132e84f969bfa,29,master,passed,203,2015-08-07 19:34:38 UTC,74621851,74621853,74621855,pull_request
73065326,f923f633c39c69e9a346322313219ddca490d16c,,master,passed,176,2015-07-28 19:01:00 UTC,73065327,73065330,73065333,push
73063801,e3aacbd59fcf75b5011505c41ea05c562e3522cc,,master,passed,182,2015-07-28 18:49:37 UTC,73063802,73063803,73063807,push
73047269,66eaa2c6a5fd4c5d48fc0ad268c59dcbf5cba26b,,master,passed,220,2015-07-28 16:59:35 UTC,73047270,73047272,73047274,push
72930457,e1f732ed7f93d2aebc674da19f07c4747aed8677,,master,passed,199,2015-07-28 00:13:25 UTC,72930459,72930464,72930466,push
72930131,bb2e017fc6f888506daee5e851eef18c00cbd632,28,master,passed,216,2015-07-28 00:09:43 UTC,72930133,72930134,72930135,pull_request
