build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758503331,7a85efbc6d5b59665badb50b953d12390047b5f8,,master,passed,262,2021-02-11 09:22:33 UTC,758503332,758503333,758503334,758503335,758503336,758503337,758503338,758503339,push
752666995,af0169d8fdedef5e09b13542bf2cdc5e12cca255,293,master,failed,360,2021-01-03 17:44:00 UTC,752666996,752666997,752666998,752666999,752667000,752667001,752667002,752667003,pull_request
752660519,4665c3ce626f27e5fbbd83fb9905c3a1b3bd4ba7,293,master,failed,352,2021-01-03 16:23:27 UTC,752660520,752660521,752660522,752660523,752660524,752660525,752660526,752660527,pull_request
752313346,dd3b3a204e6197253feae51243f7e9af12efa4a4,294,master,passed,270,2020-12-31 18:48:39 UTC,752313347,752313348,752313349,752313350,752313351,752313352,752313353,752313354,pull_request
752313294,ecfd93e7b24f289c6cd53d44b6e1c946425b9b8b,294,master,passed,274,2020-12-31 18:41:44 UTC,752313295,752313296,752313297,752313298,752313299,752313300,752313301,752313302,pull_request
752165425,01c7b64cd1f7625da2c822514f326c6b88189865,,master,passed,281,2020-12-30 21:17:52 UTC,752165426,752165427,752165428,752165429,752165430,752165431,752165432,752165433,push
752165411,6e7dbf449b1c04b868a9a21ad2758e7cf7b4397e,188,master,errored,246,2020-12-30 20:27:41 UTC,752165412,752165413,752165414,752165415,752165416,752165417,752165418,752165419,pull_request
752143190,bdd67bb2f46e6fa5d2f320330d4375ab22f9d1cf,290,master,passed,306,2020-12-30 19:15:55 UTC,752143191,752143192,752143193,752143194,752143195,752143196,752143197,752143198,752143199,pull_request
752143041,e93a17240e0398dda4521723afe484eddad84034,290,master,canceled,0,,752143042,752143043,752143044,752143045,752143046,752143047,752143048,752143049,752143050,pull_request
752142629,ab9a36b4a8dc91a1f2e62bc67256e7e13a2ae2bc,188,master,errored,245,2020-12-30 17:48:39 UTC,752142630,752142631,752142632,752142633,752142634,752142635,752142636,752142637,pull_request
752141308,91029c2e57495cdc2ba5620d053824d986662ac3,293,master,failed,391,2020-12-30 15:51:25 UTC,752141309,752141310,752141311,752141312,752141313,752141314,752141315,752141316,pull_request
752132608,73167060ee62442a7659118f8e5b3898346b7fc7,,master,passed,277,2020-12-30 14:46:10 UTC,752132609,752132610,752132611,752132612,752132613,752132614,752132615,752132616,push
745260260,5728ce12aa49a7689c233f8b3aad249494a767d0,294,master,passed,255,2020-11-22 19:11:29 UTC,745260261,745260262,745260263,745260264,745260265,745260266,745260267,pull_request
745259734,0d427016655d697fb8f4101fdd3e2ede23bdbfc8,294,master,canceled,0,,745259735,745259736,745259737,745259738,745259739,745259740,745259741,pull_request
745206210,01c728c83cc6fd50ce48b6b1c5bd97d4f86d64dc,293,master,failed,307,2020-11-22 12:37:41 UTC,745206211,745206212,745206213,745206214,745206215,745206216,745206217,pull_request
745205979,811deb26405e42602cb297107748e0e44b5739e6,293,master,failed,252,2020-11-22 12:31:31 UTC,745205980,745205981,745205982,745205983,745205984,745205985,745205986,pull_request
745205091,e4290d6d27ad07b6e9e1d8a40edea205c3528e41,292,master,passed,250,2020-11-22 12:21:59 UTC,745205092,745205093,745205094,745205095,745205096,745205097,745205098,pull_request
743790992,c40a43c595f9b01e096c3e5c757bacff9546da0f,290,master,passed,303,2020-11-15 19:00:46 UTC,743790993,743790994,743790995,743790996,743790997,743790998,743790999,743791000,pull_request
743786983,2705d9539c8630d092efbc4dea784f9f9ff5786a,289,master,passed,291,2020-11-15 18:32:51 UTC,743786984,743786985,743786986,743786987,743786988,743786989,743786990,743786991,pull_request
736689870,9946cfb04917f5b12b9534111e803c2631a99ef3,,master,passed,238,2020-10-17 19:48:43 UTC,736689871,736689872,736689873,736689874,736689875,736689876,736689877,push
736251270,9b770a0c338a8cbde291dbd1eb6cb8fdb8f7a07b,,master,passed,245,2020-10-16 03:58:18 UTC,736251271,736251272,736251273,736251274,736251275,736251276,736251277,push
736178643,86bfecd4f223fdaa983caf4db9b4e3fca9be42a3,,master,passed,242,2020-10-15 21:08:14 UTC,736178644,736178645,736178646,736178647,736178648,736178649,736178650,push
736140199,e0a314e302cd55dc4c78462965b6ef90dd3c74c8,,master,passed,248,2020-10-15 18:45:29 UTC,736140200,736140201,736140202,736140203,736140204,736140205,736140206,push
735931105,14a21e98edacf35a5b4bd4c4e6656d6aa03bbc10,,master,passed,237,2020-10-15 04:35:48 UTC,735931106,735931107,735931108,735931109,735931110,735931111,735931112,push
