build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
667265699,ac8307f168e60628994ac3caffe66136803f3757,,release-branch.v5,passed,768,2020-03-26 13:52:26 UTC,667265700,667265701,667265702,667265703,push
665196511,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1058,2020-03-21 14:26:13 UTC,665196512,665196513,665196514,665196515,665196516,665196517,cron
662405942,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1048,2020-03-14 14:25:13 UTC,662405943,662405944,662405945,662405946,662405947,662405948,cron
659539682,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1065,2020-03-07 14:24:20 UTC,659539683,659539686,659539688,659539689,659539690,659539691,cron
656664711,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1130,2020-02-29 14:24:14 UTC,656664712,656664713,656664714,656664715,656664716,656664717,cron
655773908,a029cb840450062100417a21ca61e880e7a03957,,feb-2020-cleanup,passed,2612,2020-02-27 12:18:25 UTC,655773909,655773910,655773911,655773912,655773913,655773914,push
655770055,b6b58128efa59097dbf09e1d54bb4733aabc8df4,,feb-2020-cleanup,passed,2656,2020-02-27 12:07:03 UTC,655770056,655770057,655770058,655770059,655770060,655770061,push
655767822,b52ae794f002241c69435a5c4bece901c44787fc,,feb-2020-cleanup,passed,2470,2020-02-27 11:58:25 UTC,655767823,655767824,655767825,655767826,655767827,655767828,push
654771983,db65fd8ebf43312a10e69085f52a584e3b06bb6c,,release-branch.v7,failed,2638,2020-02-25 07:35:53 UTC,654771984,654771985,654771986,654771987,654771988,654771991,push
653825059,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1065,2020-02-22 14:23:18 UTC,653825060,653825061,653825062,653825063,653825064,653825065,cron
651425155,e8d60b6a9b31a1c2089dea6a02f36862457de821,1289,release-branch.v6,passed,1523,2020-02-17 10:23:40 UTC,651425157,651425159,651425160,651425162,pull_request
651423328,1fc928f6c6b352b878d3cf07e4c2986327d90ede,1289,release-branch.v6,passed,1534,2020-02-17 10:19:23 UTC,651423331,651423333,651423335,651423342,pull_request
651061514,a85882ea92a197e7cfe4cf43c27112f3749cf5f4,1289,release-branch.v6,passed,1499,2020-02-16 10:02:49 UTC,651061515,651061516,651061517,651061518,pull_request
651007576,5a6eed24221bbe56182725428a8ba9f1e0d0d351,1288,release-branch.v6,passed,1511,2020-02-16 04:14:33 UTC,651007577,651007578,651007579,651007580,pull_request
650830204,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1076,2020-02-15 14:22:17 UTC,650830205,650830207,650830208,650830210,650830211,650830212,cron
647719740,d00d2ad2f98b5bedbc8da0821338bf8b2c1b695a,,release-branch.v5,passed,1114,2020-02-08 14:21:56 UTC,647719741,647719742,647719743,647719744,647719745,647719746,cron
647402067,5d20c799557a7637d81468010fc1246cef0b8ec6,,release-branch.v7,passed,2574,2020-02-07 16:21:24 UTC,647402068,647402069,647402070,647402071,647402072,647402073,push
647396025,78fd48a1d5af77a266e870a034cc3ddc3f625a14,,release-branch.v7,errored,2228,2020-02-07 15:55:45 UTC,647396029,647396030,647396031,647396032,647396033,647396034,push
646847088,649d32e884fbb0b6b6a2df722738774848224b13,1283,release-branch.v7,passed,2464,2020-02-06 12:52:03 UTC,646847089,646847090,646847091,646847092,646847093,646847094,pull_request
