build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759145447,d770e7fb8c6cbac1c06feab8b10a935c54aa6fad,,master,passed,614,2021-02-16 04:01:47 UTC,759145448,759145449,759145450,759145451,push
759137895,7a38d255187c80b5c3d4823e79725360e0664c21,409,master,passed,606,2021-02-16 02:01:38 UTC,759137897,759137898,759137899,759137900,pull_request
759137883,49c241fe5ad740cbad7080673c81c2f8e058bb7b,,joshblum/test-cmd,passed,603,2021-02-16 01:58:57 UTC,759137884,759137885,759137886,759137887,push
759136654,426c808b901b998e2b57670dea14995c1fb8777c,,master,passed,609,2021-02-16 01:38:07 UTC,759136655,759136656,759136657,759136658,push
759131237,67caf2ca5584a909d6d7c787ed1872fa780897b7,407,master,passed,609,2021-02-16 00:21:21 UTC,759131238,759131239,759131240,759131241,pull_request
757991176,e5b9645aeef4ee18756714e1fa30cdc03a186fa1,407,master,passed,653,2021-02-08 01:53:55 UTC,757991177,757991178,757991179,757991180,pull_request
757990972,7e9c278d711c55adec71563f6bd04fcce5e0c41c,407,master,failed,106,2021-02-08 01:50:35 UTC,757990973,757990974,757990975,757990976,pull_request
757990652,c2dff00c65c79da89b1321896309a80bd9ab6ae0,407,master,failed,153,2021-02-08 01:45:47 UTC,757990653,757990654,757990655,757990656,pull_request
757670109,e00fb932adf643db2a4e912c8bc0a0c132367fcf,407,master,failed,106,2021-02-05 09:23:58 UTC,757670110,757670111,757670112,757670113,pull_request
757670058,47f7f445ac7ad98a31b21eee2750c09ad1627297,407,master,canceled,0,,757670059,757670060,757670061,757670062,pull_request
757668896,6693e5fa41e426d52458c712daecfe19cfe97f6d,407,master,failed,105,2021-02-05 09:09:23 UTC,757668897,757668898,757668899,757668900,pull_request
756652013,96d04330ec88d3365bc676a35c134013893aaf24,,master,passed,606,2021-01-29 02:53:17 UTC,756652014,756652015,756652016,756652017,push
755480404,2248036df31025581408212ef70d6e644c951a54,,master,passed,611,2021-01-21 05:46:23 UTC,755480405,755480406,755480407,755480408,push
755307098,f6cf3fb86a3439f6617cb9ecac5b0d24e673d026,405,master,passed,608,2021-01-20 06:58:21 UTC,755307099,755307100,755307101,755307102,pull_request
754972582,aa232d402933cbe8bcff9c2b9b12985f60d77884,403,master,passed,602,2021-01-18 06:41:52 UTC,754972583,754972584,754972585,754972586,pull_request
754842180,285ef7c82dc8b0c65fcbc9518359870bd2e36a45,403,master,passed,600,2021-01-17 04:37:10 UTC,754842181,754842182,754842183,754842184,pull_request
754841487,552b8dbe134d8f95000a3b79b9179c75df2468bb,403,master,passed,607,2021-01-17 04:21:46 UTC,754841488,754841489,754841490,754841491,pull_request
754692482,bb4a65baedca8cfbf05e770dfdcaa0cde2b06fc6,403,master,passed,606,2021-01-15 21:33:03 UTC,754692483,754692484,754692485,754692486,pull_request
754684037,cf97ab310b4be8d66b6ca5c77bcab64547ac7d5d,403,master,passed,599,2021-01-15 20:19:17 UTC,754684038,754684039,754684040,754684041,pull_request
752911806,f16492dd399ca308c30eb7175d8da8dd97c4c08e,,v2.9,passed,612,2021-01-05 02:48:47 UTC,752911807,752911808,752911809,752911810,push
752911367,f16492dd399ca308c30eb7175d8da8dd97c4c08e,,master,passed,612,2021-01-05 02:34:09 UTC,752911368,752911369,752911370,752911371,push
752910614,a502cf32230510f12f47b5c8e767e52bd768129c,,master,canceled,0,,752910615,752910616,752910617,752910618,push
752909294,f15a717eb5260d052e7c0554f644ff747c2fef96,402,master,errored,144,2021-01-05 02:20:24 UTC,752909295,752909296,752909297,752909298,pull_request
752909279,b807bafc08bb28335303ebf17e3cc15827b1054c,,joshblum/version-bump,errored,94,2021-01-05 02:06:17 UTC,752909280,752909281,752909282,752909283,push
752907628,e0d593196896b79eec3173a0535b9979f5453fe8,,master,passed,609,2021-01-05 01:47:14 UTC,752907629,752907630,752907631,752907632,push
752031400,e3dccb99e3ab16807623d361b65a1265381258d7,401,master,passed,617,2020-12-29 21:13:44 UTC,752031401,752031402,752031403,752031404,pull_request
751710810,f06aba1c92aa1a7bb218a5566be590b3512fa803,,master,passed,611,2020-12-27 19:02:03 UTC,751710811,751710812,751710813,751710814,push
751461138,307917c80c685e6fbf44a7c6282cd3e4d4d6900c,400,master,passed,604,2020-12-25 12:58:53 UTC,751461139,751461140,751461141,751461142,pull_request
751460931,fc954bb70b43d9d4f7bd9c24e0cf5f237c42a831,400,master,passed,603,2020-12-25 12:54:12 UTC,751460932,751460933,751460934,751460935,pull_request
751106076,fcf7c86ded99b07e31443d751ff967afdc6016cf,,master,passed,622,2020-12-22 22:54:52 UTC,751106077,751106078,751106079,751106080,push
751078879,2e36679347704c479d78140f78ef755c348b89ba,399,master,passed,612,2020-12-22 19:39:52 UTC,751078880,751078881,751078882,751078883,pull_request
751072960,b0ac795c0247916ec8790913592e658b20ea8554,,master,passed,616,2020-12-22 18:58:15 UTC,751072961,751072962,751072963,751072964,push
750169212,1a83186ddc64b033b9265d664bf4d88f91b6db37,398,master,passed,580,2020-12-17 06:53:05 UTC,750169213,750169214,750169215,750169216,pull_request
750004112,31a3d0622f31f0f64641f3823df90deb48f56f81,398,master,passed,590,2020-12-16 12:06:18 UTC,750004113,750004114,750004115,750004116,pull_request
750002342,973576939cc84733a8f31abeef4857fd859879ea,398,master,canceled,0,,750002343,750002344,750002345,750002346,750002347,pull_request
732791518,74ba92ba2fdf9932a2fad86ef7cdc1729d68775b,397,master,passed,731,2020-10-04 21:03:27 UTC,732791519,732791520,732791521,732791522,732791523,pull_request
732156517,00d552fc94a031123a7ef09b3972058314a074b4,396,master,passed,713,2020-10-02 05:18:58 UTC,732156518,732156519,732156520,732156521,732156522,pull_request
731925452,f72845da63160a0000bc8e1f78360136b4e99188,395,master,passed,737,2020-10-01 12:51:18 UTC,731925453,731925454,731925455,731925456,731925457,pull_request
731871477,3363086306f75989dc9f7bcb034438764105d82a,394,master,passed,740,2020-10-01 09:02:51 UTC,731871478,731871479,731871480,731871481,731871482,pull_request
731827492,bb9e1fcf4e3af97663bf46ab511b1af338c0ea22,393,master,passed,747,2020-10-01 05:34:52 UTC,731827493,731827494,731827495,731827496,731827497,pull_request
731825783,88e670c7386505d86214355824abfeaca7cafc7f,392,master,errored,712,2020-10-01 05:25:07 UTC,731825784,731825785,731825786,731825787,731825788,pull_request
731809606,96bf64ef79be1c5f615d825bb5b4ab8fd4311d3c,391,master,passed,725,2020-10-01 03:41:00 UTC,731809607,731809608,731809609,731809610,731809611,pull_request
731711288,3223060d6186ad834321dae580346b0ef11fc92a,390,master,passed,805,2020-09-30 19:31:36 UTC,731711289,731711290,731711291,731711292,731711293,pull_request
731702481,dcb9085c45deecec6b40eef27e55ffd86870cdb7,389,master,passed,817,2020-09-30 19:02:14 UTC,731702483,731702485,731702486,731702487,731702488,pull_request
731702043,c2f38ce3c79d5852b0305ae77e87c0709d255a63,389,master,passed,805,2020-09-30 18:58:18 UTC,731702045,731702046,731702047,731702049,731702051,pull_request
731663800,4792441a815e22372877340686f17868804cc00f,388,master,passed,806,2020-09-30 16:47:26 UTC,731663801,731663802,731663803,731663804,731663805,pull_request
731615182,53e93e92b73487530748b76606f14fc86b876c8e,387,master,passed,729,2020-09-30 14:45:43 UTC,731615183,731615184,731615185,731615186,731615187,pull_request
715331677,b66ddb4b0044c5a0f24b6a23d5387f68b6d7e577,,master,passed,712,2020-08-05 23:31:39 UTC,715331678,715331679,715331680,715331681,715331682,push
715123770,464817d79885ebc127a78a1c201a68ce47808e89,385,master,passed,728,2020-08-05 11:38:44 UTC,715123771,715123772,715123773,715123774,715123775,pull_request
712984253,6ce5ca0e06f68c745c65d8676840adf4029f9057,385,master,passed,636,2020-07-29 16:23:20 UTC,712984254,712984255,712984256,712984257,712984258,pull_request
712980930,ccd62a112c27d80a1d4a2e35766c2bf2ca979056,385,master,errored,1080,2020-07-29 16:12:47 UTC,712980931,712980932,712980933,712980934,712980935,pull_request
712979771,d13ff40522ef5e9f2db8cb575d6e3ff712a732a3,385,master,errored,461,2020-07-29 16:08:27 UTC,712979772,712979773,712979774,712979775,712979776,pull_request
712978524,ee32da693125f26e8bc52ccde5eebef0798640f3,385,master,errored,481,2020-07-29 16:05:03 UTC,712978525,712978526,712978527,712978528,712978529,pull_request
712957903,2df5cced9530c607c7709e9709f2886405282154,385,master,errored,509,2020-07-29 15:08:15 UTC,712957904,712957905,712957906,712957907,712957908,pull_request
684732559,c3d346e1d0e914b4abacb424ebf2e10987840ea6,,master,passed,677,2020-05-08 15:26:15 UTC,684732560,684732561,684732562,684732563,684732564,push
684696117,12a26b1551005e0d09409e259cf08edbed5246bc,382,master,passed,661,2020-05-08 13:58:31 UTC,684696118,684696119,684696120,684696121,684696122,pull_request
684694417,31e759827ec348a5592c3808329dd451354d9eab,382,master,failed,141,2020-05-08 13:52:53 UTC,684694418,684694419,684694420,684694421,684694422,pull_request
684691542,6933714c24c05fc5b1f72d797c0d9c3a69cafd9b,382,master,failed,141,2020-05-08 13:48:57 UTC,684691543,684691544,684691545,684691546,684691547,pull_request
684309532,1fc1413cce2ef65b77daa5096ea5ca546786586b,,master,passed,613,2020-05-07 14:56:31 UTC,684309533,684309534,684309535,684309536,684309537,push
684308578,024eeb567d6ba82cc32a97688448d3a48878dd51,,v2.8,passed,611,2020-05-07 14:54:38 UTC,684308581,684308585,684308587,684308591,684308592,push
684306597,024eeb567d6ba82cc32a97688448d3a48878dd51,,master,passed,603,2020-05-07 14:49:25 UTC,684306598,684306599,684306600,684306601,684306602,push
684305534,723dad0ed57bf085953472fd50ec781b089e4273,,master,passed,604,2020-05-07 14:46:26 UTC,684305535,684305536,684305537,684305538,684305539,push
684158663,05ec1ab0dfdf9067d07f2a581933a353a8ac9bf3,381,master,passed,665,2020-05-07 08:00:00 UTC,684158664,684158665,684158666,684158667,684158668,pull_request
676165905,7476109ce10b49448117cf36df5b13185590f563,,master,passed,605,2020-04-17 12:17:34 UTC,676165906,676165907,676165908,676165909,676165910,push
676105862,58010bb693d3c1b302daec3965b8ff437fd00831,380,master,passed,606,2020-04-17 08:52:44 UTC,676105864,676105868,676105870,676105873,676105876,pull_request
658243152,07282a05ec856c2835cd4dafb1e63a129e65e08e,,master,passed,626,2020-03-04 14:35:16 UTC,658243153,658243154,658243155,658243156,658243157,push
