build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
746511301,fba7a81f7dcd6d089ffd8f6639d68fe23aeba4ac,667,ci,errored,648,2020-11-29 01:57:15 UTC,746511302,746511303,746511304,746511305,746511306,746511307,746511308,746511309,746511310,746511311,746511312,746511313,746511314,746511315,746511316,pull_request
746511271,72937ffffb1adc264a021ee0cd5dee5df43eabb5,,ci,passed,13877,2020-11-29 01:35:09 UTC,746511272,746511273,746511274,746511275,746511276,746511277,746511278,746511279,746511280,746511281,746511282,746511283,746511284,746511285,746511286,push
746510750,c39bdf069fa8fb27ef3c326026d7a2df62104c73,667,ci,canceled,0,,746510751,746510752,746510753,746510754,746510755,746510756,746510757,746510758,746510759,746510760,746510761,746510762,746510763,746510764,746510765,pull_request
746510722,f1664cd149d96d775bed195c587e31e5726a4666,,ci,errored,591,2020-11-29 01:27:33 UTC,746510723,746510724,746510725,746510726,746510727,746510728,746510729,746510730,746510731,746510732,746510733,746510734,746510735,746510736,746510737,push
746510307,299e26fe4f72f74703a216d5050b5fc2dd35f91b,667,ci,canceled,0,,746510308,746510309,746510310,746510311,746510312,746510313,746510314,746510315,746510316,746510317,746510318,746510319,746510320,746510321,746510322,pull_request
746510289,5d4bac97c9446515c4c5e747b088e189fa834249,,ci,errored,569,2020-11-29 01:19:07 UTC,746510290,746510291,746510292,746510293,746510294,746510295,746510296,746510297,746510298,746510299,746510300,746510301,746510302,746510303,746510304,push
746505296,b6179d6320b6e0578a400e1f9be38696022390f8,667,ci,errored,4382,2020-11-29 00:40:42 UTC,746505297,746505298,746505299,746505300,746505301,746505302,746505303,746505304,746505305,746505306,746505307,746505308,746505309,746505310,746505311,pull_request
746505249,dbe8c9661281419e946bc677f0f57880d350be7f,,ci,errored,9248,2020-11-29 00:16:44 UTC,746505250,746505251,746505252,746505253,746505254,746505255,746505256,746505257,746505258,746505259,746505260,746505261,746505262,746505263,746505264,push
746505117,ed302378703e9ee9071ea231840872331ed3de37,667,ci,canceled,0,,746505118,746505119,746505120,746505121,746505122,746505123,746505124,746505125,746505126,746505127,746505128,746505129,746505130,746505131,746505132,pull_request
746505024,5e3e3ef71f809d18c8ffe983586e3ebaef41a0b2,,ci,errored,582,2020-11-29 00:08:23 UTC,746505025,746505026,746505027,746505028,746505029,746505030,746505031,746505032,746505033,746505034,746505035,746505036,746505037,746505038,746505039,push
746504662,a69f2f0973fca53b63297a01691ad5321d9e62f1,,ci,errored,582,2020-11-28 23:59:58 UTC,746504663,746504664,746504665,746504666,746504667,746504668,746504669,746504670,746504671,746504672,746504673,746504674,746504675,746504676,746504677,push
746503571,0b56c314e6311f51f7dc5546086a5fe6084ebd26,,ci,errored,717,2020-11-28 23:36:22 UTC,746503572,746503573,746503574,746503575,746503576,746503577,746503578,746503579,746503580,746503581,746503582,746503583,746503584,746503585,746503586,push
746503553,61a1cf773aa8ec6cbd2eb250d08f34071b314430,,v0.22.0,errored,629,2020-11-28 23:36:28 UTC,746503554,746503555,746503558,746503559,746503560,746503561,746503562,746503563,746503564,746503565,746503566,746503567,746503568,746503569,746503570,push
746480119,61a1cf773aa8ec6cbd2eb250d08f34071b314430,,v0.22.0,errored,633,2020-11-28 22:48:37 UTC,746480120,746480121,746480122,746480123,746480124,746480125,746480126,746480127,746480128,746480129,746480130,746480131,746480132,746480133,746480134,push
746480103,61a1cf773aa8ec6cbd2eb250d08f34071b314430,,ci,errored,9552,2020-11-28 21:59:04 UTC,746480104,746480105,746480106,746480107,746480108,746480109,746480110,746480111,746480112,746480113,746480114,746480115,746480116,746480117,746480118,push
746478221,08dd3837a1423a9c926dae5a7f22bc5ed43b83e2,666,ci,errored,636,2020-11-28 21:35:57 UTC,746478222,746478223,746478224,746478225,746478226,746478227,746478228,746478229,746478230,746478231,746478232,746478233,746478234,746478235,746478236,pull_request
746478156,0b56c314e6311f51f7dc5546086a5fe6084ebd26,,ci,failed,13952,2020-11-28 21:02:10 UTC,746478157,746478158,746478159,746478160,746478161,746478162,746478163,746478164,746478165,746478166,746478172,746478173,746478174,746478175,746478176,push
746476370,11fabf145bda09638ece39156bcc5c6ca2ce91f7,666,ci,canceled,0,,746476371,746476372,746476373,746476374,746476375,746476376,746476377,746476378,746476379,746476380,746476381,746476382,746476383,746476384,746476385,pull_request
746476278,671afa422ff5d8f868cce01e53f753e757eeec6b,,ci,errored,591,2020-11-28 20:39:31 UTC,746476279,746476280,746476281,746476282,746476283,746476284,746476285,746476286,746476287,746476288,746476289,746476290,746476291,746476292,746476293,push
746474973,0f396f3c6619c2f5f734008cc39b7aa0be2a374b,666,ci,canceled,0,,746474974,746474975,746474976,746474977,746474978,746474979,746474980,746474981,746474982,746474983,746474984,746474985,746474986,746474987,746474988,pull_request
746474923,8892f7fd194e2e6a8c68600ecedd2f040fe2045a,,ci,errored,589,2020-11-28 20:17:18 UTC,746474924,746474925,746474926,746474927,746474928,746474929,746474930,746474931,746474932,746474933,746474934,746474935,746474936,746474937,746474938,push
746469553,c4bb28a956ff3aba66390f590549c192179caa5c,666,ci,canceled,0,,746469554,746469555,746469556,746469557,746469558,746469559,746469560,746469561,746469562,746469563,746469564,746469565,746469566,746469567,746469568,pull_request
746469519,080d1da518b4ff0afec48df01403d0150d5a6ecb,,ci,errored,581,2020-11-28 19:52:31 UTC,746469520,746469521,746469522,746469523,746469524,746469525,746469526,746469527,746469528,746469529,746469530,746469531,746469532,746469533,746469534,push
746467680,e98076de8fc25089742165147576e6dc49e01b00,666,ci,canceled,0,,746467681,746467682,746467683,746467684,746467685,746467686,746467687,746467688,746467689,746467690,746467691,746467692,746467693,746467694,746467695,pull_request
746467655,9846fcf337f2829a09c3c38c1deac12214bf338d,,ci,errored,577,2020-11-28 19:26:51 UTC,746467656,746467657,746467658,746467659,746467660,746467661,746467662,746467663,746467664,746467665,746467666,746467667,746467668,746467669,746467670,push
746466901,a4323f1531315328ea449f6370528ff615cf62df,666,ci,canceled,0,,746466902,746466903,746466904,746466905,746466906,746466907,746466908,746466909,746466910,746466911,746466912,746466913,746466914,746466915,746466916,pull_request
746466840,ab007e4a44e099f3bc1d323f0fc5df09586b6f93,,ci,errored,578,2020-11-28 18:55:12 UTC,746466841,746466842,746466843,746466844,746466845,746466846,746466847,746466848,746466849,746466850,746466851,746466852,746466853,746466854,746466855,push
746466664,c81ce28e626d9ce474330d7e9f21fde6d987c90f,666,ci,canceled,0,,746466665,746466666,746466667,746466668,746466669,746466670,746466671,746466672,746466673,746466674,746466675,746466676,746466677,746466678,746466679,pull_request
746466532,cfafe3c038f4a0dff5c844ad91b97ce6f845d6c9,,ci,errored,571,2020-11-28 18:31:53 UTC,746466533,746466534,746466535,746466536,746466537,746466538,746466539,746466540,746466541,746466542,746466543,746466544,746466545,746466546,746466547,push
746437496,7c77c33355a9c228d23f67f9e9b3383a7a801a96,,master,passed,14459,2020-11-28 15:34:59 UTC,746437508,746437512,746437513,746437516,746437518,746437522,746437525,746437532,746437533,746437534,746437535,746437538,746437539,746437542,746437551,cron
746388785,e74c2b8e0a399d9b97e423b85152b136161faa15,666,ci,failed,13846,2020-11-28 07:24:19 UTC,746388786,746388787,746388788,746388789,746388790,746388791,746388792,746388793,746388794,746388795,746388796,746388797,746388798,746388799,746388800,pull_request
746387231,86a4b7f79ed5c6de19b74bedf9e6ed8e5547169f,666,ci,canceled,0,,746387232,746387233,746387234,746387235,746387236,746387237,746387238,746387239,746387240,746387241,746387242,746387243,746387244,746387245,746387246,pull_request
746387173,c1a5f75f5a40353836a3231d7b0e36f23c85b3b4,,ci,failed,13719,2020-11-28 07:02:40 UTC,746387174,746387175,746387176,746387177,746387178,746387179,746387180,746387181,746387182,746387183,746387184,746387185,746387186,746387187,746387188,push
746384190,7c1bf02f0bccd9b9d071b4fdd28d62d30ad25d1b,666,ci,canceled,0,,746384191,746384192,746384193,746384194,746384195,746384196,746384197,746384198,746384199,746384200,746384201,746384202,746384203,746384204,746384205,pull_request
746384159,c0bb67955791b2b853c82a6c6177a70aa30ff1dd,,ci,errored,594,2020-11-28 06:56:44 UTC,746384160,746384161,746384162,746384163,746384164,746384165,746384166,746384167,746384168,746384169,746384170,746384171,746384172,746384173,746384174,push
746382875,436da14d5782b8ccf2d49b7f6bfbe6da60826381,666,ci,canceled,0,,746382876,746382877,746382878,746382879,746382880,746382881,746382882,746382883,746382884,746382885,746382886,746382887,746382888,746382889,746382890,pull_request
746382847,31821d91ae03b21604db9b76ed35c73f6a38c3cb,,ci,errored,582,2020-11-28 06:50:44 UTC,746382848,746382849,746382850,746382851,746382852,746382853,746382854,746382855,746382856,746382857,746382858,746382859,746382860,746382861,746382862,push
746380251,c4b48312ea4cfd9ca7d2760a66ffe6ca6b787d9d,666,ci,canceled,0,,746380252,746380253,746380254,746380255,746380256,746380257,746380258,746380259,746380260,746380261,746380262,746380263,746380264,746380265,746380266,pull_request
746380226,f24bf66dee1f9d1307e00e192bbac0b0a878e667,,ci,errored,576,2020-11-28 06:44:59 UTC,746380227,746380228,746380229,746380230,746380231,746380232,746380233,746380234,746380235,746380236,746380237,746380238,746380239,746380240,746380241,push
746379019,85d375718ff99ffacaf0bf48c1c1f77414857604,666,ci,canceled,0,,746379020,746379021,746379022,746379023,746379024,746379025,746379026,746379027,746379028,746379029,746379030,746379031,746379032,746379033,746379034,pull_request
746378999,514989535285acb9dbcfb075cc4417f388c9b834,,ci,errored,586,2020-11-28 06:39:07 UTC,746379000,746379001,746379002,746379003,746379004,746379005,746379006,746379007,746379008,746379009,746379010,746379011,746379012,746379013,746379014,push
746377050,801e05ece5f499cc8f71f98f2ff727c2e2d2634e,666,ci,canceled,0,,746377051,746377052,746377053,746377054,746377055,746377056,746377057,746377058,746377059,746377060,746377061,746377062,746377063,746377064,746377065,pull_request
746377020,5aeefb3b3e915a8a68d961bb5ea05a5962896809,,ci,errored,567,2020-11-28 06:33:07 UTC,746377021,746377022,746377023,746377024,746377025,746377026,746377027,746377028,746377029,746377030,746377031,746377032,746377033,746377034,746377035,push
746376154,3e438112049d503007c37ddf23504c905378064c,666,ci,canceled,0,,746376155,746376156,746376157,746376158,746376159,746376160,746376161,746376162,746376163,746376164,746376165,746376166,746376167,746376168,746376169,pull_request
746376133,5d7d5d512b98972f7694d70b1845f5d598914b05,,ci,errored,590,2020-11-28 06:27:04 UTC,746376134,746376135,746376136,746376137,746376138,746376139,746376140,746376141,746376142,746376143,746376144,746376145,746376146,746376147,746376148,push
746374538,1707da43092ab7c716183a52de13ede14eca527d,666,ci,canceled,0,,746374539,746374540,746374541,746374542,746374543,746374544,746374545,746374546,746374547,746374548,746374549,746374550,746374551,746374552,746374553,pull_request
746374522,148a1106331189d1bfb6afc22aeacda962fd74e4,,ci,errored,586,2020-11-28 06:21:10 UTC,746374523,746374524,746374525,746374526,746374527,746374528,746374529,746374530,746374531,746374532,746374533,746374534,746374535,746374536,746374537,push
746373037,b8b69ef791414fff72057ac58ee975ff3b5b502f,666,ci,canceled,0,,746373038,746373039,746373040,746373041,746373042,746373043,746373044,746373045,746373046,746373047,746373048,746373049,746373050,746373051,746373052,pull_request
746373008,11dbfa3fc527aba75ec6454199a88d2cbae3e5b5,,ci,errored,591,2020-11-28 06:15:24 UTC,746373009,746373010,746373011,746373012,746373013,746373014,746373015,746373016,746373017,746373018,746373019,746373020,746373021,746373022,746373023,push
746371204,9399657e49836e6c9000aa817a688b43217c4c6a,666,ci,canceled,0,,746371205,746371206,746371207,746371208,746371209,746371210,746371211,746371212,746371213,746371214,746371215,746371216,746371217,746371218,746371219,pull_request
746371174,f0fff217f9488d457d23819eee260b96e92bf7f8,,ci,errored,606,2020-11-28 06:08:59 UTC,746371175,746371176,746371177,746371178,746371179,746371180,746371181,746371184,746371185,746371186,746371187,746371188,746371189,746371190,746371191,push
746370690,ed20b5ad774b9707131df0f24975d274f1773c41,666,ci,canceled,0,,746370691,746370692,746370693,746370694,746370695,746370696,746370697,746370698,746370699,746370700,746370701,746370702,746370703,746370704,746370705,pull_request
746370650,a218083431743245acf4bc3c06138c538d0d5099,,ci,errored,574,2020-11-28 06:00:57 UTC,746370651,746370652,746370653,746370654,746370655,746370656,746370657,746370658,746370659,746370660,746370661,746370662,746370663,746370664,746370665,push
746367134,3fb75ba5f13a9284a58d90700d6a463df2529009,666,ci,canceled,0,,746367135,746367136,746367137,746367138,746367139,746367140,746367141,746367142,746367143,746367144,746367145,746367146,746367147,746367148,746367149,pull_request
746367059,5789fa40d68d58f8ae49111aad188a4cd1b216b5,,ci,errored,590,2020-11-28 05:54:22 UTC,746367060,746367061,746367062,746367063,746367064,746367065,746367066,746367067,746367068,746367069,746367070,746367071,746367072,746367073,746367074,push
746365410,fbe3bebb71b0197434691f24e808be74fa0ba6c9,666,ci,canceled,0,,746365411,746365412,746365413,746365414,746365415,746365416,746365417,746365418,746365419,746365420,746365421,746365422,746365423,746365424,746365425,pull_request
746365050,dec39f315f4da1187b5fc84cbf0a165bfb0a69bf,,ci,errored,577,2020-11-28 05:48:33 UTC,746365051,746365052,746365053,746365054,746365055,746365056,746365057,746365058,746365059,746365060,746365061,746365062,746365063,746365064,746365065,push
746362987,6c27d097404b4387f5109c206379bd477636e926,,ci,errored,606,2020-11-28 05:42:29 UTC,746362988,746362989,746362990,746362991,746362992,746362993,746362994,746362995,746362996,746362997,746362998,746362999,746363000,746363001,746363002,push
