build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
595385416,9b5fc00fad77b2be78635c2448292cc01abb95d6,518,master,errored,81,2019-10-09 00:28:13 UTC,595385418,595385419,595385421,595385422,pull_request
593175398,7f60b46f79d646ce0c7724c144a55088ab9f8ccf,517,master,errored,248,2019-10-03 18:07:41 UTC,593175403,593175406,593175407,593175408,pull_request
563600121,2af731068e4517376cfe5c0cac7590bb956ae030,516,master,errored,231,2019-07-25 15:04:54 UTC,563600122,563600123,563600124,563600125,pull_request
502677703,4f8bc329b84a10a9a99f3d17e23409300d9799e3,515,master,errored,159,2019-03-06 17:26:07 UTC,502677704,502677705,502677706,502677707,pull_request
487748669,ebcdeff3adf3bf75c5a9c5e8a1352a36b4ace7de,514,master,errored,143,2019-02-02 03:26:43 UTC,487748670,487748671,487748672,487748673,pull_request
289808327,40a19c1503c9bdb7fc029190ffb489d9177b5560,512,master,errored,240,2017-10-19 05:00:25 UTC,289808328,289808329,289808330,289808331,pull_request
289807562,54628e1fc4b117c4bd92dc4d3fd9b612e8f2765d,511,master,errored,239,2017-10-19 04:56:42 UTC,289807563,289807564,289807565,289807566,pull_request
243933993,15edf94e6ea8956fe539d115488d2e7f791104b6,508,master,errored,325,2017-06-17 08:28:53 UTC,243933994,243933995,243933996,243933997,pull_request
120931024,6c066d48f87462ed0f32ce17c576eff0dbc5348d,504,simple_form,failed,434,2016-04-05 16:12:29 UTC,120931026,120931027,pull_request
119263124,6c066d48f87462ed0f32ce17c576eff0dbc5348d,504,simple_form,failed,425,2016-03-29 14:40:05 UTC,119263125,119263132,pull_request
119257186,4a83adc81ea8c39b19529d427df76cb946feba1a,504,simple_form,failed,412,2016-03-29 14:18:05 UTC,119257187,119257188,pull_request
119230558,066dbe3d53c093cb630737029c94695921e931c9,504,simple_form,failed,467,2016-03-29 12:37:24 UTC,119230560,119230561,pull_request
119224537,066dbe3d53c093cb630737029c94695921e931c9,504,simple_form,failed,479,2016-03-29 12:08:29 UTC,119224538,119224539,pull_request
119221587,066dbe3d53c093cb630737029c94695921e931c9,504,simple_form,failed,506,2016-03-29 11:50:19 UTC,119221588,119221589,pull_request
119217265,9d9dc5e8a4178cfdd009d6e7c942a0121bd04e9a,504,simple_form,failed,462,2016-03-29 11:27:09 UTC,119217267,119217269,pull_request
98587980,1ae9555eff8536091a836f79df683cf6ade07b87,505,master,errored,173,2015-12-23 21:05:52 UTC,98587982,98587983,98587984,98587985,pull_request
90711535,53ed6bd198b94db68057c9d5b78349ef97b24f9d,504,simple_form,errored,126,2015-11-12 11:24:20 UTC,90711536,90711537,pull_request
67371151,0b3815c624bef6179d0dcdb5ebefdbbb9cf56168,503,master,errored,340,2015-06-18 14:00:46 UTC,67371152,67371153,67371154,67371155,pull_request
66098636,951fbde038ea6ce433ecfbf2ccf77d247f035661,502,simple_form,errored,158,2015-06-09 19:00:44 UTC,66098637,66098638,pull_request
63290810,596fc4aca37ce08c1f91a9501d6013c18aa9d6ca,501,master,errored,246,2015-05-20 11:01:58 UTC,63290811,63290812,63290813,63290814,pull_request
54985452,03c2259d3cccc832be433f89b114c5c05d741b38,495,master,failed,4266,2015-03-19 07:16:45 UTC,54985453,54985454,54985455,54985456,54985457,54985458,pull_request
54229852,9bbd27b2c84dba2fed77049114d962925a75b9ba,494,master,failed,1381,2015-03-13 11:28:01 UTC,54229853,54229854,54229855,54229856,pull_request
32128636,43d61a749e4b3e3a1367c718cfd69ef2b7b24840,485,master,failed,1288,2014-08-10 03:41:19 UTC,32128637,32128638,32128639,32128640,pull_request
32127161,d3f8dfa7de4c5c09b8a06e7347188955acd1ce48,483,master,failed,1015,2014-08-10 03:02:10 UTC,32127162,32127163,32127164,32127165,pull_request
26046661,c64b374660cbc7a567f71af14474b184cb2c5484,477,master,failed,2130,2014-05-26 13:02:50 UTC,26046662,26046663,26046664,26046665,pull_request
26046322,2f26c702db02df7fb51c9fb1fa6fa2afd17a061e,477,master,failed,1866,2014-05-26 12:57:29 UTC,26046323,26046324,26046325,26046326,pull_request
26043405,db61f87726b97d09b56079fd5e4d54d829818167,477,master,failed,1648,2014-05-26 12:07:49 UTC,26043406,26043407,26043408,26043409,pull_request
26008035,c981fd852df40f74ac8e5eda0d453c2e181c2cd0,477,master,failed,1500,2014-05-25 20:34:36 UTC,26008036,26008037,26008038,26008039,pull_request
25929813,b1aeb2f5fb381109907aa91251e5eba921f53f6e,477,master,failed,1756,2014-05-24 08:59:45 UTC,25929814,25929815,25929816,25929817,pull_request
25124457,9d09de83a0473b2427d73d56c956ec0ebfbe20e5,,simple_form,failed,1156,2014-05-14 03:30:12 UTC,25124458,25124459,push
25040996,1e9b0e8e73cc81e19f7510747afb71245deef9c9,,simple_form,failed,1215,2014-05-13 05:56:03 UTC,25040997,25040998,push
24947873,174e8a4d9d090ed061436822cf811c989d49dbf1,,simple_form,failed,784,2014-05-12 04:14:45 UTC,24947874,24947875,push
24947825,85f0b9d2cf1012edd37c155a9084a9eb56c8ccb9,,simple_form,canceled,78,2014-05-12 04:13:33 UTC,24947826,24947827,24947828,24947829,push
24947820,d4fe8df2586ba26126bac3c4b3498e67ba813baf,,master,failed,1645,2014-05-12 04:15:27 UTC,24947821,24947822,24947823,24947824,push
24947551,86517bca540834de26660f6833fcc59aa2fc1403,,master,failed,1402,2014-05-12 04:02:52 UTC,24947552,24947553,24947554,24947555,push
24947358,85f0b9d2cf1012edd37c155a9084a9eb56c8ccb9,,master,errored,1026,2014-05-12 03:55:18 UTC,24947359,24947360,24947361,24947362,push
24135882,ce89781aef90f3196e5ad580806eedf580e74491,,master,errored,262,2014-04-30 20:46:24 UTC,24135883,24135884,24135885,24135886,push
24069910,6b4fc57d24ec4fb9b084eaf855c4a1f1ae6b579b,,master,failed,1771,2014-04-30 02:50:56 UTC,24069911,24069912,24069913,24069914,push
22536043,0f88c7f121e2190d9e3417896bcf07b53f3ed316,,master,failed,1817,2014-04-08 15:14:38 UTC,22536044,22536045,22536046,22536047,push
22534448,7601d0151c3b1526c53841f2ad1a250936be24d8,,master,failed,1495,2014-04-08 14:58:46 UTC,22534449,22534450,22534451,22534452,push
22055000,451e2c468227f9e37924304a966aac1917845a59,,master,passed,1707,2014-04-01 21:25:37 UTC,22055001,22055002,22055003,22055004,push
21901899,451504381caa09845cb41f0134df1d1b43649d4b,,master,passed,1377,2014-03-30 22:45:08 UTC,21901900,21901901,21901902,21901903,push
21901192,9fb1d8d76827a47118e06b514170517bac5ef82b,,master,passed,1597,2014-03-30 22:26:23 UTC,21901193,21901194,21901196,21901198,push
21899902,7794f62df06e84cc90289fc7f5cccc6a0eb42d3d,,master,passed,1472,2014-03-30 21:56:26 UTC,21899903,21899904,21899905,21899906,push
21899523,4fb8fd66c868be0b2cd75c430f0377f0528020e2,,master,failed,1400,2014-03-30 21:48:55 UTC,21899524,21899525,21899526,21899527,push
21806440,a26836942b8a38e85a36f4d804eff20a16075008,,master,failed,1480,2014-03-29 01:43:45 UTC,21806441,21806442,21806443,21806444,push
21601991,9432c2dac1648a9cf7a71976392d13bdbe04b5bb,,master,passed,1520,2014-03-26 15:52:47 UTC,21601992,21601993,21601994,21601995,push
21455463,1656342cee451fd0912ef03abb16930e74d3cfb6,,master,failed,1550,2014-03-24 20:17:35 UTC,21455464,21455466,21455467,21455469,push
21454080,bc39b6633e28017e5441da7a110f76746293160e,,merged_caboteria,failed,1378,2014-03-24 19:57:45 UTC,21454081,21454082,21454083,21454084,push
21452365,94f8033cf1fcad5303a970937207aca551fd4fb6,,master,passed,1377,2014-03-24 19:34:21 UTC,21452366,21452367,21452368,21452369,push
21452322,d403b4c32f325659b5527e397b081af8c2a10963,,master,passed,1502,2014-03-24 19:33:55 UTC,21452323,21452324,21452325,21452326,push
21450735,65327415ebf940afc67a94e4abb0cf0d4e47458b,,master,errored,65,2014-03-24 19:15:56 UTC,21450736,push
21450102,f2328b43decdfdb9cb55b4a6163dff41746f1318,,rails4,passed,1568,2014-03-24 19:02:35 UTC,21450103,21450104,21450105,21450106,push
21444114,115ed1e3a374e9b1638746a2e1c30521707685a3,,rails4,failed,1439,2014-03-24 17:38:41 UTC,21444115,21444116,21444117,21444118,push
21443467,703ed4383e6846d390603a56753be6418bb204cc,,rails4,failed,1478,2014-03-24 17:31:11 UTC,21443468,21443469,21443470,21443471,push
21432770,1412ba2045867bcdee6b6fd901c53aa7d6864bf9,,rails4,failed,1635,2014-03-24 15:09:15 UTC,21432771,21432772,21432773,21432774,push
21430121,379914db7746f46568ee3d9693c5fecf9f56bfb6,468,master,errored,884,2014-03-24 14:35:54 UTC,21430122,21430123,21430124,21430125,pull_request
21387045,0ea98d7b3536950fa41f8b9e8e08cd4d54fc1851,,rails4,failed,1406,2014-03-23 22:24:57 UTC,21387046,21387047,21387048,21387049,push
21382713,f365255fcf81b912666574bbf55eecd7a18c4ab8,,rails4,failed,1159,2014-03-23 20:52:37 UTC,21382714,21382715,21382716,21382717,push
21378474,142dd531ad52aecf9a075b5aeaba831b552f88c7,,rails4,failed,1301,2014-03-23 19:25:25 UTC,21378475,21378476,21378477,21378478,push
21378407,4cf648175cbcaf2c1825d0c336f1a60fd210b64c,,rails4,errored,237,2014-03-23 19:23:56 UTC,21378408,21378409,21378410,21378411,push
21378169,826ba66385901b329775282e7e62b2ee46cbd067,,rails4,errored,115,2014-03-23 19:20:34 UTC,21378170,21378171,push
21377190,4598c3aa9aa2688529d727b58d61c3d63d953dd5,,rails4,errored,50,2014-03-23 19:01:54 UTC,21377191,push
