build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
672582892,29dac813f3f1aed6820a667d08c7d5eb7b5051c7,,master,passed,292,2020-04-08 15:54:09 UTC,672582893,push
672582588,efe264501cd91e2474ba04276b3ac778ba99952c,,v2.1.1,passed,290,2020-04-08 15:53:33 UTC,672582589,push
672581240,efe264501cd91e2474ba04276b3ac778ba99952c,,master,passed,284,2020-04-08 15:50:03 UTC,672581241,push
672577468,631b39df75dd5bb76167bae5a6daf88e150f0bd9,195,master,passed,286,2020-04-08 15:43:28 UTC,672577469,pull_request
672577441,1f6ae4ce8e06856fcf79b23b9ba7589ae7e24a26,,bump-tf,passed,291,2020-04-08 15:43:31 UTC,672577442,push
672577333,121c9a28ae50bd56852adae5fe7be16b85d0794c,195,master,canceled,0,,672577334,pull_request
672577320,9e8b4c104a01eb17fb4b9fc92439d22a6bbd3b15,,bump-tf,passed,291,2020-04-08 15:40:06 UTC,672577321,push
672576887,8d6a14b09e907662ecf6e07669552170187fe473,195,master,passed,276,2020-04-08 15:39:29 UTC,672576888,pull_request
672576883,f397eba7feffc0fe60feeee14629c1455a8c1ccf,,bump-tf,passed,291,2020-04-08 15:39:30 UTC,672576884,push
672576233,78cc295eedeec2df5ccbeb544889ddf15f81a0d3,195,master,passed,306,2020-04-08 15:38:03 UTC,672576234,pull_request
672576229,a1526f5c9dae1e76017a5cc9b95ba53e36683469,,bump-tf,passed,286,2020-04-08 15:37:59 UTC,672576230,push
672573070,775130723b3850cdf8296458e337f1f780421ffa,195,master,passed,292,2020-04-08 15:30:36 UTC,672573071,pull_request
672573057,ec03c385ce0f723e6d3ea0fb2fe3df5757472450,,bump-tf,passed,300,2020-04-08 15:30:36 UTC,672573058,push
672572488,fa2229bb0db0a54a203fbb5f855741536831edff,195,master,passed,283,2020-04-08 15:29:13 UTC,672572489,pull_request
672572478,8e517b3988d626d5d16b25bbb63b6df69ae00e8f,,bump-tf,passed,275,2020-04-08 15:29:10 UTC,672572479,push
672569608,da4411c6f2fe5343ae0f15744c72eb22eefedf58,195,master,passed,287,2020-04-08 15:22:45 UTC,672569609,pull_request
672569599,21a9b1fce9293a850f246993b1254571b4f4af24,,bump-tf,passed,290,2020-04-08 15:22:41 UTC,672569600,push
672528710,00ac9fcf49068f2a3345184dcb4ae734488d495c,,bump-tf,passed,304,2020-04-08 13:38:20 UTC,672528711,push
672528688,b979de581c35d7e8c7d94a293c15c6ae52bdf4a5,195,master,failed,170,2020-04-08 13:35:18 UTC,672528689,pull_request
577520275,2e6c0d960d1235da16350037f5b4ae40548abfae,,master,passed,297,2019-08-27 19:47:23 UTC,577520276,push
577519731,7bd54f827aec44365d31aed24de2ee19ceec664e,,v2.1,passed,302,2019-08-27 19:45:54 UTC,577519732,push
577519207,7bd54f827aec44365d31aed24de2ee19ceec664e,,master,passed,274,2019-08-27 19:44:40 UTC,577519208,push
577516975,c18f5631ad01da2d2eb24a75ae44fb590b8b6c84,191,master,passed,289,2019-08-27 19:38:28 UTC,577516976,pull_request
577516971,406a0dc661f34038645469c64fbda6cac3f33dc4,,bump-deps,passed,295,2019-08-27 19:39:10 UTC,577516972,push
577513754,38d097302a8343aa39d104132a17d9e24b243e79,191,master,errored,405,2019-08-27 19:31:01 UTC,577513755,577513756,pull_request
577513726,cbef9f0d394c2018b4bf2cf24336b5718677fdf4,,bump-deps,errored,376,2019-08-27 19:30:37 UTC,577513727,577513728,push
577511806,66b7afaa0740ca3da9127a09384503212e64776b,191,master,errored,428,2019-08-27 19:25:41 UTC,577511807,577511808,pull_request
577511775,2fe723f93c5a477e69c824c84134d290c58ec78d,,bump-deps,errored,403,2019-08-27 19:25:40 UTC,577511776,577511777,push
577509237,9023955aab451d9647a944a141f28de70441f3d0,191,master,errored,413,2019-08-27 19:20:05 UTC,577509238,577509239,pull_request
577508904,5c410f776f4c01294b7fa8914b91cdc15699b0db,,bump-deps,errored,404,2019-08-27 19:19:43 UTC,577508905,577508906,push
530487424,0495a177439850018e699c3b2d98b5f14c00405f,187,master,errored,282,2019-05-09 21:44:23 UTC,530487425,530487426,pull_request
527324153,357e0db1018ad4c95c72cd89b5633d4dd9406d7e,186,master,errored,273,2019-05-02 14:26:56 UTC,527324154,527324155,pull_request
527324141,7bd26e5adb212fe3aeae6acdcb630409f6b54930,,bump-tf,errored,263,2019-05-02 14:25:10 UTC,527324142,527324143,push
522998090,1f586c86f94039098fb9a928fe920b0dbca0fba5,184,master,failed,340,2019-04-22 11:24:42 UTC,522998091,522998092,pull_request
471934383,dc97f87a06d738fccb2a2431830e08177a520404,172,master,failed,460,2018-12-24 19:14:40 UTC,471934384,471934385,pull_request
471932729,5d6d53d2b51098c5990b370f40a8add8a3adaac0,172,master,failed,364,2018-12-24 19:04:00 UTC,471932731,471932732,pull_request
436288090,579d6c415c71c1d840b151e98230fa7617f0430a,,master,passed,771,2018-10-02 18:39:15 UTC,436288091,436288093,push
434816419,af293d18849c764dd67e29d7e49eb9c5d35684d5,160,master,passed,712,2018-09-28 21:46:40 UTC,434816420,434816421,pull_request
434816390,dbacc4f92714866976dc7b497ec4157ffbd5a6aa,,fix-bug-in-utils,passed,795,2018-09-28 21:46:03 UTC,434816391,434816392,push
434816111,7bddbf364572cfecd159aadaacfbc0c7779f9f82,,master,passed,698,2018-09-28 21:45:07 UTC,434816112,434816113,push
434814163,6a3feb2572e58dafa4a02d727426d07479f0695a,162,master,passed,704,2018-09-28 21:38:00 UTC,434814164,434814165,pull_request
434814149,51b59cbe9d09fc4d3c97e71e4fd9aaf887c17620,,fix-travis,passed,618,2018-09-28 21:37:59 UTC,434814150,434814151,push
434800059,b800e2eddcdb9ddf9d5be52fdcff8f24577fa381,162,master,errored,343,2018-09-28 20:59:00 UTC,434800060,434800061,pull_request
434800053,e172801487250be0cc8887529f8f4ebe054794ec,,fix-travis,errored,312,2018-09-28 20:59:19 UTC,434800054,434800055,push
434796821,ebf9ee0f7232146b5103c379dd0a518cb659acc7,162,master,passed,741,2018-09-28 20:51:21 UTC,434796822,434796823,pull_request
434796816,6411e5b7509400c0cb3c2835bba33cb0291b0e64,,fix-travis,passed,751,2018-09-28 20:51:17 UTC,434796817,434796818,push
434784494,e82aed07018a794941089fb668ee4db148a36809,162,master,passed,743,2018-09-28 20:18:54 UTC,434784496,434784497,pull_request
434784484,3748d569c4b674282a31c4adce8161ff29321be2,,fix-travis,passed,737,2018-09-28 20:19:24 UTC,434784485,434784486,push
434781960,020a506a17e963b91e74e37f29acbf0ae1c9ea02,162,master,failed,553,2018-09-28 20:11:33 UTC,434781961,434781962,pull_request
434781957,844dac51e5266b170eb12bbe26039ac9e820696d,,fix-travis,failed,569,2018-09-28 20:11:28 UTC,434781958,434781959,push
434778483,9a81ed8e7342115a44d559c78e28415b420f7e27,162,master,failed,342,2018-09-28 20:01:53 UTC,434778484,434778485,pull_request
434778473,3fba7423452b67eede8b3fa8e2d25896eebc12ab,,fix-travis,failed,299,2018-09-28 20:01:52 UTC,434778474,434778475,push
434777090,46253b3ec10164372db3289d429dde744bf191b2,162,master,errored,294,2018-09-28 19:57:42 UTC,434777091,434777092,pull_request
434777077,e63338ed6c5b726ae016d89045022a28ef21fa5b,,fix-travis,errored,260,2018-09-28 19:57:36 UTC,434777078,434777079,push
434772490,055dde47f10e7c275a52a7ec6614a0dec3b60c97,162,master,errored,1030,2018-09-28 19:46:19 UTC,434772491,434772492,pull_request
434772482,54f25bcaa7cc1aea370d739c00ab62af180e9cad,,fix-travis,errored,731,2018-09-28 19:45:42 UTC,434772484,434772487,push
434762142,d6fffa4095af533756ab36d38dca01f80bce0c8d,162,master,errored,906,2018-09-28 19:14:05 UTC,434762143,434762144,pull_request
434761765,893f70fa22355295761993dba8b6a2c862e27a97,,fix-travis,errored,890,2018-09-28 19:13:10 UTC,434761766,434761767,push
433383918,2185e04aa879c20379717e281be3f11bbeba8181,160,master,failed,754,2018-09-26 09:22:16 UTC,433383919,433383920,pull_request
433383563,400ba8b226f4b96f634af716301778b80917685d,,fix-bug-in-utils,failed,842,2018-09-26 09:20:43 UTC,433383564,433383565,push
380344011,e99b6147034ffd01127ab2b1ce9d96e9f64f389e,,master,passed,898,2018-05-17 18:04:13 UTC,380344012,380344013,push
319116833,f4db92ae6388916bc509ca79e5138f6db1f463c0,,master,passed,689,2017-12-20 11:11:51 UTC,319116834,319116837,push
319095335,ab4ee8ee2cf07f4dea349f13588eed2554f5949f,122,master,passed,656,2017-12-20 10:15:24 UTC,319095336,319095337,pull_request
319092941,eb000341518a3e4193ba9581df67bb7a98835e5c,122,master,passed,730,2017-12-20 10:08:37 UTC,319092942,319092943,pull_request
318707447,b95606b2d311f91339dec940148c61ec12afbf79,122,master,passed,759,2017-12-19 16:17:39 UTC,318707449,318707451,pull_request
305897560,4a5ce5508ba7c172b109a9a9da6579daf4315aea,120,master,errored,834,2017-11-22 16:36:41 UTC,305897564,305897567,pull_request
298613632,9306ec6bd93ac7f1aa6f09068f03feb27df90698,,add-custom-metrics,passed,1237,2017-11-07 15:48:13 UTC,298613633,298613634,push
287902725,3b7aaa49e4528692dd299cc97fe0481961719975,,master,passed,1431,2017-10-14 11:43:42 UTC,287902726,287902727,push
287901971,f48e42c386272f3533511f5522a6c96ddac143fe,,v2.0,passed,1226,2017-10-14 11:39:39 UTC,287901973,287901975,push
287901129,f48e42c386272f3533511f5522a6c96ddac143fe,,master,passed,1276,2017-10-14 11:35:09 UTC,287901130,287901131,push
