build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
757476844,e8fc69d83925927214856de59e8a40b519cb7834,1359,master,errored,590,2021-02-04 01:14:20 UTC,757476845,757476846,757476847,757476848,757476849,757476850,757476851,757476852,757476853,757476854,757476855,757476856,757476857,757476858,757476859,757476860,757476861,757476862,757476863,757476864,757476865,757476866,757476867,757476868,757476869,757476870,757476871,757476872,757476873,757476874,757476875,757476876,757476877,757476878,pull_request
757476451,8bec169d6f2bb69b4f94fad10c11bd85b8b7d9e4,1359,master,canceled,0,,757476452,757476453,757476454,757476455,757476456,757476457,757476458,757476459,757476460,757476461,757476462,757476463,757476464,757476465,757476466,757476467,757476468,757476469,757476470,757476471,757476472,757476473,757476474,757476475,757476476,757476477,757476478,757476479,757476480,757476481,757476482,757476483,757476484,757476485,pull_request
688016273,ce3d6455c57247149f070fd1f18d982dcfbe7172,1345,master,failed,4671,2020-05-17 11:25:21 UTC,688016274,688016275,688016276,688016277,688016278,688016279,688016280,688016281,688016282,688016283,688016284,688016285,688016286,688016287,688016288,688016289,688016290,688016291,688016292,688016293,688016294,688016295,688016296,688016297,688016298,688016299,688016300,688016301,688016302,688016303,688016304,688016305,688016306,688016307,pull_request
681638743,511856facb3107097bf046cfdfc856898dbba521,1344,master,failed,4703,2020-04-30 19:06:17 UTC,681638744,681638745,681638746,681638747,681638748,681638749,681638750,681638751,681638752,681638753,681638754,681638755,681638756,681638757,681638758,681638759,681638760,681638761,681638762,681638763,681638764,681638765,681638766,681638767,681638768,681638769,681638770,681638771,681638772,681638773,681638774,681638775,681638776,681638777,pull_request
646281772,f0956618e2a3b4a18d72af06da6fd0c183678982,1339,master,failed,5988,2020-02-05 06:58:07 UTC,646281773,646281774,646281775,646281776,646281777,646281778,646281779,646281780,646281781,646281782,646281783,646281784,646281785,646281786,646281787,646281788,646281789,646281790,646281791,646281792,646281793,646281794,646281795,646281796,646281797,646281798,646281799,646281800,646281801,646281802,646281803,646281804,646281805,646281806,pull_request
581922800,aa13919b01fc925c000386c76b890b18cabf3197,1333,master,failed,5438,2019-09-07 01:19:53 UTC,581922801,581922802,581922803,581922804,581922805,581922806,581922807,581922808,581922809,581922810,581922811,581922812,581922813,581922814,581922815,581922816,581922817,581922818,581922819,581922820,581922821,581922822,581922823,581922824,581922825,581922826,581922827,581922828,581922829,581922830,581922831,581922832,581922833,581922834,pull_request
577715488,f714828c6dbd402152b02f08b2d4ba30bb35147d,1330,master,failed,5164,2019-08-28 07:33:49 UTC,577715489,577715490,577715491,577715492,577715493,577715494,577715495,577715496,577715497,577715498,577715499,577715500,577715501,577715502,577715503,577715504,577715505,577715506,577715507,577715508,577715509,577715510,577715511,577715512,577715513,577715514,577715515,577715516,577715517,577715518,577715519,577715520,577715521,577715522,pull_request
502052367,f7e422bc6897ed0f70a41a4c90cf1585410c85f1,1307,master,failed,6061,2019-03-05 14:16:56 UTC,502052368,502052369,502052370,502052371,502052372,502052373,502052374,502052375,502052376,502052377,502052378,502052379,502052380,502052381,502052382,502052383,502052384,502052385,502052386,502052387,502052388,502052389,502052390,502052391,502052392,502052393,502052394,502052395,502052396,502052397,502052398,502052399,502052400,502052401,pull_request
500845520,59e18e1ca2535b266f095121bb2d4f075ed895f6,1306,master,failed,5815,2019-03-02 17:00:39 UTC,500845521,500845522,500845523,500845524,500845525,500845526,500845527,500845528,500845529,500845530,500845531,500845532,500845533,500845534,500845535,500845536,500845537,500845538,500845539,500845540,500845541,500845542,500845543,500845544,500845545,500845546,500845547,500845548,500845549,500845550,500845551,500845552,500845553,500845554,pull_request
495548574,d61040349d5b4bf84bc2b2192f6f3e0ab48a53c5,1304,master,passed,7882,2019-02-19 16:22:55 UTC,495548575,495548576,495548577,495548578,495548579,495548580,495548581,495548582,495548583,495548584,495548585,495548586,495548587,495548588,495548589,495548590,495548591,495548592,495548593,495548594,495548595,495548596,495548597,495548598,495548599,495548600,495548602,495548605,495548607,495548609,495548610,495548611,495548612,495548613,pull_request
485383669,27cc3ec9bbe7de940580cb8a26390ffcc727d783,1293,master,passed,5895,2019-01-28 12:59:48 UTC,485383670,485383671,485383672,485383673,485383674,485383675,485383676,485383677,485383678,485383679,485383680,485383681,485383682,485383683,485383684,485383685,485383686,485383687,485383688,485383691,485383694,485383695,485383696,485383697,485383698,485383699,485383700,485383701,485383702,485383703,485383704,485383705,485383706,485383707,pull_request
479962434,e7414eaa971b27977d2283f2882825393493179d,,v0.11.4,passed,6772,2019-01-15 18:42:52 UTC,479962435,479962436,479962437,479962438,479962439,479962440,479962441,479962442,479962443,479962444,479962445,479962446,479962447,479962448,479962449,479962450,479962453,479962456,479962457,479962458,479962459,479962460,479962461,479962462,479962463,479962464,479962465,479962466,479962467,479962468,479962469,479962470,479962471,479962472,push
479962360,362035816046e87f7bc5a6ca745760d09a69a40c,,master,passed,6432,2019-01-15 18:42:58 UTC,479962361,479962362,479962363,479962364,479962365,479962366,479962367,479962368,479962369,479962370,479962371,479962372,479962373,479962374,479962375,479962376,479962377,479962379,479962380,479962381,479962382,479962384,479962385,479962386,479962387,479962388,479962389,479962390,479962392,479962394,479962395,479962396,479962398,479962399,push
470031757,65e288ca2506be6479c6c17c1083ee1a4e453f45,1288,master,passed,6164,2018-12-19 14:05:27 UTC,470031758,470031759,470031760,470031761,470031762,470031763,470031764,470031766,470031767,470031769,470031770,470031772,470031773,470031774,470031775,470031776,470031777,470031778,470031779,470031782,470031783,470031784,470031785,470031786,470031787,470031788,470031789,470031790,470031791,470031792,470031793,470031794,470031795,470031796,pull_request
470030156,31eed50821e3bcf30c677956a89d448b912a5376,1288,master,passed,6158,2018-12-19 13:58:18 UTC,470030157,470030158,470030159,470030160,470030161,470030162,470030163,470030164,470030165,470030166,470030167,470030168,470030169,470030170,470030171,470030172,470030173,470030174,470030175,470030176,470030177,470030178,470030179,470030180,470030181,470030182,470030183,470030184,470030185,470030186,470030187,470030188,470030189,470030190,pull_request
461014317,78c88ecab43fa8b4710136f52818a9a1717b4589,1283,master,passed,5155,2018-11-28 22:26:54 UTC,461014318,461014319,461014320,461014321,461014322,461014323,461014324,461014325,461014326,461014327,461014328,461014329,461014330,461014331,461014332,461014333,461014334,461014335,461014336,461014338,461014339,461014341,461014342,461014344,461014345,461014346,461014347,461014348,461014349,461014350,461014351,461014352,461014353,461014354,pull_request
461012179,de741c4fb55652d193f42b0f450656018d7caccb,1283,master,passed,5217,2018-11-28 22:20:32 UTC,461012180,461012181,461012182,461012183,461012184,461012185,461012186,461012187,461012188,461012189,461012190,461012191,461012192,461012193,461012194,461012195,461012196,461012197,461012198,461012199,461012200,461012201,461012202,461012203,461012204,461012205,461012206,461012207,461012208,461012209,461012210,461012211,461012212,461012213,pull_request
442813637,66eb8f2aeec88ca84cc3c54e8e612fa51d0465af,1273,master,passed,5134,2018-10-17 18:03:56 UTC,442813638,442813639,442813640,442813641,442813642,442813643,442813644,442813645,442813646,442813647,442813648,442813649,442813650,442813651,442813652,442813653,442813654,442813655,442813656,442813657,442813658,442813659,442813660,442813661,442813662,442813663,442813664,442813665,442813666,442813667,442813668,442813669,442813670,442813671,pull_request
435106033,9835f8e400f2d1b7882e16e1e326dddba57a4aa3,1268,master,passed,5116,2018-09-29 22:21:20 UTC,435106034,435106035,435106036,435106037,435106038,435106039,435106040,435106041,435106042,435106043,435106044,435106045,435106046,435106047,435106048,435106049,435106050,435106051,435106052,435106053,435106054,435106055,435106056,435106059,435106061,435106065,435106067,435106068,435106069,435106070,435106071,435106072,435106073,435106074,pull_request
432009101,8b93dc395ea707668764bc11acdcf9634d10655b,1265,master,passed,4787,2018-09-23 00:15:12 UTC,432009102,432009103,432009104,432009105,432009106,432009107,432009108,432009109,432009110,432009111,432009112,432009113,432009114,432009115,432009116,432009117,432009118,432009119,432009120,432009121,432009122,432009123,432009124,432009125,432009126,432009127,432009128,432009129,432009130,432009131,432009132,432009133,432009134,432009135,pull_request
427760056,8a6e866b9dfa50d5e73df8a3bfe44dcadf9ad1a2,,master,passed,5399,2018-09-12 16:08:10 UTC,427760057,427760058,427760059,427760060,427760061,427760062,427760063,427760064,427760065,427760066,427760067,427760068,427760069,427760070,427760071,427760072,427760073,427760074,427760075,427760076,427760077,427760078,427760079,427760080,427760081,427760082,427760083,427760084,427760085,427760086,427760087,427760088,427760089,427760090,push
