build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747211350,18ae0ca58a2b529319dc486a303f717d9367b8d8,8492,master,canceled,0,,747211351,747211352,747211353,pull_request
747206783,14fcca1b156b661bd40173d6d04a2f0c77900891,8492,master,canceled,0,,747206784,747206785,747206786,747206787,pull_request
