build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
586211910,a935f9bfd81a679f58abdab88b9bed1998816db9,52,master,passed,1120,2019-09-17 19:26:59 UTC,586211911,586211912,586211913,586211914,pull_request
586211854,0dc684256a99acdffa0c113898d956e57c1459b7,,github-go-workflow,passed,391,2019-09-17 19:17:57 UTC,586211855,586211856,586211857,586211858,push
584803292,6de4475307716de15b286880ff321c9547086fdd,,v0.1.1,passed,1110,2019-09-13 22:44:19 UTC,584803293,584803294,584803295,584803296,push
584644322,6de4475307716de15b286880ff321c9547086fdd,,master,passed,1084,2019-09-13 15:12:45 UTC,584644323,584644324,584644325,584644326,push
581767997,4f6a763f7036bd1c841aefbd4ae162a1d7d25173,47,master,passed,1129,2019-09-06 16:56:08 UTC,581767998,581767999,581768000,581768001,pull_request
581767351,649be62517ba577ad7da146440ebfabeea0fb613,,master,passed,462,2019-09-06 16:53:49 UTC,581767352,581767353,581767354,581767355,push
581724227,791890580ae43f072b08479a55d55a9c9c356779,51,master,passed,462,2019-09-06 15:16:16 UTC,581724228,581724229,581724230,581724231,pull_request
581461489,03478381591969c95018df0b52b655dcc334d07a,51,master,passed,471,2019-09-06 00:27:26 UTC,581461490,581461491,581461492,581461493,pull_request
581449281,3d95c0b6c2a9f437f9e82a8ceb5cada22cdd9659,47,master,passed,1157,2019-09-05 23:36:04 UTC,581449282,581449283,581449284,581449285,pull_request
581448821,e57049a46bfcd23c7e8f1aa03cac490de3a81876,,master,passed,496,2019-09-05 23:31:08 UTC,581448822,581448823,581448824,581448825,push
581439416,0bd281c2a8b55088d6d8314b9168252058089192,50,master,passed,481,2019-09-05 23:14:30 UTC,581439417,581439418,581439419,581439420,pull_request
580963965,eb060ade56818393320beda2310b3871a5c27c94,49,master,passed,495,2019-09-04 23:36:43 UTC,580963966,580963967,580963968,580963969,pull_request
545830184,60df396638a540695c17d5d70735650cc78294ba,47,master,passed,1129,2019-06-14 16:22:07 UTC,545830185,545830186,545830187,545830188,pull_request
545819762,437372ad6cfabb4279e0c8f9b27f7f91be4ede8f,47,master,failed,541,2019-06-14 15:57:59 UTC,545819763,545819764,545819765,545819766,pull_request
545657273,7a50deca7b57e1fa68ff17e438035c621be727c8,47,master,passed,1376,2019-06-14 09:32:54 UTC,545657274,545657275,545657276,545657277,pull_request
545621314,366c421517a483e962aea3e62605900fe69c404b,47,master,failed,1083,2019-06-14 07:51:58 UTC,545621315,545621316,545621317,545621318,pull_request
545619643,b86bd343655c02c2deb54d71b531bfd6b00da27d,47,master,failed,1095,2019-06-14 07:46:18 UTC,545619644,545619645,545619646,545619647,pull_request
545616128,1857fa47d2fa9757ba12a0f6936956e0849a906d,47,master,failed,940,2019-06-14 07:38:09 UTC,545616129,545616130,545616131,545616132,pull_request
545615064,e021d5ee55b59e6fd034ca0fea9a58d573220895,47,master,failed,481,2019-06-14 07:34:17 UTC,545615065,545615066,545615067,545615068,pull_request
536466152,05b4dd3047e5d6e86cb4e0477164b850cd896261,,v0.1.0,passed,521,2019-05-23 21:06:39 UTC,536466153,536466154,536466155,536466156,push
512351350,05b4dd3047e5d6e86cb4e0477164b850cd896261,,master,passed,493,2019-03-28 06:56:24 UTC,512351352,512351357,512351360,512351362,push
512256375,a33aa0a9db5727999ce17aaf3aa090e0ebe9f335,44,master,passed,505,2019-03-28 00:53:23 UTC,512256376,512256377,512256378,512256379,pull_request
512250543,cf8fabc0cdfcc41c8bd51c723e2cc43a1913a22c,44,master,canceled,0,,512250544,512250545,512250546,512250547,pull_request
508671043,3557f3d43a123835ffa5846e4d055146e773d52e,,master,passed,535,2019-03-19 23:58:12 UTC,508671044,508671045,508671046,508671047,push
508656697,cfafd65c50437cbdfe72668dd601a8da0b7935f6,43,master,passed,495,2019-03-19 23:40:28 UTC,508656698,508656699,508656700,508656701,pull_request
507592700,0d7ea3c244eec47f5b3a765685c5fcfd28031535,,master,passed,523,2019-03-17 21:18:08 UTC,507592701,507592702,507592703,507592704,push
507584377,789fcd6758f33feb919800855d0633913c9c68b5,42,master,passed,506,2019-03-17 20:44:36 UTC,507584378,507584379,507584380,507584381,pull_request
486724943,2d45a736cd16732fe6a57563cc20d8b035193e58,,master,passed,687,2019-01-31 02:46:08 UTC,486724944,486724945,486724946,486724947,push
481503979,0f26a4602e52883764556556ffcd17784d9688c9,40,master,passed,700,2019-01-18 19:20:14 UTC,481503980,481503981,481503982,481503983,pull_request
481012005,cc1980cb03383b1d46f518232672584432d7532d,,master,passed,522,2019-01-17 18:44:17 UTC,481012006,481012007,481012008,481012010,push
477096286,79eac576c45d16c8d290cf2e3db5f9ab34c343e9,,master,passed,607,2019-01-08 23:43:42 UTC,477096287,477096288,477096289,477096290,push
476981410,e30e34466546add0a3ee82bff67cb9a86440db90,39,master,passed,807,2019-01-08 18:46:41 UTC,476981411,476981412,476981414,476981415,pull_request
476981104,29a05de602d03b13975e56259804292d4f2f36b4,,add-perf-numbers,passed,811,2019-01-08 18:45:53 UTC,476981105,476981106,476981107,476981108,push
475589099,66352e71c5e1cd598fa97be77a56fe3973730042,,master,passed,535,2019-01-05 02:57:55 UTC,475589100,475589101,475589102,475589103,push
475549766,d095cdb88c92983d6c761626a24d2b4374b21e3f,38,master,passed,526,2019-01-04 23:54:37 UTC,475549767,475549768,475549769,475549770,pull_request
475544863,1c71e96a9a92eaaaac384c70fcb2707e86398893,,cleanup,passed,518,2019-01-04 23:37:43 UTC,475544864,475544865,475544866,475544867,push
475536507,e529fa194128a50ecb64b49880c294ceea7a46c6,,master,passed,556,2019-01-04 23:11:16 UTC,475536508,475536509,475536510,475536511,push
475529208,477c3613d3d38e84b3eb5fde3ef42ebd35e7f0cc,37,master,passed,559,2019-01-04 22:49:49 UTC,475529209,475529210,475529211,475529212,pull_request
475522029,ce81840c6cdefc6320a04c5f5b538093bb6ed922,37,master,passed,553,2019-01-04 22:29:13 UTC,475522030,475522031,475522032,475522033,pull_request
475521909,771b9fb12e45ca759abca5cf00997bac5aa622c4,,sha256-support,failed,229,2019-01-04 22:28:25 UTC,475521910,475521911,475521912,475521913,push
475123356,8d23e06fc92cead14d62b5f4a80aacfd89e66f7e,37,master,passed,549,2019-01-04 01:32:39 UTC,475123357,475123358,475123359,475123360,pull_request
475122783,e04b7c81cb4ca9a524a0d21d44945cf356d17b3b,37,master,passed,509,2019-01-04 01:29:50 UTC,475122784,475122785,475122786,475122787,pull_request
475121608,01b735ea3b382e5c483936258bf91e0498279ed9,37,master,errored,224,2019-01-04 01:22:52 UTC,475121609,475121610,475121611,475121612,475121613,475121614,pull_request
474697188,f7a50f1c1c26845598c21fe373468bf21fe3f4df,36,master,errored,380,2019-01-03 04:22:26 UTC,474697189,474697190,474697191,474697192,474697193,474697194,pull_request
456533733,5fb36a73cccf74cb383cc3c7bd887a86eff14363,34,master,errored,189,2018-11-18 05:26:33 UTC,456533734,456533735,456533736,456533737,456533738,456533739,pull_request
456204228,4b5ff2f6f65bba63a8871cd6be99c83c55571855,34,master,errored,189,2018-11-16 23:17:36 UTC,456204229,456204230,456204231,456204232,456204233,456204234,pull_request
437760790,51976451ce1942acbb55707a983ed232fa027110,,master,errored,198,2018-10-05 18:38:36 UTC,437760791,437760792,437760793,437760794,437760795,437760796,push
437760313,882240e9ae7eadf4d38fe772788a9e49f4baee53,,master,canceled,0,,437760314,437760315,437760317,437760319,437760320,437760321,push
437759952,047d69f798f942e99682dea062b87f5fdc94006f,,master,canceled,176,2018-10-05 18:29:54 UTC,437759953,437759954,437759955,437759956,437759957,437759958,437759959,437759960,push
437745641,ba3e68f3dc20a1ca59aa095ef70e2f3756ed005e,33,master,errored,1494,2018-10-05 17:56:26 UTC,437745642,437745643,437745644,437745645,437745646,437745647,437745648,437745649,pull_request
390340634,ee9282a134e966b31963e83aa7391bf4dd84696a,32,master,errored,223,2018-10-05 18:33:11 UTC,390340635,390340636,390340637,390340638,390340639,390340640,390340641,390340642,pull_request
316123811,ad98a36ba0da87206e3378c556abbfeaeaa98668,,master,errored,1738,2017-12-13 22:07:05 UTC,316123812,316123813,316123814,316123815,316123816,316123817,316123818,316123819,push
315021623,e8f1b272f8349748e71a1aff2ce81093c33943f6,,master,errored,2213,2017-12-11 21:33:34 UTC,315021624,315021625,315021626,315021627,315021630,315021631,315021634,315021635,push
314053620,96c8f86cdb67a92e859cd2c88e6f6e5e489711cb,,master,errored,2055,2017-12-09 19:07:53 UTC,314053626,314053629,314053634,314053635,314053637,314053642,314053645,314053650,push
314051781,cf60717bf4cac3bdb51c68105b3108dceeef3547,,master,errored,2267,2017-12-09 19:00:30 UTC,314051782,314051783,314051784,314051785,314051786,314051787,314051788,314051789,push
313766034,f245d8c1df115614354bf40efbd090dc4eb5db53,,master,errored,1009,2017-12-09 00:35:17 UTC,313766036,313766038,313766039,313766040,313766041,313766042,313766043,313766044,push
313762198,416834411c59eaabb7eb660966f53937663be4d0,,feature/avx512-support,errored,365,2017-12-09 00:23:22 UTC,313762199,313762200,313762201,313762202,313762203,313762204,313762205,313762206,push
313712039,6898e4f79f4602e8d226c7f73383857f488f0050,,master,errored,398,2017-12-08 22:12:56 UTC,313712040,313712041,313712042,313712043,313712044,313712045,313712046,313712047,push
313711601,9e26243d760dbda0e175551bda5e3869acedf279,30,master,errored,381,2017-12-08 22:11:08 UTC,313711602,313711603,313711604,313711605,313711606,313711607,313711608,313711609,pull_request
313708466,d5150490ab32b9f8192af3b5aaac732f9607f128,,feature/avx512-support,errored,1811,2017-12-08 22:31:38 UTC,313708467,313708468,313708469,313708470,313708471,313708472,313708473,313708476,push
313184778,7cca0187f974fa7fbfdcec234f4f74d537a1f84e,,feature/avx512-support,errored,315,2017-12-07 21:38:55 UTC,313184780,313184782,313184784,313184786,313184796,313184803,313184804,313184805,push
313183707,eb17d5f9fa791c1999370f513e9b6ccdc63aaa18,,feature/avx512-support,errored,1886,2017-12-07 21:36:42 UTC,313183708,313183709,313183710,313183711,313183712,313183713,313183714,313183715,push
312687503,801fa47d52023465712e52e6c55fe36dac9bae29,,feature/avx512-support,errored,374,2017-12-07 05:17:00 UTC,312687504,312687505,312687506,312687507,312687508,312687509,312687510,312687511,push
312675749,1469d80d53b8385b06d4d485fa2b0e71f03c69bc,,feature/avx512-support,canceled,101,,312675751,312675752,312675753,312675754,312675756,312675757,312675758,312675759,push
312141890,c0a08e7754c3cad1277d517e449e477cc65f33b2,,feature/avx512-support,errored,1654,2017-12-06 02:59:13 UTC,312141891,312141892,312141893,312141894,312141895,312141896,312141897,312141898,push
312128471,e177daca93d5afbc6a3c1952a4cf187c4af563ea,,feature/avx512-support,canceled,106,,312128472,312128473,312128474,312128476,312128478,312128481,312128482,312128483,push
312012790,d243e153a46c5d9a2af94836e9ba614b85508e7d,,feature/avx512-support,canceled,1604,,312012791,312012792,312012793,312012795,312012796,312012797,312012798,312012799,push
304194956,1e906017f630808c5bd7d714e112569b3c612596,,feature/avx512,errored,257,2017-11-19 04:45:42 UTC,304194957,304194958,304194959,304194960,304194961,304194962,304194963,304194964,push
304191339,1d3978cc1d305ba90124f40cad1e03faa27e3796,,feature/avx512,errored,278,2017-11-19 04:27:02 UTC,304191340,304191343,304191345,304191347,304191348,304191349,304191350,304191351,push
304189431,5d2d9ae8b3869f5cd24e49c7235fefe7f91aeb29,,feature/avx512,errored,255,2017-11-19 04:16:48 UTC,304189432,304189433,304189434,304189435,304189436,304189437,304189438,304189439,push
298813100,c985c18ac142249e0b2ca0d455d2192560e1b145,,master,passed,474,2017-11-07 22:38:38 UTC,298813101,298813102,298813103,298813104,298813105,298813106,298813107,298813108,push
269285486,43ed500fe4d485d97534014d9f98521216240002,,master,passed,396,2017-08-28 17:40:45 UTC,269285487,269285488,269285489,269285490,269285491,269285492,269285493,269285494,push
269284944,fb0ad5b3c16c4ddbe03df6b256bd3382b4a3db70,,master,passed,423,2017-08-28 18:52:42 UTC,269284945,269284946,269284947,269284948,269284949,269284950,269284951,269284952,push
260859275,b5cc99c79f9ec2b26aff75220d45417f76b1ed19,23,master,passed,235,2017-08-04 02:32:02 UTC,260859276,260859277,260859278,260859279,260859280,260859283,260859284,260859286,pull_request
225258869,f3ec2e4d36d43c3a899ed4b7d9f62188edcf5afd,,master,passed,553,2017-04-24 15:35:12 UTC,225258870,225258871,225258872,225258873,225258874,225258875,225258876,225258877,push
225183109,11737f30ede19cddb13cbc12aedc57fdd33d4ae0,22,master,passed,352,2017-04-24 12:12:34 UTC,225183110,225183111,225183112,225183113,225183114,225183115,225183116,225183117,pull_request
218662151,6124d070eb4e7001c244b6ccc282620a5dce44a0,,master,passed,379,2017-04-04 22:45:40 UTC,218662152,218662153,218662154,218662155,218662156,218662157,218662158,218662159,push
218658943,fb98c7755e660559b871c30fed26306f1e8b8431,21,master,errored,183,2017-04-04 22:19:13 UTC,218658944,218658945,218658946,218658947,218658948,218658949,218658950,218658951,pull_request
218658871,dcabf7154517acebc1b3c27b86af928456ecbe8a,,update-readme,errored,187,2017-04-04 22:16:58 UTC,218658872,218658873,218658874,218658875,218658876,218658877,218658878,218658879,push
207743241,187c585ea0bb8b4eefbc39f13427ef728668101e,,master,passed,268,2017-03-04 19:23:35 UTC,207743242,207743243,207743244,207743245,207743246,207743247,207743248,207743249,push
207674451,f8cc79a2e2cf9ef66b81dde69de5ee4701ecb53e,17,master,passed,267,2017-03-04 13:25:49 UTC,207674452,207674453,207674454,207674455,207674456,207674457,207674458,207674459,pull_request
207616265,1ba440bb00bb33771423c5d3b187e1e95bc7a189,,master,passed,258,2017-03-04 06:46:11 UTC,207616266,207616267,207616268,207616269,207616270,207616271,207616272,207616273,push
207615572,bf932dce2e51270d06be5ae656e6618bb201e425,15,master,passed,280,2017-03-04 06:40:08 UTC,207615573,207615574,207615575,207615576,207615577,207615578,207615579,207615580,pull_request
191667185,96682e2cbee95129edf5fa0606f329f812a53dc6,12,master,passed,510,2017-01-13 15:22:37 UTC,191667186,191667187,191667188,191667189,191667190,191667191,191667192,191667193,pull_request
191061457,99ba9b048efe0f4746bea0654d8e1e783e481369,12,master,failed,511,2017-01-11 18:51:54 UTC,191061458,191061459,191061460,191061461,191061462,191061463,191061465,191061468,pull_request
186991247,3c4846c9a18ec4c977e70481a5017292e681d5fa,12,master,errored,262,2016-12-27 15:43:38 UTC,186991248,186991249,186991250,186991251,186991252,186991253,186991254,186991255,pull_request
186981327,d5579e1f4eec388d29ff0ebba49837fdee9b6377,12,master,errored,253,2016-12-27 15:08:01 UTC,186981328,186981329,186981330,186981331,186981332,186981333,186981334,186981335,pull_request
185311148,e82e73b775766b9011503e80e6772fc32b9afc5b,,master,passed,285,2016-12-19 23:18:26 UTC,185311149,185311150,185311151,185311152,185311153,185311154,185311155,185311156,push
