build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
561483578,6257019870463284785d3c3845a97e885d46d550,,master,failed,568,2019-07-20 19:22:42 UTC,561483580,561483581,561483582,561483584,561483585,561483586,561483587,561483588,561483589,push
560456763,c728693edaa6f0351795da25b6995a325d714995,1035,master,failed,540,2019-07-18 12:26:15 UTC,560456764,560456765,560456766,560456767,560456768,560456769,560456770,560456771,560456772,pull_request
560019702,ac6131d9b70d3e42abef01f985c863d49b3812a7,,master,failed,650,2019-07-17 15:02:45 UTC,560019703,560019704,560019705,560019706,560019707,560019708,560019709,560019710,560019711,push
555352695,719c9f1f69cb13b350de638c71a39776c064b397,,master,failed,528,2019-07-07 15:36:24 UTC,555352698,555352701,555352706,555352707,555352708,555352709,555352710,555352711,555352712,push
555316541,7eaa45d83eff86f739bf12dd6f3957b5804493ce,1031,master,failed,660,2019-07-07 14:13:28 UTC,555316542,555316543,555316544,555316545,555316546,555316547,555316548,555316549,555316550,pull_request
555292010,11272f1d2bcf023b1601aad2e10e39e7af7d7c97,1031,master,failed,659,2019-07-07 13:08:05 UTC,555292011,555292012,555292013,555292014,555292015,555292016,555292017,555292018,555292019,pull_request
555143734,4eab9cb4568cb9c92ccbd84a07e3b489050cdefa,1031,master,failed,536,2019-07-06 23:41:13 UTC,555143735,555143736,555143737,555143738,555143739,555143740,555143741,555143742,555143743,pull_request
554410482,68d570e42a325de9752bbb1ad91fcf656251bae1,1030,master,failed,544,2019-07-04 20:39:54 UTC,554410483,554410484,554410485,554410486,554410487,554410488,554410489,554410490,554410491,pull_request
552810171,309901bd533edaadd9da39dfa041dc130c48385f,1027,master,failed,550,2019-07-01 14:32:46 UTC,552810172,552810173,552810174,552810175,552810176,552810177,552810178,552810179,552810180,pull_request
551780368,3e7e3a1ffb8ed39cfc97bbc8ae07f193fd538f7d,1018,master,failed,571,2019-06-28 13:25:39 UTC,551780369,551780370,551780371,551780372,551780373,551780374,551780375,551780376,551780377,pull_request
551749352,2f98dbc922f99fca126abbe5b8e9cf72759b293e,919,master,failed,801,2019-06-28 12:04:40 UTC,551749353,551749354,551749355,551749356,551749357,551749358,551749359,551749360,551749361,pull_request
551747580,6f17bdc27d7cd27c5705e6cbb5452cc2dd39002b,919,master,failed,557,2019-06-28 11:59:45 UTC,551747581,551747582,551747583,551747584,551747585,551747586,551747587,551747588,551747589,pull_request
550014761,5b3d0c3d54508ac415897f26c0577db4ea4b0c04,,master,failed,524,2019-06-25 00:37:53 UTC,550014762,550014763,550014764,550014765,550014766,550014767,550014768,550014769,550014770,push
550013569,88f2025e6e48cfe9e25dff14c2224dbbc5afcdb5,,master,failed,671,2019-06-25 00:32:34 UTC,550013570,550013571,550013572,550013573,550013574,550013575,550013576,550013577,550013578,push
550010099,321b499778e6ec0739b8ddae3c472a9b26556e97,,master,failed,530,2019-06-25 00:19:59 UTC,550010100,550010101,550010102,550010103,550010104,550010105,550010106,550010107,550010108,push
550008171,53d917ac8aabc81450877d3cc81a06c8495bafe3,1025,master,failed,691,2019-06-25 00:11:04 UTC,550008172,550008173,550008174,550008175,550008176,550008177,550008178,550008179,550008180,pull_request
549235771,52ceed811916659c283526b3aea1179281c73a7a,1023,master,failed,545,2019-06-23 00:46:31 UTC,549235772,549235773,549235774,549235775,549235776,549235777,549235778,549235779,549235780,pull_request
549234082,3ae0579cb76f4bde70d899357d288e29c12a8987,1023,master,failed,801,2019-06-23 00:39:38 UTC,549234083,549234084,549234085,549234086,549234087,549234088,549234089,549234090,549234091,pull_request
548923659,6ffe6cc9707a6fbf729b71eb3a23f15ef3b9c167,,master,failed,652,2019-06-21 23:48:20 UTC,548923660,548923661,548923662,548923663,548923664,548923665,548923666,548923667,548923668,push
548859472,c55ae4ed364e49b036493c41ac50b1b114926d2d,1022,master,failed,522,2019-06-21 20:26:49 UTC,548859473,548859474,548859475,548859476,548859477,548859478,548859479,548859480,548859481,pull_request
548816897,0b0f4daa8a48a456ace66acc6ebcf1e7744f2f72,1021,master,failed,644,2019-06-21 18:33:38 UTC,548816898,548816899,548816900,548816901,548816902,548816903,548816904,548816905,548816906,pull_request
548813591,d66a9d637f9ccfe0d8f28d00e8dbb41f254300ea,1021,master,failed,807,2019-06-21 18:25:23 UTC,548813592,548813593,548813594,548813595,548813596,548813597,548813598,548813599,548813600,pull_request
547291913,0f5f2010bb10bb10a7f8ac93d0ba68294f07c413,,2.10.x,failed,747,2019-06-18 15:22:26 UTC,547291914,547291915,547291916,547291917,547291918,547291919,547291920,547291921,547291922,push
547251809,50431f9b63b72bb6326b49a974a053fd6b647ecc,1019,2.10.x,failed,583,2019-06-18 13:58:30 UTC,547251810,547251811,547251812,547251813,547251814,547251815,547251816,547251817,547251818,pull_request
545789129,de1dfeddd9582869b32770ac1566fe373640bb6d,1018,master,failed,577,2019-06-14 14:51:42 UTC,545789130,545789131,545789132,545789133,545789134,545789135,545789136,545789137,545789139,pull_request
545788070,097dedac51758a4a7ef4a6c518701f358d364190,1018,master,failed,533,2019-06-14 14:49:08 UTC,545788073,545788075,545788077,545788078,545788080,545788081,545788083,545788084,545788085,pull_request
545354456,fc7c7754cb2307a059abae54c760571b654013f8,1018,master,failed,678,2019-06-13 17:02:33 UTC,545354457,545354458,545354459,545354460,545354461,545354462,545354463,545354464,545354465,pull_request
544010591,7ff9b051b36a922bf65a1d1023e5e5b1cb8e7ec1,1018,master,failed,548,2019-06-11 02:04:37 UTC,544010592,544010593,544010594,544010595,544010596,544010597,544010598,544010599,544010600,pull_request
543999166,0480e19a561baf6dec018d9403da2c341a5a5468,1018,master,failed,735,2019-06-11 01:07:30 UTC,543999167,543999168,543999169,543999170,543999171,543999172,543999173,543999174,543999175,pull_request
543978723,ea179bbf92bfc3c79459862769b86b8b8b4dde78,1018,master,failed,632,2019-06-10 23:32:21 UTC,543978724,543978725,543978726,543978727,543978728,543978729,543978730,543978731,543978732,pull_request
543389855,681e72ceb1bce2137446e1270181b46b58b41044,1013,master,failed,689,2019-06-24 11:36:05 UTC,543389856,543389857,543389858,543389859,543389860,543389861,543389862,543389863,543389864,pull_request
543060646,0656156b9f37600a8f8496f0e2fd6405a7245626,1016,master,failed,544,2019-06-25 00:43:09 UTC,543060647,543060648,543060649,543060650,543060651,543060652,543060653,543060654,543060655,pull_request
542908481,bed55843bad162e5c2372819dfa2093fb8f35dbd,1000,master,failed,673,2019-06-07 18:46:03 UTC,542908482,542908483,542908484,542908485,542908486,542908487,542908488,542908489,542908490,pull_request
542069493,4ce2449a4c17e6f2715b6bf04e4dfad1a5926984,,2.10.x,failed,670,2019-06-06 03:26:11 UTC,542069494,542069495,542069496,542069497,542069498,542069499,542069500,542069501,542069502,push
