build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
718199128,6768f6bb5e5d5882672231bc6b7918997bf5e95f,274,master,passed,1058,2020-08-15 15:16:24 UTC,718199129,718199130,718199131,718199132,718199133,718199134,718199135,718199136,718199137,pull_request
662302981,975c0b10d55bf93ccd62a69d54f197e4c3921712,272,master,errored,613,2020-03-14 06:12:42 UTC,662302982,662302983,662302984,662302985,662302986,662302987,662302988,662302989,662302990,pull_request
636463858,93acde202dd1d690a700564279deee657945686b,271,master,passed,1159,2020-01-13 17:12:01 UTC,636463859,636463860,636463861,636463862,636463863,636463864,636463865,636463866,636463867,pull_request
543790839,07c7b1a72303507b52f0387db11cee3427da410e,159,master,failed,726,2019-06-10 15:39:10 UTC,543790840,543790841,543790842,543790843,543790844,543790845,543790846,543790847,543790848,pull_request
513702924,bdab8ebbb50f9f2b89910c9380cf8f71fbf755c4,268,master,passed,1143,2019-03-31 09:29:43 UTC,513702925,513702926,513702927,513702928,513702929,513702930,513702931,513702932,513702933,pull_request
507612458,2fb3d8a64d97b1f097b39061f45aad2350afcf7c,267,master,passed,1153,2019-03-17 22:34:16 UTC,507612459,507612460,507612461,507612462,507612463,507612464,507612465,507612466,507612467,pull_request
504100460,854a9e043fb5ecebee5491b39f2b44b43ec72d75,266,master,passed,1163,2019-03-09 20:04:50 UTC,504100461,504100462,504100463,504100464,504100465,504100466,504100467,504100468,504100469,pull_request
490590043,52ffb0b5c208e6863eeca3dfdb546d0ceb9b767f,264,master,passed,1337,2019-02-08 15:06:52 UTC,490590044,490590045,490590046,490590047,490590048,490590049,490590050,490590051,490590052,pull_request
474038442,174c200bac510680e1574dbf6410db1d28fc8e32,263,master,errored,654,2019-01-01 08:03:37 UTC,474038443,474038444,474038445,474038446,474038447,474038448,474038449,474038450,474038451,pull_request
453888624,f136dde8317793ed43ac38349677c94596380724,262,master,passed,1255,2018-11-12 10:27:13 UTC,453888625,453888626,453888627,453888628,453888629,453888630,453888631,453888632,453888633,pull_request
453831700,68d60be2b1d5a17c184ac8b35a7bd5bb387e35df,262,master,errored,604,2018-11-12 07:51:43 UTC,453831701,453831702,453831703,453831704,453831705,453831706,453831707,453831708,453831709,pull_request
453811883,68f4c9961e919f46cedb6a1dd5d1098fb081f607,262,master,errored,614,2018-11-12 06:28:28 UTC,453811884,453811885,453811886,453811887,453811888,453811889,453811890,453811891,453811892,pull_request
449991350,e05066965bdd16c5b1573b19e0719b68444d15d6,261,master,passed,1151,2018-11-02 19:38:48 UTC,449991351,449991352,449991353,449991354,449991355,449991356,449991357,449991358,449991359,pull_request
449991077,2c4952d70b611dd96fe3fc71df3f945e71ff92bd,261,master,passed,1077,2018-11-02 19:44:09 UTC,449991078,449991079,449991080,449991081,449991082,449991083,449991084,449991085,449991086,pull_request
449567875,0e187d9c35928056fe9296ee1f4688e5e7a8aa3f,260,master,passed,1076,2018-11-01 21:39:56 UTC,449567876,449567878,449567879,449567880,449567881,449567882,449567883,449567884,449567885,pull_request
441308393,fba449f7b405a61af4f8a9246bd557f9625bd7be,,master,passed,1015,2018-10-14 15:35:04 UTC,441308394,441308395,441308396,441308397,441308398,441308399,441308400,441308401,441308402,push
438384893,321cfb41cfae974a532e450bd114ce908bcdbb03,259,master,passed,1043,2018-10-07 21:49:44 UTC,438384894,438384895,438384896,438384897,438384898,438384899,438384900,438384901,438384902,pull_request
438384847,06c5e89d08fa8fc1ecb48e4318d55968a5edf5f7,,master,passed,1027,2018-10-07 21:46:59 UTC,438384848,438384849,438384850,438384851,438384852,438384853,438384854,438384855,438384856,push
437989466,10f577e755be367e2ce9f85c9fc2211a2ff00d46,259,master,passed,1011,2018-10-06 12:29:55 UTC,437989467,437989468,437989469,437989470,437989471,437989472,437989473,437989474,437989475,pull_request
421577578,f999974ff4dbbb2968d750cce773708ed5039286,255,master,passed,1047,2018-08-28 13:39:13 UTC,421577579,421577580,421577581,421577582,421577583,421577584,421577585,421577586,421577587,pull_request
373137554,0a11da69f88e46ae360907713278cef92c0ce28a,250,master,passed,959,2018-04-30 17:29:24 UTC,373137558,373137559,373137560,373137561,373137562,373137563,373137564,373137565,373137566,pull_request
372633385,e8ebda25e807ae753963b193fdfe55d59654dbc8,243,master,passed,917,2018-04-29 09:33:41 UTC,372633386,372633387,372633388,372633389,372633390,372633391,372633392,372633393,372633394,pull_request
372632818,a664962553962f20ec0f7d6447d33c76def8c452,243,master,passed,896,2018-04-29 09:37:34 UTC,372632819,372632820,372632821,372632822,372632823,372632824,372632825,372632826,372632827,pull_request
372632348,09cdc6055e851290d6dc9376667c25f9cb274711,243,master,passed,989,2018-04-29 09:24:07 UTC,372632349,372632350,372632351,372632352,372632353,372632354,372632355,372632356,372632357,pull_request
370882360,a1d72b480d1156659c4886b8e7d91c2b37959264,247,master,passed,921,2018-04-25 03:32:41 UTC,370882361,370882362,370882363,370882364,370882365,370882366,370882367,370882368,370882369,pull_request
369858328,850daab3166002f0e9b4b29280b82b8decf59eb4,248,master,passed,901,2018-04-22 21:06:36 UTC,369858329,369858330,369858331,369858332,369858333,369858334,369858335,369858336,369858337,pull_request
364645601,60b7378420a5e30271361dfd4b222fc9d99bc3e8,247,master,passed,957,2018-04-10 14:41:17 UTC,364645602,364645604,364645606,364645607,364645608,364645609,364645610,364645611,364645612,pull_request
363123916,b4d21c1287a5f5a9276d994124d8b09b789a3ed0,247,master,passed,1059,2018-04-06 14:05:09 UTC,363123920,363123921,363123922,363123924,363123926,363123928,363123929,363123934,363123936,pull_request
358578122,071657ddcc3d74cd8c17947273f33c51e1df67b6,246,master,failed,904,2018-03-26 19:52:37 UTC,358578125,358578126,358578129,358578130,358578131,358578132,358578133,358578136,358578137,pull_request
355633725,09cdc6055e851290d6dc9376667c25f9cb274711,243,master,passed,976,2018-03-19 23:52:20 UTC,355633726,355633727,355633728,355633729,355633730,355633731,355633732,355633733,355633734,pull_request
349338438,a1f48994eee061428eadcac94cf5fe98dbab0967,,master,passed,1148,2018-03-05 15:13:54 UTC,349338439,349338440,349338441,349338442,349338443,349338444,349338445,349338446,349338449,push
349073994,76afe50a6412338e8e7f28e4b93d71a9d875d66d,241,master,passed,1004,2018-03-04 23:24:05 UTC,349073995,349073996,349073997,349073998,349073999,349074000,349074001,349074002,349074003,pull_request
349073634,7eb53bd5575b18dbc79b97653287d99b82079c2c,,pocke-readme-for-streaming-api,passed,1047,2018-03-04 23:20:18 UTC,349073635,349073636,349073637,349073638,349073639,349073640,349073641,349073642,349073643,push
349073389,81b03ac7d6d2a519895fb394249242be5d75c328,116,master,passed,1192,2018-03-04 23:17:50 UTC,349073390,349073391,349073392,349073393,349073394,349073395,349073396,349073397,349073398,pull_request
349070724,8cf62f0cf097d8f8989dad9d0e85d0cb9a42bba6,225,master,passed,1198,2018-03-04 23:10:55 UTC,349070725,349070727,349070728,349070729,349070730,349070731,349070732,349070733,349070734,pull_request
349070615,aaeefb90741b2a718d76f8010fc8deb06de56aef,,master,passed,1484,2018-03-04 23:06:45 UTC,349070616,349070617,349070618,349070619,349070620,349070621,349070622,349070623,349070624,push
349025483,c0eeb5bf139711b5250f215095a80f4a38d9309c,228,master,passed,1129,2018-03-04 20:22:28 UTC,349025484,349025485,349025486,349025487,349025488,349025489,349025490,349025491,349025492,pull_request
349025369,e06e038e6814df1c7ce7038f2436e34d3ab11747,,master,passed,1275,2018-03-04 20:20:17 UTC,349025370,349025371,349025372,349025373,349025374,349025375,349025376,349025377,349025378,push
349017307,861dacf21598b81c4d980f9a00da002ce0110d38,235,master,passed,1324,2018-03-04 19:58:57 UTC,349017308,349017309,349017310,349017311,349017312,349017313,349017314,349017315,349017316,pull_request
349017293,98d88c9cfdc0cc3a38f1f203ef1737a3e42c00a2,,osx-1.6,passed,980,2018-03-04 19:55:44 UTC,349017294,349017295,349017296,349017297,349017298,349017299,349017300,349017301,349017302,push
349017207,03d7b98ac974465ba75798b9b9593411b44de775,,master,passed,1756,2018-03-04 19:51:10 UTC,349017208,349017209,349017210,349017211,349017212,349017213,349017214,349017215,349017216,push
348436167,9a84bfc04e49ec21f09993b8ff66e3dbdb294d1c,240,master,passed,933,2018-03-02 21:46:34 UTC,348436168,348436169,348436170,348436171,348436172,348436173,348436174,348436175,348436176,pull_request
346155682,afe61d6d0d50297fe33f4fac4b007988ba9c575b,,master,passed,962,2018-02-26 06:25:42 UTC,346155683,346155684,346155685,346155686,346155687,346155688,346155689,346155690,346155691,push
346153999,bd0d928e4f17f5c842886013d10c622d6646829a,237,master,passed,956,2018-02-26 06:15:01 UTC,346154000,346154001,346154002,346154003,346154004,346154005,346154006,346154007,346154008,pull_request
346153394,57e359314286478c0af9638199d659c19052d2f1,,master,passed,1055,2018-02-26 06:11:07 UTC,346153395,346153396,346153397,346153398,346153399,346153400,346153401,346153402,346153403,push
346150443,95fcd2d29eb6f32d25e0965945e5f2673ec16b89,237,master,passed,1082,2018-02-26 05:56:38 UTC,346150444,346150445,346150446,346150447,346150448,346150450,346150454,346150457,346150458,pull_request
346148422,cb37a4cf124b6ef161b14c3cad2989865a693412,236,master,passed,1096,2018-02-26 05:50:06 UTC,346148423,346148424,346148425,346148426,346148427,346148428,346148429,346148430,346148431,pull_request
346148410,70ca1f7aec20aa7e1da90d4e2851127f55ee4df5,,crisp-im-master,passed,1456,2018-02-26 05:46:26 UTC,346148411,346148412,346148413,346148414,346148415,346148416,346148417,346148418,346148419,push
346148316,c0624fed14f17cab6525039cc4a9a0a4e5b48c13,,master,passed,991,2018-02-26 05:43:46 UTC,346148317,346148318,346148319,346148320,346148321,346148322,346148323,346148324,346148325,push
346146930,1d445b86774bb7cb9be22e41b30d555b91a8aa76,236,master,passed,1040,2018-02-26 05:38:54 UTC,346146931,346146932,346146933,346146934,346146935,346146936,346146937,346146938,346146940,pull_request
346146709,3378e14a5e8c3c98ca8f6c2b13527ec61547b545,,crisp-im-master,errored,708,2018-02-26 05:36:16 UTC,346146710,346146711,346146712,346146713,346146714,346146715,346146716,346146717,346146718,push
346146657,32bd132f27461a0e76200bdf73abb7818ceed5a4,226,master,passed,903,2018-02-26 05:34:39 UTC,346146659,346146661,346146662,346146663,346146664,346146665,346146666,346146667,346146671,pull_request
346144631,cb7a21d28ee4eb27992e15569640a4fa58b6b72d,226,master,passed,880,2018-02-26 05:24:27 UTC,346144632,346144633,346144634,346144635,346144636,346144637,346144638,346144639,346144640,pull_request
346097309,9c68684170b980d5b4c2ed08fae9b530e659904d,,v2.0.0,passed,1051,2018-02-26 01:04:28 UTC,346097310,346097313,346097314,346097315,346097316,346097317,346097318,346097319,346097320,push
346097095,9c68684170b980d5b4c2ed08fae9b530e659904d,,master,passed,1508,2018-02-26 01:02:15 UTC,346097096,346097097,346097098,346097099,346097100,346097101,346097102,346097103,346097104,push
346033828,526074ddbe05a4f95fca529756982238e29fc337,235,master,passed,929,2018-02-25 20:44:03 UTC,346033829,346033830,346033831,346033832,346033833,346033834,346033835,346033837,346033838,pull_request
346033428,cf19745d44740dabb7844e6e027904d1f9dcd568,,osx-1.6,passed,978,2018-02-25 20:42:41 UTC,346033429,346033430,346033431,346033432,346033433,346033434,346033435,346033436,346033437,push
344842005,af8471c845b8ac33942e5c7e0ba3cd3b24b7f8e5,226,master,errored,596,2018-02-22 15:31:02 UTC,344842006,344842007,344842008,344842009,344842010,344842011,344842012,344842013,344842014,pull_request
344733119,d28fe45e45950ad94f174d9b26ce41d8e7aab656,226,master,errored,584,2018-02-22 10:34:21 UTC,344733120,344733121,344733122,344733123,344733124,344733127,344733128,344733129,344733131,pull_request
344371810,b1af07850afebcf956d5dc9180c77a8459dec219,226,master,passed,1064,2018-02-21 15:33:01 UTC,344371811,344371812,344371813,344371814,344371815,344371816,344371817,344371818,344371819,pull_request
343658345,c4c50df0cafc404185ba8979567dd57bdf23802f,222,master,passed,1162,2018-02-20 03:00:49 UTC,343658346,343658347,343658348,343658349,343658350,343658351,343658352,343658353,343658354,pull_request
340344202,11442dc476100be1c6a6c9095f4e2640b433867e,222,master,passed,969,2018-02-12 05:12:54 UTC,340344203,340344204,340344205,340344206,340344207,340344208,340344209,340344210,340344211,pull_request
340344135,37d498d409d0ec1fbd0ffa155a4db612e2ce7f54,,master,passed,1076,2018-02-12 05:10:24 UTC,340344136,340344137,340344138,340344139,340344140,340344141,340344142,340344143,340344144,push
340342343,0db45233561609e08579e6bc368a506bf3b83f2b,232,master,passed,933,2018-02-12 04:56:14 UTC,340342344,340342345,340342346,340342347,340342348,340342349,340342350,340342351,340342352,pull_request
340342018,592d962406f09b8e6b677761435207cd5fcdd966,,osx-1.6,passed,911,2018-02-12 04:54:17 UTC,340342019,340342020,340342021,340342022,340342023,340342024,340342025,340342026,340342027,push
339932304,c6d202961c9fa252889a6d6307f6e2956125af30,222,master,failed,889,2018-02-10 19:51:43 UTC,339932305,339932306,339932307,339932308,339932309,339932310,339932311,339932312,339932313,339932314,pull_request
307809190,22ffe7a71fa46cc41a099d4c70a7ffa25991ab3f,228,master,passed,1332,2017-11-27 09:50:18 UTC,307809191,307809192,307809193,307809194,307809195,307809196,307809197,307809198,307809199,307809200,pull_request
307797984,efd57c469d63f368f141e375cc2a9166388a7408,228,master,passed,1433,2017-11-27 09:29:43 UTC,307797985,307797986,307797987,307797988,307797989,307797990,307797993,307797994,307797995,307797996,pull_request
307343303,c9e59d3d5920e67fd2eafaa78d5a793f3793fe76,228,master,passed,1000,2017-11-26 02:54:10 UTC,307343304,307343305,307343306,307343307,307343308,307343309,307343310,307343311,307343312,307343313,pull_request
307084843,6d66c395d5c8e63b38413965c43155fc2947a901,,master,passed,1079,2017-11-25 09:53:08 UTC,307084844,307084845,307084846,307084847,307084848,307084849,307084850,307084851,307084852,307084853,push
307048524,a70ebf7aefa579146b9e69e52ac318424009dde2,227,master,passed,1232,2017-11-25 06:39:39 UTC,307048525,307048526,307048527,307048528,307048529,307048530,307048531,307048532,307048533,307048534,pull_request
306931793,07a7a4810362c5896f1c0b6097fb5f25ec625514,226,master,passed,1217,2017-11-24 21:29:18 UTC,306931795,306931797,306931798,306931799,306931800,306931801,306931802,306931803,306931804,306931805,pull_request
306149245,41e643984b286e8ac2bf25341711d7a6635a7d74,,master,passed,1076,2017-11-23 04:42:21 UTC,306149246,306149247,306149248,306149249,306149250,306149251,306149252,306149253,306149254,306149255,push
306114523,cce531c40324e3663ad7f90e7ebbb635ca1ce9c7,220,master,passed,1223,2017-11-23 02:05:39 UTC,306114526,306114527,306114528,306114529,306114530,306114531,306114532,306114533,306114534,306114535,pull_request
304548453,47f2e9252476afd1c5dcfd63cfbfc00cac3effee,,master,passed,1217,2017-11-20 03:29:48 UTC,304548455,304548456,304548457,304548458,304548459,304548460,304548461,304548462,304548463,304548464,push
304378152,6742baeee16754bc7f5a5513d7f8504f70fcaab2,225,master,passed,1347,2017-11-19 17:27:50 UTC,304378153,304378154,304378156,304378163,304378164,304378166,304378171,304378172,304378173,304378174,pull_request
304020432,20a3f78c2ba01b7bb3c40c34924f95650e121484,109,master,passed,1188,2017-11-18 16:44:42 UTC,304020433,304020434,304020435,304020436,304020437,304020438,304020439,304020440,304020441,304020442,pull_request
303867687,0b551f260c0f2a85f3ec4205ce09897de10003d2,224,master,passed,1046,2017-11-18 05:55:57 UTC,303867688,303867689,303867690,303867691,303867692,303867693,303867694,303867695,303867696,303867697,pull_request
303835163,77880a32735fe1d90e7b9e9a553b5869428e53f3,223,master,passed,1083,2017-11-18 02:52:59 UTC,303835164,303835165,303835166,303835167,303835168,303835169,303835170,303835171,303835172,303835173,pull_request
303832088,860b0da03126ab407d1870cbe98ed1a21b66b98b,222,master,passed,1052,2017-11-18 02:37:17 UTC,303832089,303832090,303832091,303832092,303832093,303832095,303832097,303832098,303832099,303832100,pull_request
303830935,0dd77f143f29d4f8e3121f47a12c38fec3a41ded,,master,passed,1109,2017-11-18 02:31:35 UTC,303830936,303830937,303830938,303830939,303830940,303830941,303830942,303830943,303830944,303830945,push
303823335,808acb10a59d248881ccf2fea0759d19e14d067c,171,master,passed,1358,2017-11-18 01:55:32 UTC,303823336,303823337,303823338,303823339,303823340,303823341,303823342,303823343,303823344,303823345,pull_request
303823268,623482e3fa41790bf8bbbba0a15767d311716ad0,171,master,passed,1066,2017-11-18 01:53:17 UTC,303823269,303823270,303823271,303823272,303823273,303823274,303823275,303823276,303823277,303823278,pull_request
303822799,c7b5ad59ed4a25c364e23353e9a89273bc0b81cc,171,master,passed,1195,2017-11-18 01:51:13 UTC,303822800,303822801,303822802,303822803,303822804,303822805,303822806,303822807,303822808,303822809,pull_request
303612334,b9eeb7d73cea33851e7e957304531c535a66e2ba,222,master,passed,1682,2017-11-17 18:43:27 UTC,303612335,303612336,303612337,303612338,303612339,303612340,303612341,303612342,303612343,303612344,pull_request
303238710,de4a14c191a5c77a3055752c800855a0397a8633,221,master,passed,1333,2017-11-16 21:45:05 UTC,303238713,303238714,303238719,303238720,303238721,303238722,303238724,303238725,303238732,303238733,pull_request
303238465,7207b9f55620d7382d3b247e7c4753eb92e54567,221,master,passed,1431,2017-11-16 21:42:14 UTC,303238466,303238467,303238468,303238469,303238470,303238471,303238472,303238473,303238474,303238475,pull_request
303237855,8ba7b0c3fa87b90e8d4a0344a2c8fadb20d1831c,,master,passed,1597,2017-11-16 21:40:04 UTC,303237856,303237857,303237859,303237860,303237861,303237862,303237863,303237864,303237865,303237867,push
303178578,b80e709799c5262658d56c7d8bb9d19f70983b01,219,master,passed,1633,2017-11-16 19:20:01 UTC,303178579,303178580,303178581,303178582,303178583,303178584,303178585,303178586,303178587,303178588,pull_request
302963663,e7861571cb3ddf034fc48bf2af512ae9eb876ed0,220,master,passed,1765,2017-11-16 11:04:32 UTC,302963667,302963668,302963669,302963670,302963671,302963672,302963673,302963674,302963675,302963676,pull_request
302826427,b3dc6a2c6cba5b403c721c064ed7ebd6f0d5e163,,master,passed,1331,2017-11-16 03:25:14 UTC,302826428,302826429,302826430,302826431,302826432,302826433,302826434,302826435,302826436,302826437,push
302770963,8a81d36ebaa1faea1eed751d822441011fc76a64,219,master,passed,1732,2017-11-16 00:00:07 UTC,302770968,302770969,302770972,302770974,302770982,302770985,302770986,302770987,302770989,302770990,pull_request
302767810,9a23521bd353ea4b11b71ab05ebcbd3240f85129,215,master,passed,1393,2017-11-15 23:50:33 UTC,302767811,302767812,302767813,302767814,302767815,302767816,302767817,302767818,302767819,302767820,pull_request
302765383,9713d60f8238d958b71c679ad506b4d6911fdd64,219,master,errored,1349,2017-11-16 01:29:15 UTC,302765384,302765387,302765388,302765389,302765390,302765391,302765392,302765394,302765397,302765398,pull_request
302764308,3e16ea52f0fd08da50935e9eb5f8052ead73bafe,215,master,passed,1490,2017-11-15 23:41:22 UTC,302764310,302764312,302764313,302764314,302764315,302764316,302764317,302764318,302764319,302764320,pull_request
301306111,12a8d269b058f66571131897d04d707ad7fb0817,219,master,errored,992,2017-11-13 10:07:07 UTC,301306112,301306113,301306114,301306115,301306116,301306117,301306118,301306119,301306120,301306122,pull_request
300798939,ff415e49a74fd9fdb81e6253841876bb8d7c4ee8,,master,passed,1027,2017-11-12 02:20:23 UTC,300798941,300798942,300798943,300798944,300798945,300798946,300798947,300798948,300798951,300798952,push
300778683,43ed90bc6ea1991db39476acd9ce4fa8a1073227,212,master,passed,1172,2017-11-12 00:44:08 UTC,300778684,300778685,300778686,300778687,300778688,300778689,300778690,300778691,300778692,300778693,pull_request
300770037,d6bd0bceb2ff739054ddf8db933c0d79c0101a4a,212,master,passed,1142,2017-11-12 00:08:57 UTC,300770038,300770039,300770040,300770041,300770042,300770043,300770044,300770045,300770046,300770047,pull_request
300769344,a19591a804370ba8de8dd669afcc5d3ac08d0c19,,master,passed,1237,2017-11-12 00:06:59 UTC,300769345,300769346,300769347,300769349,300769351,300769353,300769357,300769359,300769360,300769362,push
300760397,2c74417572f4e4d243b6396fe438f2fc71b08d50,212,master,passed,1211,2017-11-11 23:31:43 UTC,300760398,300760399,300760400,300760401,300760402,300760403,300760404,300760405,300760406,300760407,pull_request
300760256,b1f4e205e3623a0ac5b608fc7f4cb740a53ec779,212,master,passed,1123,2017-11-11 23:30:08 UTC,300760257,300760259,300760261,300760262,300760263,300760264,300760265,300760266,300760267,300760268,pull_request
300752016,b5b2babef78450aadaf98790b38971279fe1a379,214,master,passed,1187,2017-11-11 23:00:55 UTC,300752017,300752018,300752019,300752020,300752021,300752022,300752023,300752024,300752025,300752026,pull_request
300751981,5876aee350d7c59258a3f928bcf04255ab71479a,,master,passed,1290,2017-11-11 22:58:26 UTC,300751982,300751983,300751984,300751985,300751986,300751987,300751988,300751989,300751990,300751991,push
300748618,6b5e8f32c37c4629838f8c05d9d65088e30794cc,218,master,passed,1245,2017-11-11 22:44:20 UTC,300748619,300748620,300748621,300748622,300748623,300748624,300748625,300748626,300748627,300748629,pull_request
300744715,2f2f8b19b994b20d62d471d2330452fb1b991a8d,,gofmt-hook,passed,1130,2017-11-11 22:30:18 UTC,300744716,300744717,300744718,300744719,300744720,300744721,300744725,300744726,300744727,300744728,push
300742341,43914d91a605003cfff50ffc6922091d1e1ab8b3,,gofmt-hook,canceled,1182,2017-11-11 22:21:51 UTC,300742342,300742343,300742344,300742345,300742346,300742347,300742348,300742349,300742350,300742351,push
300740616,bf51a6fe1782196e40b2baf4f1bd3c9b2dbbcb95,,gofmt-hook,canceled,354,2017-11-11 22:15:39 UTC,300740617,300740618,300740619,300740620,300740621,300740622,300740623,300740624,300740625,300740626,push
300740056,fa492d918f6223e777c904f7c0b813520354785d,,gofmt-hook,canceled,596,2017-11-11 22:13:38 UTC,300740057,300740058,300740059,300740060,300740061,300740062,300740063,300740064,300740065,300740066,push
300735540,bb81d276a95806646653b777230b99053285d7f5,,gofmt-hook,errored,934,2017-11-11 21:56:41 UTC,300735541,300735542,300735543,300735544,300735545,300735546,300735547,300735548,300735549,300735550,push
300728527,f22d44b2867acc3aefb08f99422ec0a44a04ef35,,gofmt-hook,errored,700,2017-11-11 21:35:03 UTC,300728528,300728532,300728533,300728534,300728535,300728536,300728539,300728540,300728541,300728542,push
300725674,bbe552ba3ddea4138479224630411957206fc926,,gofmt-hook,canceled,1417,2017-11-11 21:15:52 UTC,300725675,300725676,300725677,300725678,300725679,300725680,300725681,300725682,300725683,300725684,push
300723015,52a26d85c0b7fe594bf2445af6e22970b26d8128,214,master,errored,1351,2017-11-11 21:06:42 UTC,300723016,300723017,300723018,300723019,300723020,300723021,300723022,300723023,300723024,300723025,pull_request
298860412,8f9ce61acb6fc9bef5a401fe8cc470f8a75afb42,212,master,errored,1747,2017-11-08 03:25:09 UTC,298860413,298860414,298860415,298860416,298860417,298860418,298860421,298860422,298860423,298860424,pull_request
298347259,68f69e4666555dcbd8cd77b2e413559be836b246,215,master,errored,1836,2017-11-07 03:37:49 UTC,298347260,298347261,298347262,298347263,298347264,298347265,298347266,298347267,298347268,298347269,pull_request
297301391,664ae6a0853c7e75b3b9d9f9f9a6ccc76472f09b,215,master,errored,1350,2017-11-04 18:53:02 UTC,297301392,297301393,297301394,297301395,297301396,297301397,297301398,297301399,297301400,297301401,pull_request
295713181,eae1096c2cd29c333004c8bbb5f6bab15d440586,214,master,passed,1824,2017-11-01 12:08:02 UTC,295713182,295713183,295713184,295713185,295713186,295713187,295713188,295713189,295713190,295713191,pull_request
288358391,63ac04497fe5e76a698c595abf57578b5db5140c,,master,passed,1413,2017-10-16 00:10:29 UTC,288358392,288358393,288358394,288358395,288358396,288358397,288358398,288358399,288358400,288358401,push
288347112,3a9e239db72dd24284b37a64cb5fb6af481848d7,181,master,passed,1460,2017-10-15 23:12:47 UTC,288347113,288347114,288347115,288347116,288347117,288347118,288347119,288347120,288347121,288347122,pull_request
288346945,d0559c3a8653ceca8b106067ae6f228827668c45,,master,passed,1395,2017-10-15 23:10:33 UTC,288346946,288346947,288346948,288346949,288346950,288346951,288346952,288346953,288346954,288346955,push
288309159,8732f9f8bddf95e84ddc7ac49a5e3a2b745eddaf,212,master,passed,1490,2017-10-15 20:47:49 UTC,288309160,288309161,288309162,288309163,288309164,288309165,288309166,288309167,288309168,288309169,pull_request
285784289,83523932b2eee3ae73b1c2a53f51b0ecf3743524,211,master,passed,1701,2017-10-09 20:57:45 UTC,285784290,285784291,285784292,285784293,285784294,285784295,285784296,285784297,285784298,285784299,pull_request
278464027,af980044150ff02de82a3e2219aedf110fbc67af,181,master,passed,1393,2017-09-22 03:12:38 UTC,278464028,278464029,278464030,278464031,278464032,278464035,278464036,278464037,278464040,278464041,pull_request
276158460,9298f86de15bddf10c4d28ea962973f2506db4d8,181,master,passed,1434,2017-09-16 04:15:55 UTC,276158461,276158462,276158463,276158464,276158465,276158466,276158467,276158468,276158469,276158470,pull_request
272512334,09574bde370dc36e6a437c48235469bc5f6ce963,164,master,passed,1512,2017-09-06 19:37:12 UTC,272512335,272512336,272512337,272512338,272512339,272512340,272512341,272512342,272512343,272512344,pull_request
271469005,b2574bf45ceab73b763dc5e411b25d4ee046f1ac,,master,passed,1533,2017-09-03 20:29:15 UTC,271469006,271469007,271469008,271469010,271469012,271469013,271469014,271469015,271469016,271469017,push
271459774,718b0e27aa8e1a72e9f1a91b061cfe1cb3fa7488,208,master,passed,1538,2017-09-03 20:05:54 UTC,271459775,271459776,271459777,271459778,271459779,271459780,271459781,271459782,271459783,271459784,pull_request
