build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755601819,af0992bc212bfcef4fe8689319759efaf81e1e65,507,master,passed,285,2021-01-21 22:48:30 UTC,755601820,755601821,755601822,755601823,755601824,755601825,755601826,pull_request
754037169,0c886e39e9204d129f0c31f3943bd058c57b6fac,506,master,passed,279,2021-01-12 00:13:53 UTC,754037170,754037171,754037172,754037173,754037174,754037175,754037176,pull_request
754036938,78d5beb1eb5b2c2dba401a9739b2b0490d673eb3,506,master,canceled,0,,754036939,754036940,754036941,754036942,754036943,754036944,754036945,pull_request
754034289,de8b2eeef1fe682c0c803251e6ffe6e44ad1cd37,506,master,passed,277,2021-01-11 23:53:07 UTC,754034290,754034291,754034292,754034293,754034294,754034295,754034296,pull_request
754033795,e632470663ea536da8c5fd3ad2cf093dbdf6bd73,506,master,canceled,0,,754033796,754033797,754033798,754033799,754033800,754033801,754033802,pull_request
750983511,5eea20b77628c0335658e624067943f70b559984,505,master,passed,768,2020-12-22 07:41:43 UTC,750983512,750983513,750983514,750983515,750983516,750983517,750983518,750983519,750983520,750983521,750983522,750983523,pull_request
740081192,5639b7c21f305ae774a6954bb6803ea5eb19e2c7,503,master,failed,278,2020-10-30 02:14:42 UTC,740081193,740081194,740081195,740081196,740081197,740081198,740081199,pull_request
734723425,3d6b2d824a3220ad28f6bdb1fe6c623412936d00,502,master,passed,320,2020-10-11 12:05:41 UTC,734723426,734723427,734723428,734723429,734723430,734723431,734723432,pull_request
734722988,be6cc07f8818664f8280cb8d0e2dda9b5b59701c,502,master,errored,302,2020-10-11 12:02:28 UTC,734722989,734722990,734722991,734722992,734722993,734722994,734722995,pull_request
734381537,4119c04e3f896b3ff7b193267a1f3825e14e2254,502,master,errored,339,2020-10-09 18:26:19 UTC,734381538,734381539,734381540,734381541,734381542,734381543,734381544,pull_request
734377833,4b5a1298f64e3cfeeb7d62cff02b5fe155bc9eb4,502,master,errored,464,2020-10-09 18:13:10 UTC,734377834,734377835,734377836,734377837,734377838,734377839,734377840,pull_request
734376718,b19cc869ead5dce9f0197b4b385af074faed8083,502,master,errored,388,2020-10-09 18:09:18 UTC,734376719,734376720,734376721,734376722,734376723,734376724,734376725,pull_request
734289657,b4648bfa23723e4326630f89caed4c1b8267b9de,502,master,errored,347,2020-10-09 13:28:38 UTC,734289658,734289659,734289660,734289661,734289662,734289663,734289664,pull_request
734288273,73d9454edd260432394552aecd0764f8a9d2557b,502,master,errored,327,2020-10-09 13:22:40 UTC,734288274,734288275,734288276,734288277,734288278,734288279,734288280,pull_request
733909350,347916dfac84d7301f553355737f86f43bc6304a,502,master,passed,287,2020-10-08 08:30:50 UTC,733909351,733909352,733909353,733909354,733909355,733909356,733909357,pull_request
733908200,0e684340d509dfe2d9b05392cd7a2ce2a57f5f9c,502,master,passed,302,2020-10-08 08:25:41 UTC,733908201,733908202,733908203,733908204,733908205,733908206,733908207,pull_request
733907047,84fb637ae24eb54e8cef2dcdd0e0f7c333cd0689,502,master,failed,286,2020-10-08 08:20:22 UTC,733907048,733907049,733907050,733907051,733907052,733907053,733907054,pull_request
729994914,e9bc1e150b7b1ea1bec300a55382ed564b215f41,,0.11.1,passed,422,2020-09-24 15:49:52 UTC,729994915,729994916,729994917,729994918,729994919,729994920,729994921,push
729994199,e9bc1e150b7b1ea1bec300a55382ed564b215f41,,master,passed,284,2020-09-24 15:44:59 UTC,729994200,729994201,729994202,729994203,729994204,729994205,729994206,push
729978196,dae5de720371b77fa8df3bd941cd1f774c36cc7e,501,master,passed,280,2020-09-24 15:04:08 UTC,729978199,729978200,729978201,729978202,729978203,729978204,729978206,pull_request
729727692,fd342da32099aac5fa7f84b40dca116f9ba51104,,0.11.0,passed,438,2020-09-23 19:04:30 UTC,729727693,729727694,729727695,729727696,729727697,729727698,729727699,push
