build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760874650,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,141,2021-03-01 03:35:33 UTC,760874651,760874652,760874653,760874654,760874655,760874656,760874657,cron
759933186,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,139,2021-02-22 03:35:28 UTC,759933187,759933188,759933189,759933190,759933191,759933192,759933193,cron
758990580,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,142,2021-02-15 03:35:03 UTC,758990582,758990584,758990586,758990587,758990589,758990590,758990591,cron
757999324,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,146,2021-02-08 03:34:36 UTC,757999327,757999330,757999331,757999333,757999334,757999335,757999336,cron
757010659,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,139,2021-02-01 03:51:16 UTC,757010660,757010661,757010662,757010663,757010664,757010665,757010666,cron
756029144,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,138,2021-01-25 03:38:20 UTC,756029148,756029150,756029151,756029153,756029155,756029159,756029161,cron
754953183,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,137,2021-01-18 03:33:06 UTC,754953184,754953185,754953186,754953187,754953188,754953189,754953190,cron
753876624,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,150,2021-01-11 03:32:28 UTC,753876627,753876628,753876630,753876631,753876632,753876634,753876637,cron
752730110,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,146,2021-01-04 03:32:15 UTC,752730112,752730116,752730118,752730119,752730120,752730121,752730122,cron
751756450,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,137,2020-12-28 03:32:04 UTC,751756451,751756452,751756453,751756454,751756455,751756456,751756457,cron
750773333,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,142,2020-12-21 03:31:53 UTC,750773335,750773337,750773338,750773340,750773343,750773344,750773345,cron
749521923,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,140,2020-12-14 03:31:05 UTC,749521924,749521925,749521926,749521927,749521928,749521929,749521930,cron
748041259,4c306c05f4d63d390ac946f71a000454c0f7742b,,master,failed,143,2020-12-07 03:30:57 UTC,748041260,748041261,748041262,748041263,748041264,748041265,748041266,cron
