build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
666014593,63b81924ccbd6926385953a01ac1a08eaa897852,,master,errored,1258,2020-03-23 18:58:32 UTC,666014594,666014595,666014596,666014597,666014598,666014599,666014600,666014601,666014602,push
665809315,67e319b6b29f2af9218d34a7afa7a84164a3bbaa,546,master,errored,1080,2020-03-23 11:01:43 UTC,665809316,665809317,665809318,665809319,665809320,665809321,665809322,665809323,665809324,pull_request
665524181,827edb00b6b0ba3c1ae90dbbab24727fad58f016,545,master,errored,905,2020-03-22 15:33:28 UTC,665524182,665524183,665524184,665524185,665524186,665524187,665524188,665524189,665524190,pull_request
665522610,e32eb5b8f2280dea29f89524b7f3571b5ffc3a46,545,master,errored,697,2020-03-22 15:30:02 UTC,665522611,665522612,665522613,665522614,665522615,665522616,665522617,665522618,665522619,pull_request
665454135,d645d928d169e7abff3bc845740ae80ee9e73a8e,,master,errored,701,2020-03-22 11:54:41 UTC,665454136,665454137,665454138,665454139,665454141,665454142,665454144,665454145,665454146,push
664432538,ead73cdb84a2436660cf713826f9f1593c25d98f,,master,errored,724,2020-03-19 15:05:13 UTC,664432539,664432540,664432541,664432542,664432543,664432544,664432545,664432546,664432547,push
660813867,57cbe76515eea6d4b288725c175c646d9ae88074,543,master,errored,1204,2020-03-10 21:06:45 UTC,660813868,660813869,660813870,660813871,660813872,660813873,660813874,660813875,660813876,pull_request
659883220,afbde608939b6f9f6c2cd87c3356009abd5b5a9d,,master,errored,1091,2020-03-08 19:30:19 UTC,659883221,659883222,659883223,659883224,659883225,659883226,659883227,659883228,659883229,push
657064168,afad5b9c4a5b1c642a25703820162554739e634e,539,master,errored,1098,2020-03-01 22:34:59 UTC,657064169,657064170,657064171,657064172,657064173,657064174,657064175,657064176,657064177,pull_request
656383769,caf9b3eeb35d3ba5a45f77b9f09cfecc385d1c80,542,master,errored,1171,2020-02-28 18:36:44 UTC,656383770,656383771,656383772,656383773,656383774,656383775,656383776,656383777,656383778,pull_request
656383708,8db01507ba04d4b55fd4b9d0ef1f9bf0b70d219d,,feature/iosfilebrowser,errored,1172,2020-02-28 18:31:19 UTC,656383709,656383710,656383711,656383712,656383713,656383714,656383715,656383716,656383717,push
656382467,8bdbdda2208ef4e4d3f3bb3592eecb72a2f06afb,542,master,errored,1161,2020-02-28 18:26:16 UTC,656382468,656382469,656382470,656382471,656382472,656382473,656382474,656382475,656382476,pull_request
656382442,3a2b020d4c223605e57d021648734ecbce0119b2,,feature/iosfilebrowser,errored,1171,2020-02-28 18:23:03 UTC,656382443,656382444,656382445,656382446,656382447,656382448,656382449,656382450,656382451,push
656367963,22c5df7a572033b59f1efce3249d7e0e0b3bf792,542,master,errored,1180,2020-02-28 17:45:31 UTC,656367964,656367965,656367966,656367967,656367968,656367969,656367970,656367971,656367972,pull_request
656355975,9487f4ba914ae2eddd0f7cd1d61d4304b605682d,,feature/iosfilebrowser,errored,1759,2020-02-28 17:18:24 UTC,656355976,656355977,656355978,656355979,656355980,656355981,656355982,656355984,656355985,push
