build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
343618126,d5b77a86a797e66e013249ff02500c7c3cea4d4a,,v0.8.7,passed,615,2018-02-20 00:14:20 UTC,343618127,343618128,343618129,343618130,push
343617860,d5b77a86a797e66e013249ff02500c7c3cea4d4a,,master,passed,618,2018-02-20 00:14:09 UTC,343617861,343617862,343617863,343617864,push
343616716,cd8c7115ab4244234c5a5e0061afac47c615ae47,,master,passed,603,2018-02-20 00:09:23 UTC,343616717,343616718,343616719,343616720,push
343292026,d522ea017686848c7c0229ddf55a6fc6252087ad,,master,passed,689,2018-02-19 10:00:44 UTC,343292027,343292028,343292029,343292030,push
342646317,0d65ecfd599266bd6077cbf65e1cd0848a37baa9,,master,passed,637,2018-02-17 03:59:19 UTC,342646318,342646319,342646320,342646321,push
342604604,6604860c517e84a29e8f07fcfa3c93bb6cf6d66a,,master,passed,838,2018-02-17 00:46:50 UTC,342604605,342604606,342604607,342604608,push
342584394,64ddc3f8e88bb4e765b675de71c585d809f708d7,,master,passed,618,2018-02-16 23:41:13 UTC,342584396,342584397,342584399,342584400,push
341261866,3e0893cdeeac6746ed9d3f984ba9e3ae89124f22,,master,passed,1562,2018-02-14 03:43:01 UTC,341261868,341261869,341261871,341261872,push
341199790,85c52d71193a4e7d766f364e771dab467b39e0e8,,master,passed,607,2018-02-13 23:42:09 UTC,341199791,341199792,341199793,341199794,push
341199621,5a07ae7d9e0695e37f71d1bb74597e5a07611694,,master,errored,278,2018-02-13 23:41:24 UTC,341199622,341199623,341199624,341199625,push
341198673,ea9aab99a72ac71d3ba75b347b972e936c989a1c,,master,passed,773,2018-02-13 23:38:27 UTC,341198675,341198677,341198679,341198681,push
340433180,9f4f03aa1a7836d4e7a0a246a1781b1296d4deb4,,master,passed,647,2018-02-12 11:05:57 UTC,340433181,340433182,340433183,340433184,push
337375657,e65b347ef033fd22cbb95424c198534db637b485,,master,passed,580,2018-02-05 02:09:42 UTC,337375658,337375659,337375660,337375661,push
337083480,d49b331d3ef3eba080313bbcec513204f24bd14c,,master,passed,638,2018-02-04 00:46:16 UTC,337083481,337083482,337083483,337083484,push
336893869,fac76de58d96248409e4bf18aea0342b0cabe541,,master,passed,555,2018-02-03 10:14:58 UTC,336893870,336893871,336893872,336893873,push
336870355,e5b5fec773ffc37192149178811924e2d620b02b,,master,passed,637,2018-02-03 08:10:04 UTC,336870356,336870357,336870358,336870359,push
336860273,e1732bcae60138d0b431d269c8d0248591e88d4a,,master,passed,531,2018-02-03 07:12:04 UTC,336860274,336860275,336860276,336860277,push
336858823,d1e269ec62e05dae04a58524d66dedfa7990359b,,master,passed,554,2018-02-03 07:00:42 UTC,336858824,336858825,336858826,336858827,push
335553485,046372d92c42fc7d56c3b98da730d950ba660af9,,master,passed,615,2018-01-31 10:21:05 UTC,335553486,335553487,335553488,335553489,push
334643433,c4fc4e539aca13ead4e1f0d9ee502465a8ec5dad,,master,passed,402,2018-01-29 10:34:05 UTC,334643434,334643435,334643436,334643437,push
334558723,0dd6525c83a1060ae1bbfc817a71876caf45a2c0,,master,passed,443,2018-01-29 04:32:11 UTC,334558724,334558725,334558726,334558727,push
334543314,17fa47914d8733143e5db501a7136cad476ff4aa,,master,passed,396,2018-01-29 02:53:27 UTC,334543315,334543316,334543317,334543318,push
334529756,8e711e236e7dec1a07bf16481863780cebc54c94,,master,passed,401,2018-01-29 01:36:51 UTC,334529757,334529758,334529759,334529760,push
334269582,b27b03fa2dda1c50318d8af266710e65e77dcf9f,,master,passed,320,2018-01-28 03:17:34 UTC,334269583,334269584,334269585,334269586,push
332131812,e31a172084f08a9998fad59372b5e7d89a98e43f,,master,passed,346,2018-01-23 04:07:06 UTC,332131813,332131814,332131815,332131816,push
332125741,960aa69304b73c6ab11a5226a5e1cdf315a45912,,master,passed,390,2018-01-23 03:39:07 UTC,332125742,332125743,332125744,332125745,push
332125315,4d66df6521ea43bb82c20f869134f323e2a917bd,,master,passed,333,2018-01-23 03:37:18 UTC,332125316,332125317,332125318,332125319,push
332125117,ce2994787a6c1a573b7b062850d2e5d74e406040,,master,passed,393,2018-01-23 03:36:14 UTC,332125118,332125119,332125120,332125121,push
329725721,13085f8a38fd40c44eef8a968a0edbac67907984,,master,canceled,0,,329725722,329725723,329725724,329725725,push
329690085,240ec96301018c74290475bbdc216169fd66df17,,master,canceled,0,,329690087,329690089,329690091,329690092,push
327097818,d78ea2116965f0818d01e2ed4234de2d248b8ea3,,master,passed,369,2018-01-10 04:46:29 UTC,327097819,327097820,327097821,327097822,push
318986249,567c6cd3f5614647c28a13fa8211f1be8051215e,,master,passed,603,2017-12-20 04:01:12 UTC,318986250,318986251,318986252,318986253,push
318983114,34d7a3e2e313b0fead3ea2a996b54b30f55f6a7d,,master,passed,429,2017-12-20 03:45:53 UTC,318983115,318983116,318983117,318983118,push
311150456,6b5b75fbc4ddb1406b9feae9250ba00f4854b3d7,,master,passed,811,2017-12-04 06:17:32 UTC,311150457,311150458,311150459,311150460,push
311147676,2af4dd31fd4f38ccaadd4a51816e215600e6bb9d,,master,passed,611,2017-12-04 06:06:52 UTC,311147677,311147678,311147679,311147680,push
308810839,4c594d289dfe503d6b58a9d0af1e2a86bb1789b0,,master,passed,462,2017-11-29 05:35:17 UTC,308810840,308810841,308810842,308810843,push
308791234,1150d6eac7af706bb39a95ad3f4108eba36ee8e6,,master,passed,545,2017-11-29 04:14:01 UTC,308791235,308791236,308791237,308791238,push
308717230,1ead763d4719545d6deed4326ad2b8c22cb49288,,master,passed,528,2017-11-28 23:49:39 UTC,308717231,308717232,308717235,308717237,push
308190447,7f9ef272de9312e40e260624ea9b3f8150294e1d,,v0.8.6,passed,481,2017-11-28 00:44:56 UTC,308190449,308190451,308190453,308190455,push
308190409,7f9ef272de9312e40e260624ea9b3f8150294e1d,,master,passed,495,2017-11-28 00:44:50 UTC,308190410,308190411,308190412,308190413,push
308187629,fd0c4b3960004b7d47513319da2a3c14fae3b247,,master,passed,553,2017-11-28 00:36:07 UTC,308187630,308187631,308187632,308187633,push
308164605,a46bc5b1aebf01dce081ae437077f05e44377dad,,master,passed,525,2017-11-27 23:25:25 UTC,308164606,308164607,308164608,308164609,push
307738240,57f334a8d461f8e6f5c502d2ba0050ab7db2b6b1,,master,passed,559,2017-11-27 05:41:04 UTC,307738241,307738243,307738245,307738246,push
307724547,9d546c625efa7aabf16a20f7d0092d8e77fce882,,master,passed,628,2017-11-27 04:43:02 UTC,307724548,307724549,307724550,307724551,push
307721425,0506797f3502ad3bc5dedf2c74bb0e63ba18bda6,,master,passed,505,2017-11-27 04:28:07 UTC,307721426,307721428,307721429,307721431,push
307715305,ac893d81c7327c07f1964256afe6fb96b6cac6ed,,master,passed,497,2017-11-27 03:59:54 UTC,307715306,307715307,307715308,307715309,push
307697672,9ef10b0b7e7d9e6dfb935de4ecb22419d4ffd935,,master,passed,487,2017-11-27 02:45:39 UTC,307697673,307697674,307697675,307697676,push
307696034,58a323ec31033879e26c0fd1d89f0b08a4336207,,master,passed,706,2017-11-27 02:38:29 UTC,307696035,307696036,307696037,307696038,push
307641752,cc2d609bda5ae60a501b81f350fa30644e7cd89c,,master,passed,473,2017-11-26 22:48:38 UTC,307641753,307641754,307641755,307641756,push
306984627,dba316642b694d7fef2eb4fac3139dc05b04f75f,,master,passed,511,2017-11-25 00:50:17 UTC,306984628,306984629,306984630,306984631,push
306581648,709d107a79103604fb46c97aae6b16762442c3fd,,master,passed,491,2017-11-24 03:35:19 UTC,306581649,306581650,306581651,306581652,push
305591439,20395ed07c4d72edcdfa789e42c6ffc252d6fe12,,master,passed,457,2017-11-22 02:18:20 UTC,305591440,305591444,305591446,305591448,push
303228613,bd332503e459b40ba6e0314d0b37992c5318a7b9,58,master,passed,577,2017-11-16 21:18:31 UTC,303228614,303228615,303228616,303228617,pull_request
299883810,f48eab5affe271227f9405d6d360ee505ef295bc,57,master,passed,656,2017-11-09 21:55:08 UTC,299883811,299883812,299883817,299883818,pull_request
299045974,3e09f189e345c574f32fdcfefd95f0795175ac96,,master,passed,627,2017-11-08 11:13:23 UTC,299045975,299045976,299045977,299045978,push
299045585,3e09f189e345c574f32fdcfefd95f0795175ac96,,dialogs,passed,701,2017-11-08 11:12:28 UTC,299045586,299045587,299045588,299045589,push
298485845,b3e493c655aa873d8539076fd3a956996af5e6d4,,dialogs,passed,562,2017-11-07 11:05:24 UTC,298485846,298485847,298485848,298485849,push
298387774,c018defd629fc0852c0087b814d759daf17c820b,,dialogs,passed,522,2017-11-07 06:09:40 UTC,298387775,298387776,298387777,298387778,push
293395955,792ebfbda8a9828641a379f5fdba6482af0075e7,57,master,passed,582,2017-10-26 22:28:24 UTC,293395956,293395957,293395958,293395959,pull_request
292862268,232966f9a43e00b31c82e60e92ee2527dc3a265e,57,master,passed,689,2017-10-25 22:13:08 UTC,292862269,292862270,292862271,292862272,pull_request
288383070,75577ea68d717808d9888c2e64305b8926a1d855,,master,passed,641,2017-10-16 02:35:16 UTC,288383071,288383072,288383073,288383074,push
288169383,9776aa84242615731a584b6eb14c378579b95a5f,,master,passed,560,2017-10-15 11:04:43 UTC,288169384,288169385,288169386,288169387,push
286412213,69b8d6c810b14ca31e4b67c60e905d23ff29bcce,,master,passed,634,2017-10-11 08:39:58 UTC,286412214,286412215,286412216,286412217,push
285901852,0aafaca6ccb74cc84656825754655ca8754f3b85,,master,passed,492,2017-10-10 05:41:59 UTC,285901853,285901854,285901855,285901856,push
283022745,96089982fbce18dfebf735839b4bd8ceafb64d28,,master,passed,465,2017-10-04 02:31:50 UTC,283022746,283022747,283022748,283022749,push
282543065,ae190e3aa9a2ec3a5d92fb3419468241198eb2c6,,master,passed,431,2017-10-03 03:04:29 UTC,282543066,282543067,282543068,282543069,push
282098044,b89b8dafc5bdb23b661bc4d44f973d3cfed16cc9,,master,passed,531,2017-10-02 04:05:45 UTC,282098045,282098046,282098047,282098048,push
282049926,c7893d88a94b36375a83f83bdb5f309a3e54b9a4,,master,passed,676,2017-10-01 23:22:56 UTC,282049927,282049928,282049929,282049930,push
281967077,853abe902f565b23eac654298aeaf1819554dc47,52,master,passed,456,2017-10-01 17:18:58 UTC,281967078,281967079,281967080,281967081,pull_request
281509393,b9548b265d449f191c29b2ff12bb155818fedd15,,master,passed,471,2017-09-29 23:37:20 UTC,281509394,281509395,281509396,281509397,push
281509366,8eaa055d979e101fe4e2058bb7dd886a10aa3f9a,,master,passed,442,2017-09-29 23:37:11 UTC,281509367,281509368,281509369,281509370,push
281397779,d13c71d41bb059072d1d900266d5019b26ac68e4,51,master,passed,512,2017-09-29 17:58:42 UTC,281397780,281397781,281397782,281397783,pull_request
281395671,2e20eaa7a2f3652b918539ae0b07810f15e74c40,50,master,passed,515,2017-09-29 17:52:41 UTC,281395672,281395673,281395674,281395675,pull_request
280821845,83baefba0c2b6b64e42e3c37648de93c79431f60,,master,passed,512,2017-09-28 11:12:04 UTC,280821846,280821847,280821848,280821849,push
280821278,5fd6b3a114bd819514fe72b0f8d5a84a7b3de362,,master,passed,565,2017-09-28 11:09:42 UTC,280821279,280821280,280821281,280821282,push
280697408,6658778fd6b08c9b191d831e75304912d3180e92,,master,passed,448,2017-09-28 02:30:39 UTC,280697409,280697411,280697412,280697413,push
280539452,ece0c364e0c2b938d5cb910defabaf860d14fb4c,46,master,passed,459,2017-09-27 17:43:56 UTC,280539453,280539455,280539456,280539458,pull_request
280209763,898244b1645aaa98d822c6ede15ec1bee363fa5e,,v0.8.5,passed,469,2017-09-27 00:09:27 UTC,280209764,280209765,280209766,280209767,push
280209722,898244b1645aaa98d822c6ede15ec1bee363fa5e,,master,passed,522,2017-09-27 00:09:26 UTC,280209723,280209724,280209725,280209726,push
279380279,a5bd3362cd8a4e442d943831057079ff3bb806d2,,master,passed,561,2017-09-25 04:53:57 UTC,279380280,279380281,279380282,279380283,push
279375158,cdd5d9712b8424b13ccffe3cbb28aa45bee1fd58,,master,passed,569,2017-09-25 04:22:48 UTC,279375159,279375160,279375161,279375162,push
279370313,05df52530db529849eac13900e830d5fe75ed7a7,,master,passed,539,2017-09-25 03:56:42 UTC,279370314,279370315,279370316,279370317,push
279369771,73146449eb065285a77829db2c36b03bb5a6ae04,,master,errored,509,2017-09-25 03:53:30 UTC,279369772,279369773,279369774,279369775,push
279351553,370d01f9896544dac15ca58d6dea28996651c1a7,,master,passed,164,2017-09-25 01:50:26 UTC,279351554,push
277575815,9687f44a1b09395a923f43004574b54a85f8bb77,,master,passed,190,2017-09-20 01:33:12 UTC,277575816,push
277566272,2ffe0194fb42b1e7bd5e9f419f0cb7f7bb5ba72a,,master,passed,109,2017-09-20 00:48:04 UTC,277566273,push
276821315,c6621cbc829c09f3ca5eded21fdd3471ffa18ab0,,master,passed,78,2017-09-18 12:06:10 UTC,276821316,push
276661593,2b169545067092040161dc6d3631e518a3f4f241,40,master,passed,62,2017-09-18 00:42:03 UTC,276661594,pull_request
276408200,4b381e14b0e0ae9ccc300ea5459a4e085e9e0437,,master,passed,68,2017-09-17 02:33:03 UTC,276408201,push
275770974,02c81db59b19f5de78bc84ed0a42833540ba8103,,master,passed,72,2017-09-15 07:11:58 UTC,275770975,push
275767797,ca46974561418c0fc10085d7baff28393505ad17,,master,passed,65,2017-09-15 07:04:53 UTC,275767798,push
275683196,eb6a563402e1990ab3bd4245cc76abd8303a71f0,,master,passed,39,2017-09-14 23:19:59 UTC,275683197,push
275497623,2465ad925d66550b48d5078f39cf59a13dd4ddf1,39,master,passed,49,2017-09-14 14:41:14 UTC,275497624,pull_request
275446082,fb01d8afc50af578cbdefb501dc75bcc2edf1427,,master,passed,59,2017-09-14 12:26:55 UTC,275446083,push
275428995,57a50bf520374295421fb0fe6174a318444b9bbc,,master,passed,43,2017-09-14 11:34:07 UTC,275428996,push
275324986,72d64f1e0ff30e4e578b38f44bbcc73728507a4b,38,master,passed,38,2017-09-14 05:22:29 UTC,275324987,pull_request
274049293,511352f44001744221968ccf6705b8aa070d8a48,,master,passed,81,2017-09-11 05:49:11 UTC,274049294,push
274043219,2f371f5d3b1ad783a443a0a42fb9a0a04b0c74f2,,master,passed,76,2017-09-11 05:12:13 UTC,274043220,push
274003924,2abd3002b413f9a95ba805237ec37ceac3cac489,,master,passed,43,2017-09-11 01:14:49 UTC,274003925,push
273837763,8e8f085dd9645095d2cdd757259b4757d23b3c7d,35,master,passed,38,2017-09-10 12:34:00 UTC,273837764,pull_request
271950779,3d0870f144227fc3d0b9b093d07ef7158b285287,,master,passed,75,2017-09-05 07:48:31 UTC,271950780,push
269440104,66b7d10c6b4d15fc67fdea30cb455b6f614c970f,,master,passed,143,2017-08-29 04:10:06 UTC,269440105,push
268209351,c80fc03d0a9588a0b3c312df534d1f7cb0c7697b,,master,passed,117,2017-08-25 02:11:09 UTC,268209352,push
267843246,f68ee2197e8a99598b5216a55048687a3210a750,,v0.8.4,passed,405,2017-08-24 04:47:44 UTC,267843247,push
267843183,f68ee2197e8a99598b5216a55048687a3210a750,,master,passed,271,2017-08-24 04:47:19 UTC,267843184,push
267839825,1f9e0d868aed156627260c3d3eb397658eeeb641,,master,passed,127,2017-08-24 04:22:03 UTC,267839826,push
267813511,b051eb17c4e872764b061a74c42b4f257ca27f6e,,master,passed,167,2017-08-24 01:35:35 UTC,267813512,push
267498806,a3dff2f02c499bdfa9aa59afcc795c0637d6800a,,master,passed,119,2017-08-23 08:46:06 UTC,267498808,push
267492302,f17bf832b53755a22d2d86d14362b539fbc86aeb,,master,passed,120,2017-08-23 08:22:32 UTC,267492303,push
267450850,3baacdde92c741e30f27b5603e7b2861dcd9e984,,master,passed,131,2017-08-23 05:04:05 UTC,267450851,push
267450786,054a729fdd0425f8efa3fa9eb9666bb0ccf694bb,,master,passed,124,2017-08-23 05:03:22 UTC,267450787,push
267374911,3e3ab621035470905ef3b64170a26c9eeab5f0e5,26,master,passed,142,2017-08-22 22:18:51 UTC,267374914,pull_request
266491213,2f202a5e243fdf7e5419a4a16f403c85d9d36556,,master,passed,155,2017-08-20 12:16:12 UTC,266491214,push
266490774,a50808bdcf02d927b173fef205de69b6d00bdc60,,master,passed,273,2017-08-20 12:13:13 UTC,266490775,push
266369367,7eb9ed6528b74cdd3b6d6431b2fe2fbbd394673d,21,master,passed,270,2017-08-19 21:17:21 UTC,266369368,pull_request
265802548,ea5e916389ff534fcd45f9becc63c3be01a77125,,master,passed,118,2017-08-18 01:15:41 UTC,265802549,push
264311231,539204bdf22d074eb434cbcc97ffa089e74217ec,,master,passed,140,2017-08-14 10:36:19 UTC,264311232,push
264131283,bcf97b2757dc9fe8a6c6174a94e0b5abd0a59bcf,15,master,passed,264,2017-08-13 18:24:31 UTC,264131284,pull_request
264130576,a2d670d9009ba8f7ba12d7fbe5bb060c76bef2d3,15,master,passed,131,2017-08-13 18:19:17 UTC,264130577,pull_request
264129065,f511f406fd0e56378435b4223929ab47f2989668,15,master,failed,132,2017-08-13 18:09:49 UTC,264129066,pull_request
263489578,7900ec309b7c73a287ee7d7b545018ee2c3aefc9,,master,passed,127,2017-08-11 13:14:32 UTC,263489579,push
263316110,f95e3090c511626ed76e6ab82b7fd255dcd2eb27,,master,passed,134,2017-08-11 00:39:58 UTC,263316111,push
262944299,6dbcdb8222567bf32e0ce1a8ef7244600056909d,,master,passed,133,2017-08-10 04:54:56 UTC,262944300,push
262916999,93877cd21b6edfb11eed8c08f0cc0dee0a0589f9,,master,passed,123,2017-08-10 02:25:31 UTC,262917000,push
262915885,193d37629f635880684bee638a62d105ec1d5e0a,,master,passed,124,2017-08-10 02:19:42 UTC,262915886,push
262911488,5d03d1f387553c5fc796ef4f00f42043f9aca232,,master,passed,132,2017-08-10 01:57:27 UTC,262911492,push
262904885,1535fe4e4172035da85549458900b47c80e81110,,master,passed,161,2017-08-10 01:36:25 UTC,262904888,push
262218690,c0967eca0e5464818d00ce40fa93e0810c2a8ba9,,master,passed,139,2017-08-08 12:09:04 UTC,262218691,push
262123078,a9d748501c60c73b14d325f5571c2ac102279c23,,v0.8.3,passed,138,2017-08-08 07:06:40 UTC,262123079,push
262123043,a9d748501c60c73b14d325f5571c2ac102279c23,,master,passed,173,2017-08-08 07:06:34 UTC,262123044,push
262122523,54d7da7c153f9a028f93138ef08cc44ae68fdb9e,,master,passed,148,2017-08-08 07:04:49 UTC,262122524,push
261658188,5599beba28ced1294cb5d74155fe29d52937f68d,,master,passed,127,2017-08-07 00:45:05 UTC,261658189,push
261442421,fd8f9fd0257151262be2c7b74f5f0abb8755df3a,,master,passed,151,2017-08-06 02:57:19 UTC,261442422,push
261428731,19589c84db91e9521cdeb05e8cd7450edf8095ed,,master,passed,264,2017-08-06 00:45:48 UTC,261428732,push
260881425,189a54b9523d091e0f12fea681c95ffe6e207c46,,master,passed,271,2017-08-04 04:51:35 UTC,260881426,push
260875444,bc061beb059439830fc33b5412974b558f9fa517,,master,passed,139,2017-08-04 04:09:56 UTC,260875445,push
260875061,7e56d08ba4a83065d329c34dd34223b94bef83f6,,master,passed,127,2017-08-04 04:07:46 UTC,260875062,push
260444750,ca2af8c64449211b54f7baa6e50c4c4e2bc6b211,,master,passed,124,2017-08-03 02:12:45 UTC,260444751,push
260439346,03e3a3c916a6307c3782aa7f766ad37231c1cf08,,master,passed,122,2017-08-03 01:39:11 UTC,260439347,push
260437402,87bf3036ceca89874cd48c1fc1b9252ba4030266,,master,passed,121,2017-08-03 01:24:48 UTC,260437403,push
259666821,46773341e52dbd971582327b53655121213287c9,,master,passed,266,2017-08-01 07:43:54 UTC,259666822,push
259268535,47c05d97b24b609b957860df266b4577f532893b,,v0.8.2,passed,131,2017-07-31 07:33:59 UTC,259268536,push
259268333,47c05d97b24b609b957860df266b4577f532893b,,master,passed,132,2017-07-31 07:33:24 UTC,259268334,push
259267953,afb1035dadfefdbf03b2b5671d14fcde3a8e4d3e,,master,passed,148,2017-07-31 07:31:02 UTC,259267954,push
259265941,c888c829319dd0652fbb4450cecb5be3373acef5,,master,passed,134,2017-07-31 07:18:50 UTC,259265942,push
259265474,6c20bfed068ffb29cb5dd781694856dc115b4497,,master,passed,126,2017-07-31 07:16:16 UTC,259265475,push
259264354,3b28e569228c180582c1feff402ee31f7cc73e41,,v0.8.1,passed,136,2017-07-31 07:10:47 UTC,259264355,push
259264269,3b28e569228c180582c1feff402ee31f7cc73e41,,master,passed,122,2017-07-31 07:10:19 UTC,259264270,push
259254437,ecf1ca5786560e930b8a5db92525cfc6919ed3be,,v0.8.0,passed,130,2017-07-31 06:15:21 UTC,259254438,push
259252819,363b488bfc0ef508c09b4c861e0af131ad17e790,,master,passed,136,2017-07-31 06:05:48 UTC,259252820,push
259251767,85f6a1d1689b098b2b14a9fa12cdaf9e7741ea06,,master,passed,138,2017-07-31 05:59:12 UTC,259251768,push
259220850,ecf1ca5786560e930b8a5db92525cfc6919ed3be,,master,passed,130,2017-07-31 02:04:29 UTC,259220851,push
259220758,1f671f03c12594cc98d249fceb0bccf78503a763,,master,passed,124,2017-07-31 02:03:52 UTC,259220759,push
259061465,f75e77dde8382b705ead50a1a8de30789e1e4106,,master,passed,120,2017-07-30 10:40:38 UTC,259061466,push
257257066,a2f8b485ec630053e5f7451b3fb92b92ac2c2352,,master,passed,134,2017-07-25 11:00:57 UTC,257257067,push
257256601,cfb97f76992ca1a1030f2ffa56e5b5e90c081717,,master,passed,138,2017-07-25 10:59:15 UTC,257256602,push
257250265,454807f63b779712516362544764b0081186e780,,master,passed,150,2017-07-25 10:34:39 UTC,257250266,push
257197512,8bd89717b02ce0a4fd24992ff55a2827e59dbd39,,master,passed,132,2017-07-25 07:36:51 UTC,257197513,push
257194838,0e856c142e1852e6d5202e259b30944b1687b551,,master,passed,169,2017-07-25 07:26:16 UTC,257194839,push
257194216,f7e5fbe0a50e03789c98316c69fa1b560a9883ab,,master,passed,160,2017-07-25 07:22:58 UTC,257194217,push
256716506,e1fb22b5b9bf3119257c6c3a538a8e92ec0d7b84,,master,passed,129,2017-07-24 00:36:48 UTC,256716507,push
256710192,aa3b49fcfcf3adbe131c6a0dbb7046e34fa58510,,master,passed,123,2017-07-23 23:53:53 UTC,256710193,push
256588239,0662ea3b595477849d4ac4e0a2f1aa35d35ec7aa,,master,passed,126,2017-07-23 13:06:12 UTC,256588240,push
256539382,31226b3507bbda658f27b372db2cc9afe31720a6,,master,passed,157,2017-07-23 08:12:11 UTC,256539383,push
256514002,c2fd84096b38f0d683c37e2fe5bdf703eba42906,,master,passed,124,2017-07-23 04:37:21 UTC,256514003,push
256513920,da74e578232c6bbd5021f4147127a222dceb9437,,master,failed,124,2017-07-23 04:36:42 UTC,256513921,push
256512314,da4bc8eb0b4fe1c85b9e098cd9920cf9c2616ce6,,master,passed,128,2017-07-23 04:18:18 UTC,256512315,push
256511796,3c3c7854a2f6b75c0fd822229f068af924b9d26a,,master,passed,277,2017-07-23 04:13:05 UTC,256511797,push
255074752,644240e7a0128187beb0cb7b15d8a4231bddb0d7,,master,passed,256,2017-07-19 00:07:41 UTC,255074753,push
252780657,29cdcd39e218c6e24c7334c50356a227f873984d,,master,passed,119,2017-07-12 12:03:37 UTC,252780658,push
252779461,f32691bc15b05d76b4843c8365e125c4f47bc5c5,,master,passed,236,2017-07-12 11:59:46 UTC,252779462,push
252701633,016b6ca5051ed264c08e24e0fea974d07757828f,,master,passed,240,2017-07-12 07:26:28 UTC,252701634,push
252688665,640e2f51153b5d0fe280fa1550678b16f53132ef,,master,passed,243,2017-07-12 06:26:10 UTC,252688666,push
252241323,4722887cbb3ab6c8234915d3a3a492c390de5223,,master,passed,234,2017-07-11 02:09:50 UTC,252241324,push
252237780,0bd8dced702a9aaeb1f4a143092b052291a7f957,,master,passed,116,2017-07-11 01:46:25 UTC,252237781,push
251962751,bc3de17324f2a137a7f94f7031c2c7a2d24494b9,,master,passed,251,2017-07-10 11:29:22 UTC,251962753,push
251952579,a7785a233dad64af5c7ccbfbef7b66a6b34025b7,,master,passed,230,2017-07-10 10:50:37 UTC,251952580,push
251952087,058d469eb02cf2f275ecadc0c6464aa745a278ff,,master,passed,132,2017-07-10 10:48:50 UTC,251952088,push
247401323,8005cae8ad38d939848d1f9fd4fe0f80a55dbbc8,,master,passed,239,2017-06-27 07:13:10 UTC,247401324,push
247399427,367645aa2132c3db5ebf9e1c22ad2af6d5b106d3,,master,passed,267,2017-06-27 07:05:57 UTC,247399428,push
246988237,fbcc5887e516cbe957772ba026e71b23f4492f5e,,master,passed,215,2017-06-26 07:06:52 UTC,246988238,push
244910330,a1ce2ec14f84aa3852a37cbcf2f5a51c4cfe20ea,,master,passed,129,2017-06-20 12:07:59 UTC,244910331,push
244833958,682a222141db47e99c11dc47336bf7419626366a,,master,passed,130,2017-06-20 07:57:58 UTC,244833961,push
244833337,f008afd09eab76aa6b2323463a20f46f822ad7d3,,master,passed,228,2017-06-20 07:55:58 UTC,244833339,push
244832412,65ae70baf172e83984d22e62852d8b882ccceffb,,master,passed,228,2017-06-20 07:54:27 UTC,244832413,push
244396407,f60853157c0a05dd9bb59e0988507c8799babe83,,master,passed,231,2017-06-19 06:08:35 UTC,244396408,push
244394290,cf3cfdb85709d73bc035c3893953197f715407bc,,master,passed,234,2017-06-19 05:55:35 UTC,244394291,push
244196253,77484f9b3eaae379744263c9706069dd204546e1,,master,passed,231,2017-06-18 11:29:16 UTC,244196254,push
244194018,a85e987ef766cadd56e2d19023b464a35207b395,,master,passed,237,2017-06-18 11:13:14 UTC,244194019,push
243092613,0bd7c588f2c5d8afd7bdfd8d6f780b0230a13faf,,master,passed,150,2017-06-15 02:39:45 UTC,243092614,push
243090948,a580abbf4b56a33ddd1f1fd6912c51eb34c55cd7,,master,passed,226,2017-06-15 02:29:46 UTC,243090949,push
241914943,53ac84f05ad9397972533604e887afffcc4c4585,,master,passed,231,2017-06-12 07:09:35 UTC,241914945,push
241889962,55f700db7859a291861a786a4448b65c4159b735,,master,passed,223,2017-06-12 04:26:19 UTC,241889963,push
241715731,846db25437e454094a5b430ac43e574de353c269,,master,passed,233,2017-06-11 12:12:38 UTC,241715732,push
241715412,40990fc44eebddb2f5d3703865c0cc009c23d48a,,master,passed,233,2017-06-11 12:10:14 UTC,241715413,push
241713051,be0299555ade196ce594ec215d7e423ddfa9f91d,,master,passed,126,2017-06-11 11:58:07 UTC,241713052,push
241711949,2ccf56d36a66d863ae241f4bb1da2a6a915f638e,,master,passed,232,2017-06-11 11:51:00 UTC,241711950,push
