build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760942417,f5d5df67e99b90910bf0b3d4ab8eddddb69110bf,2675,master,failed,918,2021-03-01 13:38:10 UTC,760942418,760942419,760942420,760942421,760942422,760942423,760942424,pull_request
760435621,bf2eea9a4e2bf7ee24eec2b076b646720f7673c1,2674,master,failed,904,2021-02-25 11:20:07 UTC,760435622,760435623,760435624,760435625,760435626,760435627,760435628,pull_request
760435346,666b877e755281ebb58e6ff75e3f17dcb2b5358c,2674,master,failed,899,2021-02-25 11:14:54 UTC,760435347,760435348,760435349,760435350,760435351,760435352,760435353,pull_request
760435166,d3420f57a44c360cf5f45c2ad58bf2f488544192,2674,master,failed,905,2021-02-25 11:11:49 UTC,760435167,760435168,760435169,760435170,760435171,760435172,760435173,pull_request
760225702,9c13a22d2413731be04882a6903becf9c3f10e02,2674,master,failed,920,2021-02-23 22:04:13 UTC,760225703,760225704,760225705,760225706,760225707,760225708,760225709,pull_request
760168831,d4fc483cdd55e75b1a2828d351084b350d1bf3f1,2672,master,failed,905,2021-02-23 14:59:15 UTC,760168832,760168833,760168834,760168835,760168836,760168837,760168838,pull_request
750263559,5f9a21c8918318761b7cf7fc26c0b9bf3b5e4e3f,2671,master,failed,901,2020-12-17 18:30:55 UTC,750263560,750263561,750263562,750263563,750263564,750263565,750263566,pull_request
700639572,1e0760f35b57825aaa5c10d0d0ad961eec22b470,2661,master,failed,872,2020-06-21 18:52:08 UTC,700639573,700639574,700639575,700639576,700639577,700639578,700639579,pull_request
659275657,e3f7493b4cc954405a0209d26933830333ae2869,,master,failed,908,2020-03-06 18:14:21 UTC,659275658,659275659,659275660,659275661,659275662,659275663,659275664,push
654676599,15f85a88394d2d90295527349d9b1460c7d327b0,,master,failed,917,2020-02-25 00:09:45 UTC,654676600,654676601,654676602,654676603,654676604,654676605,654676606,push
653527830,bb2060a3e605aebf59f3512a48833e0942495aae,2655,master,failed,953,2020-02-21 16:26:11 UTC,653527831,653527832,653527833,653527834,653527835,653527836,653527837,pull_request
653527804,15f85a88394d2d90295527349d9b1460c7d327b0,,kt-paperclip,failed,989,2020-02-21 16:23:22 UTC,653527805,653527806,653527807,653527808,653527809,653527810,653527811,push
