build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761591398,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1524,2021-03-05 15:47:31 UTC,761591399,761591400,761591401,761591402,761591403,761591404,761591405,761591406,761591407,761591408,761591409,761591410,761591411,761591412,761591413,761591414,761591415,761591416,761591417,761591418,761591419,761591420,761591421,761591422,761591423,761591424,761591425,761591426,cron
760597307,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1536,2021-02-26 15:46:32 UTC,760597311,760597314,760597315,760597316,760597317,760597318,760597320,760597322,760597323,760597324,760597325,760597326,760597327,760597328,760597331,760597332,760597333,760597334,760597335,760597336,760597337,760597338,760597339,760597340,760597341,760597342,760597343,760597344,cron
759647493,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1527,2021-02-19 15:47:00 UTC,759647494,759647499,759647501,759647502,759647504,759647505,759647506,759647509,759647510,759647511,759647513,759647514,759647516,759647517,759647519,759647521,759647522,759647523,759647524,759647525,759647526,759647527,759647528,759647529,759647530,759647531,759647532,759647533,cron
758702174,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1541,2021-02-12 15:59:11 UTC,758702175,758702176,758702177,758702178,758702179,758702180,758702181,758702182,758702183,758702184,758702185,758702186,758702187,758702188,758702189,758702190,758702191,758702192,758702193,758702194,758702195,758702196,758702197,758702198,758702199,758702200,758702201,758702202,cron
757705854,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1552,2021-02-05 16:02:37 UTC,757705855,757705856,757705857,757705858,757705859,757705860,757705861,757705862,757705863,757705864,757705865,757705866,757705867,757705868,757705869,757705870,757705871,757705872,757705873,757705874,757705875,757705876,757705877,757705878,757705879,757705880,757705881,757705882,cron
756728377,3d313117c1c6694f6176706973894fd501c99398,,master,failed,1531,2021-01-29 17:37:46 UTC,756728379,756728381,756728382,756728384,756728385,756728386,756728387,756728388,756728389,756728390,756728391,756728392,756728393,756728394,756728395,756728396,756728398,756728399,756728400,756728402,756728403,756728404,756728406,756728407,756728409,756728411,756728412,756728413,cron
755703159,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1541,2021-01-22 16:41:31 UTC,755703160,755703161,755703162,755703164,755703165,755703166,755703168,755703169,755703170,755703171,755703172,755703173,755703174,755703175,755703176,755703177,755703178,755703179,755703180,755703181,755703182,755703183,755703184,755703185,755703186,755703187,755703188,755703189,cron
754642718,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1535,2021-01-15 15:58:21 UTC,754642720,754642722,754642724,754642725,754642731,754642733,754642738,754642741,754642742,754642744,754642745,754642746,754642747,754642748,754642750,754642751,754642752,754642753,754642754,754642755,754642756,754642757,754642758,754642760,754642761,754642762,754642763,754642764,cron
753552891,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1586,2021-01-08 15:54:40 UTC,753552893,753552895,753552896,753552897,753552898,753552899,753552902,753552903,753552904,753552905,753552906,753552907,753552908,753552909,753552910,753552911,753552912,753552913,753552914,753552916,753552917,753552918,753552919,753552920,753552921,753552922,753552923,753552924,cron
752408664,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1469,2021-01-01 15:43:20 UTC,752408665,752408666,752408667,752408668,752408669,752408670,752408671,752408672,752408674,752408675,752408676,752408677,752408678,752408679,752408681,752408682,752408683,752408684,752408685,752408686,752408687,752408688,752408689,752408690,752408691,752408692,752408693,752408694,cron
751471117,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1512,2020-12-25 15:42:45 UTC,751471124,751471127,751471128,751471129,751471131,751471132,751471141,751471144,751471152,751471153,751471155,751471156,751471157,751471160,751471161,751471162,751471165,751471166,751471167,751471168,751471169,751471170,751471171,751471174,751471176,751471177,751471178,751471180,cron
750416233,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1527,2020-12-18 16:02:36 UTC,750416237,750416240,750416243,750416244,750416246,750416247,750416253,750416254,750416264,750416265,750416274,750416275,750416278,750416279,750416289,750416290,750416291,750416292,750416293,750416294,750416295,750416296,750416297,750416298,750416300,750416302,750416303,750416304,cron
749077015,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1511,2020-12-11 17:13:45 UTC,749077023,749077024,749077027,749077028,749077030,749077032,749077034,749077036,749077039,749077041,749077045,749077049,749077051,749077053,749077054,749077056,749077057,749077059,749077061,749077072,749077076,749077077,749077078,749077079,749077080,749077081,749077082,749077083,cron
747650281,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1509,2020-12-04 16:44:09 UTC,747650282,747650283,747650284,747650285,747650286,747650287,747650288,747650289,747650290,747650291,747650292,747650293,747650294,747650295,747650296,747650297,747650298,747650299,747650300,747650301,747650302,747650303,747650304,747650305,747650306,747650307,747650308,747650309,cron
746284893,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1524,2020-11-27 16:27:38 UTC,746284894,746284895,746284897,746284898,746284899,746284900,746284902,746284903,746284904,746284905,746284909,746284910,746284911,746284918,746284921,746284923,746284925,746284927,746284928,746284929,746284930,746284932,746284933,746284934,746284938,746284939,746284940,746284946,cron
745201855,3d313117c1c6694f6176706973894fd501c99398,,v0.9.0,passed,1529,2020-11-22 11:59:32 UTC,745201856,745201857,745201858,745201859,745201860,745201861,745201862,745201863,745201864,745201865,745201866,745201867,745201868,745201869,745201870,745201871,745201872,745201873,745201874,745201875,745201876,745201877,745201878,745201879,745201880,745201881,745201882,745201883,push
745201818,3d313117c1c6694f6176706973894fd501c99398,,master,passed,1536,2020-11-22 11:51:22 UTC,745201819,745201820,745201821,745201822,745201823,745201824,745201825,745201826,745201827,745201828,745201829,745201830,745201831,745201832,745201833,745201834,745201835,745201836,745201837,745201838,745201839,745201840,745201841,745201842,745201843,745201844,745201845,745201846,push
745199667,642edd0d2df9e5878068ab5205c4d1727871aa45,,master,passed,1650,2020-11-22 11:33:16 UTC,745199668,745199669,745199670,745199671,745199672,745199673,745199674,745199675,745199676,745199677,745199678,745199679,745199680,745199681,745199682,745199683,745199684,745199685,745199686,745199687,745199688,745199689,745199690,745199691,745199692,745199693,745199694,745199695,push
745190039,a809ad76c87d9caa16092afb031d35b08bc68fde,,master,passed,1817,2020-11-22 09:41:36 UTC,745190040,745190041,745190042,745190043,745190044,745190045,745190046,745190047,745190048,745190049,745190050,745190051,745190052,745190053,745190054,745190055,745190056,745190057,745190058,745190059,745190060,745190061,745190062,745190063,745190064,745190065,745190066,745190067,745190068,745190069,745190070,745190071,push
745189070,786e3d1bafbbac032006a06959869e26afe29b01,,master,failed,1999,2020-11-22 09:28:21 UTC,745189071,745189072,745189073,745189074,745189075,745189076,745189077,745189078,745189079,745189080,745189081,745189082,745189083,745189084,745189085,745189086,745189087,745189088,745189089,745189090,745189091,745189092,745189093,745189094,745189095,745189096,745189097,745189098,745189099,745189100,745189101,745189102,745189103,745189104,745189105,745189106,push
745188242,ca0bfb82c5c9f7852bf3d9259127ff7e10e44ce8,,master,failed,2231,2020-11-22 09:14:43 UTC,745188243,745188244,745188245,745188246,745188247,745188248,745188249,745188250,745188251,745188252,745188253,745188254,745188255,745188256,745188257,745188258,745188259,745188260,745188261,745188262,745188263,745188264,745188265,745188266,745188267,745188268,745188269,745188270,745188271,745188272,745188273,745188274,745188275,745188276,745188277,745188278,push
745187644,2727015c55f5a135f9d67c4f90c736b3a635f434,,master,canceled,1411,2020-11-22 09:05:53 UTC,745187645,745187646,745187647,745187648,745187649,745187650,745187651,745187652,745187653,745187654,745187655,745187656,745187657,745187658,745187659,745187660,745187661,745187662,745187663,745187664,745187665,745187666,745187667,745187668,745187669,745187670,745187671,745187672,745187673,745187674,745187675,745187676,745187677,745187678,745187679,745187680,push
745185241,3033f9fdabb717acd7e228124fd7fdd3d8218bf7,,master,failed,2215,2020-11-22 08:32:23 UTC,745185242,745185243,745185244,745185245,745185246,745185247,745185248,745185249,745185250,745185251,745185252,745185253,745185254,745185255,745185256,745185257,745185258,745185259,745185260,745185261,745185262,745185263,745185264,745185265,745185266,745185267,745185268,745185269,745185270,745185271,745185272,745185273,745185274,745185275,745185276,745185277,745185278,745185279,745185280,745185281,push
744913478,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2072,2020-11-20 17:08:23 UTC,744913480,744913481,744913484,744913486,744913490,744913491,744913494,744913498,744913499,744913500,744913501,744913502,744913503,744913504,744913507,744913510,744913517,744913522,744913524,744913525,744913526,744913528,744913532,744913540,744913548,744913553,744913556,744913557,744913558,744913561,744913564,744913566,744913571,744913574,744913576,744913579,744913580,744913583,744913584,744913585,cron
743432901,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2060,2020-11-13 16:20:37 UTC,743432903,743432905,743432906,743432907,743432908,743432909,743432910,743432911,743432912,743432913,743432914,743432915,743432916,743432917,743432918,743432919,743432920,743432921,743432922,743432923,743432924,743432925,743432926,743432927,743432928,743432929,743432930,743432931,743432932,743432933,743432934,743432935,743432936,743432937,743432938,743432939,743432940,743432941,743432942,743432943,cron
741907231,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2054,2020-11-06 16:12:49 UTC,741907233,741907235,741907236,741907237,741907242,741907243,741907244,741907245,741907246,741907247,741907250,741907251,741907252,741907253,741907254,741907255,741907256,741907258,741907259,741907260,741907261,741907262,741907263,741907265,741907266,741907267,741907268,741907269,741907270,741907272,741907273,741907274,741907275,741907276,741907278,741907280,741907281,741907282,741907284,741907285,cron
740225877,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2039,2020-10-30 21:29:55 UTC,740225884,740225885,740225886,740225893,740225894,740225895,740225898,740225902,740225904,740225905,740225906,740225907,740225908,740225909,740225913,740225914,740225915,740225919,740225920,740225921,740225922,740225923,740225927,740225929,740225930,740225931,740225936,740225937,740225940,740225942,740225944,740225949,740225950,740225951,740225953,740225954,740225955,740225957,740225958,740225959,cron
738349663,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2273,2020-10-23 16:40:14 UTC,738349665,738349670,738349671,738349680,738349683,738349684,738349686,738349687,738349688,738349690,738349691,738349694,738349695,738349696,738349697,738349698,738349699,738349700,738349701,738349702,738349703,738349706,738349708,738349709,738349710,738349711,738349715,738349719,738349721,738349723,738349724,738349725,738349729,738349730,738349731,738349732,738349734,738349735,738349737,738349739,cron
736411921,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2057,2020-10-16 15:49:09 UTC,736411935,736411940,736411941,736411948,736411964,736411966,736411970,736411980,736411982,736411985,736411990,736411993,736411995,736412003,736412018,736412021,736412022,736412025,736412027,736412034,736412037,736412038,736412041,736412045,736412046,736412051,736412053,736412059,736412061,736412066,736412067,736412069,736412070,736412076,736412077,736412083,736412086,736412088,736412093,736412100,cron
734335124,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2055,2020-10-09 15:43:33 UTC,734335125,734335126,734335127,734335128,734335129,734335130,734335131,734335132,734335133,734335134,734335135,734335136,734335137,734335138,734335139,734335140,734335141,734335142,734335143,734335144,734335145,734335146,734335147,734335148,734335149,734335150,734335151,734335152,734335153,734335154,734335155,734335156,734335157,734335158,734335159,734335160,734335161,734335162,734335165,734335166,cron
732301021,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2069,2020-10-02 15:49:38 UTC,732301022,732301023,732301024,732301025,732301026,732301027,732301028,732301029,732301030,732301031,732301032,732301033,732301034,732301035,732301036,732301037,732301038,732301039,732301040,732301041,732301042,732301043,732301044,732301045,732301046,732301047,732301048,732301049,732301050,732301051,732301052,732301053,732301054,732301055,732301056,732301057,732301058,732301059,732301060,732301061,cron
730300353,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2081,2020-09-25 15:43:23 UTC,730300354,730300356,730300357,730300358,730300359,730300360,730300362,730300363,730300365,730300367,730300368,730300369,730300370,730300371,730300372,730300373,730300375,730300376,730300377,730300378,730300379,730300381,730300382,730300383,730300384,730300385,730300386,730300387,730300388,730300389,730300390,730300391,730300392,730300393,730300394,730300395,730300396,730300397,730300398,730300399,cron
728370560,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2091,2020-09-18 15:36:12 UTC,728370561,728370562,728370563,728370564,728370565,728370566,728370567,728370568,728370569,728370570,728370572,728370573,728370574,728370576,728370577,728370578,728370580,728370581,728370582,728370583,728370584,728370586,728370587,728370588,728370590,728370591,728370593,728370596,728370597,728370599,728370600,728370601,728370602,728370603,728370604,728370605,728370606,728370607,728370608,728370609,cron
726328797,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2066,2020-09-11 15:35:42 UTC,726328799,726328800,726328801,726328802,726328803,726328804,726328805,726328806,726328807,726328808,726328809,726328810,726328811,726328812,726328813,726328814,726328815,726328816,726328817,726328818,726328819,726328820,726328821,726328822,726328823,726328824,726328825,726328826,726328827,726328828,726328829,726328830,726328831,726328832,726328833,726328834,726328835,726328836,726328837,726328838,cron
724212324,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2060,2020-09-04 15:35:13 UTC,724212325,724212326,724212327,724212328,724212329,724212330,724212331,724212332,724212333,724212334,724212335,724212336,724212337,724212338,724212339,724212340,724212341,724212342,724212343,724212344,724212345,724212346,724212347,724212348,724212349,724212350,724212351,724212352,724212353,724212354,724212355,724212356,724212357,724212358,724212359,724212360,724212361,724212362,724212363,724212364,cron
722065262,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2072,2020-08-28 15:34:45 UTC,722065263,722065264,722065265,722065266,722065267,722065268,722065269,722065270,722065271,722065272,722065273,722065274,722065275,722065276,722065277,722065278,722065279,722065282,722065283,722065284,722065285,722065286,722065287,722065288,722065289,722065290,722065291,722065292,722065308,722065309,722065310,722065311,722065312,722065313,722065314,722065315,722065316,722065317,722065318,722065319,cron
719975932,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,1984,2020-08-21 15:33:39 UTC,719975933,719975934,719975935,719975936,719975937,719975938,719975939,719975940,719975941,719975942,719975943,719975944,719975945,719975946,719975947,719975948,719975949,719975950,719975951,719975952,719975953,719975954,719975955,719975956,719975957,719975958,719975959,719975960,719975961,719975962,719975963,719975964,719975965,719975966,719975967,719975968,719975969,719975970,719975971,719975972,cron
717958123,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2549,2020-08-14 15:43:56 UTC,717958127,717958130,717958132,717958133,717958136,717958137,717958138,717958139,717958140,717958142,717958143,717958144,717958145,717958146,717958147,717958148,717958150,717958152,717958155,717958158,717958161,717958162,717958164,717958165,717958166,717958167,717958168,717958169,717958170,717958171,717958172,717958173,717958174,717958175,717958176,717958177,717958178,717958179,717958180,717958181,cron
715886692,986a46d99c4b3762c60f754a9d32e032a5a36545,,master,failed,2635,2020-08-07 15:33:14 UTC,715886693,715886694,715886695,715886696,715886697,715886698,715886700,715886702,715886703,715886704,715886705,715886706,715886707,715886708,715886709,715886710,715886711,715886712,715886713,715886714,715886715,715886716,715886717,715886718,715886719,715886720,715886721,715886722,715886723,715886724,715886725,715886726,715886727,715886728,715886729,715886730,715886731,715886732,715886733,715886734,cron
