build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
662692786,5212bcb78725161ff42e14dd9f34b645aeabb33d,,master,passed,142,2020-03-15 12:45:13 UTC,662692787,662692788,662692789,push
662691657,c0177a850f488098c2d9a1d4f16fc12c048b2b6b,,master,passed,145,2020-03-15 12:40:33 UTC,662691658,662691659,662691660,push
662689404,dd286b33da39a755b803b31c3fa2ac006642c6e8,,master,passed,144,2020-03-15 12:30:06 UTC,662689405,662689406,662689407,push
662687745,7749574264fa8b9846b3a9bba3ec71f218d10793,,master,passed,142,2020-03-15 12:24:47 UTC,662687746,662687747,662687748,push
662686067,666c8185c8b4cc4508f9a3ff8e4eb51d22a2d8fb,,master,passed,142,2020-03-15 12:15:59 UTC,662686068,662686069,662686070,push
662680477,0600f3eb43a1ec59d85c416fae76d4386621f5bf,,master,passed,149,2020-03-15 11:48:21 UTC,662680478,662680479,662680480,push
662680182,c84ea316db97da67569953bf18576fa20a5065a1,,master,passed,155,2020-03-15 11:46:58 UTC,662680183,662680184,662680185,push
662073965,e009088afe1d23e556f4e56c8fff8e9de0146d9e,315,master,passed,162,2020-03-13 18:03:35 UTC,662073966,662073967,662073968,pull_request
661976150,f5b8ad7f0a89d39de520fe202b983a3ddd8a0f08,314,master,passed,158,2020-03-13 14:05:43 UTC,661976151,661976152,661976153,pull_request
661971871,f3168319954ea462265a8581746022d64c8bb8a0,314,master,failed,164,2020-03-13 13:54:00 UTC,661971873,661971875,661971877,pull_request
660822505,73ff374513519803df3d9f1c7ca799791c252702,,1.2.3,passed,168,2020-03-10 21:29:18 UTC,660822506,660822507,660822508,push
660822501,73ff374513519803df3d9f1c7ca799791c252702,,master,passed,164,2020-03-10 21:29:17 UTC,660822502,660822503,660822504,push
660822438,a5138888249549256f006e2e090bb3ff66727ba1,,master,canceled,0,,660822439,660822440,660822441,push
654515262,894819fe998f7d719a15bf2ae269e77a8e337327,,1.2.2,passed,154,2020-02-24 17:28:10 UTC,654515263,654515264,654515265,push
654515246,894819fe998f7d719a15bf2ae269e77a8e337327,,master,passed,155,2020-02-24 17:28:09 UTC,654515247,654515248,654515249,push
654442604,7291cf5ca0171cbc90357216527e1f5b227ae268,,master,passed,144,2020-02-24 14:46:24 UTC,654442605,654442606,654442607,push
654379681,b0658b8a708cbceeba0e34afd90acc127ca4f4b4,313,master,passed,158,2020-02-24 12:07:59 UTC,654379682,654379683,654379684,pull_request
654131202,c01e717436233c0012e5a10669e138420194898b,,1.2.1,passed,149,2020-02-23 18:17:52 UTC,654131203,654131204,654131205,push
654131198,c01e717436233c0012e5a10669e138420194898b,,master,passed,142,2020-02-23 18:17:51 UTC,654131199,654131200,654131201,push
654130351,72ecf561fe3f4b37ce2d4f95fc328d34aa67de72,,master,passed,179,2020-02-23 18:14:05 UTC,654130352,654130353,654130354,push
635705946,5ddff753b7f063dd5996f8eb2f9f022a3a3eb490,,1.2.0,passed,148,2020-01-11 15:52:11 UTC,635705947,635705948,635705949,push
635705942,5ddff753b7f063dd5996f8eb2f9f022a3a3eb490,,master,passed,145,2020-01-11 15:51:09 UTC,635705943,635705944,635705945,push
635704817,b362f2581660329f6e7ea44c8f39599cc91b931a,,master,passed,143,2020-01-11 15:47:26 UTC,635704818,635704819,635704820,push
635680001,fc3af9e1f10e2318998ee2b76b6607485c2cae8e,,master,passed,152,2020-01-11 14:01:52 UTC,635680002,635680003,635680004,push
635674380,71b9421d6089f1639fe2aeb204d6158f219d9091,,master,passed,154,2020-01-11 13:38:51 UTC,635674381,635674382,635674383,push
635673179,39385b7e0aa86ab06f789a06ee35a4ad6a47b5a3,,master,passed,144,2020-01-11 13:32:24 UTC,635673180,635673181,635673182,push
635664718,ce28a0d4e8d4167f6a12a4e7c37b385b675a0fcb,,master,passed,145,2020-01-11 12:56:20 UTC,635664719,635664720,635664721,push
635662808,e766fa25f0653076f504c634a561b4029e25e56a,,master,passed,143,2020-01-11 12:48:01 UTC,635662809,635662810,635662811,push
635659864,d7f23933f1ce0caab2c0dab59b92f7c53573aae9,,master,passed,142,2020-01-11 12:36:52 UTC,635659865,635659866,635659867,push
635655240,d0c4e9fcc7323667c85c2c1e8d81844331c3e53f,,master,passed,139,2020-01-11 12:16:56 UTC,635655241,635655242,635655243,push
635651835,00d2279abfb0e7132f85d1ac20580c505ca17a0d,,master,passed,142,2020-01-11 12:02:58 UTC,635651836,635651837,635651838,push
635648757,5a93c61bf64f788388f67e289ceefc4ef2aa25cc,,master,passed,146,2020-01-11 11:48:31 UTC,635648758,635648759,635648760,push
635648027,bd70c2aa9e4b4076fb886289f7216ceb05d4dbf4,,master,passed,144,2020-01-11 11:43:48 UTC,635648028,635648029,635648030,push
635647719,2b6352b65ceea859b3dd5f764f9106513caae06f,,master,passed,171,2020-01-11 11:42:08 UTC,635647720,635647721,635647722,push
635647039,5a09e72fd1f96672ac5ee7a1c090db977d95603e,,master,passed,490,2020-01-11 11:38:14 UTC,635647040,635647041,635647042,635647043,635647044,635647045,635647046,635647047,635647048,635647049,635647050,635647051,push
635645945,391aa8fc93733977eb05577e217b390301c11a49,,revert-305-retain_columns_order,passed,492,2020-01-11 11:32:35 UTC,635645946,635645947,635645948,635645949,635645950,635645951,635645952,635645953,635645954,635645955,635645956,635645957,push
635637862,901d6a99d9e5f6c18bfc26ad266d1d8a1a3838fa,,master,failed,485,2020-01-11 10:53:50 UTC,635637863,635637864,635637865,635637866,635637867,635637868,635637869,635637870,635637871,635637872,635637873,635637874,push
635637828,01834d65db33bb40c7fb155c8cde36a31b9cbf30,,master,passed,598,2020-01-11 10:51:34 UTC,635637829,635637830,635637831,635637832,635637833,635637834,635637835,635637836,635637837,635637838,635637839,635637840,push
634964466,fa8426f4596b0a7142ced776213f3eb1edbe8924,309,master,passed,621,2020-01-09 21:21:31 UTC,634964473,634964475,634964476,634964477,634964479,634964480,634964481,634964490,634964496,634964497,634964511,634964512,pull_request
632795441,9900a4da4c0ed0c32fee848b439d51c91b03d5e4,307,master,passed,628,2020-01-05 00:02:32 UTC,632795442,632795443,632795444,632795445,632795446,632795447,632795448,632795449,632795450,632795451,632795452,632795453,pull_request
629182109,c8248f168d173ac5c5351246aa2df0a5f91836ec,300,master,passed,496,2019-12-24 19:15:40 UTC,629182110,629182111,629182112,629182113,629182114,629182115,629182116,629182117,629182118,629182119,629182121,629182122,pull_request
629168813,3af28c94de474383f6d3c62c21be8eb2392601a2,300,master,passed,624,2019-12-24 18:16:16 UTC,629168814,629168815,629168816,629168817,629168818,629168819,629168820,629168821,629168822,629168823,629168824,629168825,pull_request
629166524,625840db368f4adb5a9be7f675d545d0f7efd292,305,master,failed,488,2019-12-24 18:04:12 UTC,629166525,629166526,629166527,629166528,629166529,629166530,629166531,629166532,629166533,629166534,629166535,629166536,pull_request
629160298,fa8b3522f4d437275adcbc9b766c57fa82911545,305,master,failed,622,2019-12-24 17:35:35 UTC,629160299,629160300,629160301,629160302,629160303,629160304,629160305,629160306,629160307,629160308,629160309,629160310,pull_request
597491002,2b4f1acb9dd3f37e6051de6a33f80ef1d1537cdf,302,master,passed,740,2019-10-14 07:04:07 UTC,597491003,597491004,597491005,597491006,597491007,597491008,597491009,597491010,597491011,597491012,597491013,597491014,pull_request
569316144,cb42a61c22517a79fc74840f0eb9b43d3a83c912,301,master,passed,570,2019-08-08 12:09:01 UTC,569316145,569316146,569316147,569316148,569316149,569316150,569316151,569316152,569316153,569316154,569316155,569316156,pull_request
569313003,fbd3500a45aff794e828f6e27303d0d45807d548,300,master,passed,555,2019-08-08 12:02:16 UTC,569313004,569313005,569313007,569313009,569313010,569313011,569313012,569313013,569313014,569313015,569313016,569313017,pull_request
566178784,c9026638e7377b954efbe299d50051304433eacf,300,master,passed,518,2019-07-31 21:01:01 UTC,566178785,566178786,566178787,566178788,566178789,566178790,566178791,566178792,566178793,566178794,566178795,566178796,pull_request
566165992,73fc354c1b6ebd58f57b06013469921661f74807,300,master,failed,519,2019-07-31 20:30:13 UTC,566165993,566165994,566165995,566165996,566165997,566165998,566165999,566166000,566166001,566166002,566166003,566166004,pull_request
564433568,0edc8a9517aaf760aa260b01c6cb372a6f3ea785,300,master,failed,507,2019-07-27 17:31:55 UTC,564433569,564433570,564433571,564433572,564433573,564433574,564433575,564433576,564433577,564433578,564433579,564433580,pull_request
563165934,4e367bcb7cce0de7e798af148cc0730275787fae,300,master,passed,509,2019-07-24 16:31:39 UTC,563165935,563165936,563165937,563165938,563165939,563165940,563165941,563165942,563165943,563165944,563165945,563165946,pull_request
563163578,4cbc354901e1c29f02a2003d4af766b046be5b77,300,master,failed,599,2019-07-24 16:25:35 UTC,563163579,563163580,563163581,563163582,563163583,563163584,563163585,563163586,563163587,563163588,563163589,563163590,pull_request
559179202,eeb0c09ca0abf854c9e23d1485a46ca307c8ccdf,299,master,passed,500,2019-07-15 23:12:06 UTC,559179203,559179204,559179205,559179206,559179207,559179208,559179209,559179210,559179211,559179212,559179213,559179214,pull_request
559176999,bef8f574f5401485c08dc11ea644903bdf51bf9d,299,master,failed,501,2019-07-15 23:05:41 UTC,559177000,559177003,559177004,559177005,559177006,559177007,559177008,559177009,559177010,559177011,559177012,559177013,pull_request
559175837,0d120521876fed52b2d4cb8d08d2b17024c18ff8,299,master,failed,505,2019-07-15 23:01:04 UTC,559175838,559175839,559175840,559175841,559175842,559175843,559175844,559175845,559175846,559175847,559175848,559175849,pull_request
558581244,43e9431865365d3c22a46ec15940ea22c0543b26,,master,passed,494,2019-07-14 15:59:06 UTC,558581245,558581246,558581247,558581248,558581249,558581250,558581251,558581252,558581253,558581254,558581255,558581256,push
