build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
692379380,ef9ac896d693e7a3e03152cb99fccdd6b175babc,474,master,passed,754,2020-05-29 00:11:01 UTC,692379381,692379382,692379383,692379384,692379385,692379386,692379387,692379388,692379389,pull_request
692379370,fb4ee66445cb38fada49c1c68546e9cf53c6537f,,makefile_common,passed,746,2020-05-29 00:09:06 UTC,692379371,692379372,692379373,692379374,692379375,692379376,692379377,692379378,692379379,push
692223581,e5bfbf0fb53f0dc52fa8b41a16a70aa87db5837e,473,master,passed,771,2020-05-28 15:49:55 UTC,692223582,692223583,692223584,692223585,692223587,692223588,692223589,692223591,692223592,pull_request
692221993,90370b7759e9e3cf9e4479b5619b7532d8ffba25,473,master,passed,739,2020-05-28 15:45:48 UTC,692221996,692221997,692221998,692221999,692222000,692222001,692222002,692222003,692222004,pull_request
692073728,5ede87823fa7d16b2cc4bfbb72aaf26e09e0840f,472,master,failed,653,2020-05-28 08:42:08 UTC,692073729,692073730,692073731,692073732,692073733,692073734,692073735,pull_request
692073711,8869055da793d08bfc0f0cc39782423482096f8d,,superq/sync_makefile,failed,644,2020-05-28 08:38:48 UTC,692073712,692073713,692073714,692073715,692073716,692073717,692073718,push
692073380,e9b65482f59eb4e689eeccd19406c6d706b25a83,472,master,canceled,0,,692073381,692073382,692073383,692073384,692073385,692073386,692073387,pull_request
692073356,594142a86fa0e87c4348f360ff5e05cc4acc11e2,,superq/sync_makefile,canceled,0,,692073357,692073358,692073359,692073360,692073361,692073362,692073363,push
692071552,8b279e8e418366c38f299b7a4844f33345d8ee2f,472,master,passed,848,2020-05-28 08:35:47 UTC,692071553,692071554,692071555,692071556,692071557,692071558,692071559,692071560,692071561,pull_request
692071530,cef0d4ac7772e35033327778c20b1938f0b9d4a8,,superq/sync_makefile,errored,701,2020-05-28 08:31:49 UTC,692071531,692071532,692071533,692071534,692071535,692071536,692071537,692071538,692071539,push
692071461,54246800c3d9d1e0ae2fe1240f5b5d2cd57d36aa,472,master,canceled,0,,692071462,692071463,692071464,692071465,692071466,692071467,692071468,692071469,692071470,pull_request
692071407,1dedd9943f4db02d16141ca35008f91175884ed0,,superq/sync_makefile,canceled,0,,692071408,692071409,692071410,692071411,692071412,692071413,692071414,692071415,692071416,push
692070629,11ccc610e87ecde40219afa4bc5165e7499c99f8,,master,passed,756,2020-05-28 08:28:02 UTC,692070630,692070631,692070632,692070633,692070634,692070635,692070636,692070637,692070638,push
692069988,eccea26b397bb462cc4b27bf8bde11c1cee159a1,,master,passed,741,2020-05-28 08:25:54 UTC,692069989,692069990,692069991,692069992,692069993,692069994,692069995,692069996,692069997,push
692055878,5b5ba746cf6679a55a2de51fb4c0eb369d9aabed,,master,passed,744,2020-05-28 07:30:41 UTC,692055879,692055880,692055881,692055882,692055883,692055884,692055885,692055886,692055887,push
691385835,65b282eb8c527a9daeb620d1ec6b98fb86213bad,471,master,passed,753,2020-05-26 16:24:03 UTC,691385836,691385837,691385838,691385839,691385840,691385841,691385842,691385843,691385844,pull_request
691360598,bc12ee68090347e05a3c279fa55d368173f28878,471,master,passed,760,2020-05-26 15:20:47 UTC,691360599,691360600,691360602,691360603,691360604,691360605,691360606,691360607,691360608,pull_request
691359114,e365933ab9a805779aeab756f7f9b88016978fee,471,master,passed,763,2020-05-26 15:17:54 UTC,691359115,691359116,691359117,691359118,691359119,691359120,691359121,691359122,691359123,pull_request
687426693,fc469b9380874364bff4b47ca96348247559bd94,469,master,passed,754,2020-05-15 13:07:22 UTC,687426694,687426695,687426696,687426697,687426698,687426699,687426700,687426701,687426702,pull_request
687425599,6aad8202e8c34f46d0053658079499c85434fef3,469,master,passed,746,2020-05-15 13:03:23 UTC,687425600,687425601,687425602,687425603,687425604,687425605,687425606,687425607,687425608,pull_request
681970517,fe4b8516db243bce799a193408b3fef9edb2608f,467,master,passed,740,2020-05-01 14:18:12 UTC,681970518,681970519,681970520,681970521,681970522,681970523,681970524,681970525,681970526,pull_request
678583832,c62ecee0e2e562938555134f28348455c15f1f64,465,master,passed,733,2020-04-23 12:57:02 UTC,678583833,678583834,678583835,678583836,678583837,678583838,678583839,678583840,678583841,pull_request
678583347,0f3fc782006f6dbbdf796a6bf4d1ec4e7712bc2c,465,master,passed,762,2020-04-23 12:54:59 UTC,678583348,678583349,678583350,678583351,678583352,678583353,678583354,678583355,678583356,pull_request
674438204,5667073df941d157758479df44cbaafddf76fef1,,master,passed,734,2020-04-13 14:35:01 UTC,674438205,674438206,674438207,674438208,674438209,674438210,674438211,674438212,674438213,push
674431876,e76232dde90e136e28c764fcdbc220707a7a84e6,459,master,passed,743,2020-04-13 14:20:04 UTC,674431877,674431878,674431879,674431880,674431881,674431882,674431883,674431884,674431885,pull_request
674431633,1153a14170dbb336e322be241975deb2d8aa4371,459,master,passed,744,2020-04-13 14:17:56 UTC,674431634,674431635,674431636,674431637,674431638,674431639,674431640,674431641,674431642,pull_request
674419366,d59a05bd5ffbfeb25d78624eae99dc3072653637,459,master,passed,736,2020-04-13 13:44:06 UTC,674419367,674419368,674419369,674419370,674419371,674419372,674419373,674419374,674419375,pull_request
674365052,7956ec399aa7fba7e064db83836e1fa6110a0beb,459,master,passed,744,2020-04-13 11:44:42 UTC,674365053,674365054,674365055,674365056,674365057,674365058,674365059,674365060,674365061,pull_request
674319137,d9d554303e434bb1b97bca89b48876d5d8304855,,master,passed,736,2020-04-13 08:58:33 UTC,674319138,674319139,674319140,674319141,674319142,674319143,674319144,674319145,674319146,push
674314441,7552f83b4f37adf779e0bf8c122f3a941124e0a4,462,master,passed,730,2020-04-13 08:44:41 UTC,674314442,674314443,674314444,674314445,674314446,674314447,674314448,674314449,674314450,pull_request
674307322,ec4bafd6aae9c9c87c6a62211a8962a4e5a4b8dd,462,master,passed,738,2020-04-13 08:16:57 UTC,674307323,674307324,674307325,674307326,674307327,674307328,674307329,674307330,674307331,pull_request
672905437,01b687de2656f10726bc8bea93f6491308b6cbad,462,master,passed,743,2020-04-09 10:15:10 UTC,672905438,672905439,672905440,672905441,672905442,672905443,672905444,672905445,672905446,pull_request
672905245,71a7071edf8993c72940756189d8af249e34f7d7,462,master,passed,739,2020-04-09 10:12:21 UTC,672905246,672905247,672905248,672905249,672905250,672905251,672905252,672905253,672905254,pull_request
669409880,fda2aa9719d8a0fa5938ea9527b031bed149d3f7,459,master,passed,776,2020-03-31 20:22:03 UTC,669409881,669409882,669409883,669409884,669409885,669409886,669409887,669409888,669409889,pull_request
669407851,94a38e3ceb8603a57402e570a364d30118e64b9d,459,master,passed,769,2020-03-31 20:17:51 UTC,669407852,669407853,669407854,669407855,669407856,669407857,669407858,669407859,669407860,pull_request
658606711,0b066b08d8f8435fd8e0012eb015cc0fea38987a,454,master,passed,762,2020-03-05 09:43:45 UTC,658606712,658606713,658606714,658606716,658606717,658606718,658606719,658606720,658606721,pull_request
658605556,f871a07323578b049e19c8117994e1f3e69ed078,454,master,passed,765,2020-03-05 09:40:28 UTC,658605557,658605558,658605559,658605560,658605561,658605562,658605563,658605564,658605565,pull_request
642955700,5673ffcc669f18059ded08224ad176e45c06e215,,master,passed,756,2020-01-28 15:55:27 UTC,642955701,642955702,642955703,642955704,642955705,642955706,642955707,642955708,642955709,push
642729990,323450ffc96170ae6b66f2f861c7d33136ad8116,435,master,passed,753,2020-01-28 05:00:08 UTC,642729991,642729992,642729993,642729994,642729995,642729996,642729997,642729998,642729999,pull_request
642716309,a0989c20233b70c831867b7747f75a5506f90598,435,master,failed,391,2020-01-28 04:10:04 UTC,642716311,642716313,642716314,642716315,642716316,642716317,642716318,642716319,642716320,pull_request
642708227,34674a358f397748e18acd2fbce883c4ab803cf5,435,master,failed,402,2020-01-28 03:37:10 UTC,642708228,642708229,642708230,642708231,642708232,642708233,642708234,642708235,642708236,pull_request
642253486,d5d059a1c2d1627d7c1f37b620143feeb38c6ea1,449,master,failed,640,2020-01-27 07:48:03 UTC,642253487,642253488,642253489,642253490,642253491,642253492,642253493,642253494,642253495,pull_request
642253474,cda1f1df9d1aeeeda43165109fce14fc476ab315,,superq/check_query,failed,641,2020-01-27 07:44:42 UTC,642253475,642253476,642253477,642253478,642253479,642253480,642253481,642253482,642253483,push
642252852,e93497b1851a28a8a77a2aeb2178fcf1a4022ee2,449,master,failed,651,2020-01-27 07:41:29 UTC,642252853,642252854,642252855,642252856,642252857,642252858,642252859,642252860,642252861,pull_request
642252682,d473cd8cf6975a9645998a7a3fbea3092b40d8cb,,superq/check_query,failed,645,2020-01-27 07:39:38 UTC,642252683,642252684,642252685,642252686,642252687,642252688,642252689,642252690,642252691,push
642250739,72c32a449e963509045fe43e8fb65cbcf8bccc00,,superq/check_query,passed,744,2020-01-27 07:30:18 UTC,642250740,642250741,642250742,642250743,642250744,642250745,642250746,642250747,642250748,push
612478983,1e84bf524c451b2ec80e0054e8bbb93ff0131f89,412,master,passed,841,2019-11-15 16:57:00 UTC,612478984,612478985,612478986,612478987,612478988,612478989,612478990,612478991,612478992,pull_request
607036605,3572199d089bb104248213f7ba60f78aeaf57bfc,442,master,passed,867,2019-11-04 09:15:07 UTC,607036606,607036607,607036608,607036609,607036610,607036611,607036612,607036613,607036614,pull_request
607036145,6262d17d57744bd94a1cee3f8494a4d822901477,442,master,passed,867,2019-11-04 09:12:48 UTC,607036146,607036147,607036148,607036149,607036150,607036151,607036152,607036153,607036154,pull_request
606994161,f0858c969693c010fc297f3b9c10d620419d7c67,442,master,passed,847,2019-11-04 06:30:25 UTC,606994162,606994163,606994164,606994165,606994166,606994167,606994168,606994169,606994170,pull_request
606992910,b67b8d9d06d90b40eda44e31866589999ddddea0,442,master,passed,872,2019-11-04 06:23:53 UTC,606992911,606992912,606992914,606992915,606992916,606992918,606992920,606992921,606992922,pull_request
596545990,72c32a449e963509045fe43e8fb65cbcf8bccc00,,master,passed,841,2019-10-11 11:09:32 UTC,596545998,596546003,596546005,596546009,596546012,596546014,596546016,596546018,596546020,push
587654537,cf6025abe2bed744175f839a966d6de70e9d62eb,435,master,failed,991,2019-09-20 20:53:08 UTC,587654538,587654539,587654540,587654541,587654542,587654543,587654544,587654545,587654546,pull_request
587652931,02762306bf136d6f1494f7cce64361ec57060b85,435,master,passed,1010,2019-09-20 20:48:11 UTC,587652932,587652933,587652934,587652935,587652936,587652937,587652938,587652939,587652940,pull_request
584541832,d9778fe3a420f218ffbf742ae668b540e842b82c,434,master,passed,876,2019-09-13 10:52:30 UTC,584541833,584541834,584541835,584541836,584541837,584541838,584541839,584541840,584541841,pull_request
584534263,db85dee43ca05f3ca1ee27b6b0374471dbb7d87c,434,master,passed,881,2019-09-13 10:27:46 UTC,584534264,584534265,584534266,584534269,584534270,584534271,584534272,584534273,584534274,pull_request
584149661,fdad3fd9182ddaf326427c370673bc7e212f2f5c,433,master,passed,818,2019-09-12 13:46:17 UTC,584149662,584149663,584149664,584149666,584149667,584149668,584149669,584149670,584149671,pull_request
584149648,65bffbacdf863b1acf46456964a92bb3c075a6e8,,gokit,passed,837,2019-09-12 13:41:26 UTC,584149649,584149650,584149651,584149652,584149653,584149654,584149655,584149656,584149657,push
584147456,52dd575a344b4c826f1573eb6fb62cb897752432,433,master,canceled,0,,584147457,584147458,584147459,584147460,584147461,584147462,584147463,584147464,584147465,pull_request
584146827,73160d968fc9e948aad91b1c56a3c6bb8e14a01f,,gokit,passed,979,2019-09-12 13:34:04 UTC,584146828,584146829,584146830,584146831,584146832,584146833,584146834,584146835,584146836,push
584145275,051827b7f12eeccd36a97c7521d504d63866f800,,gokit,errored,556,2019-09-12 13:30:15 UTC,584145276,584145277,584145278,584145279,584145280,584145281,584145282,584145283,584145284,push
584139316,3409de9527ea8d0fd809a2b8ffeb562d2214fc6f,,gokit,errored,1289,2019-09-12 13:17:43 UTC,584139317,584139318,584139319,584139320,584139321,584139322,584139323,584139324,584139325,push
583424944,0856b856f19c425fe8933a90573f309f919d4829,432,master,passed,1160,2019-09-11 00:19:55 UTC,583424945,583424946,583424947,583424948,583424949,583424950,583424951,583424952,583424953,pull_request
583424918,2263f0a6b9d9130b785b10e8f4f9236cafdbe4cd,,makefile_common,failed,1054,2019-09-11 00:15:19 UTC,583424919,583424920,583424921,583424922,583424923,583424924,583424925,583424926,583424927,push
579476059,8e4e7de3ee6c0504fc573cc3dd66de5accc79bf6,,master,passed,973,2019-09-01 16:29:30 UTC,579476060,579476061,579476062,579476063,579476064,579476065,579476066,579476067,579476068,push
578597880,4329ab0c39dc47267e704e9d159501f8fc82887b,429,master,passed,975,2019-08-30 00:18:01 UTC,578597881,578597882,578597883,578597884,578597885,578597886,578597887,578597888,578597889,pull_request
578597870,b97d460df9e09a7371b4f5ac58b8ad9e85e1410e,,makefile_common,passed,975,2019-08-30 00:13:55 UTC,578597871,578597872,578597873,578597874,578597875,578597876,578597877,578597878,578597879,push
578283904,730e82c0a06449f510a715747bb205f5bae72740,,master,passed,989,2019-08-29 10:26:26 UTC,578283905,578283906,578283907,578283908,578283909,578283910,578283911,578283912,578283915,push
578247827,26fa8b26dc93e81bdf7edf71560b7db5c7a74c97,428,master,passed,1178,2019-08-29 08:55:31 UTC,578247828,578247829,578247830,578247831,578247832,578247833,578247834,578247835,578247836,pull_request
578247514,be22a76d5dad3e8433870906aeb028d06ba3bb40,428,master,passed,1756,2019-08-29 08:49:25 UTC,578247515,578247516,578247517,578247518,578247519,578247520,578247521,578247522,578247523,pull_request
577825102,04360fc8f3404c92162f95fac39c0f1d628f3eef,,master,failed,1412,2019-08-28 12:23:04 UTC,577825103,577825104,577825105,577825106,577825107,577825108,577825109,577825110,577825111,push
577789285,724e2ea1d92a7f603996eb45ca650977d6381752,427,master,passed,993,2019-08-28 11:01:54 UTC,577789286,577789287,577789288,577789289,577789290,577789291,577789292,577789293,577789296,pull_request
577788132,371b8ba45765d37f90d764cbc5243cc75767595d,427,master,passed,1006,2019-08-28 10:57:14 UTC,577788133,577788134,577788135,577788136,577788137,577788138,577788139,577788140,577788141,pull_request
572129457,526d9456b95f6b9ef81d19ba3ca81760bd15ce46,425,master,passed,996,2019-08-15 03:15:10 UTC,572129458,572129459,572129460,572129461,572129462,572129463,572129464,572129465,572129466,pull_request
572127416,6d8c718b8a4de5808e83b6c54b616c7413b1669a,424,master,errored,660,2019-08-15 03:09:12 UTC,572127417,572127418,572127419,572127420,572127421,572127422,572127423,572127424,572127425,pull_request
572122043,ebc775077cfaef4640e2708a38c01b5aefdc1204,423,master,errored,249,2019-08-15 02:44:00 UTC,572122044,572122045,572122046,572122047,572122048,572122049,572122050,572122051,572122052,pull_request
570421238,13c44521ffd1d0e002e2eb5b7fd65a4ee070f01d,,master,passed,996,2019-08-11 07:59:10 UTC,570421239,570421240,570421241,570421242,570421243,570421244,570421245,570421246,570421247,push
570144456,90b88938f4c03c653b3085b48adcdf472304fd9d,,superq/travis_test,passed,997,2019-08-10 08:04:35 UTC,570144457,570144458,570144459,570144460,570144461,570144462,570144463,570144464,570144465,push
570144446,f0328fd8c10c09158fbb17a721576e5d04b920c2,420,master,passed,998,2019-08-10 07:59:46 UTC,570144447,570144448,570144449,570144450,570144451,570144452,570144453,570144454,570144455,pull_request
570144200,68f15e30e5dd95903f989cd70474891ce4a03954,,master,passed,1177,2019-08-10 07:56:51 UTC,570144201,570144202,570144203,570144204,570144205,570144206,570144207,570144208,570144209,push
568501810,fe6d18fd7740cc07ff3846b7443842e1b18c0dc3,420,master,failed,2829,2019-08-06 18:47:31 UTC,568501811,568501812,568501813,568501814,568501815,568501816,568501817,568501818,568501819,pull_request
568501751,ee9ac17aa1d6378269a9fb076fa918f542fa4d6d,,superq/travis_test,failed,2106,2019-08-09 14:33:53 UTC,568501752,568501753,568501754,568501755,568501756,568501757,568501758,568501759,568501760,push
568501226,66dec6abde47ba14e33a69ea9fed4a7c114bc7ad,,superq/travis_test,canceled,0,,568501227,568501228,568501229,568501230,568501231,568501232,568501233,568501234,568501235,push
568484868,604e3bf536cd90588a934d80b3105cb32ba36ec9,419,master,passed,1824,2019-08-09 14:33:21 UTC,568484869,568484870,568484871,568484872,568484873,568484874,568484875,568484876,568484877,pull_request
568483621,782611118872ea052221cb23231562728c3e5a4b,419,master,failed,2766,2019-08-06 17:51:19 UTC,568483622,568483623,568483624,568483625,568483626,568483627,568483628,568483629,568483630,pull_request
568291364,80a7384ce1b865959a09fe1b9e91b2e889803e26,419,master,failed,2244,2019-08-06 10:06:56 UTC,568291365,568291366,568291367,568291368,568291369,568291370,568291371,568291372,568291373,pull_request
568102548,431f691fa77d2f4c9bc3a00606c7755f33311a10,419,master,failed,1858,2019-08-05 22:01:07 UTC,568102549,568102550,568102551,568102552,568102553,568102554,568102555,568102556,568102557,pull_request
568102105,b6db6da4b0cf89dfcfeef419612a9aee942dc5e4,419,master,failed,2085,2019-08-05 21:52:38 UTC,568102106,568102107,568102108,568102109,568102110,568102111,568102112,568102113,568102114,pull_request
566861025,66dec6abde47ba14e33a69ea9fed4a7c114bc7ad,,master,passed,1706,2019-08-02 09:18:07 UTC,566861026,566861027,566861028,566861029,566861030,566861031,566861032,566861033,566861034,push
566853964,a8446d45eac90ae8d3b314e83734202de405df53,,master,failed,1611,2019-08-02 08:56:33 UTC,566853965,566853966,566853967,566853968,566853969,566853970,566853971,566853972,566853973,push
565500587,9f8cac4d47f813e802904ed0cb25c044d89e8de8,417,master,passed,1209,2019-07-30 13:46:58 UTC,565500588,565500589,565500590,565500591,565500592,565500593,565500594,565500595,565500596,pull_request
565500062,a10778ecd88025747fbe2b09905b74797b0782f1,417,master,canceled,0,,565500064,565500065,565500066,565500068,565500069,565500070,565500072,565500073,565500074,pull_request
565499642,9ef6b67139bd35d34e0e1c13f98bdaaf7e5f1464,417,master,passed,1208,2019-07-30 13:44:08 UTC,565499643,565499644,565499645,565499646,565499647,565499648,565499649,565499650,565499651,pull_request
565495805,16fe361cb35680abc57b6741a68d48e815f4cfa3,417,master,passed,1190,2019-07-30 13:35:37 UTC,565495806,565495807,565495808,565495809,565495810,565495811,565495812,565495813,565495814,pull_request
565491688,20f198885bcfa43db1d90f59347ae0ee7f976f54,417,master,passed,1191,2019-07-30 13:27:24 UTC,565491689,565491690,565491691,565491692,565491693,565491694,565491695,565491696,565491697,pull_request
565491677,20f198885bcfa43db1d90f59347ae0ee7f976f54,417,master,canceled,0,,565491679,565491680,565491681,565491682,565491683,565491684,565491685,565491686,565491687,pull_request
565491455,107edf75bd58fd9763fdf7e480b579fa42df6717,417,master,canceled,0,,565491456,565491457,565491458,565491459,565491460,565491461,565491462,565491463,565491464,pull_request
564954872,48667bf7c3b438b5e93b259f3d17b70a7c9aff96,,v0.12.1,passed,1169,2019-07-29 12:41:20 UTC,564954873,564954874,564954875,564954876,564954877,564954878,564954879,564954880,564954881,push
