build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
742178771,daf94410e41764d570be92050a45c8ef1c8bdfe4,,v2.4.0,passed,756,2020-11-08 03:41:41 UTC,742178772,742178773,742178774,742178775,742178776,742178777,742178778,742178779,742178780,742178781,742178782,742178783,742178784,742178785,742178786,push
742178662,daf94410e41764d570be92050a45c8ef1c8bdfe4,,master,passed,773,2020-11-08 03:37:17 UTC,742178663,742178664,742178665,742178666,742178667,742178669,742178670,742178671,742178673,742178674,742178675,742178676,742178677,742178678,742178679,push
742178596,4055a7664c4b39d1b4e0e307d39d7c352f991f76,,v2.4.0,canceled,0,2020-11-08 03:36:56 UTC,742178597,742178598,742178599,742178600,742178601,742178602,742178603,742178604,742178605,742178606,742178607,742178608,742178609,742178610,742178611,push
742178565,4055a7664c4b39d1b4e0e307d39d7c352f991f76,,master,passed,767,2020-11-08 03:33:23 UTC,742178566,742178567,742178568,742178569,742178570,742178571,742178572,742178573,742178574,742178575,742178576,742178577,742178578,742178579,742178580,push
742177930,8a81427384742c7045246acefe185ba8e52c4ea2,,master,passed,763,2020-11-08 03:25:32 UTC,742177931,742177932,742177933,742177934,742177935,742177936,742177937,742177938,742177939,742177940,742177941,742177942,742177943,742177944,742177945,push
742099141,f786d0ed669d3df4577b2444c43ef028a56ca82f,,master,passed,763,2020-11-07 16:19:00 UTC,742099142,742099143,742099144,742099145,742099146,742099147,742099148,742099149,742099150,742099151,742099152,742099153,742099154,742099155,742099156,push
742099090,3573dcaacec816fd80abd473238f50d85d3b7253,,master,canceled,0,,742099091,742099092,742099093,742099094,742099095,742099096,742099097,742099098,742099099,742099100,742099101,742099102,742099103,742099104,742099105,push
742080679,df4a720d648e48df9435503ee6201a688e049135,452,master,passed,773,2020-11-07 15:02:50 UTC,742080680,742080681,742080682,742080683,742080684,742080685,742080686,742080687,742080688,742080689,742080690,742080691,742080692,742080693,742080694,pull_request
742080640,0fff82e8fd823b0e91084cdb00d73b6f7ffb4d15,,action-redirect,passed,771,2020-11-07 14:59:15 UTC,742080641,742080642,742080643,742080644,742080645,742080646,742080647,742080648,742080649,742080650,742080651,742080652,742080653,742080654,742080655,push
742045616,6de9e122ac4f926944c87d532f9a1eca67339a31,452,master,passed,776,2020-11-07 08:32:11 UTC,742045617,742045618,742045619,742045620,742045621,742045622,742045623,742045624,742045625,742045626,742045627,742045628,742045629,742045630,742045631,pull_request
742045600,821c1b3d95298311cdaa6ead42e5036c6bd487ff,,action-redirect,passed,751,2020-11-07 08:28:31 UTC,742045601,742045602,742045603,742045604,742045605,742045606,742045607,742045608,742045609,742045610,742045611,742045612,742045613,742045614,742045615,push
742029886,0021c4a52238dd701ceaf45b93c9f5b812564c09,452,master,failed,636,2020-11-07 04:41:14 UTC,742029887,742029888,742029889,742029890,742029891,742029892,742029893,742029894,742029895,742029896,742029897,742029898,742029899,742029900,742029901,pull_request
742029614,c0b32f27a227ba167c7c27f249d4da69b62e0b0b,,action-redirect,failed,637,2020-11-07 04:37:59 UTC,742029615,742029616,742029617,742029618,742029619,742029620,742029621,742029622,742029623,742029624,742029625,742029626,742029627,742029628,742029629,push
741048027,c5b07e3590ad23ff3f5b6d21639eb6db60b2d204,451,master,passed,763,2020-11-03 06:30:31 UTC,741048028,741048029,741048030,741048031,741048032,741048033,741048034,741048035,741048036,741048037,741048038,741048039,741048040,741048041,741048042,pull_request
741048011,182bfa030f9f8ad7daab5842479bc90099254a6b,,dependabot/pip/django-3.1.3,passed,762,2020-11-03 05:48:59 UTC,741048012,741048013,741048014,741048015,741048016,741048017,741048018,741048019,741048020,741048021,741048022,741048023,741048024,741048025,741048026,push
738552617,a090126f460a3827986ac99b10a03d538ef8bab9,,master,passed,776,2020-10-24 14:47:08 UTC,738552618,738552619,738552620,738552621,738552622,738552623,738552624,738552625,738552626,738552627,738552628,738552629,738552630,738552631,738552632,push
732158823,66aae3572ca8d93988ccdde4f31830986c9ab86a,448,master,failed,724,2020-10-02 05:38:31 UTC,732158824,732158825,732158826,732158827,732158828,732158829,732158830,732158831,732158832,732158833,732158834,732158835,732158836,732158837,732158838,pull_request
732158800,211406ebcfc2816b63cb48530eaeac1dc1cb84d6,,dependabot/pip/django-3.1.2,passed,972,2020-10-02 05:33:43 UTC,732158801,732158802,732158803,732158804,732158805,732158807,732158809,732158811,732158814,732158815,732158816,732158817,732158818,732158819,732158820,push
730113275,16c0e33c9b752cafc6f96d93b5a9c1f7548becc1,,master,passed,1025,2020-09-24 23:59:14 UTC,730113276,730113277,730113278,730113279,730113280,730113281,730113282,730113283,730113284,730113285,730113286,730113287,730113288,730113289,730113290,push
730113209,fb671ff57f013deb9780cd0becfd9b1e3bf917b8,,master,canceled,0,,730113210,730113211,730113212,730113213,730113214,730113215,730113216,730113217,730113218,730113219,730113220,730113221,730113222,730113223,730113224,push
730113092,8d36cc09da69747e2de06d426c24d60ee9b5aaa9,,master,passed,924,2020-09-24 23:55:25 UTC,730113093,730113094,730113095,730113096,730113097,730113098,730113099,730113100,730113101,730113102,730113103,730113104,730113105,730113106,730113107,push
724809417,28e4f285f5bf48f198041a087972c86bde7d548a,446,master,passed,771,2020-09-07 05:44:17 UTC,724809418,724809419,724809420,724809421,724809422,724809423,724809424,724809425,724809426,724809427,724809428,724809429,724809430,724809431,724809432,pull_request
724809401,c43133a718208f872a823f203e113fdee423b499,,dependabot/pip/psycopg2-2.8.6,passed,776,2020-09-07 05:41:01 UTC,724809402,724809403,724809404,724809405,724809406,724809407,724809408,724809409,724809410,724809411,724809412,724809413,724809414,724809415,724809416,push
723335373,297dfdcedc6ccd0fb9a4706f473438019a62eb45,444,master,passed,1036,2020-09-02 05:35:26 UTC,723335374,723335375,723335376,723335377,723335378,723335379,723335380,723335381,723335382,723335383,723335384,723335385,723335386,723335387,723335388,pull_request
723335343,aa902fbc4b1db5318753675ce40b461230cb75e3,,dependabot/pip/django-3.1.1,passed,899,2020-09-02 05:31:53 UTC,723335344,723335345,723335346,723335347,723335348,723335349,723335350,723335351,723335352,723335353,723335354,723335355,723335356,723335357,723335358,push
720168266,8cfd2d6c4e510a127059ad86b9a329564d3f676a,442,master,passed,888,2020-08-22 11:08:16 UTC,720168267,720168268,720168269,720168270,720168271,720168272,720168273,720168274,720168275,720168276,720168277,720168278,720168279,720168280,720168281,pull_request
720165435,b212185cfffbff3aeb65292e8a2996dc564fae97,442,master,passed,1136,2020-08-22 10:39:41 UTC,720165436,720165437,720165438,720165439,720165440,720165441,720165442,720165443,720165444,720165445,720165446,720165447,720165448,720165449,720165450,pull_request
720069883,36e044c10041a64d26afbbd60bb3ab1f47e2a256,441,master,passed,1029,2020-08-21 21:52:51 UTC,720069884,720069885,720069886,720069887,720069888,720069889,720069890,720069891,720069892,720069893,720069894,720069895,720069896,720069897,720069898,pull_request
720052859,afd4c1ca6cb6a7499352e1aa94346fbcf0cbf93c,441,master,passed,1018,2020-08-21 20:43:01 UTC,720052860,720052861,720052862,720052863,720052864,720052865,720052866,720052867,720052868,720052869,720052870,720052871,720052872,720052873,720052874,pull_request
720050706,4b5469d9c1e9a25142c91d08a50c3bb88bf44261,441,master,passed,904,2020-08-21 20:32:04 UTC,720050707,720050708,720050709,720050710,720050711,720050712,720050713,720050714,720050715,720050716,720050717,720050718,720050719,720050720,720050721,pull_request
720010625,c1d1ab0bdb7ce360a538b5d8f34d7433fd2d530d,441,master,passed,912,2020-08-21 17:45:41 UTC,720010626,720010627,720010628,720010629,720010630,720010631,720010632,720010633,720010634,720010635,720010636,720010637,720010638,720010639,720010640,pull_request
719991853,0d88f9ca538d48c02cf25e0556bb69ebd775c056,441,master,passed,1299,2020-08-21 16:31:33 UTC,719991856,719991858,719991859,719991860,719991861,719991862,719991863,719991864,719991865,719991866,719991867,719991868,719991869,719991870,719991871,pull_request
719986362,ef39777de5d0f8683e8dcbe007fb523206a7d6b9,441,master,passed,1161,2020-08-21 16:09:53 UTC,719986363,719986364,719986365,719986366,719986367,719986368,719986369,719986370,719986371,719986372,719986373,719986374,719986375,719986376,719986377,pull_request
719981197,4bcf1ef8976ee9984a3f8d951bc59fac506efdbe,441,master,passed,1169,2020-08-21 15:52:04 UTC,719981198,719981199,719981200,719981201,719981202,719981203,719981204,719981205,719981206,719981207,719981208,719981209,719981210,719981211,719981212,pull_request
719948758,20ad3a3fe5fbf9c9c0fc81f030d6347c06378370,441,master,passed,763,2020-08-21 14:33:50 UTC,719948760,719948761,719948763,719948764,719948765,719948766,719948767,719948769,719948771,719948772,719948773,719948774,719948775,719948776,719948781,pull_request
719939534,bee273a25b48b109663ff7360042a725abc3ce47,441,master,failed,643,2020-08-21 14:08:52 UTC,719939535,719939536,719939537,719939538,719939539,719939540,719939541,719939542,719939543,719939544,719939545,719939546,719939547,719939548,719939549,pull_request
715048665,e6ef998c47e7979aecbcf000b5a246f8048f4069,439,master,passed,905,2020-08-05 05:56:11 UTC,715048666,715048667,715048668,715048669,715048670,715048671,715048672,715048673,715048674,715048675,715048676,715048677,715048678,715048679,715048680,pull_request
715048642,972a603f592583a9a75e13333e697e809874c249,,dependabot/pip/django-3.1,passed,901,2020-08-05 05:52:42 UTC,715048643,715048644,715048645,715048646,715048647,715048648,715048649,715048650,715048651,715048652,715048653,715048654,715048655,715048656,715048657,push
714709217,507a9b105c7bb1218a31e17cdbca78ff8e6de0b1,438,master,passed,890,2020-08-04 06:10:38 UTC,714709218,714709219,714709220,714709221,714709222,714709223,714709224,714709225,714709226,714709227,714709228,714709229,714709230,714709231,714709232,pull_request
714709199,af55cd073823d56c7b817c490ee442168edb8752,,dependabot/pip/django-3.0.9,passed,1023,2020-08-04 06:07:14 UTC,714709200,714709201,714709202,714709203,714709204,714709205,714709206,714709207,714709208,714709209,714709210,714709211,714709212,714709213,714709214,push
712036481,f2dbf8cce7ceb3e6e56e03fe3a1ea67c68954734,,master,passed,758,2020-07-27 00:38:40 UTC,712036482,712036483,712036484,712036485,712036486,712036487,712036488,712036489,712036490,712036491,712036492,712036493,712036494,712036495,712036496,push
705690111,1fdaac792eef8a53c9177579fa128142a8bb0aa3,354,master,failed,627,2020-07-07 07:34:11 UTC,705690112,705690113,705690114,705690115,705690116,705690117,705690118,705690119,705690120,705690121,705690122,705690123,705690124,705690125,705690126,pull_request
705393356,57cb9fd4a7a2a13ba50b16128b06878ce0757b49,434,master,passed,890,2020-07-06 13:13:46 UTC,705393357,705393358,705393359,705393360,705393362,705393363,705393364,705393365,705393366,705393368,705393369,705393370,705393371,705393372,705393373,pull_request
704500598,8f341962f7c3a9ffdb82a6ee5d181659bd93613b,,master,passed,872,2020-07-02 23:43:33 UTC,704500599,704500600,704500601,704500602,704500603,704500604,704500605,704500606,704500607,704500608,704500609,704500610,704500611,704500612,704500613,push
704500464,b155a4dfc33fbf95f54c614fd167e78c07a11b73,,master,passed,1117,2020-07-02 23:40:14 UTC,704500465,704500466,704500467,704500468,704500469,704500470,704500471,704500472,704500473,704500474,704500475,704500476,704500477,704500478,704500479,push
703797082,e3cb5bdf0282ec10bf87efeafec3f032a24a7837,433,master,passed,733,2020-07-01 06:14:13 UTC,703797083,703797084,703797085,703797086,703797087,703797088,703797089,703797090,703797091,703797092,703797093,703797094,703797095,703797096,703797097,pull_request
703797044,ebea8727f1b5059f1c23022f11223a36df10c5f8,,dependabot/pip/django-3.0.8,passed,857,2020-07-01 06:14:10 UTC,703797045,703797046,703797047,703797048,703797049,703797054,703797055,703797057,703797059,703797061,703797063,703797065,703797067,703797068,703797069,push
702894529,bd38288b473d6c3845ddea0f0aa820ce07a350c2,,master,passed,853,2020-06-28 14:36:26 UTC,702894530,702894531,702894532,702894533,702894534,702894535,702894536,702894537,702894538,702894539,702894540,702894541,702894542,702894543,702894544,push
702894503,4de9bd41ce4222c72df29900669262f637f1b65c,,master,canceled,0,,702894504,702894505,702894506,702894507,702894508,702894509,702894510,702894511,702894512,702894513,702894514,702894515,702894516,702894517,702894518,push
702893973,6a2430da44404644078e710bafb5b2d7eb395a0a,,master,canceled,0,,702893974,702893975,702893976,702893978,702893980,702893982,702893984,702893987,702893988,702893990,702893991,702893992,702893993,702893994,702893995,push
702893910,f0df1b995fc7fd3fb56b729941746dba7da9e72a,,master,canceled,0,,702893911,702893912,702893913,702893914,702893915,702893916,702893917,702893918,702893919,702893920,702893921,702893922,702893923,702893924,702893925,push
701600019,4f05ad5469305021faca00ffc6f4807ed5b68a9a,425,master,passed,734,2020-06-24 10:42:16 UTC,701600020,701600021,701600022,701600023,701600024,701600025,701600026,701600027,701600028,701600029,701600030,701600031,701600032,701600033,701600034,pull_request
701592380,d3f8c2366f184a0b3bff97e121d84e886177a605,425,master,passed,735,2020-06-24 10:12:06 UTC,701592381,701592382,701592383,701592384,701592385,701592386,701592387,701592388,701592389,701592390,701592391,701592392,701592393,701592394,701592395,pull_request
699580231,375f4301dc936912a59f5904c134e194a5fa1986,,dependabot/pip/requests-2.24.0,passed,739,2020-06-18 06:02:57 UTC,699580232,699580233,699580234,699580235,699580236,699580237,699580238,699580239,699580240,699580241,699580242,699580243,699580244,699580245,699580246,push
699580215,e52a609cb28979c9ff77de4fbc9f8d06c02fe3a3,431,master,passed,726,2020-06-18 05:59:53 UTC,699580216,699580217,699580218,699580219,699580220,699580221,699580222,699580223,699580224,699580225,699580226,699580227,699580228,699580229,699580230,pull_request
694526478,cdf71d21f7d304375fc9b0ec6331b9363aa7637d,429,master,passed,867,2020-06-04 06:10:24 UTC,694526479,694526480,694526481,694526482,694526483,694526484,694526485,694526486,694526487,694526488,694526489,694526490,694526491,694526492,694526493,pull_request
694526454,2ab13cf1caee40e486102fc3138c8ee91e945df3,,dependabot/pip/django-3.0.7,passed,725,2020-06-04 06:07:24 UTC,694526455,694526456,694526457,694526458,694526459,694526460,694526461,694526462,694526463,694526464,694526465,694526466,694526467,694526468,694526469,push
694188331,9fcb669b410f1b5044ed1fff21514fee82899f81,428,master,passed,747,2020-06-03 09:49:02 UTC,694188332,694188333,694188334,694188335,694188336,694188337,694188338,694188339,694188340,694188341,694188342,694188343,694188344,694188345,694188346,pull_request
688358564,9a556846d65067e8395ca133efb86943c47fc861,425,master,errored,9593,2020-05-18 12:55:14 UTC,688358565,688358566,688358567,688358568,688358569,688358570,688358571,688358572,688358573,688358574,688358575,688358576,688358577,688358578,688358579,pull_request
687411239,05266b94d58f1b968d40f38789f8b84fdf92fbf1,420,master,passed,864,2020-05-15 12:17:36 UTC,687411240,687411241,687411242,687411243,687411244,687411245,687411246,687411247,687411248,687411249,687411250,687411251,687411252,687411253,687411254,pull_request
686499267,913553d1a7b87ab6eb9f575ad92ef0f3b8a27e5e,,v2.3.2,passed,870,2020-05-13 09:52:29 UTC,686499268,686499269,686499270,686499271,686499272,686499273,686499274,686499275,686499276,686499277,686499278,686499279,686499280,686499281,686499282,push
686499251,913553d1a7b87ab6eb9f575ad92ef0f3b8a27e5e,,master,passed,740,2020-05-13 09:49:20 UTC,686499252,686499253,686499254,686499255,686499256,686499257,686499258,686499259,686499260,686499261,686499262,686499263,686499264,686499265,686499266,push
686473421,da1c74f3b0cad01bdb66662b1d7e4d47b3d51d45,,master,failed,526,2020-05-13 08:24:52 UTC,686473422,686473423,686473424,686473425,686473426,686473427,686473428,686473429,686473430,686473431,686473432,686473433,686473434,686473435,686473436,push
684635023,ccfd7e71344699f51f684da45dbdb83e2afcd13c,420,master,passed,856,2020-05-08 11:24:22 UTC,684635024,684635025,684635026,684635027,684635028,684635029,684635030,684635031,684635032,684635033,684635034,684635035,684635036,684635037,684635038,pull_request
682794274,57ca6c4169aa7f3e5dfb2a2593a2a32d32484649,419,master,passed,734,2020-05-04 06:20:22 UTC,682794275,682794276,682794277,682794278,682794279,682794280,682794281,682794282,682794283,682794284,682794285,682794286,682794287,682794288,682794289,pull_request
682794258,503870c9084342f78bfd717415c3b94ddcdefb05,,dependabot/pip/django-3.0.6,passed,852,2020-05-04 06:17:05 UTC,682794259,682794260,682794261,682794262,682794263,682794264,682794265,682794266,682794267,682794268,682794269,682794270,682794271,682794272,682794273,push
673237847,8dff93bf94557715884298c97399baa22d9cf87e,,v2.3.1,passed,723,2020-04-10 00:44:40 UTC,673237848,673237849,673237850,673237851,673237852,673237853,673237854,673237855,673237856,673237857,673237858,673237859,673237860,673237861,673237862,push
673237827,8dff93bf94557715884298c97399baa22d9cf87e,,master,passed,721,2020-04-10 00:44:37 UTC,673237828,673237830,673237832,673237833,673237834,673237835,673237836,673237837,673237838,673237839,673237840,673237841,673237842,673237843,673237844,push
673236719,73e5bd6e84f0113c298b03954c4d1ee10a224dff,,master,passed,721,2020-04-10 00:40:21 UTC,673236720,673236721,673236722,673236723,673236724,673236725,673236726,673236727,673236728,673236729,673236730,673236731,673236732,673236733,673236734,push
673236696,8ff5c3ffe8728790ff32fe8996f8066b0a1b91c7,,master,canceled,0,,673236697,673236698,673236699,673236700,673236701,673236702,673236703,673236704,673236705,673236706,673236707,673236708,673236709,673236710,673236711,push
671950219,630e2e9c6aa7d7b72ac222e24bbd25bb680d191b,415,master,passed,759,2020-04-07 06:19:44 UTC,671950220,671950221,671950222,671950223,671950224,671950225,671950226,671950227,671950228,671950229,671950230,671950231,671950232,671950233,671950234,pull_request
671950055,1bbdf7f9f970036bfba1b3f5240097bd7878f7cd,,dependabot/pip/psycopg2-2.8.5,passed,738,2020-04-07 06:16:33 UTC,671950056,671950057,671950058,671950059,671950060,671950061,671950062,671950063,671950064,671950065,671950066,671950067,671950068,671950069,671950070,push
670003273,2b6244260374da4fe8c9cd9dd145ad3f6aa03375,414,master,passed,732,2020-04-02 06:00:27 UTC,670003274,670003275,670003276,670003277,670003278,670003279,670003280,670003281,670003282,670003283,670003284,670003285,670003286,670003287,670003288,pull_request
670003246,6161ee906f77bc6b83813316d296d7307df695c8,,dependabot/pip/django-3.0.5,passed,732,2020-04-02 05:57:19 UTC,670003247,670003248,670003249,670003250,670003251,670003252,670003253,670003254,670003255,670003256,670003257,670003258,670003259,670003261,670003263,push
669214650,c63b3612dcba7c9e2ce2ed53216ea65a477c5680,,master,passed,731,2020-03-31 12:56:43 UTC,669214651,669214652,669214653,669214654,669214655,669214656,669214657,669214658,669214659,669214660,669214661,669214662,669214663,669214664,669214665,push
669166407,6fa3ab61013265ea287ecc39aa423b3025624b46,412,master,passed,739,2020-03-31 10:34:50 UTC,669166408,669166409,669166410,669166411,669166412,669166413,669166414,669166415,669166416,669166417,669166418,669166419,669166420,669166421,669166422,pull_request
669166306,d239ce98d845aaf1006dbd37d08fee1482ee6e31,,fix-crash-when-job-dependency-invalid,passed,858,2020-03-31 10:31:40 UTC,669166307,669166308,669166309,669166310,669166311,669166312,669166313,669166314,669166315,669166316,669166317,669166318,669166319,669166320,669166321,push
669161612,fd38f1b0db8e17bd70af1a7cf9f89b03fb01287f,,master,passed,740,2020-03-31 10:14:43 UTC,669161613,669161614,669161615,669161616,669161617,669161618,669161619,669161620,669161621,669161622,669161623,669161624,669161625,669161626,669161627,push
665841570,706cd149d6675d921d885f834af8028b3710c172,410,master,passed,732,2020-03-23 12:41:42 UTC,665841571,665841573,665841575,665841577,665841580,665841582,665841583,665841584,665841585,665841586,665841587,665841588,665841589,665841590,665841591,pull_request
658985743,9074c3b91b9b3822a159b8f22195e293d8b8f88a,,master,passed,721,2020-03-06 03:21:37 UTC,658985744,658985745,658985746,658985747,658985748,658985749,658985750,658985751,658985752,658985753,658985754,658985755,658985756,658985757,658985758,push
658542163,205480134625e088f192f23ad87a72b64c0e3a24,,dependabot/pip/django-3.0.4,passed,737,2020-03-05 05:53:39 UTC,658542164,658542165,658542166,658542167,658542168,658542169,658542170,658542171,658542172,658542173,658542174,658542175,658542176,658542177,658542178,push
658542140,bc7586790c1cc5cac14512eafe65d941bb48c1f7,408,master,passed,747,2020-03-05 05:53:38 UTC,658542141,658542142,658542143,658542144,658542145,658542146,658542147,658542148,658542149,658542150,658542151,658542152,658542153,658542154,658542155,pull_request
656179413,25f6b8b72123cf5dd1b8a605aacb5f78b47cade5,,master,passed,742,2020-02-28 09:46:29 UTC,656179414,656179415,656179416,656179417,656179418,656179419,656179420,656179421,656179422,656179423,656179424,656179425,656179426,656179427,656179428,push
656166408,8ede92d136bc33c355d523158788bf265cfb94d8,,master,passed,989,2020-02-28 09:08:16 UTC,656166412,656166413,656166414,656166415,656166416,656166417,656166418,656166419,656166420,656166421,656166423,656166426,656166430,656166431,656166432,push
652840183,c5076a429d02be224bb9483cfc42c3e276cc0e7b,406,master,passed,872,2020-02-20 06:02:03 UTC,652840184,652840185,652840186,652840187,652840188,652840189,652840190,652840191,652840192,652840193,652840194,652840195,652840196,652840197,652840198,pull_request
652840167,19acb2ccfd7aad04eb71aa537c1b9f8cd76de0aa,,dependabot/pip/requests-2.23.0,passed,980,2020-02-20 05:55:40 UTC,652840168,652840169,652840170,652840171,652840172,652840173,652840174,652840175,652840176,652840177,652840178,652840179,652840180,652840181,652840182,push
649353306,4a6f6e2ef4481471d0b0aa596dea0398e1a4f12e,405,master,passed,866,2020-02-12 09:16:36 UTC,649353307,649353308,649353309,649353310,649353311,649353312,649353313,649353315,649353316,649353318,649353319,649353321,649353322,649353324,649353325,pull_request
648021695,2458682cb016939beac30a97c94043499b3b65e7,,v2.3.0,passed,720,2020-02-09 13:24:18 UTC,648021696,648021697,648021698,648021699,648021700,648021701,648021702,648021703,648021704,648021705,648021706,648021707,648021708,648021709,648021710,push
648021252,2458682cb016939beac30a97c94043499b3b65e7,,master,passed,847,2020-02-09 13:21:06 UTC,648021253,648021254,648021255,648021256,648021257,648021258,648021259,648021260,648021261,648021262,648021263,648021264,648021265,648021266,648021267,push
647664868,c44d35a0d9055f04299ddbc98ddab4253e4cc457,,master,passed,713,2020-02-08 09:47:31 UTC,647664869,647664870,647664871,647664872,647664873,647664874,647664875,647664876,647664877,647664878,647664879,647664880,647664881,647664882,647664883,push
647664788,9c89f890b756aef2d94fe6b113629a84d5ccc997,,master,passed,701,2020-02-08 09:44:34 UTC,647664789,647664790,647664791,647664792,647664793,647664794,647664795,647664796,647664797,647664798,647664799,647664800,647664801,647664802,647664803,push
647542898,19579b92b805e5ccc4011fcc3e014c5e24d40301,404,master,passed,750,2020-02-07 22:24:32 UTC,647542899,647542900,647542901,647542902,647542903,647542904,647542905,647542906,647542907,647542908,647542909,647542910,647542911,647542912,647542913,pull_request
645799833,2605c30fc8be1e3ce04e678daa98dae671e23c41,403,master,passed,864,2020-02-04 05:58:21 UTC,645799834,645799835,645799836,645799837,645799838,645799839,645799840,645799841,645799842,645799843,645799844,645799845,645799846,645799847,645799848,pull_request
645799803,7ee92ef2025d792fb222007529e4f81132e1d0fb,,dependabot/pip/django-3.0.3,passed,858,2020-02-04 05:55:10 UTC,645799804,645799805,645799806,645799807,645799808,645799809,645799810,645799811,645799812,645799813,645799814,645799815,645799816,645799817,645799818,push
644331714,cc3885d78470ccfd559f4b78fd1acb2682d9c329,,master,passed,717,2020-01-31 12:30:52 UTC,644331715,644331716,644331717,644331718,644331719,644331720,644331721,644331722,644331723,644331724,644331725,644331726,644331727,644331728,644331729,push
644280585,bdd4f1057d4d6884c5f8f9d44b33da616c2c813f,402,master,passed,987,2020-01-31 10:07:28 UTC,644280586,644280587,644280588,644280589,644280590,644280591,644280592,644280593,644280594,644280595,644280596,644280597,644280598,644280599,644280600,pull_request
644275857,6b5e03f7268a8cdbc8db614a7cd35c1e9ed6b83f,,improve-bulk-fetch,passed,734,2020-01-31 09:52:14 UTC,644275858,644275859,644275860,644275861,644275862,644275863,644275864,644275865,644275866,644275867,644275868,644275869,644275870,644275871,644275872,push
644264202,85b2a7de98d4dc9eff80609fc06e9d87984ab7fe,,master,passed,719,2020-01-31 09:15:21 UTC,644264203,644264204,644264205,644264206,644264207,644264208,644264209,644264210,644264211,644264212,644264213,644264214,644264215,644264216,644264217,push
