build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
752085401,9eac29c8e6c8258e4a9358ac37c7ae5dc3bdbc1d,,develop,passed,1295,2020-12-30 06:14:45 UTC,752085402,752085403,752085404,752085405,push
752084334,c5621c2f875455268dfe5791e4fc152a1f57a104,,develop,failed,1296,2020-12-30 06:05:19 UTC,752084335,752084336,752084337,752084338,push
752083329,3927ff59aff7fb7abd6382e417513ce3c2862e2e,,develop,passed,1289,2020-12-30 05:57:09 UTC,752083330,752083331,752083332,752083333,push
752083281,36327f506b1e4a12e78c8ed23ed80649455b751f,,develop,canceled,0,,752083282,752083283,752083284,752083285,push
752083177,607769cf9ef0e78779351b547c7b28ac666c148e,571,develop,errored,343,2020-12-30 05:51:59 UTC,752083178,752083179,752083180,752083181,pull_request
752082980,c24158183e33eb73fdc92617e14add3ce832f801,,develop,passed,1284,2020-12-30 05:49:48 UTC,752082981,752082982,752082983,752082984,push
751954529,2c36d9fce7a8b73e0bde5195fbe8395f793d1180,572,develop,passed,805,2020-12-29 10:22:16 UTC,751954530,751954531,751954532,751954533,pull_request
751822291,b0668ba6cfd26c5b6b8e9dfd421ede505c5dad3a,571,develop,passed,801,2020-12-28 15:10:34 UTC,751822292,751822293,751822294,751822295,pull_request
751664308,9b65a54ad131087558f21ceadc3d200b730fec69,,develop,passed,1275,2020-12-27 11:20:46 UTC,751664309,751664310,751664311,751664312,push
751662845,651316b5266fda97fe63d0d69424b9c8d1b8f5db,,develop,passed,1298,2020-12-27 10:59:56 UTC,751662846,751662847,751662848,751662849,push
751662471,8cc5bb0bf118eccc9558f8f8b8c707873de8948a,,develop,errored,1254,2020-12-27 10:54:33 UTC,751662472,751662473,751662474,751662475,push
751662373,f8297aaba7de5c58d38c6cbf0fb0c9df8c76ff25,,develop,canceled,0,,751662374,751662375,751662376,751662377,push
751662159,1b902e31410cf6cad8d1acac7f2705efea39816d,,develop,passed,1274,2020-12-27 10:48:58 UTC,751662160,751662161,751662162,751662163,push
751661993,67d5ac11fae67ed1b3e90b47d606fbed0f3fbf4f,,develop,passed,1248,2020-12-27 10:45:29 UTC,751661994,751661995,751661996,751661997,push
751658076,651316b5266fda97fe63d0d69424b9c8d1b8f5db,,develop,passed,1281,2020-12-27 09:42:01 UTC,751658077,751658078,751658079,751658080,push
751657469,d90230ca5f92a7d453e7e241ad94ce4ef9554777,,develop,passed,1289,2020-12-27 09:25:38 UTC,751657470,751657471,751657472,751657473,push
751656650,a3a2f10a561cdbcda0e8768d15f2ffb4a0eb04b6,,develop,passed,1283,2020-12-27 09:12:21 UTC,751656651,751656652,751656653,751656654,push
751656455,23d57683ddf0d85e3fd38b00eeebc9ca2d3fc7f5,,develop,passed,1288,2020-12-27 09:05:00 UTC,751656456,751656457,751656458,751656459,push
751656426,50a0553b9e1fc75e5e530044ed5b5052c20dddb0,,develop,passed,1264,2020-12-27 09:03:51 UTC,751656427,751656428,751656429,751656430,push
751654923,ba21b533c2e7c24cbac1f89620d5279f18f34a76,,develop,passed,1305,2020-12-27 08:33:54 UTC,751654924,751654925,751654926,751654927,push
751654804,c378e0cdef332b62424812f0230023d6b8ef908d,,develop,passed,1294,2020-12-27 08:27:00 UTC,751654805,751654806,751654807,751654808,push
751654711,74afb2a4aa889fe3f8d34eb88c6383ccbde540f3,,develop,passed,1321,2020-12-27 08:24:16 UTC,751654712,751654713,751654714,751654715,push
751653369,accca4f8c8a5a9e36ca29612f5f4b066cd08e51f,569,develop,passed,1297,2020-12-27 07:47:38 UTC,751653370,751653371,751653372,751653373,pull_request
751653364,49b49b53f3728413b5a6582a472d3b2f7dcf656b,,s3_refactor,passed,1311,2020-12-27 07:46:26 UTC,751653365,751653366,751653367,751653368,push
751558913,a8c21f8932077f589a104b924c25ac1787244a23,569,develop,passed,1314,2020-12-26 13:07:48 UTC,751558914,751558915,751558916,751558917,pull_request
751558908,4d17db76e939779434a1e24f51e9212ddccec2fa,,s3_refactor,passed,1267,2020-12-26 13:06:39 UTC,751558909,751558910,751558911,751558912,push
750530615,9d027e19e4b226b14fb01308e62a944fc5bb13a0,569,develop,passed,1294,2020-12-19 08:46:48 UTC,750530616,750530617,750530618,750530619,pull_request
750530610,52e177d1c0df6ef8cc572eaa67f2b18a6fac5ff5,,s3_refactor,passed,1318,2020-12-19 08:45:43 UTC,750530611,750530612,750530613,750530614,push
750488435,9aa7a88feec04466e82a0728f9477185f0759760,569,develop,passed,1401,2020-12-18 23:55:25 UTC,750488436,750488437,750488438,750488439,pull_request
750488430,e5a51202da0ff3160a50743622572921c2d6f6dc,,s3_refactor,passed,1327,2020-12-18 23:32:06 UTC,750488431,750488432,750488433,750488434,push
750343972,5cd9203256570c6a9a62ac07e29bf9d4d31431f8,569,develop,passed,1320,2020-12-18 05:14:28 UTC,750343973,750343974,750343975,750343976,pull_request
750343965,303d873bc9edbab4c2d8962afe5068e0a0486794,,s3_refactor,passed,1329,2020-12-18 05:04:32 UTC,750343966,750343967,750343968,750343969,push
750343866,93fe98305e55c8b8e9469e0d90380967a15d009d,569,develop,canceled,0,,750343867,750343868,750343869,750343870,pull_request
750342729,0a9bee5906a1d5172afc7881300fa03ff98fe8f0,,s3_refactor,passed,1313,2020-12-18 04:50:36 UTC,750342730,750342731,750342732,750342733,push
748678550,8f7887861a44195c48dc7b5d9cc6d0e629faecef,,develop,passed,1313,2020-12-10 03:34:25 UTC,748678551,748678552,748678553,748678554,push
748498596,d875800e963ce6241431d0f6c143fcfc8d7599e4,567,develop,passed,1275,2020-12-09 07:51:32 UTC,748498597,748498598,748498599,748498600,pull_request
748498363,60b7adba6d88b2c75f2f29249f9f193dbc234153,,localstack,passed,1299,2020-12-09 07:26:57 UTC,748498364,748498365,748498366,748498367,push
746871604,cf2bd8c105f8ffd5891351c7322932b4ef3db81c,,develop,passed,1300,2020-12-01 01:33:07 UTC,746871608,746871609,746871610,746871611,push
746561127,45257157efca1b1f09dbb9fcf6ae99390657853f,565,develop,passed,1286,2020-11-29 12:57:36 UTC,746561128,746561129,746561130,746561131,pull_request
746561119,52a5cdbbe0bc191df46a3407476e5044927cacd9,,readme,passed,1282,2020-11-29 12:51:25 UTC,746561120,746561121,746561122,746561123,push
746560942,e6b7164ec4e82103507d9f9115654a099434ff35,565,develop,passed,1267,2020-11-29 12:44:03 UTC,746560943,746560944,746560945,746560946,pull_request
746560937,ed0b58dddfefb2b053f5b5107907a5a53952013d,,readme,passed,1238,2020-11-29 12:42:59 UTC,746560938,746560939,746560940,746560941,push
746536959,be817147b29f104401e9174c9222995e6f344969,565,develop,passed,1290,2020-11-29 06:31:07 UTC,746536960,746536961,746536962,746536963,pull_request
746536868,08039bf0a5034e7c457f9af38cb34b8150e32980,,readme,passed,1246,2020-11-29 06:26:32 UTC,746536869,746536870,746536871,746536872,push
746208709,dc36bcb19dc50ce51c69bd84686153eabea6b917,,develop,passed,1300,2020-11-27 07:19:21 UTC,746208710,746208711,746208712,746208713,push
746208683,f7f5b6236190f4f5fe934f2b02bc13d0bfb5f562,,4.0.1,passed,1241,2020-11-27 06:56:07 UTC,746208684,746208685,746208686,746208687,push
746208676,f7f5b6236190f4f5fe934f2b02bc13d0bfb5f562,,master,passed,1275,2020-11-27 06:36:17 UTC,746208677,746208678,746208679,746208680,push
746185141,53c131731aaf1fdf52c9f94f85cfb734f015a0d2,,develop,passed,1284,2020-11-27 02:27:19 UTC,746185142,746185143,746185144,746185145,push
745542466,33258379a094df004789ceb6e5cc7311da84736e,,develop,passed,1278,2020-11-24 04:26:47 UTC,745542467,745542468,745542469,745542470,push
745542453,a68da3ac543438bc56ae8e8eed9bd7a282de90ae,,4.0.0,passed,1294,2020-11-24 03:22:46 UTC,745542454,745542455,745542456,745542457,push
745542444,a68da3ac543438bc56ae8e8eed9bd7a282de90ae,,master,passed,1297,2020-11-24 02:18:54 UTC,745542445,745542446,745542447,745542448,push
745183087,2f1d1e605d8811abe64e35bb98e7c53d62c298b5,,develop,passed,1281,2020-11-22 07:55:56 UTC,745183088,745183089,745183090,745183091,push
745183060,7aee23a0de26b9b1e7bf47bd2f5a52ae412f743d,562,develop,errored,110,2020-11-22 07:54:23 UTC,745183061,745183062,745183063,745183064,pull_request
745183055,a7b9fc0fb42dd12c91489237ad8fa4d0cecf81c9,,py36,errored,926,2020-11-22 07:53:33 UTC,745183056,745183057,745183058,745183059,push
745035354,faed278b03bac8a86043538dc27c343c5759efab,562,develop,passed,1254,2020-11-21 07:54:31 UTC,745035355,745035356,745035357,745035358,pull_request
745034985,7e38647786f288e84991e16160d8b1543a5e26ca,,py36,passed,1284,2020-11-21 07:28:50 UTC,745034986,745034987,745034988,745034989,push
744821300,319841fef3dc8328a95a9433e1f81600b627b91d,,develop,passed,1677,2020-11-20 07:14:15 UTC,744821301,744821302,744821303,744821304,744821305,push
744792817,db14442f0959f34531944bfa0efb822371bdf768,,develop,passed,1576,2020-11-20 03:26:29 UTC,744792818,744792819,744792820,744792821,744792822,push
744708640,304aea101ab34a5313caabef22b3e228a28be054,561,develop,failed,925,2020-11-19 19:02:10 UTC,744708641,744708642,744708643,744708644,744708645,pull_request
744645335,09d6708b8b65f5d31a2446d64764ad4686e817fe,559,develop,passed,1609,2020-11-19 14:10:24 UTC,744645336,744645337,744645338,744645339,744645340,pull_request
744645288,ff580bdca91413c385a6f82146c13f4fab2b931c,,fix_gzip_text,passed,1586,2020-11-19 13:20:23 UTC,744645289,744645290,744645291,744645292,744645293,push
744359939,0f77861289449b80f6abd707db969a43b8c67f6e,559,develop,passed,1582,2020-11-18 06:56:02 UTC,744359940,744359941,744359942,744359943,744359944,pull_request
744359927,769e611904d0df4679b43bd476aa1f07387134c7,,fix_gzip_text,passed,1526,2020-11-18 06:50:20 UTC,744359928,744359929,744359930,744359931,744359932,push
744324398,d20d2aeb1ed8b77fc266d8c0f33083ac8b951b6c,559,develop,canceled,0,,744324399,744324400,744324401,744324402,744324403,pull_request
744324367,20c6da4cacc7488de0b2de969a5ba40d277f91a6,,fix_gzip_text,canceled,0,,744324368,744324369,744324370,744324371,744324372,push
744311451,46ced380676bc5925b13875fad0ea20042e2866b,559,develop,canceled,0,,744311452,744311453,744311454,744311455,744311456,pull_request
744311443,6617e44139807a99d8bc0d5e8876aa62c3bdf0cc,,fix_gzip_text,failed,1570,2020-11-18 01:14:28 UTC,744311444,744311445,744311446,744311447,744311448,push
744098489,0536ce7aaabdcc64b232a4b99e51872482e2b868,559,develop,failed,1536,2020-11-17 04:14:44 UTC,744098490,744098491,744098492,744098493,744098494,pull_request
744098205,a53c43f82e91384f05af47d1a78bdb6c8feee1a3,,fix_gzip_text,failed,1575,2020-11-17 03:48:19 UTC,744098206,744098207,744098208,744098209,744098210,push
740114862,fa6d6bd5b46f7ff5c84e04a2f60d3521cc273e42,554,develop,failed,1026,2020-10-30 06:28:28 UTC,740114863,740114864,740114865,740114866,740114867,pull_request
740073269,7f80c37ef64c9a214cb453f3221006a8a87f5a9a,,develop,passed,1529,2020-10-30 02:04:04 UTC,740073270,740073271,740073272,740073273,740073274,push
740073143,581d87ce4ede46016791988fa244992d08100a03,549,develop,errored,132,2020-10-30 01:24:59 UTC,740073144,740073145,740073146,740073147,740073148,pull_request
738687777,418bd2951b9f1ce913dcf256ce6da02dddfa3528,552,develop,passed,1535,2020-10-25 09:06:48 UTC,738687778,738687779,738687780,738687781,738687782,pull_request
738687659,0a7af69f2beca507f7a43e4d955b96ee49dffd44,,backoff,passed,1512,2020-10-25 09:00:50 UTC,738687660,738687661,738687662,738687663,738687664,push
738687493,63a0a9e928e4f80cc84d52735f7eaa378fb1adf3,,backoff,errored,1196,2020-10-25 08:59:09 UTC,738687494,738687495,738687496,738687497,738687498,push
736648737,f6fcf826b8ce0b9fbb0dfc5153be2f24e9e2bae6,,develop,passed,1524,2020-10-17 15:50:14 UTC,736648738,736648739,736648740,736648741,736648742,push
736634011,65fe9331454071367032ec0c2aec4e8577ad7095,550,develop,passed,934,2020-10-17 15:03:04 UTC,736634012,736634013,736634014,736634015,736634016,pull_request
736595955,8636cd517d4d223ec67ffb360ab95d0a75b1c090,549,develop,passed,897,2020-10-17 10:41:00 UTC,736595956,736595957,736595958,736595959,736595960,pull_request
736153873,1cabb1a2234a8d18f8293cfa52861025ddeb28fc,549,develop,passed,905,2020-10-15 19:35:12 UTC,736153874,736153875,736153876,736153877,736153878,pull_request
736131458,290a5e8b3b100641f5e133696ecccfcc82e9ac44,549,develop,failed,943,2020-10-15 18:12:20 UTC,736131459,736131460,736131461,736131462,736131463,pull_request
733913520,a0fa7fc14475ee401847ccf0f0b82482a9680a83,,master,passed,1480,2020-10-08 09:03:37 UTC,733913521,733913522,733913523,733913524,733913525,push
733913107,c15c5d28a23be2a0a72706fa2807adf3faee6a10,,develop,passed,1526,2020-10-08 08:57:43 UTC,733913108,733913109,733913110,733913111,733913112,push
733913058,a0fa7fc14475ee401847ccf0f0b82482a9680a83,,3.0.0,passed,1476,2020-10-08 08:52:04 UTC,733913059,733913060,733913061,733913062,733913063,push
733912455,b0e6b23ed05adbdbd0d08cfdc5f8c9b6f2c49937,,develop,canceled,0,,733912456,733912457,733912458,733912459,733912460,push
733912254,d03bdeb57e09d8663437ef4b224eb085a2a1de91,,develop,passed,1501,2020-10-08 08:46:55 UTC,733912255,733912256,733912257,733912258,733912259,push
733517682,ca9c31daff349591e341408ac1ae57b4ef75c430,547,develop,passed,1491,2020-10-07 01:15:31 UTC,733517683,733517684,733517685,733517686,733517687,pull_request
733517674,d9f5f54bb25c53f09d86c72cbeb220174d22198a,,diskbuffer,passed,1557,2020-10-07 01:09:10 UTC,733517675,733517676,733517677,733517678,733517679,push
733517209,c060e2785d9899f9e7d96c81bc6664b14ccdb183,547,develop,canceled,0,,733517210,733517211,733517212,733517213,733517214,pull_request
733517198,fad32263c08aaac768987d05b668038eb3214647,,diskbuffer,canceled,0,,733517199,733517200,733517201,733517202,733517203,push
733515931,cc099a2f0b87c3fb2e7bbcc1f3e748c595d62931,547,develop,failed,1510,2020-10-07 01:03:01 UTC,733515932,733515933,733515934,733515935,733515936,pull_request
733515907,9f512dc2d8e00fc70f0369ae07f70a4a9d5109ed,,diskbuffer,failed,1522,2020-10-07 00:57:53 UTC,733515908,733515909,733515910,733515911,733515912,push
733359015,e3a5620ad7afca3c630f4483007b2746efaca77c,547,develop,failed,1567,2020-10-06 15:40:38 UTC,733359016,733359017,733359018,733359019,733359020,pull_request
733358958,6bf628a18d1ac6990cba84315ee3a60a79feade4,,diskbuffer,failed,1574,2020-10-06 15:17:25 UTC,733358959,733358960,733358961,733358962,733358963,push
733353963,f5f4309e30c033dbe1cf15ad1980f031328de3ad,547,develop,canceled,0,,733353964,733353965,733353966,733353967,733353968,pull_request
733353951,c66550cf7229dc8e38287c9a6a1b208b1714ace7,,diskbuffer,passed,1548,2020-10-06 15:02:24 UTC,733353952,733353953,733353954,733353955,733353956,push
733353127,bdd86618929ff32011c44c4eafdcbc307219d5ac,547,develop,canceled,0,,733353128,733353129,733353130,733353131,733353132,pull_request
733352526,cde3eeb1d43cfe891dbcab5df7590a114093c815,,diskbuffer,canceled,0,,733352527,733352528,733352529,733352530,733352531,push
732894858,25560a8c64dab071fa6a667f10a670055ee84497,546,develop,failed,921,2020-10-05 08:41:45 UTC,732894859,732894860,732894861,732894862,732894863,pull_request
732865061,0c1a941db6b2bbad43c4a56caaf1e6abd1cd86e1,546,develop,passed,944,2020-10-05 06:05:18 UTC,732865062,732865063,732865064,732865065,732865066,pull_request
732858949,cd9d9a7ca3d1fe8f72ae1b7fdb2648ff178d07fc,546,develop,failed,926,2020-10-05 05:29:40 UTC,732858950,732858951,732858952,732858953,732858954,pull_request
732855965,0c885877bb37532f51d0c229cf0859adfc2b9764,546,develop,failed,955,2020-10-05 05:10:25 UTC,732855966,732855967,732855968,732855969,732855970,pull_request
732707346,d2dd268c6d93e2c9aa77266f84e4607cdd838523,545,develop,passed,1353,2020-10-04 13:46:30 UTC,732707347,732707348,732707349,732707350,pull_request
732707331,f14bd29ddb683f50461cdb68374943518e868dc0,,types,passed,1371,2020-10-04 13:45:37 UTC,732707332,732707333,732707334,732707335,push
732705707,079d56bf071b97db3808f7764ee8f91dc6be2807,545,develop,failed,971,2020-10-04 13:33:46 UTC,732705708,732705709,732705711,732705713,pull_request
732705696,f1c57c168c3ac9f134dbf60a454643830773cfb6,,types,failed,940,2020-10-04 13:32:52 UTC,732705697,732705698,732705699,732705700,push
732702840,b7046a073e394981c95930ea4bdad0f580923063,545,develop,failed,977,2020-10-04 13:11:40 UTC,732702841,732702842,732702843,732702844,pull_request
732702835,5ac983ec2e7c5f9e727b7bc9686d0bb5d091e5b4,,types,failed,941,2020-10-04 13:10:49 UTC,732702836,732702837,732702838,732702839,push
732674027,b737db979ca86a18cb2c8ad437418183b3a9da27,545,develop,failed,924,2020-10-04 09:04:13 UTC,732674028,732674029,732674030,732674031,pull_request
732674015,f37790cb703ab0f0d5b5484043bdea0642acac55,,types,failed,936,2020-10-04 09:03:23 UTC,732674016,732674017,732674018,732674019,push
732668820,dfed3a658f7869778434f05c48c648929a3a301e,545,develop,failed,1283,2020-10-04 08:11:30 UTC,732668821,732668822,732668823,732668824,732668825,pull_request
