build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
668661360,4cd5bd91a384bc1b698929730a78302f95bc437d,93,master,passed,318,2020-03-30 09:28:50 UTC,668661361,668661362,pull_request
668661335,405483d4fe4a0c4bbd030deeb497fb97a9c28662,,dependabot/go_modules/github.com/spf13/cobra-0.0.7,passed,314,2020-03-30 09:28:46 UTC,668661336,668661337,push
668626474,b842a8465010833ab0dd0323de15e872f8db0e79,,master,passed,315,2020-03-30 07:44:49 UTC,668626475,668626476,push
668610074,aeddb0a99bafb821333221b81ef89f364290fcfa,92,master,passed,310,2020-03-30 06:44:22 UTC,668610075,668610076,pull_request
668573314,8558f86d3b3de4365a389575db4a74e39d390eeb,92,master,passed,317,2020-03-30 03:53:49 UTC,668573315,668573316,pull_request
665480844,6ee8f2e81ccedea8911518fb1e440ba2ec68147a,,master,passed,300,2020-03-22 13:06:53 UTC,665480845,665480846,push
665480258,7916ec4d410b19e8df99b8969e6b46bd01c2d83f,,master,passed,341,2020-03-22 13:05:26 UTC,665480259,665480260,push
665479488,1c71a6204f77c2551faa8c639b1d3dea2b8e8f86,89,master,passed,317,2020-03-22 13:03:50 UTC,665479490,665479492,pull_request
665479449,73812ae3d197fce410056ba745081c9d35552358,,dependabot/go_modules/github.com/stretchr/testify-1.5.1,passed,304,2020-03-22 13:02:31 UTC,665479450,665479451,push
665479130,d7f1485e4dcdf674fd4bcfe412083f451854af85,88,master,passed,306,2020-03-22 13:02:05 UTC,665479131,665479133,pull_request
665478918,5756a7f20d613f37c4a7f455b98a97b5175ca8cc,,dependabot/go_modules/gopkg.in/yaml.v2-2.2.8,passed,317,2020-03-22 13:01:58 UTC,665478920,665478922,push
665473722,3ba8e99bdadca6f990d7b804f75b22c5fc962056,,master,errored,26,2020-03-22 12:57:46 UTC,665473723,665473724,push
665282641,0d693467f73b6a5b06882319464e40d2708a7386,87,master,passed,305,2020-03-21 19:52:33 UTC,665282642,665282643,pull_request
665282638,dc1716d88a93595ef93c13e357d6b28ac98bf714,,dependabot/go_modules/github.com/spf13/cobra-0.0.6,passed,342,2020-03-21 19:52:33 UTC,665282639,665282640,push
665282115,226e5426f4768326f3502376b0ae0631415adb21,,master,passed,340,2020-03-21 19:49:48 UTC,665282116,665282117,push
665267597,f3219495aaaee6c4319c05413043bb691b52f3a8,,dependabot/go_modules/github.com/spf13/cobra-0.0.6,passed,319,2020-03-21 18:47:43 UTC,665267598,665267599,push
665267441,7aa1b3b1828c1824e75d164493caa078db31b19b,86,master,passed,303,2020-03-21 18:46:07 UTC,665267442,665267443,pull_request
665267436,7ef1585a191d336a39d54383b9258840dd82dc68,,dependabot/go_modules/github.com/pkg/errors-0.9.1,passed,307,2020-03-21 18:46:06 UTC,665267437,665267438,push
665266865,a71af7406712dfa3fff989fcfc8e432c44f053ef,,master,passed,315,2020-03-21 18:43:57 UTC,665266866,665266867,push
665266203,fb5331af1f1aafd2ef520bd58fcac1087ceb9f25,85,master,passed,301,2020-03-21 18:42:07 UTC,665266204,665266205,pull_request
665266185,cf378eb7a1d1541d6470fe9e26b7d7169e2fda52,,dependabot/go_modules/google.golang.org/api-0.20.0,passed,311,2020-03-21 18:42:07 UTC,665266186,665266187,push
665264533,e70ce8bbefa309baea190b0fce031b2127d1785c,85,master,failed,319,2020-03-21 18:35:56 UTC,665264534,665264535,pull_request
665264522,9d6e4c5aca85194a6de3fd5fde9f19a4ff8c0c4d,,dependabot/go_modules/google.golang.org/api-0.20.0,failed,312,2020-03-21 18:35:52 UTC,665264523,665264524,push
665263747,22ac7c6b7730b4c1ec9537d27f9ded620bc67e9e,,master,passed,304,2020-03-21 18:32:27 UTC,665263748,665263749,push
665263261,9a40c42c0d81b332c604aa31dbb84b98bc54190f,84,master,passed,292,2020-03-21 18:30:27 UTC,665263262,665263263,pull_request
665263208,7003e6cce8537bff344513b7c3fcd0bbbbbd587a,,dependabot/go_modules/github.com/cpmech/gosl-1.1.1,passed,300,2020-03-21 18:30:24 UTC,665263209,665263210,push
665262622,5610e40d3c492642112a3354ca60b1bcd83176d4,,master,passed,314,2020-03-21 18:28:14 UTC,665262623,665262624,push
665253632,73781d0549d2e1d337967bbdf99783d3caccbebc,83,master,passed,301,2020-03-21 17:51:53 UTC,665253633,665253634,pull_request
665253598,21b5c537fd7c7f7aa3ce766fa9146d56b895ae32,,dependabot/go_modules/github.com/google/go-jsonnet-0.15.0,passed,322,2020-03-21 17:51:49 UTC,665253599,665253600,push
665252795,44f2242462b0e8f9125b7c5d11915a99ed52c994,,master,passed,304,2020-03-21 17:48:50 UTC,665252796,665252798,push
665250097,13e8760bc9fa4a20f4b212c17069cbda0c9fba2e,83,master,failed,290,2020-03-21 17:39:51 UTC,665250098,665250099,pull_request
665250092,481449e447e27ed5dca43589e6199dc3eab65e41,,dependabot/go_modules/github.com/google/go-jsonnet-0.15.0,failed,283,2020-03-21 17:39:48 UTC,665250093,665250094,push
