build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
376862898,d86265f1b570ad3bd23865924f36e5e53ed295df,134,master,canceled,74,2018-05-09 14:37:54 UTC,376862899,376862900,pull_request
376756117,90e554dbd92493ed47946ebd0c45db03812a456f,132,master,canceled,806,2018-05-09 09:59:11 UTC,376756118,376756119,pull_request
371393396,62df6d7355a8ad02f0799b55a98c17032ca5794d,,master,passed,885,2018-04-26 05:16:02 UTC,371393397,371393398,push
371391219,53fd8bef7293b8fdcc200f307e04f659f3ca6e58,120,master,passed,937,2018-04-26 05:04:32 UTC,371391220,371391221,pull_request
371389853,cc7250524e7c78d604fc57c0a02ad28c82132944,120,master,canceled,433,2018-04-26 04:59:10 UTC,371389854,371389855,pull_request
370957827,2b9637b7362c1fa5178d3e17fd6720b44cc4a1d8,,master,passed,547,2018-04-25 08:49:08 UTC,370957828,370957829,push
370945972,9a61af3e4df7fee3c25078951e7c23c6e8722129,,master,failed,381,2018-04-25 08:15:51 UTC,370945973,370945974,push
370536274,2526302218c83818074f6e81affbd96991c1a0ed,,master,passed,489,2018-04-24 11:53:59 UTC,370536275,370536276,push
370430922,697332f5abd9a5ba99c8fa228dda6b196bb705e0,,master,passed,576,2018-04-24 06:38:08 UTC,370430923,370430924,push
370065325,3a7feef45519c47187d8c056d1a0c09fc3420ef8,,master,passed,535,2018-04-23 12:13:45 UTC,370065326,370065327,push
369946646,3db3219ee4bbdf1537a8f6ea1cd7ba1834cd7a9d,118,master,passed,497,2018-04-23 06:12:30 UTC,369946647,369946648,pull_request
369409936,f689487ab8cac2bb3659129dafeadd99813b8438,,master,passed,581,2018-04-21 05:22:55 UTC,369409937,369409938,push
369397777,7130aca86b5e9cfc91219c7801e3d2748f7fba3e,,master,failed,596,2018-04-21 04:36:21 UTC,369397778,369397779,push
369396532,e0602553a3bacee1812ce713bf2aebcb8ca8629d,,master,canceled,961,2018-04-21 03:39:07 UTC,369396533,369396534,push
369392688,88f3edf11de37ace671b637c2dd1b3f60d82022d,,master,failed,503,2018-04-21 03:24:45 UTC,369392689,369392691,push
369388664,030f47250539d8978d51ba2b177479b0b12aba71,114,master,passed,648,2018-04-21 02:41:38 UTC,369388665,369388666,pull_request
369386119,4e459418228148f8dac4608c6098a477c689ef83,,master,failed,489,2018-04-21 03:06:31 UTC,369386120,369386121,push
369382621,00b21a46c07c9f6c7100faf6b9c575bdf1209c04,107,master,passed,495,2018-04-21 02:10:10 UTC,369382622,369382623,pull_request
369381868,92234d806d347c7751c00a97049ceeb9da0861ff,107,master,canceled,254,2018-04-21 01:57:37 UTC,369381869,369381870,pull_request
368619871,14e184907a9eedee9c743208ee7ec5f1732d3698,,master,passed,661,2018-04-20 00:47:30 UTC,368619872,368619873,push
368607359,3de6ab23906eb3737e3b5d55b5fcff895123444b,113,master,failed,517,2018-04-19 12:06:20 UTC,368607360,368607361,pull_request
368604083,c0d6621a60a467753125f23397e9401d87461f12,113,master,failed,172,2018-04-19 11:41:47 UTC,368604084,368604085,pull_request
367487240,c7ac6ff65d59163db3684a2770fed528d355c621,,master,passed,603,2018-04-17 05:12:39 UTC,367487241,367487242,push
367472896,b2780ec1e83c8fa8456afd5a534ddfc9630280e7,,master,failed,361,2018-04-17 03:41:37 UTC,367472897,367472898,push
367471288,5b12eff3b420a5012a470b4ef2b14e6356ab8580,110,master,failed,353,2018-04-17 03:33:07 UTC,367471289,367471290,pull_request
367137120,a8a0534535de2539b804e1573f52930ad2562502,,master,passed,529,2018-04-16 12:48:53 UTC,367137121,367137122,push
367131852,9374ad8992f136015e1a687f0e9112d540b4a184,,master,failed,418,2018-04-16 12:36:19 UTC,367131855,367131857,push
367113478,63a68d7cff9e67b7aed40cc265bd274b5f6f2223,110,master,failed,276,2018-04-16 11:43:57 UTC,367113479,367113480,pull_request
366818178,ccc9ebb10c8c524cf6534790326aad57f190a8a9,107,master,failed,273,2018-04-15 15:43:53 UTC,366818179,366818180,pull_request
366431224,f78ada29319906121200963805bc5029e4134e61,,master,passed,654,2018-04-14 08:28:11 UTC,366431225,366431226,push
365921568,8dfe49fb54558c03af8e9e0fec72ec40bdcfa3a6,102,master,failed,399,2018-04-13 02:48:58 UTC,365921569,365921570,pull_request
365524574,0833fa3d6d58acaac470e4405903888e8085be18,,master,passed,592,2018-04-12 09:45:46 UTC,365524575,365524576,push
365521075,e044926f8b9010680add7ce7a8400c19edd28896,97,master,passed,755,2018-04-12 09:29:02 UTC,365521076,365521077,pull_request
365516334,b38a83ec5ad6f6f6e53f2f4363f3521ab6957391,97,master,failed,361,2018-04-12 09:23:57 UTC,365516335,365516337,pull_request
365513223,6ab78d0ee1644e717eff09e9dd9163650b25069c,97,master,failed,116,2018-04-12 09:09:16 UTC,365513224,365513225,pull_request
365504135,62682061669932ef8bd0b7f8bc66dd267c41ca49,97,master,failed,137,2018-04-12 08:59:47 UTC,365504136,365504137,pull_request
365497986,fb9bdf3db58fa8d345b988254f42a4d6fa52871c,97,master,canceled,677,2018-04-12 08:26:16 UTC,365497987,365497988,pull_request
362414596,ff0d3cadc97bc91538fe3ae55f6ac9f2f2a75eab,92,master,passed,536,2018-04-05 00:54:28 UTC,362414597,362414598,pull_request
362411933,a0bc2ac3d1e085a9d81902ff14087f19f607bf96,91,master,passed,515,2018-04-05 00:40:44 UTC,362411934,362411935,pull_request
361967827,b64232107ac3d5f970bde08268e2dba3f35fb18a,,master,passed,559,2018-04-04 08:27:03 UTC,361967828,361967829,push
361965762,29c511a65a2bd17cd555956a7d8afab1489750fc,87,master,passed,520,2018-04-04 04:42:12 UTC,361965763,361965764,pull_request
361619676,7cebd03b27e8bd7deffb2c4422de94cb4fcd9451,,master,passed,597,2018-04-03 12:40:44 UTC,361619678,361619680,push
361615368,c666b33779f29eac880c84b9678bff348b8571fa,89,master,passed,547,2018-04-03 12:30:27 UTC,361615369,361615370,pull_request
361594510,1ee7de76c4f21a655eb5abcfbd2c703d7cdac9df,,master,passed,501,2018-04-03 11:32:09 UTC,361594511,361594512,push
361569485,97229ee63b404e357a2c0c193e34a9157da4bdd0,88,master,passed,507,2018-04-03 10:22:15 UTC,361569486,361569487,pull_request
361519659,f0aa5a690ac1203485f4cdd58d85c852c8211846,87,master,passed,596,2018-04-03 07:55:35 UTC,361519660,361519661,pull_request
361513223,740ade3bd6be516b3b9f135f36c839e73201c32f,,master,passed,674,2018-04-03 07:29:46 UTC,361513224,361513225,push
361509982,92492f83f7c4cb67ce3486d6643246e2b1769ee3,86,master,passed,913,2018-04-03 07:17:34 UTC,361509983,361509985,pull_request
361504179,b47489ccd2c1cf29c5eb10d86b979dad8adb8b17,86,master,failed,721,2018-04-03 06:56:40 UTC,361504180,361504181,361504182,pull_request
361193223,258a1d912cf8c7a070e46ea704299605a40a3e15,,master,passed,1049,2018-04-02 14:10:06 UTC,361193224,361193225,361193226,push
361186768,8257b241d9eae69fa675e6bf201ba8ebef554ec8,83,master,errored,1378,2018-04-02 13:53:39 UTC,361186770,361186772,361186774,pull_request
361131656,b1c68a4a0fc9a27198b48573a354d99f8e7e8ad6,83,master,passed,1084,2018-04-02 10:35:24 UTC,361131657,361131658,361131659,pull_request
360944113,1161be12d3b68eb6da7f437c9e1b226996e24f59,81,master,passed,728,2018-04-01 18:41:46 UTC,360944114,360944115,360944116,pull_request
360943405,5862c00c71f86aa9a18c1b4bc875d6eac51e8e52,81,master,passed,1220,2018-04-01 18:38:23 UTC,360943406,360943407,360943408,pull_request
360796089,5fca69e07d412a584b3d0c381e6c35d50d6e9bae,81,master,failed,746,2018-04-01 05:30:51 UTC,360796090,360796091,360796092,pull_request
360573460,db2f4baf1eea2544ec71aace6b92eda00b2f1cdc,,master,passed,1151,2018-03-31 10:00:01 UTC,360573461,360573462,360573463,push
360571717,cf3b88a3af7b4de52fc9b1fcd9ed0434865478eb,79,master,passed,843,2018-03-31 09:50:50 UTC,360571718,360571719,360571720,pull_request
360534075,7bc92cbda43619a181a009018f335e81bd602382,79,master,canceled,418,2018-03-31 05:53:37 UTC,360534076,360534077,360534078,pull_request
359849531,e82a71781d11eb4f14711f1600ea8452d48a4fc0,73,master,canceled,358,2018-03-29 13:53:06 UTC,359849532,359849533,359849534,pull_request
359834365,a9e493eb34457642324a1f15e8bca7d0b3f0e0fc,73,master,failed,599,2018-03-29 13:12:03 UTC,359834366,359834367,359834368,pull_request
359792272,35550a87007c13b982411d1dccab472825cbfb17,,master,passed,972,2018-03-29 11:23:10 UTC,359792275,359792276,359792282,push
359698011,795950cd6dcb110844ac2f7e0d739a835a89ad75,,master,passed,1009,2018-03-29 06:07:19 UTC,359698012,359698013,359698014,push
359691909,c32f17538836423edc5e66327dfad4842d3fbc71,72,master,failed,747,2018-03-29 05:25:41 UTC,359691910,359691911,359691912,pull_request
359297831,7f029d28a76d66feb0db9758324baeaeeb9fa982,,master,passed,982,2018-03-28 10:25:38 UTC,359297832,359297833,359297835,push
359294774,43fc33d20697f0bf3fb5a35e2d91473c59d2b598,69,master,passed,1016,2018-03-28 10:17:52 UTC,359294775,359294777,359294779,pull_request
359282866,a309286f58ceb85e773d5a387ed2639f0df1e2a0,,master,passed,1010,2018-03-28 09:52:31 UTC,359282867,359282868,359282869,push
359279459,67c77713cb8a763806af5895a8a941f5d637e707,68,master,failed,924,2018-03-28 09:35:16 UTC,359279460,359279461,359279462,pull_request
359239269,37af8d1925b8e4b5dd7bf5b56427d0c6d33e5359,68,master,errored,1178,2018-03-28 07:25:22 UTC,359239270,359239271,359239272,pull_request
359238745,37af8d1925b8e4b5dd7bf5b56427d0c6d33e5359,68,master,failed,821,2018-03-28 07:23:28 UTC,359238746,359238747,359238748,pull_request
359192049,5ad012fd1337b4add8bb4f3fff9ab9f7eff42a66,,master,passed,693,2018-03-28 03:16:01 UTC,359192050,359192051,359192052,push
358893508,8a00cafccb9dabfe1d0a7ba922472c7115e9dea4,67,master,passed,910,2018-03-27 14:11:40 UTC,358893509,358893510,358893513,pull_request
358890386,7aac0e9c38154ef02839c7850bd6beb401e0517d,,master,passed,869,2018-03-27 13:41:33 UTC,358890387,358890388,358890389,push
358879263,910c3dd25f4908097cd9883587f74b208be33ad5,66,master,passed,837,2018-03-27 13:25:05 UTC,358879264,358879266,358879268,pull_request
358789762,cf05480fb8de99bfb660db0f11abfee3d10619de,,master,passed,730,2018-03-27 09:11:48 UTC,358789763,358789764,358789765,push
358731302,ed533d6c3b362fa80e41b85f4e3dcc183e569e61,,master,passed,779,2018-03-27 05:48:06 UTC,358731303,358731304,358731305,push
358729594,7ba36f59e77c357dc1ad7b626ff49f460241626f,65,master,passed,765,2018-03-27 05:32:13 UTC,358729595,358729596,358729597,pull_request
358728786,040a31ba6dee678d84277bd4b87057980530dbf5,65,master,failed,243,2018-03-27 05:23:48 UTC,358728787,358728788,358728789,pull_request
358720881,a36d0694057bee76688fc545255cdbaf3700bf15,,master,passed,739,2018-03-27 04:43:50 UTC,358720882,358720883,358720884,push
358711163,fe88ed4805b13fd83221c097e231135a5cbf9498,63,master,passed,657,2018-03-27 04:28:03 UTC,358711164,358711165,358711166,pull_request
358685134,5a7df3ffd8898384c230fac2cfb3c3450bdd929d,,master,passed,662,2018-03-27 01:30:42 UTC,358685135,358685136,358685137,push
358681904,8e1e6223c378bf25fa94acea83f0411df1459a1e,62,master,passed,648,2018-03-27 01:12:55 UTC,358681905,358681907,358681908,pull_request
358477675,8739a36502e876f66fe3cd74901026cba7244421,62,master,errored,1073,2018-03-26 16:00:59 UTC,358477676,358477677,358477678,pull_request
358429384,8739a36502e876f66fe3cd74901026cba7244421,62,master,passed,781,2018-03-26 14:24:00 UTC,358429387,358429390,358429391,pull_request
358414211,6f4840b1cc3a43f6581dd8669d211cea1b4448c1,,master,passed,811,2018-03-26 14:15:15 UTC,358414212,358414213,358414215,push
358402513,b7d2e6f038e8dd2bf4aab857dcb5393d3847a392,61,master,passed,839,2018-03-26 13:32:38 UTC,358402514,358402515,358402516,pull_request
357999105,c7b8d94197e817fb37fb47566a636ba5996e7925,,master,passed,715,2018-03-25 08:55:38 UTC,357999106,357999107,357999108,push
357707706,8cce210cf928b85adefc163718afd69f0189eb7d,59,master,canceled,63,2018-03-24 07:19:36 UTC,357707707,357707708,357707709,pull_request
357707333,8cce210cf928b85adefc163718afd69f0189eb7d,59,master,canceled,420,2018-03-24 07:16:46 UTC,357707334,357707335,357707336,pull_request
357707270,c7921ebf39d2827ef986d1dd714e8aa0db88f844,59,master,canceled,39,2018-03-24 07:15:58 UTC,357707271,357707272,357707273,pull_request
357707171,db096516a3a5302e3f62e880115c2d01b087d468,59,master,canceled,152,2018-03-24 07:15:29 UTC,357707172,357707173,357707174,pull_request
357705860,6774b819a61573eee66fb0b9ff945b0c3a9cfe5c,59,master,failed,583,2018-03-24 07:04:15 UTC,357705861,357705862,357705863,pull_request
357685277,7d7d35f0980ee88e6e2de3453eff1393650dbfd2,52,master,passed,687,2018-03-24 05:19:13 UTC,357685278,357685279,357685280,pull_request
357258431,4315740814dd81144009eb0f9fc4209dd2041dec,,master,passed,655,2018-03-23 06:49:59 UTC,357258432,357258433,357258434,push
