build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761607249,d0e292541cd7a0238a30b76e811026a146098efa,,master,passed,1874,2021-03-05 17:35:34 UTC,761607250,761607251,761607252,761607253,761607254,push
760706331,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2586,2021-02-27 15:13:09 UTC,760706333,760706334,760706335,760706336,760706337,cron
759544790,8058f5d8e15a4cf970c010719fdc72bd6786710d,,dependabot/maven/bom-dependencies/jackson-dataformat.version-2.12.1,failed,2863,2021-02-18 23:56:56 UTC,759544791,759544792,759544793,759544794,759544795,push
759544530,08f13eb30db09dfcbb8a7f0fcf6ce5c7c7bd10b0,809,master,failed,2832,2021-02-18 22:41:42 UTC,759544531,759544532,759544533,759544534,759544535,pull_request
756422800,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2829,2021-01-27 16:41:31 UTC,756422801,756422802,756422803,756422804,756422805,cron
751680791,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2577,2020-12-27 15:11:39 UTC,751680792,751680793,751680794,751680795,751680796,cron
746275677,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2630,2020-11-27 15:42:11 UTC,746275679,746275680,746275681,746275683,746275684,cron
741837453,54a7b62ea7656cdb559fcc5fe8679b1f839eff50,806,master,failed,967,2020-11-06 09:24:37 UTC,741837454,741837455,741837456,741837457,741837458,pull_request
739318263,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2595,2020-10-27 16:08:45 UTC,739318264,739318265,739318268,739318269,739318270,cron
730710676,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2688,2020-09-27 15:09:00 UTC,730710679,730710681,730710682,730710686,730710688,cron
721729491,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,2557,2020-08-27 15:08:09 UTC,721729497,721729498,721729499,721729500,721729501,cron
712241821,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,1761,2020-07-27 15:07:22 UTC,712241824,712241825,712241826,712241827,712241828,cron
707560349,f3bd98f8fa43ed70fc229a2806c5c94dfd1fef62,,master,passed,1785,2020-07-13 09:18:14 UTC,707560350,707560351,707560352,707560353,707560354,push
707560335,440cf78e159d33e4e26ec0182188ea733cf7f9f1,797,master,errored,140,2020-07-13 09:17:13 UTC,707560336,707560337,707560338,707560339,707560340,pull_request
707559541,a03ad39a015c49f9e80096254c4c9c601ba8e3c9,796,master,errored,364,2020-07-13 09:15:40 UTC,707559542,707559543,707559544,707559545,707559546,pull_request
707559524,0d0ff0ff35c3db940cf600a6041a0522855fb95f,,dependabot/maven/bom-dependencies/spring.version-5.2.7.RELEASE_1,errored,217,2020-07-13 09:14:30 UTC,707559525,707559526,707559527,707559528,707559529,push
707559484,0f266923aa7d656563bf8fa899ec65493d27cc38,,v6.5.1,errored,259,2020-07-13 09:13:19 UTC,707559485,707559486,707559487,707559488,707559489,push
707559321,0f266923aa7d656563bf8fa899ec65493d27cc38,,master,errored,231,2020-07-13 09:12:08 UTC,707559322,707559323,707559324,707559325,707559326,push
707559278,a526a177ed00bb1916bfdbcb615886b906d09b80,795,master,errored,169,2020-07-13 09:11:12 UTC,707559279,707559280,707559281,707559282,707559283,pull_request
702676458,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,2534,2020-06-27 15:07:03 UTC,702676461,702676463,702676464,702676465,702676466,cron
691789725,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,2621,2020-05-27 15:06:41 UTC,691789726,691789727,691789728,691789729,691789730,cron
680150761,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,2489,2020-04-27 15:06:14 UTC,680150767,680150773,680150778,680150782,680150783,cron
667747809,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,2912,2020-03-27 15:05:22 UTC,667747811,667747814,667747815,667747816,667747817,cron
655834128,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,2599,2020-02-27 15:04:59 UTC,655834131,655834133,655834134,655834135,655834136,cron
644478482,79c45f0944150d2d94072875da7ad8e384d7eee0,785,master,failed,528,2020-01-31 18:08:40 UTC,644478483,644478484,644478485,644478486,644478487,pull_request
644478476,2fda4d7b74e83dfa2d7cd92f5f5c1799eddb268f,,dependabot/maven/plugins-parent/com.puppycrawl.tools-checkstyle-8.29,failed,612,2020-01-31 18:08:38 UTC,644478477,644478478,644478479,644478480,644478481,push
642419251,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,1815,2020-01-27 15:04:46 UTC,642419253,642419254,642419255,642419256,642419257,cron
632257132,9a60f6d47e9e4d1fe506871c96ee2e8b861a39a3,,master,passed,1747,2020-01-03 11:54:39 UTC,632257133,632257134,632257135,632257136,632257137,push
630028514,2114be16b09b70269d9e553c6272b629ec55dcaf,,master,passed,1743,2019-12-27 15:04:12 UTC,630028515,630028516,630028518,630028520,630028522,cron
626232066,2114be16b09b70269d9e553c6272b629ec55dcaf,,master,passed,1964,2019-12-17 14:54:33 UTC,626232067,626232068,626232069,626232070,626232071,push
626191771,1815f8d233e15d0ede1f49a6103e69e2402bb4c4,778,master,passed,1249,2019-12-17 13:38:07 UTC,626191772,626191773,626191774,626191775,626191776,pull_request
617764723,506403b3f3af92765f517d9cc0a88e4f27d2669b,,master,passed,2003,2019-11-27 15:03:44 UTC,617764724,617764725,617764726,617764727,617764728,cron
