build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755775631,82e53669b85664056e64299d65cf052a80e0d763,,master,failed,296,2021-01-23 02:10:58 UTC,755775632,755775633,push
755559661,cd70db99227f07de0d49164b910a1075be9f8665,,master,failed,288,2021-01-21 19:19:06 UTC,755559662,755559663,push
755559107,cd70db99227f07de0d49164b910a1075be9f8665,,v6.0.0-beta.2,failed,283,2021-01-21 19:12:21 UTC,755559108,755559109,push
755557158,cd70db99227f07de0d49164b910a1075be9f8665,,v6,failed,293,2021-01-21 17:37:56 UTC,755557159,755557160,push
755555938,b3a37b9b9ac603cfbb047190349e375d080c2ee1,,v6,failed,283,2021-01-21 17:31:26 UTC,755555939,755555940,push
755130172,e5ab838da3a289af08656e5a3a90a77d8ea778df,,master,failed,292,2021-01-21 19:09:58 UTC,755130173,755130174,push
754532106,e5ab838da3a289af08656e5a3a90a77d8ea778df,,v6,failed,292,2021-01-14 21:37:36 UTC,754532107,754532108,push
754002794,a87b447ace00e3cc7876270d036e99e8b2b06cae,126,v6,passed,343,2021-01-11 20:05:04 UTC,754002795,754002796,pull_request
753736099,b08e8602778f370088ed12ecbdcb6ef42ecad981,125,v6,passed,302,2021-01-09 23:23:08 UTC,753736100,753736101,pull_request
753735770,c99be7dbb81722b3548d4df71931ab4f140dfd02,,v6-go-modules,passed,302,2021-01-09 23:10:57 UTC,753735771,753735772,push
753731977,433ece5b7bce92aafb71205e8170bb732c5fc3f8,,v6-go-modules,passed,302,2021-01-09 22:31:08 UTC,753731978,753731979,push
753623535,e6bb8aa4b780f448c897b805f59813f8ed8423ab,,v6.0.0-beta.1,passed,367,2021-01-09 00:16:48 UTC,753623536,753623537,push
753240317,e6bb8aa4b780f448c897b805f59813f8ed8423ab,,v6,passed,334,2021-01-06 19:43:56 UTC,753240318,753240319,push
753236056,8a870336ee9ec04f3c7a51c19646041a36a84b48,,v6,passed,325,2021-01-06 19:14:38 UTC,753236057,753236058,push
753236024,b6a30802e233403ee8cb5ab2b8eeeb045f598661,,v6,passed,333,2021-01-06 19:14:12 UTC,753236025,753236026,push
