build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
750376780,f344b06d330ce2eec644f02879d399ce34f8450f,,master,passed,1565,2020-12-18 10:51:44 UTC,750376781,750376782,750376783,750376784,750376785,750376786,750376787,750376788,750376789,750376790,750376791,750376792,750376793,750376794,750376795,750376796,750376797,push
750368693,4470526b11eb79f58b3e9eb81ea05be8e6736bd4,903,master,passed,1566,2020-12-18 09:19:51 UTC,750368694,750368695,750368696,750368697,750368698,750368699,750368700,750368701,750368702,750368703,750368704,750368705,750368706,750368707,750368708,750368709,750368710,pull_request
750057719,db7e8c4926bab95b5c149b5a088c40b4b136786b,906,master,failed,1591,2020-12-16 17:59:02 UTC,750057720,750057721,750057722,750057723,750057724,750057725,750057726,750057727,750057728,750057729,750057730,750057731,750057732,750057733,750057734,750057735,750057736,pull_request
749983109,569490058ee26ddccb591e013abe3787ac0abfe7,903,master,passed,1576,2020-12-16 10:25:03 UTC,749983110,749983111,749983112,749983113,749983114,749983115,749983116,749983117,749983118,749983119,749983120,749983121,749983122,749983123,749983124,749983125,749983126,pull_request
749982726,86e78b93a86f37c6731c23bfd21f340c91954136,,master,passed,1545,2020-12-16 09:14:44 UTC,749982727,749982728,749982729,749982730,749982731,749982732,749982733,749982734,749982735,749982736,749982737,749982738,749982739,749982740,749982741,749982742,749982743,push
749718686,5cb5398905e5ed6bf071e3aca14b9e05aafc4026,,master,passed,1607,2020-12-15 01:13:05 UTC,749718687,749718688,749718689,749718690,749718691,749718692,749718693,749718694,749718695,749718696,749718697,749718698,749718699,749718700,749718701,749718702,749718703,cron
749663176,80aacf6c5c623b0cc3a7c8e10500a4a436031d1e,904,master,passed,1565,2020-12-14 21:31:30 UTC,749663177,749663178,749663179,749663180,749663181,749663182,749663183,749663184,749663185,749663186,749663187,749663188,749663189,749663190,749663191,749663192,749663193,pull_request
749633619,71847b01a94900acefc1a0bd30978e9482e51066,904,master,failed,1561,2020-12-14 16:19:09 UTC,749633620,749633621,749633622,749633623,749633624,749633625,749633626,749633627,749633628,749633629,749633630,749633631,749633632,749633633,749633634,749633635,749633636,pull_request
749587165,c55e778789682af29fc369e2296232a84632c87e,904,master,failed,1789,2020-12-14 11:25:26 UTC,749587166,749587167,749587168,749587169,749587170,749587171,749587172,749587173,749587175,749587176,749587177,749587178,749587179,749587180,749587182,749587183,749587185,pull_request
749152645,2e5e25df2680f1e346bca09390e1d4b3500197cc,904,master,passed,1536,2020-12-12 05:52:12 UTC,749152646,749152647,749152648,749152649,749152650,749152651,749152652,749152653,749152654,749152655,749152656,749152657,749152658,749152659,749152660,749152661,749152662,pull_request
749149058,9e61599f774a7e227608269cd7c7bb80d6c96aee,904,master,canceled,0,,749149059,749149060,749149061,749149062,749149063,749149064,749149065,749149066,749149067,749149068,749149069,749149070,749149071,749149072,749149073,749149074,749149075,pull_request
749139668,456c7a6389ad52e66020c37f40cfc586405358b3,904,master,canceled,0,,749139669,749139670,749139671,749139672,749139673,749139674,749139675,749139676,749139677,749139678,749139679,749139680,749139681,749139682,749139683,749139684,749139685,pull_request
749064112,2c7526e7767f148501a48733c41dab1696358ea8,904,master,canceled,0,,749064113,749064114,749064115,749064116,749064117,749064118,749064119,749064120,749064121,749064122,749064123,749064124,749064125,749064126,749064127,749064128,749064129,pull_request
749061158,1a97f1dc1b0c38faf1f8af567e0720ca3a176e09,904,master,canceled,0,,749061159,749061160,749061161,749061162,749061163,749061164,749061165,749061166,749061167,749061168,749061169,749061170,749061171,749061172,749061173,749061174,749061175,pull_request
749051987,c5315e33e692a70705e45be77a15dfe531117614,903,master,passed,1556,2020-12-11 22:53:20 UTC,749051988,749051989,749051990,749051991,749051992,749051993,749051994,749051995,749051996,749051997,749051998,749051999,749052000,749052001,749052002,749052003,749052004,pull_request
748234129,5cb5398905e5ed6bf071e3aca14b9e05aafc4026,,master,passed,1563,2020-12-08 00:11:21 UTC,748234132,748234136,748234138,748234140,748234141,748234142,748234143,748234144,748234145,748234146,748234147,748234148,748234149,748234150,748234151,748234152,748234153,cron
746863580,5cb5398905e5ed6bf071e3aca14b9e05aafc4026,,master,passed,1555,2020-12-01 00:38:27 UTC,746863582,746863584,746863586,746863587,746863588,746863589,746863590,746863591,746863592,746863593,746863594,746863595,746863596,746863597,746863598,746863599,746863600,cron
746216210,8f4b5ee02fdb5b2f82e0dc33b86b25f7b43983d3,899,master,passed,4655,2020-11-28 04:52:18 UTC,746216211,746216212,746216213,746216214,746216215,746216216,746216217,746216218,746216219,746216220,746216221,746216222,746216223,746216224,746216225,746216226,746216227,746216228,746216229,746216230,746216231,746216232,746216233,746216234,746216235,746216236,746216237,746216238,746216239,746216240,746216241,746216242,746216243,746216244,pull_request
745528833,5cb5398905e5ed6bf071e3aca14b9e05aafc4026,,master,passed,1523,2020-11-27 05:32:57 UTC,745528835,745528837,745528839,745528840,745528841,745528842,745528843,745528844,745528846,745528847,745528848,745528850,745528851,745528852,745528853,745528854,745528855,cron
744133890,5cb5398905e5ed6bf071e3aca14b9e05aafc4026,,master,passed,1585,2020-11-17 08:56:51 UTC,744133891,744133892,744133893,744133894,744133895,744133896,744133897,744133898,744133899,744133900,744133901,744133902,744133903,744133904,744133905,744133906,744133907,push
744067575,c2f379d103624b8eb0474524b6a656ea5870d0b9,,master,passed,1505,2020-11-17 04:27:36 UTC,744067581,744067585,744067587,744067588,744067589,744067590,744067591,744067592,744067593,744067594,744067595,744067596,744067597,744067598,744067599,744067600,744067601,cron
743999538,4ab7edfe765483d7a1e0cbe9663b090b402b1c74,887,master,passed,1589,2020-11-16 22:59:54 UTC,743999539,743999540,743999541,743999542,743999543,743999544,743999545,743999546,743999547,743999548,743999549,743999550,743999551,743999552,743999553,743999554,743999555,pull_request
743727845,c2f379d103624b8eb0474524b6a656ea5870d0b9,,master,passed,1552,2020-11-15 11:29:02 UTC,743727846,743727847,743727848,743727849,743727850,743727851,743727852,743727853,743727854,743727855,743727856,743727857,743727858,743727859,743727860,743727861,743727862,push
743646745,6c584d555c45a3ec415c15d71a60533f9f2780cb,882,master,passed,1533,2020-11-14 20:01:22 UTC,743646746,743646747,743646748,743646749,743646750,743646751,743646752,743646753,743646754,743646755,743646756,743646757,743646758,743646759,743646760,743646761,743646762,pull_request
743625942,29bed25680ba863524e467129b21ce6f45631499,,master,passed,1474,2020-11-14 17:23:06 UTC,743625943,743625944,743625945,743625946,743625947,743625948,743625949,743625950,743625951,743625952,743625953,743625954,743625955,743625956,743625957,743625958,743625959,push
743575445,e82e71603e327d82cddd3c68edf260d85ed37538,884,master,passed,1456,2020-11-14 10:54:44 UTC,743575446,743575447,743575448,743575449,743575450,743575451,743575452,743575453,743575454,743575455,743575456,743575457,743575458,743575459,743575460,743575461,743575462,pull_request
743409648,6dc1ca20b78569fdfdaa66bb53558e0ed818257c,,master,passed,1135,2020-11-13 14:24:52 UTC,743409649,743409650,743409651,743409652,743409653,743409654,743409655,743409656,743409657,743409658,743409659,743409660,743409661,743409662,push
743388275,8336b62309753cf32c47a79e14a16164ce5b570e,895,master,passed,1152,2020-11-13 12:50:45 UTC,743388276,743388277,743388278,743388279,743388280,743388281,743388282,743388283,743388284,743388285,743388286,743388287,743388288,743388289,pull_request
743379916,c1af46fb2b671d753f57076752ffc5e29eae830b,884,master,passed,1483,2020-11-13 11:13:15 UTC,743379917,743379918,743379919,743379920,743379921,743379922,743379923,743379924,743379925,743379926,743379927,743379928,743379929,743379930,743379931,743379932,743379933,pull_request
743141946,a3c085e60da809dfd3ec1e16e049899a6c8f6922,,master,passed,1148,2020-11-12 10:14:02 UTC,743141947,743141948,743141949,743141950,743141951,743141952,743141953,743141954,743141955,743141956,743141957,743141958,743141959,743141960,push
743008224,34c77cf45e10a4544122a33f77fa829464ab1d7f,896,master,passed,1168,2020-11-11 22:52:59 UTC,743008225,743008226,743008227,743008228,743008229,743008230,743008231,743008232,743008233,743008234,743008235,743008236,743008237,743008238,pull_request
742755417,892c69c8ace9caac6278b54e590d933c5fbccf5c,895,master,passed,1170,2020-11-10 18:22:24 UTC,742755418,742755419,742755420,742755423,742755425,742755426,742755427,742755428,742755429,742755430,742755431,742755432,742755433,742755434,pull_request
742581212,6f08e3bfa5e87fed0025ccea1f6befee5dc90bb2,,master,passed,1161,2020-11-10 00:19:27 UTC,742581213,742581214,742581215,742581216,742581217,742581218,742581219,742581220,742581221,742581222,742581223,742581224,742581225,742581226,cron
740996321,6f08e3bfa5e87fed0025ccea1f6befee5dc90bb2,,master,passed,1138,2020-11-03 06:14:54 UTC,740996323,740996324,740996325,740996326,740996327,740996328,740996329,740996330,740996331,740996332,740996333,740996334,740996335,740996337,cron
739131594,6f08e3bfa5e87fed0025ccea1f6befee5dc90bb2,,master,passed,1126,2020-10-27 02:35:13 UTC,739131595,739131596,739131597,739131598,739131599,739131600,739131601,739131602,739131603,739131604,739131605,739131606,739131607,739131608,cron
738604920,dd6e5a64f3ce8b9882a73f9e7b7eef946a09c774,884,master,passed,1479,2020-10-24 19:27:52 UTC,738604921,738604922,738604923,738604924,738604925,738604926,738604927,738604928,738604929,738604930,738604931,738604932,738604933,738604934,738604935,738604936,738604937,pull_request
738509201,a851b1e2e1333e05e96e77bcc9b5957467b3895f,894,master,errored,308,2020-10-24 08:43:23 UTC,738509202,738509203,738509204,738509205,738509206,738509207,738509208,738509209,738509210,738509211,738509212,738509213,738509214,738509215,pull_request
738388178,27411154e68203d11ab715443c3b684058d71cb1,884,master,failed,1256,2020-10-23 20:05:29 UTC,738388179,738388180,738388181,738388182,738388183,738388184,738388185,738388186,738388187,738388188,738388189,738388190,738388191,738388192,738388193,738388194,738388195,pull_request
738227712,8e0fce0f804b3b1697641102574d63b626c67a46,884,master,passed,1192,2020-10-23 07:26:32 UTC,738227713,738227714,738227715,738227716,738227717,738227718,738227719,738227720,738227721,738227722,738227723,738227724,738227725,738227726,738227727,pull_request
738227658,6f08e3bfa5e87fed0025ccea1f6befee5dc90bb2,,master,passed,1137,2020-10-23 06:51:51 UTC,738227659,738227660,738227661,738227662,738227663,738227664,738227665,738227666,738227667,738227668,738227669,738227670,738227671,738227672,push
738110310,496240beb47cc31088e70eedf0676f4902c695e4,893,master,passed,1168,2020-10-22 23:38:07 UTC,738110311,738110312,738110313,738110314,738110315,738110316,738110317,738110318,738110319,738110320,738110321,738110322,738110323,738110324,pull_request
738109544,5fa07e97ad38696b2432e080f57833be6ad3b009,881,master,passed,1161,2020-10-22 20:39:41 UTC,738109545,738109546,738109547,738109548,738109549,738109550,738109551,738109552,738109553,738109554,738109555,738109556,738109557,738109558,pull_request
738086311,5e3c619cd53fa5b23252ec1c1dc755c8164a375d,893,master,canceled,0,,738086312,738086313,738086314,738086315,738086316,738086317,738086318,738086319,738086320,738086321,738086322,738086323,738086324,738086325,pull_request
737427170,0a62a9767f31b42aff00ebbe62ff31ffed8fcad2,,master,passed,1153,2020-10-20 14:47:50 UTC,737427171,737427172,737427173,737427174,737427175,737427176,737427177,737427178,737427179,737427180,737427181,737427182,737427183,737427184,push
737413414,976c4488ddb983b8958ff3a6fdca21d96af6298f,891,master,passed,1168,2020-10-20 13:56:51 UTC,737413415,737413416,737413417,737413418,737413419,737413420,737413421,737413422,737413423,737413424,737413425,737413426,737413427,737413428,pull_request
737353640,02a872c20d641e6731d3df2095c30a620eb3d8a9,,1.3.3,passed,1138,2020-10-20 09:45:21 UTC,737353641,737353642,737353644,737353645,737353646,737353647,737353648,737353649,737353650,737353651,737353652,737353653,737353654,737353655,push
737305529,02a872c20d641e6731d3df2095c30a620eb3d8a9,,master,passed,1142,2020-10-20 05:40:35 UTC,737305530,737305531,737305532,737305533,737305534,737305535,737305536,737305537,737305538,737305539,737305540,737305541,737305542,737305543,push
737247016,708611259763df12377c72cbd56844ce0c778478,890,master,passed,1150,2020-10-19 23:42:33 UTC,737247017,737247018,737247019,737247020,737247021,737247022,737247023,737247024,737247025,737247026,737247027,737247028,737247029,737247030,pull_request
737241543,342a63488fee02c86b1b3e5f399ce00a4f6765d5,,master,passed,1142,2020-10-19 23:14:11 UTC,737241545,737241547,737241548,737241550,737241552,737241554,737241556,737241558,737241560,737241561,737241562,737241563,737241564,737241565,cron
737024094,342a63488fee02c86b1b3e5f399ce00a4f6765d5,,1.3.3,passed,1147,2020-10-19 10:21:00 UTC,737024095,737024096,737024097,737024098,737024099,737024100,737024101,737024102,737024103,737024104,737024105,737024106,737024107,737024108,push
736799295,1c4e68aa478f2622d746500ba374d89ef968e7bc,884,master,passed,1160,2020-10-18 12:16:18 UTC,736799296,736799297,736799298,736799299,736799300,736799301,736799302,736799303,736799304,736799305,736799306,736799307,736799308,736799309,736799310,pull_request
736799103,43f0d5f318e67417bc925fa48b2578dcad74f60c,881,master,passed,1143,2020-10-18 12:09:06 UTC,736799104,736799105,736799106,736799107,736799108,736799109,736799110,736799111,736799112,736799113,736799114,736799115,736799116,736799117,pull_request
736570173,2282cc6f71060538b116082418740abe3c7ae92f,880,master,passed,2495,2020-10-17 05:37:53 UTC,736570174,736570175,736570176,736570177,736570178,736570179,736570180,736570181,736570182,736570183,736570184,736570185,736570186,736570187,736570188,736570189,736570190,736570191,736570192,736570193,736570194,736570195,736570196,736570197,pull_request
736437930,342a63488fee02c86b1b3e5f399ce00a4f6765d5,,master,passed,1210,2020-10-16 17:55:17 UTC,736437931,736437932,736437933,736437934,736437935,736437936,736437937,736437938,736437939,736437940,736437941,736437942,736437943,736437944,push
