build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
723028976,91b89470706eee1eaf5a6d22059ea6d57c604de8,2708,maintenance_1.2.x,errored,6668,2020-09-01 09:59:42 UTC,723028977,723028978,723028979,723028980,723028981,723028982,723028983,723028984,723028985,723028986,723028987,pull_request
