build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
757673432,323580b4f814e64006b4f90ecfd4ed4b82a21a24,,alex-fix-ci,errored,150,2021-02-05 10:07:17 UTC,757673433,757673434,757673435,757673436,757673437,757673438,757673439,757673440,757673441,757673442,757673443,757673444,757673445,757673446,push
756582773,406dfd31f5d5b52ba03b6f8dbcbda2f7db232feb,412,master,failed,217,2021-01-29 15:33:44 UTC,756582774,756582775,756582776,756582777,756582778,756582779,756582780,756582781,756582782,756582783,756582784,756582785,756582786,756582787,pull_request
756581960,0e7fbe93db497fe9cb3018d2848dea21eca379af,,tapio-codeql-analysis,failed,218,2021-01-29 15:31:19 UTC,756581961,756581962,756581963,756581964,756581965,756581966,756581967,756581968,756581969,756581970,756581971,756581972,756581973,756581974,push
756250415,78ab25a7140e23d1a8b7f3462321f30f657d6c80,411,master,failed,206,2021-01-26 14:34:29 UTC,756250416,756250417,756250418,756250419,756250420,756250421,756250422,756250423,756250424,756250425,756250426,756250427,756250428,756250429,pull_request
756250335,50415304145f57d6d2456e0beceecb79f47078fc,,tapio-security.md,failed,216,2021-01-26 14:34:03 UTC,756250336,756250337,756250338,756250339,756250340,756250341,756250342,756250343,756250344,756250345,756250346,756250347,756250348,756250349,push
756060312,d0c928b930cd0c4591bba2cb912743d999c32f0b,,master,failed,207,2021-01-25 09:20:01 UTC,756060313,756060314,756060315,756060316,756060317,756060318,756060319,756060320,756060321,756060322,756060323,756060324,756060325,756060326,push
756059488,3e08f4a0c66c9feb8328b35e61ae651b56be0591,408,master,errored,59,2021-01-25 09:02:23 UTC,756059489,756059490,756059491,756059492,756059493,756059494,756059495,756059496,756059497,756059498,756059499,756059500,756059501,756059502,pull_request
756059467,7e944299494d94e6e593358cbc9c5109bd3ff02d,,rominf-deb,errored,61,2021-01-25 09:02:21 UTC,756059468,756059469,756059470,756059471,756059472,756059473,756059474,756059475,756059476,756059477,756059478,756059479,756059480,756059481,push
755666438,f159355aa536e5423941463653a6257fd2ef83b5,,master,failed,216,2021-01-23 06:44:33 UTC,755666439,755666440,755666441,755666442,755666443,755666444,755666445,755666446,755666447,755666448,755666449,755666450,755666451,755666452,push
755543420,fdbc7fcc89913981db74042a4ff9ec1632565b0c,407,master,errored,62,2021-01-22 22:08:36 UTC,755543421,755543422,755543423,755543424,755543425,755543426,755543427,755543428,755543429,755543430,755543431,755543432,755543433,755543434,pull_request
755542749,a482bd60e612126ee5aba826104256a9ea9e1920,,pavdmyt/reduce-azure-http-logging,errored,57,2021-01-22 21:47:10 UTC,755542750,755542751,755542752,755542753,755542754,755542755,755542756,755542757,755542758,755542759,755542760,755542761,755542762,755542763,push
755106414,9af30199bde93e2e1ac21114b7edda3c13dc8731,406,master,passed,2697,2021-01-19 02:49:17 UTC,755106415,755106416,755106417,755106418,755106419,755106420,755106421,755106422,755106423,755106424,755106425,755106426,755106427,755106428,pull_request
754374684,05ccec1090189ec41635e817f0ef0cc85c3f4c5d,406,master,passed,2764,2021-01-13 23:53:14 UTC,754374685,754374686,754374687,754374688,754374689,754374690,754374691,754374692,754374693,754374694,754374695,754374696,754374697,754374698,pull_request
754282579,736c3a558c6d5cbc60c55c4f59d2b02d154c3516,,2.2.0,errored,1980,2021-01-13 13:19:09 UTC,754282580,754282581,754282582,754282583,754282584,754282585,754282586,754282587,754282588,754282589,754282590,754282591,754282592,754282593,push
753066070,8a83960ea9ee99fbe2bffa8753e7b7356f7c4417,,master,passed,2718,2021-01-05 21:08:09 UTC,753066071,753066072,753066073,753066074,753066075,753066076,753066077,753066078,753066079,753066080,753066081,753066082,753066083,753066084,push
752987997,a4f463e7981ceea590c4142bce17314a9e93bea8,404,master,passed,2833,2021-01-05 15:54:04 UTC,752987998,752988000,752988003,752988004,752988005,752988006,752988007,752988008,752988009,752988010,752988011,752988012,752988013,752988014,pull_request
752086070,736c3a558c6d5cbc60c55c4f59d2b02d154c3516,,2.2.0,passed,2702,2020-12-30 06:20:38 UTC,752086071,752086072,752086073,752086074,752086075,752086076,752086077,752086078,752086079,752086080,752086081,752086082,752086083,752086084,push
752025055,736c3a558c6d5cbc60c55c4f59d2b02d154c3516,,master,passed,2712,2020-12-29 20:20:29 UTC,752025056,752025057,752025058,752025059,752025060,752025061,752025062,752025063,752025064,752025065,752025066,752025067,752025068,752025069,push
752015525,73c1e2d5a82c6670d1c300a04d1d7b75e0c6f7e1,401,master,passed,2733,2020-12-29 19:02:00 UTC,752015526,752015527,752015528,752015529,752015530,752015531,752015532,752015533,752015534,752015535,752015536,752015537,752015538,752015539,pull_request
752015499,e05a1fca5507a3351d94cf4a3f8c7f9180577b98,,alex/azure_sdk,passed,2831,2020-12-29 19:01:47 UTC,752015500,752015501,752015502,752015503,752015504,752015505,752015506,752015507,752015508,752015509,752015510,752015511,752015512,752015513,push
751191065,ea5d43a97afe9d8b2af4cf84f9cd2da96e0ac8e9,401,master,passed,2716,2020-12-23 13:09:57 UTC,751191066,751191067,751191068,751191069,751191070,751191071,751191072,751191073,751191074,751191075,751191076,751191077,751191078,751191079,pull_request
751191044,8d92bf23a7f21826825a72f95b6b85a10c7410dd,,alex/azure_sdk,passed,2688,2020-12-23 13:09:55 UTC,751191045,751191047,751191049,751191050,751191051,751191052,751191053,751191054,751191055,751191056,751191057,751191058,751191059,751191060,push
750530083,76f0374a9d52088b75e04107345e0e774981525b,401,master,passed,2732,2020-12-19 08:32:14 UTC,750530085,750530087,750530088,750530089,750530090,750530091,750530092,750530093,750530094,750530095,750530096,750530097,750530098,750530099,pull_request
750530068,c1b2f1fe050ffb378cf19fdf4ead75b73a14767b,,alex/azure_sdk,passed,2694,2020-12-19 08:32:12 UTC,750530069,750530070,750530071,750530072,750530073,750530074,750530075,750530076,750530077,750530078,750530079,750530080,750530081,750530082,push
750416095,f64a8d92e27792b1f607987b94f6a769c17ecfc4,401,master,failed,215,2020-12-18 16:02:07 UTC,750416096,750416097,750416098,750416099,750416100,750416101,750416102,750416103,750416104,750416105,750416106,750416107,750416108,750416109,pull_request
750416069,56b35f1df7793a0a8d1f3ce9a0e38190ef9af2b3,,alex/azure_sdk,failed,224,2020-12-18 16:02:08 UTC,750416070,750416071,750416072,750416073,750416074,750416075,750416076,750416077,750416078,750416079,750416080,750416081,750416082,750416083,push
750178352,391edad4ab19725c66dba8d71beb2e276bd80223,401,master,failed,209,2020-12-17 08:25:09 UTC,750178353,750178354,750178355,750178356,750178357,750178358,750178359,750178360,750178361,750178362,750178363,750178364,750178365,750178366,pull_request
750178337,8b7de01020ab9852c07cca24375f10993c6537bb,,alex/azure_sdk,failed,215,2020-12-17 08:25:04 UTC,750178338,750178339,750178340,750178341,750178342,750178343,750178344,750178345,750178346,750178347,750178348,750178349,750178350,750178351,push
750177823,505a33329bd0e0cc7e5de562af31b6bc475114cf,401,master,canceled,0,,750177824,750177825,750177826,750177827,750177828,750177829,750177830,750177831,750177832,750177833,750177834,750177835,750177836,750177837,pull_request
750177804,7dfcff44696bc794d7b80b446f0e6ce056dea150,,alex/azure_sdk,canceled,-417,2020-12-17 08:25:08 UTC,750177805,750177806,750177807,750177808,750177809,750177810,750177811,750177812,750177813,750177814,750177815,750177816,750177817,750177818,push
750071690,dbf4ddbe446232dd151f3b497e332e3acc4e1afa,401,master,failed,224,2020-12-16 20:37:27 UTC,750071691,750071692,750071693,750071694,750071695,750071696,750071697,750071698,750071699,750071700,750071701,750071702,750071703,750071704,pull_request
750071675,94ad62e0d8bef2583bf311680895a26cd7556bfa,,alex/azure_sdk,failed,217,2020-12-16 20:31:44 UTC,750071676,750071677,750071678,750071679,750071680,750071681,750071682,750071683,750071684,750071685,750071686,750071687,750071688,750071689,push
750000899,f6efba2ae54e6705d67597f176d6e664fa53f48c,401,master,failed,205,2020-12-16 11:42:34 UTC,750000900,750000901,750000902,750000903,750000904,750000905,750000906,750000907,750000908,750000909,750000910,750000911,750000912,750000913,pull_request
750000882,73227021acf61a56428a95ecd3574776d2b77f29,,alex/azure_sdk,started,,2020-12-16 11:42:25 UTC,750000883,750000884,750000885,750000886,750000887,750000888,750000889,750000890,750000891,750000892,750000893,750000894,750000895,750000896,push
749800665,fc6f4605dfb3272481ab4e7aa4a8d3749ef75283,401,master,failed,220,2020-12-15 12:13:07 UTC,749800666,749800667,749800668,749800669,749800670,749800671,749800672,749800673,749800674,749800675,749800676,749800677,749800678,749800679,pull_request
749800648,9a5b84a2b5cb359131b6487820c1906a37790063,,alex/azure_sdk,failed,218,2020-12-15 12:13:12 UTC,749800649,749800650,749800651,749800652,749800653,749800654,749800655,749800656,749800657,749800658,749800659,749800660,749800661,749800662,push
749638518,ad69c3f996950d35b890c9cc1e98336da72b1e78,,master,passed,2753,2020-12-14 16:44:14 UTC,749638519,749638520,749638521,749638522,749638523,749638524,749638525,749638526,749638527,749638528,749638529,749638530,749638531,749638532,push
749630745,749d99a823d86b4ffbb18ac576b5e4abacc453f5,,master,canceled,-2976,2020-12-14 16:44:14 UTC,749630746,749630747,749630748,749630749,749630750,749630751,749630752,749630753,749630754,749630755,749630756,749630757,749630758,749630759,push
749585475,388a0a2db9a7f1f66c620540330441949d66f340,403,master,passed,2735,2020-12-14 11:12:55 UTC,749585476,749585477,749585478,749585479,749585480,749585481,749585482,749585483,749585484,749585485,749585486,749585487,749585488,749585489,pull_request
749585215,7d1eaebfe6f3a017e2fc562842d82b72b148a971,,tapio-fix-missing-raise,passed,2751,2020-12-14 11:11:23 UTC,749585216,749585217,749585218,749585219,749585220,749585221,749585222,749585223,749585224,749585225,749585226,749585227,749585228,749585229,push
749243955,a0b9150e0874ed8bcb58320fbcfa1d8b0e6dcfb3,401,master,failed,206,2020-12-12 11:34:44 UTC,749243956,749243957,749243958,749243959,749243960,749243961,749243962,749243963,749243964,749243965,749243966,749243967,749243968,749243969,pull_request
749243936,0852f78e81528896aea305c95da4868da41755dd,,alex/azure_sdk,failed,213,2020-12-12 11:34:42 UTC,749243937,749243938,749243939,749243940,749243941,749243942,749243943,749243944,749243945,749243946,749243947,749243948,749243949,749243950,push
748849979,49159c7fcec29d5d21cb902c585f4910bfb9425c,401,master,failed,221,2020-12-10 21:46:34 UTC,748849980,748849981,748849982,748849983,748849984,748849985,748849986,748849987,748849988,748849989,748849990,748849991,748849992,748849993,pull_request
748849960,9b274296ac00be6c05c7139d13f2652e864ee8c1,,alex/azure_sdk,failed,211,2020-12-10 21:46:31 UTC,748849961,748849962,748849963,748849964,748849965,748849966,748849967,748849968,748849969,748849970,748849971,748849972,748849973,748849974,push
748792735,e4513e9f268acba743da77f90660893dc0c80a2f,401,master,failed,221,2020-12-10 17:20:55 UTC,748792743,748792750,748792758,748792762,748792766,748792770,748792774,748792777,748792778,748792781,748792783,748792789,748792792,748792796,pull_request
748792432,6f1f59e430d508c4c088e9fa5b0d08c7a8607aa1,,alex/azure_sdk,failed,213,2020-12-10 17:19:15 UTC,748792442,748792445,748792450,748792451,748792452,748792453,748792454,748792455,748792457,748792458,748792460,748792461,748792462,748792464,push
748780348,7e7efc45b0e76b4ceb551608d5cfb75016a467a5,401,master,canceled,0,,748780349,748780350,748780351,748780352,748780353,748780354,748780355,748780356,748780357,748780358,748780359,748780360,748780361,748780362,pull_request
748780242,c2f6c2443c045e67c4c28fcbd0cb1e1220aa0bfd,,alex/azure_sdk,canceled,0,,748780243,748780244,748780245,748780246,748780247,748780248,748780249,748780250,748780251,748780252,748780253,748780254,748780255,748780256,push
748772999,86ad55c8b9c759005d11de1f3de680969ede86f5,401,master,canceled,0,,748773000,748773001,748773002,748773003,748773004,748773005,748773006,748773007,748773008,748773009,748773010,748773011,748773012,748773013,pull_request
748772976,bb0ffca0b942dcc958180567397798c0693f7b09,,alex/azure_sdk,canceled,0,,748772977,748772978,748772979,748772980,748772981,748772982,748772983,748772984,748772985,748772986,748772987,748772988,748772989,748772990,push
748768091,f28a907d1b6b3b0404c41e6defc0f60a4784d0ba,401,master,canceled,0,,748768092,748768093,748768094,748768095,748768096,748768098,748768099,748768100,748768101,748768103,748768106,748768107,748768108,748768109,pull_request
748768076,08c17cd66c6c2e17a9618cf595e39a01279e1fc4,,alex/azure_sdk,canceled,0,,748768077,748768078,748768079,748768080,748768081,748768082,748768083,748768084,748768085,748768086,748768087,748768088,748768089,748768090,push
748760505,76142804316f24c36206ced2ff2cbafe57e7f861,401,master,failed,212,2020-12-10 14:17:16 UTC,748760506,748760507,748760508,748760509,748760510,748760511,748760512,748760513,748760514,748760515,748760516,748760517,748760518,748760519,pull_request
748760477,a838b474f869ceeab245ea0dbb0023eaa2ff77b1,,alex/azure_sdk,failed,223,2020-12-10 14:17:15 UTC,748760478,748760479,748760480,748760481,748760482,748760483,748760484,748760485,748760486,748760487,748760488,748760489,748760490,748760491,push
748713007,055f553a7cef9233d331710bf857c300c8f69db9,402,master,failed,2760,2020-12-10 08:30:38 UTC,748713009,748713011,748713015,748713017,748713018,748713019,748713020,748713021,748713022,748713023,748713024,748713025,748713026,748713027,pull_request
748712986,8c2a8fa261d7e0b5ceed1318f59de17c5b5476ee,,sum12-log-missing-backup-minute,errored,3344,2020-12-10 08:29:46 UTC,748712987,748712988,748712989,748712990,748712991,748712992,748712993,748712994,748712995,748712996,748712997,748712998,748712999,748713000,push
748712561,3fe5d2850cb302f1ed08d58d159d6b0386f19a41,401,master,failed,221,2020-12-10 08:01:08 UTC,748712562,748712563,748712564,748712565,748712566,748712567,748712568,748712569,748712570,748712571,748712572,748712573,748712574,748712575,pull_request
748712544,77c85eaf2c267b1e54234c31f423c040a5c19edf,,alex/azure_sdk,failed,232,2020-12-10 08:01:06 UTC,748712545,748712546,748712547,748712548,748712549,748712550,748712551,748712552,748712553,748712554,748712555,748712556,748712557,748712558,push
747597586,df1f0d9822258ef7094d769892e2097ea6a0f1ee,402,master,passed,2778,2020-12-04 10:46:53 UTC,747597587,747597588,747597589,747597590,747597591,747597592,747597593,747597594,747597595,747597596,747597597,747597598,747597599,747597600,pull_request
747597420,1989f9b4fd09dab4567a452ad556f55658768303,,sum12-log-missing-backup-minute,passed,2734,2020-12-04 10:45:25 UTC,747597421,747597422,747597423,747597424,747597425,747597426,747597427,747597428,747597429,747597430,747597431,747597432,747597433,747597434,push
747597307,323fdb37631c28f080bc966829e9078042b5d0a2,,sum12-log-missing-backup-minute,canceled,-2722,2020-12-04 10:45:15 UTC,747597308,747597309,747597310,747597311,747597312,747597313,747597314,747597315,747597316,747597317,747597318,747597319,747597320,747597321,push
746994570,e31a3b96ecf6b0e57294c9f41395ac6126fc2693,401,master,failed,241,2020-12-01 22:42:40 UTC,746994571,746994572,746994573,746994574,746994575,746994576,746994577,746994578,746994579,746994580,746994581,746994582,746994583,746994584,pull_request
746994555,062fb06a9f6c0d77dd4f5db7178545a6c7c9774c,,alex/azure_sdk,failed,229,2020-12-01 22:36:29 UTC,746994556,746994557,746994558,746994559,746994560,746994561,746994562,746994563,746994564,746994565,746994566,746994567,746994568,746994569,push
746970015,b3952cefd2305f87e64e41c7dccb603f069dba6a,401,master,failed,227,2020-12-01 13:37:20 UTC,746970016,746970017,746970019,746970020,746970021,746970022,746970023,746970024,746970025,746970027,746970028,746970029,746970030,746970032,pull_request
746969987,eafd631ec44ae79730095ad228d11c4ee99d6e69,,alex/azure_sdk,failed,232,2020-12-01 13:37:21 UTC,746969988,746969989,746969990,746969991,746969992,746969993,746969994,746969995,746969996,746969997,746969998,746969999,746970000,746970001,push
746238753,d163eb9d5079408965f9ef10664205b3a33a58f9,,master,passed,2767,2020-11-27 11:03:00 UTC,746238754,746238755,746238756,746238757,746238758,746238759,746238760,746238761,746238762,746238763,746238764,746238765,746238766,746238767,push
745414698,b4208b41f2285b54ce19bdcfe8965f3998b38968,401,master,failed,221,2020-11-23 17:55:54 UTC,745414699,745414700,745414701,745414702,745414703,745414704,745414705,745414706,745414707,745414708,745414709,745414710,745414711,745414712,pull_request
745414675,c9615c2c9911d72f95c16639e5636604d139a6e7,,alex/azure_sdk,failed,218,2020-11-23 17:43:12 UTC,745414676,745414677,745414678,745414679,745414680,745414681,745414682,745414683,745414684,745414685,745414686,745414687,745414688,745414689,push
745356895,eef0e8d92b36e2fc9524ed23df07784b8d279d88,401,master,failed,206,2020-11-23 08:05:21 UTC,745356896,745356897,745356898,745356899,745356900,745356901,745356902,745356903,745356904,745356905,745356906,745356907,745356908,745356909,pull_request
745356878,1324fa458980a0e4594d3128d733af4b6357bf2f,,alex/azure_sdk,failed,215,2020-11-23 08:05:28 UTC,745356879,745356880,745356881,745356882,745356884,745356886,745356887,745356888,745356889,745356890,745356891,745356892,745356893,745356894,push
745355257,eebb8c39f634d78ce19d0b253a62011a5a61aeee,401,master,failed,214,2020-11-23 07:49:44 UTC,745355258,745355259,745355260,745355261,745355262,745355263,745355264,745355265,745355266,745355267,745355268,745355269,745355270,745355271,pull_request
745355149,ec22afc427d05bae1c17c4d3daf480278075d210,,alex/azure_sdk,failed,207,2020-11-23 07:49:07 UTC,745355150,745355151,745355152,745355153,745355154,745355155,745355156,745355157,745355158,745355159,745355160,745355161,745355162,745355163,push
745354971,21e475336bef36a9eba026189220fc3bc6bd74c2,,alex/azure_sdk,canceled,-442,2020-11-23 07:49:08 UTC,745354972,745354973,745354974,745354975,745354976,745354977,745354978,745354979,745354980,745354981,745354982,745354983,745354984,745354985,push
742883033,21e475336bef36a9eba026189220fc3bc6bd74c2,,master,passed,2802,2020-11-11 07:03:41 UTC,742883034,742883035,742883036,742883037,742883038,742883039,742883040,742883041,742883042,742883043,742883044,742883045,742883046,742883047,push
742854404,040162efa05e0111000c480f0fb7a8ceae43ce98,400,master,passed,2773,2020-11-11 03:16:54 UTC,742854405,742854406,742854407,742854408,742854409,742854410,742854411,742854412,742854413,742854414,742854415,742854416,742854417,742854418,pull_request
742718572,4ab95de22e6e1109293feff1816112fe66a8e7e1,399,master,passed,2844,2020-11-10 17:53:34 UTC,742718573,742718574,742718575,742718576,742718577,742718578,742718579,742718580,742718581,742718582,742718583,742718584,742718585,742718586,pull_request
742718537,5089e05f5f4ae7c68ae336f13ae8ed45bf605c00,,mst-azure-cares-about-tell,passed,2789,2020-11-10 17:37:15 UTC,742718538,742718539,742718540,742718541,742718542,742718543,742718544,742718545,742718546,742718547,742718548,742718549,742718550,742718552,push
742715239,0dd4dcbc90a31d22b83cdb1c18531635abad28e9,399,master,canceled,0,,742715240,742715241,742715242,742715243,742715244,742715245,742715246,742715247,742715248,742715249,742715250,742715251,742715252,742715253,pull_request
742715211,c91ba0e9bce2de63cdb19cb5b32276e0fda4db82,,mst-azure-cares-about-tell,canceled,0,,742715212,742715217,742715218,742715219,742715220,742715221,742715222,742715223,742715224,742715225,742715226,742715227,742715228,742715229,push
