build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761538409,cb0962f153662fbaf90553aa96d9931a3e09c210,,master,passed,2734,2021-03-05 05:18:14 UTC,761538410,761538411,761538412,761538413,761538414,761538415,761538416,761538417,761538418,761538419,761538420,761538421,761538422,761538423,push
761505209,d80137baa31d1e897391787dffd91d310853f6a9,416,master,passed,3163,2021-03-04 22:44:59 UTC,761505210,761505211,761505212,761505213,761505214,761505215,761505216,761505217,761505218,761505219,761505220,761505221,761505222,761505223,pull_request
761480647,e4bf1e20987d3c48141dcb735401fd130b32d4e5,416,master,failed,207,2021-03-04 18:58:50 UTC,761480648,761480649,761480650,761480651,761480652,761480653,761480654,761480655,761480656,761480657,761480658,761480659,761480660,761480661,pull_request
761438262,1fc6a06f5f468e2f218c08cdd9f00b4f39c7ade8,416,master,failed,206,2021-03-04 13:40:54 UTC,761438263,761438264,761438265,761438266,761438267,761438268,761438269,761438270,761438271,761438272,761438273,761438274,761438275,761438276,pull_request
761120929,16ce2a2e8b77359f0bb75d073c7294e61cb56c8c,,master,passed,2688,2021-03-02 13:00:39 UTC,761120930,761120931,761120932,761120933,761120934,761120935,761120936,761120937,761120938,761120939,761120940,761120941,761120942,761120943,push
761117233,3a47ece33635c9d96e02734351d614eb9f66167f,412,master,passed,2688,2021-03-02 12:57:57 UTC,761117234,761117235,761117236,761117237,761117238,761117239,761117240,761117241,761117242,761117243,761117244,761117245,761117246,761117247,pull_request
761117214,9e798557ca34741f3155321f717c650b4a5623ec,,tapio-codeql-analysis,errored,3307,2021-03-02 12:17:28 UTC,761117215,761117216,761117217,761117218,761117219,761117220,761117221,761117222,761117223,761117224,761117225,761117226,761117227,761117228,push
761117175,ec6aebd55b0c2dbc96c3644fd3b83918e9e099a1,411,master,passed,2706,2021-03-02 12:14:55 UTC,761117176,761117177,761117178,761117179,761117180,761117181,761117182,761117183,761117184,761117185,761117186,761117187,761117188,761117189,pull_request
761117156,249a0780fed6845be2d04d3ccb971fcfda1ec819,,tapio-security.md,passed,2699,2021-03-02 12:14:56 UTC,761117157,761117158,761117159,761117160,761117161,761117162,761117163,761117164,761117165,761117166,761117167,761117168,761117169,761117170,push
761109275,3e50cbb7ef0d06c96e57e8702acb4bd3e17aaee2,,2.1.1,passed,2697,2021-03-02 10:57:04 UTC,761109276,761109277,761109278,761109279,761109280,761109281,761109282,761109283,761109284,761109285,761109286,761109287,761109288,761109289,push
761104849,3e50cbb7ef0d06c96e57e8702acb4bd3e17aaee2,,2.1.1,passed,2674,2021-03-02 10:24:10 UTC,761104850,761104851,761104852,761104853,761104854,761104855,761104856,761104857,761104858,761104859,761104860,761104861,761104862,761104863,push
761104193,3e50cbb7ef0d06c96e57e8702acb4bd3e17aaee2,,master,passed,2708,2021-03-02 10:08:08 UTC,761104194,761104195,761104196,761104197,761104198,761104199,761104200,761104201,761104202,761104203,761104204,761104205,761104206,761104207,push
761101503,c499516cb39190129108255b20d6a0d139abb613,415,master,passed,2684,2021-03-02 09:36:17 UTC,761101504,761101505,761101506,761101507,761101508,761101509,761101510,761101511,761101512,761101513,761101514,761101515,761101516,761101517,pull_request
761101477,1e8153985432258d73fa15c4da2d4aeeb92edb16,,tapio-bump-pghoard-2.1.1,passed,2688,2021-03-02 09:36:17 UTC,761101478,761101479,761101480,761101481,761101482,761101483,761101484,761101485,761101486,761101487,761101488,761101489,761101490,761101491,push
761100903,de4120258023c5eff6c9f9c1cf4c1651b6952116,415,master,failed,203,2021-03-02 09:29:48 UTC,761100904,761100905,761100906,761100907,761100908,761100909,761100910,761100911,761100912,761100913,761100914,761100915,761100916,761100917,pull_request
761100886,ea112e6cc8513e091496db9cd90865e80247af66,,tapio-bump-pghoard-2.1.1,failed,216,2021-03-02 09:29:50 UTC,761100887,761100888,761100889,761100890,761100891,761100892,761100893,761100894,761100895,761100896,761100897,761100898,761100899,761100900,push
761097929,d7973ab6c1d42b68c15a1143d7981efceec201f5,415,master,failed,197,2021-03-02 09:01:11 UTC,761097930,761097931,761097932,761097933,761097934,761097935,761097936,761097937,761097938,761097939,761097940,761097941,761097942,761097943,pull_request
761097649,548f614e4710cb0d92322e0bba9b8885846fa5cf,,tapio-bump-pghoard-2.1.1,failed,209,2021-03-02 08:58:08 UTC,761097650,761097651,761097652,761097653,761097654,761097655,761097656,761097657,761097658,761097659,761097660,761097661,761097662,761097663,push
761096727,ce4c5b3c49675a5895fcaf79f92e278f23e6edbe,,2.1.1,failed,205,2021-03-02 08:48:04 UTC,761096728,761096729,761096730,761096731,761096732,761096733,761096734,761096735,761096736,761096737,761096738,761096739,761096740,761096741,push
761095863,ce4c5b3c49675a5895fcaf79f92e278f23e6edbe,,master,failed,209,2021-03-02 08:39:40 UTC,761095864,761095865,761095866,761095867,761095868,761095869,761095870,761095871,761095872,761095873,761095874,761095875,761095876,761095877,push
758678621,80257e720e7f3ef427d7a3a34cb46dc027e5248e,,alex-delta-backups,failed,206,2021-02-12 12:13:54 UTC,758678622,758678623,758678624,758678625,758678626,758678627,758678628,758678629,758678630,758678631,758678632,758678633,758678634,758678635,push
758656194,43b426933591f285310ae72e0ab868c656fd4350,,alex-delta-backups,failed,206,2021-02-12 08:39:06 UTC,758656195,758656196,758656197,758656198,758656199,758656200,758656201,758656202,758656203,758656204,758656205,758656206,758656207,758656208,push
758552965,a34df582b9e0cc7a6675d3f17c3d02861f2536a3,,alex-delta-backups,failed,203,2021-02-11 17:12:22 UTC,758552966,758552967,758552968,758552969,758552970,758552971,758552972,758552973,758552974,758552975,758552976,758552977,758552978,758552979,push
758550108,76c4c5bacf8060638fa4f376402e278a4dca9351,,alex-delta-backups,canceled,-5397,2021-02-11 17:12:21 UTC,758550109,758550110,758550111,758550112,758550113,758550114,758550115,758550116,758550117,758550118,758550119,758550120,758550121,758550122,push
758373775,4fd9a071973dafdfe4996ea2b622ab604e24d5d4,,master,passed,2679,2021-02-10 13:55:04 UTC,758373776,758373777,758373778,758373779,758373780,758373781,758373782,758373783,758373784,758373785,758373786,758373787,758373788,758373789,push
758076742,ea6838682582d0cdacb7ca40e673e3b0bffa59b8,414,master,passed,2749,2021-02-09 03:35:13 UTC,758076743,758076744,758076745,758076746,758076747,758076748,758076749,758076750,758076751,758076752,758076753,758076754,758076755,758076756,pull_request
758076727,7d6dabf708fe0f07dcd99520f2874b4b4e29c930,,teakay-fix-neg-tz-offsets,passed,2747,2021-02-09 03:31:48 UTC,758076728,758076729,758076730,758076731,758076732,758076733,758076734,758076735,758076736,758076737,758076738,758076739,758076740,758076741,push
758075326,f02eb4ff1d9d2baa77ce9ecf9e32589eb50344fb,414,master,canceled,0,,758075327,758075328,758075329,758075330,758075331,758075332,758075333,758075334,758075335,758075336,758075337,758075338,758075339,758075340,pull_request
758073900,9f19de7e9f3657efd4a567372f34586f8366c3e8,,teakay-fix-neg-tz-offsets,failed,210,2021-02-08 15:26:01 UTC,758073901,758073902,758073903,758073904,758073905,758073906,758073907,758073908,758073909,758073910,758073911,758073912,758073913,758073914,push
757686970,783b7a24073ec625c1c90e7d7646aa393559c0e0,,master,passed,2743,2021-02-05 12:35:08 UTC,757686971,757686972,757686973,757686974,757686975,757686976,757686977,757686978,757686979,757686980,757686981,757686982,757686983,757686984,push
757676200,df91e2c2b2359522c8470cfb518fdc895ac73206,413,master,passed,2709,2021-02-05 10:38:29 UTC,757676201,757676202,757676203,757676204,757676205,757676206,757676207,757676208,757676209,757676210,757676211,757676212,757676213,757676214,pull_request
757676183,dcb2d0503a4fab04a82da24a51935c8565de0fe7,,alex-fix-ci,passed,2712,2021-02-05 10:37:51 UTC,757676184,757676185,757676186,757676187,757676188,757676189,757676190,757676191,757676192,757676193,757676194,757676195,757676196,757676197,push
757675355,4a2cc4717a214073982aa4fa6ab8636134df8880,413,master,canceled,0,,757675356,757675357,757675358,757675359,757675360,757675361,757675362,757675363,757675364,757675365,757675366,757675367,757675368,757675369,pull_request
757675340,30eed2e8d3418d42e01244e856a0c46466bf4dff,,alex-fix-ci,failed,211,2021-02-05 10:27:44 UTC,757675341,757675342,757675343,757675344,757675345,757675346,757675347,757675348,757675349,757675350,757675351,757675352,757675353,757675354,push
757674814,0769e8d6cd07b69a134a155b955a63ce6949627e,413,master,canceled,-496,2021-02-05 10:27:54 UTC,757674815,757674816,757674817,757674818,757674819,757674820,757674821,757674822,757674823,757674824,757674825,757674826,757674827,757674828,pull_request
757674786,e48bdb9c9fa0df5688b0253e988fdfe792f38238,,alex-fix-ci,canceled,-487,2021-02-05 10:27:43 UTC,757674787,757674788,757674789,757674790,757674791,757674792,757674793,757674794,757674795,757674796,757674797,757674798,757674799,757674800,push
757673492,b80374c10b8939b4904ef8373b8c7f6268b377f6,413,master,errored,152,2021-02-05 10:07:51 UTC,757673493,757673494,757673495,757673496,757673497,757673498,757673499,757673500,757673501,757673502,757673503,757673504,757673505,757673506,pull_request
