build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
277043469,4b22603039d07715769b1e1b0c81eab8c387f0b3,,master,passed,2607,2017-09-18 21:29:30 UTC,277043471,277043476,277043480,277043481,277043482,277043484,277043487,277043490,277043492,277043502,277043511,277043560,cron
276969176,5085109bf97bddde874a2064705f505a62f698d0,1201,master,passed,2943,2017-09-18 18:12:11 UTC,276969177,276969178,276969179,276969180,276969181,276969182,276969186,276969187,276969188,276969189,276969190,276969191,pull_request
276627701,4b73c40c61e53b550684dca32fd9797a4fecb8e0,1197,master,errored,6055,2017-09-17 21:58:59 UTC,276627702,276627703,276627704,276627705,276627706,276627707,276627708,276627711,276627712,276627713,276627714,276627715,pull_request
276611353,4b22603039d07715769b1e1b0c81eab8c387f0b3,,master,passed,2477,2017-09-17 20:44:40 UTC,276611357,276611359,276611362,276611363,276611364,276611365,276611366,276611367,276611369,276611370,276611371,276611372,push
276608217,97535e4ba3e8ff32e3f6477f95339804df3ad204,,master,errored,1675,2017-09-17 20:32:08 UTC,276608218,276608219,276608220,276608221,276608222,276608223,276608224,276608225,276608226,276608227,276608228,276608229,push
276354053,062f5b706a5c13c544955894d9d8940749141a9b,,master,errored,1603,2017-09-16 21:28:23 UTC,276354054,276354055,276354056,276354057,276354058,276354059,276354060,276354061,276354062,276354063,276354064,276354065,cron
276321452,c1e71764bbaf4bf22f1c7a44aad4cc0058bfbb60,1200,master,errored,1748,2017-09-16 19:00:04 UTC,276321453,276321454,276321455,276321456,276321457,276321458,276321459,276321460,276321461,276321462,276321463,276321464,pull_request
276020646,7958931febe2d0552d0f00b08e952666106b17c4,1197,master,errored,5321,2017-09-16 05:54:30 UTC,276020654,276020656,276020657,276020658,276020661,276020662,276020663,276020668,276020669,276020674,276020676,276020677,pull_request
275946889,062f5b706a5c13c544955894d9d8940749141a9b,,master,errored,1689,2017-09-15 20:23:23 UTC,275946891,275946893,275946896,275946898,275946899,275946900,275946901,275946902,275946904,275946906,275946907,275946908,push
275944982,34a223a47849b7882cca406728eaa77a781ff2c1,,master,canceled,0,,275944983,275944984,275944985,275944986,275944987,275944988,275944989,275944990,275944991,275944992,275944993,275944994,push
275937547,c26c2d102bb72193fe299b2d25edc4e82fdbba54,,master,canceled,0,,275937548,275937549,275937550,275937551,275937552,275937553,275937555,275937556,275937557,275937558,275937560,275937561,push
275918986,4c30a2c3e2511efe1dd612751edb8b372646eac2,,master,canceled,0,,275918987,275918988,275918989,275918990,275918991,275918992,275918993,275918994,275918995,275918996,275918997,275918998,push
275900596,33fb415b6aa8b729c64c713987c094d959a601b0,1197,master,errored,4264,2017-09-15 16:16:27 UTC,275900598,275900599,275900600,275900602,275900603,275900604,275900605,275900606,275900607,275900608,275900609,275900610,pull_request
275874120,00b45948ea572312f2820c5c7aaaf42475ff0481,,master,errored,1713,2017-09-15 12:49:12 UTC,275874121,275874122,275874123,275874124,275874125,275874126,275874127,275874128,275874129,275874130,275874131,275874132,push
275650802,c64dec98fde1b9b99a97631c8e80647135cbedaa,,master,passed,5060,2017-09-15 07:29:51 UTC,275650803,275650804,275650805,275650806,275650807,275650808,275650809,275650810,275650811,275650812,275650813,275650814,cron
275570953,c64dec98fde1b9b99a97631c8e80647135cbedaa,,master,passed,2869,2017-09-15 04:36:53 UTC,275570958,275570959,275570960,275570961,275570962,275570963,275570964,275570965,275570966,275570967,275570968,275570969,push
275570444,20075d89f29b688173a155a5a3509e9413e8b215,,master,canceled,0,,275570445,275570446,275570447,275570448,275570451,275570452,275570453,275570454,275570455,275570456,275570457,275570459,push
275564345,db4b9e14c363d6fbe6e6bd4c8c0d657f22aeb50a,,master,canceled,0,,275564346,275564347,275564348,275564349,275564350,275564351,275564352,275564353,275564354,275564355,275564356,275564357,push
275536524,cc019671a87c4651d42f405fb8ec3b2b010fdb3c,1196,master,errored,159,2017-09-14 22:42:41 UTC,275536525,275536526,275536527,275536528,275536529,275536530,275536531,275536532,275536533,275536534,275536535,275536536,pull_request
275221699,c32175080be6e00cc70b9d02d3717cb75eb4e0d2,,master,passed,2491,2017-09-13 21:27:16 UTC,275221701,275221703,275221705,275221711,275221713,275221714,275221715,275221716,275221717,275221720,275221721,275221722,cron
274793152,c32175080be6e00cc70b9d02d3717cb75eb4e0d2,,master,passed,3121,2017-09-12 21:26:18 UTC,274793153,274793154,274793155,274793156,274793157,274793158,274793159,274793160,274793161,274793162,274793163,274793164,cron
274357413,c32175080be6e00cc70b9d02d3717cb75eb4e0d2,,master,passed,3555,2017-09-11 21:25:32 UTC,274357414,274357415,274357416,274357417,274357418,274357419,274357420,274357421,274357422,274357423,274357424,274357425,cron
273955204,c32175080be6e00cc70b9d02d3717cb75eb4e0d2,,master,passed,2657,2017-09-10 21:25:02 UTC,273955205,273955206,273955207,273955208,273955209,273955210,273955211,273955212,273955213,273955214,273955215,273955216,cron
273459633,c32175080be6e00cc70b9d02d3717cb75eb4e0d2,,master,canceled,-5514,2017-09-09 05:57:05 UTC,273459634,273459635,273459636,273459637,273459638,273459639,273459640,273459641,273459642,273459643,273459644,273459645,cron
272715560,6d42ec1a523ab1132b526383e99166176e7a5d25,1194,master,passed,2863,2017-09-07 03:30:58 UTC,272715561,272715562,272715563,272715564,272715565,272715566,272715567,272715568,272715569,272715571,272715573,272715574,pull_request
272700421,c32175080be6e00cc70b9d02d3717cb75eb4e0d2,,master,passed,3713,2017-09-07 01:10:35 UTC,272700422,272700423,272700424,272700425,272700426,272700427,272700428,272700429,272700430,272700431,272700432,272700433,push
272689602,418b9844cce9ff651fd239d3a8be3b6362bb93d7,,master,canceled,0,,272689603,272689604,272689605,272689606,272689607,272689608,272689609,272689610,272689612,272689614,272689615,272689616,push
272688978,eed8b2d3e0d77dedc2dd8269b2b53b402bdd4d65,,master,canceled,0,,272688979,272688980,272688981,272688982,272688983,272688984,272688985,272688986,272688987,272688988,272688989,272688990,push
272664151,25b33b0e8c6e39099bb1a9e76986fef07bd4dded,,master,passed,3633,2017-09-06 21:22:31 UTC,272664152,272664153,272664154,272664155,272664156,272664157,272664158,272664159,272664160,272664161,272664162,272664163,cron
271870623,25b33b0e8c6e39099bb1a9e76986fef07bd4dded,,master,passed,3492,2017-09-04 23:48:01 UTC,271870624,271870625,271870626,271870627,271870628,271870629,271870630,271870631,271870632,271870633,271870635,271870637,push
271870427,3944fa274e56ee05bb6a10c7fbe8a62c9a3ea387,,master,canceled,0,,271870428,271870429,271870430,271870431,271870432,271870433,271870434,271870435,271870436,271870437,271870438,271870439,push
271869817,538ac97f12d238d17f8c8be14e1ec8000bc007ad,,master,canceled,0,,271869818,271869819,271869820,271869821,271869822,271869823,271869824,271869825,271869826,271869827,271869828,271869829,push
271869657,ef8a52ce9509da4fd3d4874b4ca7140f757844e2,,master,passed,2764,2017-09-04 23:49:28 UTC,271869658,271869659,271869660,271869661,271869662,271869663,271869664,271869665,271869666,271869667,271869668,271869669,push
271865496,28f99974a721fdf4df230bcc3779c8412859d7a7,,master,passed,3513,2017-09-04 23:12:25 UTC,271865497,271865498,271865499,271865500,271865501,271865502,271865503,271865504,271865505,271865506,271865507,271865508,push
271841652,cd379f364b268f8fada6ac25d780a4002721625d,,master,passed,3035,2017-09-04 21:21:25 UTC,271841655,271841659,271841662,271841664,271841667,271841668,271841669,271841670,271841671,271841672,271841673,271841674,cron
271256288,cd379f364b268f8fada6ac25d780a4002721625d,,master,passed,3337,2017-09-02 21:27:28 UTC,271256289,271256290,271256291,271256293,271256294,271256296,271256297,271256300,271256302,271256303,271256304,271256305,cron
270590481,cd379f364b268f8fada6ac25d780a4002721625d,,master,passed,3224,2017-08-31 23:17:18 UTC,270590482,270590483,270590484,270590485,270590492,270590493,270590495,270590496,270590497,270590501,270590502,270590503,cron
270496834,828c607dd8fbc7e44e0b45fff5b77ef544275477,1193,master,passed,4486,2017-08-31 21:03:40 UTC,270496835,270496836,270496837,270496842,270496846,270496847,270496848,270496849,270496854,270496855,270496856,270496857,pull_request
270178951,cd379f364b268f8fada6ac25d780a4002721625d,,master,passed,3809,2017-08-30 22:22:39 UTC,270178954,270178956,270178958,270178961,270178962,270178963,270178964,270178965,270178966,270178969,270178970,270178971,cron
269736237,ef4c619668561637fea1cdbd9f75dd8d46c7baea,1187,master,passed,3779,2017-08-29 19:49:01 UTC,269736239,269736241,269736242,269736243,269736247,269736250,269736252,269736253,269736255,269736256,269736264,269736265,pull_request
269376893,cd379f364b268f8fada6ac25d780a4002721625d,,master,passed,3077,2017-08-28 23:06:03 UTC,269376895,269376896,269376898,269376899,269376901,269376902,269376903,269376904,269376905,269376906,269376907,269376908,push
269376039,0bea3855ff4461fc5cf21769c112eec817456417,1187,master,passed,3176,2017-08-28 22:28:34 UTC,269376040,269376041,269376042,269376043,269376044,269376045,269376046,269376047,269376048,269376049,269376050,269376051,pull_request
