build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
757219774,e63ee9e351b6cb2ac85e835da5a7b4d64022f148,,master,passed,446,2021-02-02 11:16:58 UTC,757219775,757219776,757219777,757219778,757219779,757219780,757219781,757219782,757219783,push
757163397,9ac11b4ae49e5551f8cee6769fd71ec8f43e1b01,251,master,passed,498,2021-02-02 01:18:42 UTC,757163398,757163399,757163400,757163401,757163402,757163403,757163404,757163405,757163406,pull_request
757163329,09f34ede8e918df993f2dcf7e141a77df9c9e467,251,master,canceled,0,,757163330,757163331,757163332,757163333,757163334,757163335,757163336,757163337,757163338,pull_request
757163241,f3d22339de04bb6ec45045d78833e4c7575644ca,251,master,canceled,0,,757163242,757163243,757163244,757163245,757163246,757163247,757163248,757163249,757163250,pull_request
757057753,b57da2a4e560b58006c0a283e8c42e70e402836c,,master,passed,390,2021-02-01 11:43:10 UTC,757057754,757057755,757057756,757057757,757057758,757057759,757057760,757057761,push
756936904,84e09df3dce7bead2cd8bcc379ccd2afb8a56532,,master,passed,405,2021-01-31 14:20:12 UTC,756936905,756936906,756936907,756936908,756936909,756936910,756936911,756936912,push
745820495,e685c2730ad10c6738af6c117f2aa23cb7243ad3,247,master,passed,357,2020-11-25 07:49:01 UTC,745820496,745820497,745820498,745820499,745820500,745820501,745820502,745820503,pull_request
732640117,a600fb465bdf2f4d4896df7d411ad3e57a4713bf,,master,passed,364,2020-10-04 02:30:39 UTC,732640118,732640119,732640120,732640121,732640122,732640123,732640124,732640125,push
731963979,7db4807f7c514cb23bf5378b9a72a566bf34361c,245,master,passed,384,2020-10-01 14:58:09 UTC,731963980,731963981,731963982,731963983,731963984,731963985,731963986,731963987,pull_request
723280783,22cc53df189d85817722b55875b7246e5a00343d,,master,passed,372,2020-09-02 00:13:05 UTC,723280784,723280785,723280786,723280787,723280788,723280789,723280790,723280791,push
723203099,f85d34bde2b2efabc5ff256af2421c2614604862,244,master,passed,387,2020-09-01 19:22:37 UTC,723203100,723203101,723203102,723203103,723203104,723203105,723203106,723203107,pull_request
723159222,85598efe9413a3a8c46194dd65e0227368dd2d09,244,master,failed,391,2020-09-01 16:59:29 UTC,723159223,723159224,723159225,723159226,723159227,723159228,723159229,723159230,pull_request
719287020,1e8c321e51a1bc24c25bb136200e8ad7f304aa0f,,master,passed,389,2020-08-19 14:08:26 UTC,719287021,719287022,719287023,719287024,719287025,719287026,719287027,719287028,push
719162873,7588eeef9028ba3ebbf3af17dc6afafcf0fa6231,243,master,passed,381,2020-08-19 03:50:58 UTC,719162874,719162875,719162876,719162877,719162878,719162879,719162880,719162881,pull_request
719087133,02db9f5e69c67f5b47fac737be1a78ba22deb248,243,master,passed,387,2020-08-18 20:36:45 UTC,719087134,719087135,719087136,719087137,719087138,719087139,719087140,719087141,pull_request
713668390,d5ec131b86e4a6ced6efa1e23a85ab1971958281,,master,passed,363,2020-07-31 12:21:14 UTC,713668391,713668392,713668393,713668394,713668395,713668396,713668397,713668398,push
713667532,e53f27a91ea1b3a31adff157c7f2223d58a56b4d,,master,failed,377,2020-07-31 12:17:48 UTC,713667533,713667534,713667535,713667536,713667537,713667538,713667539,713667540,push
713666272,3b94e991827583dc68c57956c1d0237c36fce96f,,master,failed,361,2020-07-31 12:13:39 UTC,713666273,713666274,713666275,713666276,713666277,713666278,713666279,713666280,push
713665240,e822e5724f43e72a52bd27816b25e2325041422a,,master,failed,373,2020-07-31 12:09:20 UTC,713665241,713665242,713665243,713665244,713665245,713665246,713665248,713665250,push
713664817,297153394d006a59807da3fa3825f5030507529d,,master,failed,371,2020-07-31 12:07:27 UTC,713664818,713664819,713664820,713664821,713664822,713664823,713664824,713664825,api
713663609,297153394d006a59807da3fa3825f5030507529d,,master,failed,354,2020-07-31 12:02:26 UTC,713663610,713663611,713663612,713663613,713663614,713663615,713663616,713663617,push
713662620,da881cc0c22f26ad90106d5649d6dd2991164e96,,v0.7.3,passed,369,2020-07-31 11:59:02 UTC,713662621,713662623,713662625,713662627,713662629,713662631,713662632,713662633,push
713662595,da881cc0c22f26ad90106d5649d6dd2991164e96,,master,passed,358,2020-07-31 11:58:02 UTC,713662596,713662597,713662598,713662599,713662600,713662601,713662602,713662603,push
707057967,2f897fb34c5c8458ba877597bd750805036294d1,,master,passed,327,2020-07-10 23:25:12 UTC,707057968,707057969,707057970,707057971,707057972,707057973,707057974,707057975,push
706945370,1f0d4077c37616f9879451a3431ed78b3fd4484e,239,master,passed,340,2020-07-10 16:25:54 UTC,706945371,706945372,706945373,706945374,706945375,706945376,706945377,706945380,pull_request
706333625,e3c9803d5880d9d6f6ca36e7643ffa8f12ded355,,master,passed,341,2020-07-08 22:11:02 UTC,706333626,706333627,706333628,706333629,706333630,706333631,706333632,706333633,push
706248020,2b9b188c006a2565b49425e290bafda1b605e994,238,master,passed,347,2020-07-08 17:27:07 UTC,706248021,706248022,706248023,706248024,706248025,706248026,706248027,706248028,pull_request
702717853,450aa068ed0900bdc8745b8de65cae4d5bf039cb,,master,passed,338,2020-06-27 18:43:57 UTC,702717854,702717855,702717856,702717857,702717858,702717859,702717860,702717861,push
702406830,faab46e1e5deb183e5b5c645801a38199f93f366,237,master,passed,345,2020-06-26 14:53:12 UTC,702406831,702406832,702406833,702406834,702406835,702406836,702406837,702406838,pull_request
702278677,a34df9acd2dfe0217a99260b3bed5af2dd1129a0,,master,passed,391,2020-06-26 06:34:22 UTC,702278678,702278679,702278680,702278681,702278682,702278683,702278684,702278685,push
702217485,dce35fff3491b5d0f474997cc63d5d3b0e9a6051,236,master,passed,352,2020-06-26 00:06:06 UTC,702217486,702217487,702217488,702217489,702217490,702217491,702217492,702217493,pull_request
699288454,6fb865b383c007705eba046f4d781e7662797d43,,master,passed,328,2020-06-17 12:30:01 UTC,699288455,699288456,699288457,699288458,699288459,699288460,699288461,699288462,push
699287318,fb6116518a5945b373561cb4c6b70835235c3088,234,master,passed,361,2020-06-17 12:25:18 UTC,699287319,699287320,699287321,699287322,699287323,699287324,699287325,699287326,pull_request
699286573,a0458cf205b3c34ce2715d97d780de25b0743772,234,master,failed,340,2020-06-17 12:22:38 UTC,699286574,699286575,699286576,699286577,699286578,699286579,699286580,699286581,pull_request
699273794,34a812c6050601a089894f9cd72ddd15ea99d745,234,master,failed,345,2020-06-17 11:37:39 UTC,699273796,699273797,699273798,699273799,699273800,699273801,699273802,699273803,pull_request
680514255,1b27851e35cdcc2c277d4437531e783270a32477,,master,passed,329,2020-04-28 11:39:42 UTC,680514256,680514257,680514258,680514259,680514260,680514261,680514262,680514263,push
680299802,eaf6232bc383af1789fc33cba4c4bf25404ebb55,230,master,passed,348,2020-04-27 21:18:00 UTC,680299803,680299804,680299805,680299806,680299807,680299808,680299809,680299810,pull_request
675243801,eb401f7a3d2dcda861f5e8f77dc070ad14075210,,master,passed,332,2020-04-15 10:53:33 UTC,675243802,675243804,675243805,675243806,675243807,675243808,675243809,675243810,push
675186067,493e78a9dde912d51f51fed529109189b77180ff,229,master,passed,372,2020-04-15 07:54:43 UTC,675186068,675186069,675186070,675186071,675186072,675186073,675186074,675186075,675186076,pull_request
675160061,69548367de141a7779e3f5e222c12f24609d5731,228,master,failed,314,2020-04-15 06:15:39 UTC,675160062,675160063,675160064,675160065,675160066,675160067,675160068,pull_request
675157958,71a28415240167224f93c553f32aa182d871b442,228,master,errored,282,2020-04-15 06:04:57 UTC,675157959,675157960,675157961,675157962,675157963,675157964,675157965,pull_request
675156367,aeeb89568c1813dc8b851af6b8daec2491affca3,228,master,errored,282,2020-04-15 05:56:21 UTC,675156368,675156369,675156370,675156371,675156372,675156373,675156374,pull_request
675126648,ed70f4581a67984247d47694308d16c6f36566ed,227,master,passed,323,2020-04-15 03:14:51 UTC,675126649,675126650,675126651,675126652,675126653,675126654,675126655,675126656,pull_request
675125099,84b8b4d240270fe69b4545cf3ef5d4e3f2b814aa,227,master,passed,459,2020-04-15 03:07:27 UTC,675125100,675125101,675125102,675125103,675125104,675125105,675125106,675125107,pull_request
675122792,7fd9e053648181e2392934cf08e8bbd7074fedab,227,master,failed,322,2020-04-15 02:57:14 UTC,675122793,675122794,675122795,675122796,675122797,675122798,675122799,675122800,pull_request
675122139,51983bf8bac4eb367bc84f5a2b3d93f3ab954937,227,master,failed,327,2020-04-15 02:53:35 UTC,675122140,675122141,675122142,675122143,675122144,675122145,675122146,675122147,pull_request
675121521,99ae4d08725b4fb1e74b2414496adb4373d68c73,227,master,errored,320,2020-04-15 02:48:57 UTC,675121522,675121523,675121524,675121525,675121526,675121527,675121528,675121529,pull_request
675121004,e866e83722194c47c6a50f9060ae9cef52d5bbb4,227,master,errored,343,2020-04-15 02:45:48 UTC,675121005,675121006,675121007,675121008,675121009,675121010,675121011,675121012,pull_request
675086505,efcb5a3aa973bdf6afb8959cf20395c07f97624b,,v0.7.2,errored,261,2020-04-14 23:55:33 UTC,675086506,675086507,675086508,675086509,675086510,675086511,675086512,push
675086470,efcb5a3aa973bdf6afb8959cf20395c07f97624b,,master,errored,298,2020-04-14 23:54:29 UTC,675086471,675086472,675086473,675086474,675086475,675086476,675086477,push
606767818,0e7e6846e8e13280361d8f312e7336e6b0330339,,master,passed,347,2019-11-03 15:27:44 UTC,606767819,606767820,606767821,606767822,606767823,606767824,606767825,push
606549575,e8103f197956ce433a0021a8dddd748748f708af,222,master,passed,375,2019-11-02 20:45:02 UTC,606549576,606549577,606549578,606549579,606549580,606549581,606549582,pull_request
582801721,777a9a9ccdd5e129b4c6edd4df941b5cdf8840de,,v0.7.1,passed,280,2019-09-09 17:41:52 UTC,582801722,582801723,582801724,582801725,582801726,582801727,582801728,push
582801215,777a9a9ccdd5e129b4c6edd4df941b5cdf8840de,,master,passed,276,2019-09-09 17:40:21 UTC,582801216,582801217,582801218,582801219,582801221,582801223,582801224,push
580813880,0833d9bf2dfc55357c2881dce8b2d659eb91edb0,,master,passed,279,2019-09-04 16:33:49 UTC,580813881,580813882,580813883,580813884,580813885,580813886,580813887,push
580811833,3a95e335ac5d7eeb1ec9eefda12a8d91dbe1261c,220,master,passed,289,2019-09-04 16:31:39 UTC,580811834,580811835,580811836,580811837,580811838,580811839,580811840,pull_request
580796236,03af8be691f35932913614825091a94ef5cc2b3e,,master,passed,340,2019-09-04 15:54:56 UTC,580796237,580796238,580796239,580796240,580796241,580796242,580796243,push
567422553,94c9171e8334140a42489f16f0cbdb310be69c5e,,master,passed,490,2019-08-04 00:29:46 UTC,567422554,567422555,567422556,567422557,567422558,567422559,567422560,push
566676191,1d1563f6730c3ca96d93e919fe648c4504975887,218,master,passed,348,2019-08-01 21:04:42 UTC,566676192,566676193,566676194,566676195,566676196,566676197,566676198,pull_request
566672913,1e863d3862a686a8e1d086eb9c46c826d2f5dff2,218,master,passed,408,2019-08-01 20:57:06 UTC,566672914,566672915,566672916,566672917,566672918,566672919,566672920,pull_request
566665877,80ad2e3f1e89f3abc0fa059d63887476e2f6f0a7,218,master,passed,568,2019-08-01 20:40:12 UTC,566665878,566665879,566665880,566665881,566665882,566665883,566665884,pull_request
565723206,c2e8037ddef958b6ccfd04b8c297241bc622079a,,master,passed,298,2019-07-30 22:59:53 UTC,565723207,565723208,565723209,565723210,565723211,565723212,565723213,push
565722992,e7cd250068d0a39157612440fe12e12b1f50860a,217,master,errored,145,2019-07-30 22:59:02 UTC,565722993,565722994,565722995,565722998,565722999,565723000,565723001,pull_request
565721574,3b8a8481ff29170c27669e4c7c3d429df4f7554c,,master,passed,322,2019-07-30 22:54:57 UTC,565721575,565721576,565721577,565721578,565721579,565721580,565721581,push
565721331,e2f1ba8649da3d36a924b0bf671a902bec2294d7,216,master,errored,142,2019-07-30 22:54:10 UTC,565721332,565721333,565721334,565721335,565721336,565721337,565721338,pull_request
552562927,cfefb8cef9b9a07ed7fbc91cdbd99a9ffdf58bd2,,master,passed,295,2019-07-01 02:22:14 UTC,552562928,552562929,552562930,552562931,552562932,552562933,552562934,push
552466551,73e0a6b5cae1ed5681b1f97d3446fbfc414248d3,215,master,passed,295,2019-06-30 17:50:04 UTC,552466552,552466553,552466554,552466555,552466556,552466557,552466558,pull_request
551556482,5299e1f15ec5d24b65230099872a1e991db190f1,,master,passed,291,2019-06-27 23:43:15 UTC,551556483,551556484,551556485,551556486,551556487,551556488,551556489,push
551443311,4019753ea5f9a144321d93006269751bb319e75b,214,master,passed,289,2019-06-27 18:19:09 UTC,551443313,551443314,551443315,551443316,551443317,551443319,551443320,pull_request
550822244,e77bf58a76cfa1e0958890a90d7a58698ca9ddfb,,master,passed,299,2019-06-26 13:51:39 UTC,550822245,550822246,550822247,550822248,550822249,550822250,550822251,push
550793649,c8b4fe36295a43f1d109a2affc18d8405733cb71,213,master,passed,281,2019-06-26 13:01:19 UTC,550793650,550793651,550793652,550793653,550793654,550793655,550793656,pull_request
547352669,82bbfb035aefaacfd69095b0f034656c1910bd82,213,master,passed,295,2019-06-18 17:55:18 UTC,547352670,547352671,547352672,547352673,547352674,547352675,547352676,pull_request
547252300,4f866c22e62bbe960eb09a7caaf18aa45cc8ebe0,213,master,failed,309,2019-06-18 13:59:28 UTC,547252301,547252302,547252303,547252304,547252305,547252306,547252307,pull_request
546525437,0de5cc01b795deb817222c1d95bba3ce0d9e5f2b,,master,passed,347,2019-06-17 00:09:26 UTC,546525438,546525439,546525440,546525441,546525442,546525443,546525444,push
541904556,da5962d0b2ab13047c31b75eacae49dc32f6a395,212,master,passed,422,2019-06-05 18:51:35 UTC,541904557,541904558,541904559,541904560,541904561,541904562,541904563,pull_request
540956562,8fbb6168aa6228c9bfbdb7ce5437360a76b0a20e,212,master,passed,437,2019-06-03 21:19:35 UTC,540956563,540956564,540956565,540956566,540956567,540956568,540956569,pull_request
540103339,38321194c27f73e54484e36f3e414e4db8d3f0c7,,master,passed,439,2019-06-01 14:09:56 UTC,540103342,540103343,540103344,540103345,540103346,540103347,540103348,push
539921592,e2113594b8827e660a8f2a154970b2f6959ce5ff,,master,passed,376,2019-05-31 22:49:52 UTC,539921593,539921594,539921595,539921596,539921597,539921598,539921599,push
