build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751864101,ad8b8e2d1af31d262eb3161c85e6fd95126e90c7,47,master,passed,135,2020-12-28 19:34:25 UTC,751864102,751864103,751864104,751864105,pull_request
746350915,d71a66630bfeca888055fac0bf2096b8578060ef,46,master,passed,136,2020-11-28 00:03:55 UTC,746350916,746350917,746350918,746350919,pull_request
738414318,7e1fb01399ce7ccee449abd793336ca172fbcaef,45,master,failed,123,2020-10-23 20:55:11 UTC,738414319,738414320,738414321,738414322,pull_request
738413317,5123324934819d619ed3594d88b6250584273de6,45,master,canceled,0,,738413318,738413319,738413320,738413321,pull_request
738409944,a4fd94602a75f74d5b39065587d6c69d39ce0faa,45,master,canceled,0,,738409945,738409946,738409947,738409948,pull_request
686470832,e0f370f22fd571feca43ae43f97dd7206939de4b,,master,passed,125,2020-05-13 08:15:27 UTC,686470833,686470834,686470835,686470836,push
686470591,7e1059cf221f180bf51b356b367906eab38948ba,,master,passed,132,2020-05-13 08:14:52 UTC,686470592,686470594,686470595,686470597,push
685707114,954e172737aa6e17624c5b738a9311cc03cdfeeb,43,master,passed,123,2020-05-11 15:08:30 UTC,685707115,685707116,685707117,685707118,pull_request
451252536,fb6238e741c7e264eba117b27fa911c25c76c527,,v0.3,passed,127,2018-11-06 08:04:45 UTC,451252537,451252538,451252539,451252540,push
451252527,fb6238e741c7e264eba117b27fa911c25c76c527,,master,passed,133,2018-11-06 08:04:42 UTC,451252529,451252530,451252532,451252533,push
451250764,0c286e359c90d40a895695307ab4d2a64bce179e,,master,passed,142,2018-11-06 07:59:59 UTC,451250765,451250766,451250767,451250768,push
449813658,49c3f3913d93339480f33a402ee646e585337d37,,master,passed,271,2018-11-02 12:21:23 UTC,449813659,449813660,449813661,449813662,push
363376204,700ef724298707f0fa4d3df06ae43345f5c8ecde,,master,passed,209,2018-04-07 01:19:02 UTC,363376205,363376206,363376207,363376208,push
357216104,8edd966f7287e5e8914d7f12f90493ecc377bd9a,31,master,passed,200,2018-03-23 03:24:32 UTC,357216105,357216106,357216107,357216108,pull_request
325992033,c62173bc3dafd0d0f1fb4e486c03f7484836da02,27,master,passed,215,2018-01-07 08:40:12 UTC,325992034,325992035,325992036,325992037,pull_request
300589609,ece8aa219efb0aed3b0f351e158c469f141f712f,,master,passed,232,2017-11-11 12:33:27 UTC,300589610,300589611,300589612,300589613,push
300588562,492742a5d1ba65a60c87f5cfb68beba4f4c63754,,master,passed,211,2017-11-11 12:29:27 UTC,300588563,300588564,300588565,300588566,push
300574963,7275bbef1241e45a09cd5d794d1daf47a0600155,26,master,passed,195,2017-11-11 11:35:55 UTC,300574964,300574965,300574966,300574967,pull_request
290552318,87c165926caaab5494aa925ae1b00a8acd9d3674,,master,passed,212,2017-10-20 17:22:07 UTC,290552319,290552320,290552321,290552322,push
290299018,228f2dddc94e08eac7a9ef4babe1ad1ba369b5f4,23,master,passed,248,2017-10-20 04:42:10 UTC,290299019,290299020,290299021,290299022,pull_request
267478870,98a81a796a92dcaa502926b041d8b107901f3ec8,21,master,passed,106,2017-08-23 07:28:27 UTC,267478874,267478875,267478876,267478877,pull_request
259560733,ccb88785e2d4678b71304167d87dd912f8ca6b41,,master,passed,107,2017-07-31 22:38:58 UTC,259560734,259560735,259560736,259560737,push
259397308,5bd9eb27136e81c5050609ed485b7af6203edab8,20,master,passed,121,2017-07-31 14:46:56 UTC,259397309,259397310,259397311,259397312,pull_request
253444300,41d35f3efe2da56dfa5f5c17fe4ca5d1777c1fb0,,v0.2.4,passed,98,2017-07-14 01:23:41 UTC,253444301,253444302,253444303,253444304,push
253444295,41d35f3efe2da56dfa5f5c17fe4ca5d1777c1fb0,,master,passed,101,2017-07-14 01:23:41 UTC,253444296,253444297,253444298,253444299,push
253025811,54dd2834ba7bc52bbf36bdaeb90ca6076ca4ef12,,master,passed,97,2017-07-13 00:27:52 UTC,253025812,253025813,253025814,253025815,push
252928156,6aac161bbfcb7ccbd3fe08c849402ba7b3f58444,18,master,passed,116,2017-07-12 18:49:10 UTC,252928157,252928158,252928159,252928160,pull_request
245275024,30466c60ccd0c145b178607d489225c1c45825e5,,v0.2.3,passed,94,2017-06-21 08:49:14 UTC,245275025,245275026,245275027,245275028,push
245275019,30466c60ccd0c145b178607d489225c1c45825e5,,master,passed,97,2017-06-21 08:48:33 UTC,245275020,245275021,245275022,245275023,push
245271826,c7b2368a03c742a8f9fb65086c190a92dc9e4898,,master,errored,121,2017-06-21 08:40:37 UTC,245271827,245271828,245271829,245271830,245271831,push
245271655,ce59dedfe9e32eef55cac25f6371b8bb51ee110f,,master,errored,123,2017-06-21 08:39:22 UTC,245271656,245271657,245271658,245271659,245271660,push
245265004,3d82b8637daca26e3ca87fd298f0c44c05087972,17,master,errored,118,2017-06-21 08:17:02 UTC,245265005,245265006,245265007,245265008,245265011,pull_request
238591012,5a395eb740ce144d34c1b52a11cc23b13bd027a2,,master,errored,127,2017-06-02 03:03:49 UTC,238591013,238591014,238591015,238591016,238591017,push
216694630,ef378f152b131588156cff75d94274eefd8a45fa,16,master,errored,192,2017-03-31 01:49:20 UTC,216694633,216694634,216694635,216694636,216694637,pull_request
211979825,ba1d58f18357c7827557d95e63b686aa6caf22ec,,v0.2.2,errored,165,2017-03-17 02:06:23 UTC,211979826,211979829,211979830,211979831,211979833,push
211979819,ba1d58f18357c7827557d95e63b686aa6caf22ec,,master,errored,161,2017-03-17 02:05:20 UTC,211979820,211979821,211979822,211979823,211979824,push
211976634,576801de5aa8be462e2f405a25b06b84077fd2c6,,master,errored,162,2017-03-17 01:45:24 UTC,211976635,211976636,211976638,211976640,211976641,push
148219369,d3fd15d76b2e0be55c6fe454875a1114aa8a3f24,,master,passed,210,2016-07-29 04:46:41 UTC,148219370,148219371,148219372,148219373,148219374,push
147936693,b61d2af8695e884f8c2c70eac19112de3cb40282,13,master,passed,196,2016-07-28 03:34:49 UTC,147936694,147936695,147936696,147936697,147936698,pull_request
135024495,5bf0eadb4793af63855a1d370fa7c8d066a371eb,,master,passed,217,2016-06-03 13:25:40 UTC,135024496,135024497,135024498,135024499,135024502,push
134969604,dd752ff8cc1320fae90277bee752fa7fd8121c4d,,master,passed,237,2016-06-03 08:42:05 UTC,134969605,134969606,134969607,134969608,134969609,push
133046321,d9b442409c7bbd31ba1b056e2bc44da2e47b6560,,master,passed,190,2016-05-26 07:54:55 UTC,133046325,133046327,133046331,133046337,133046343,push
83538022,94d0a752338f7c7d2e2729f7e1242b3aca2795c4,,v0.2.1,passed,106,2015-10-04 10:01:01 UTC,83538023,83538024,83538025,83538026,83538027,push
83538016,94d0a752338f7c7d2e2729f7e1242b3aca2795c4,,master,passed,132,2015-10-04 09:59:45 UTC,83538017,83538018,83538019,83538020,83538021,push
83537764,9572e23c0785bb9d3035494297a71237b383ecb5,,master,passed,106,2015-10-04 09:55:53 UTC,83537766,83537767,83537768,83537769,83537770,push
78883037,c8b4c771d5c4f51522d364c2e079ccec80145746,,master,passed,145,2015-09-05 11:23:36 UTC,78883038,78883039,78883040,78883041,78883042,push
78700575,9065ccaeec92450c29f163b118148803535a03fa,5,master,passed,133,2015-09-04 05:12:58 UTC,78700576,78700577,78700578,78700579,78700580,pull_request
75255478,552bca14fcb05ccc33aa8497b29974c8147415f3,,master,passed,165,2015-08-12 12:10:59 UTC,75255482,75255483,75255484,75255485,75255486,push
75255469,552bca14fcb05ccc33aa8497b29974c8147415f3,,v0.2,passed,158,2015-08-12 12:09:39 UTC,75255470,75255471,75255472,75255473,75255477,push
60184131,4e8d6c7cbb6674b72c99f5b0b80e4e37a6a6536a,,master,passed,173,2015-04-27 08:42:15 UTC,60184133,60184135,60184138,60184144,60184146,push
59487739,66ed0443b5b0ffe3800e38cc8eb2d123dd675235,2,master,passed,188,2015-04-22 03:02:01 UTC,59487740,59487741,59487742,59487743,59487744,pull_request
59389234,f5d23374018515770a44d4ce26efbc08ddf7f303,2,master,passed,174,2015-04-21 12:33:06 UTC,59389235,59389236,59389237,59389238,59389239,pull_request
42732424,b11f6db86ca00166b41531d8aeabd15a26a50ec7,,v0.1.1,passed,162,2014-12-02 12:41:19 UTC,42732428,42732432,42732435,42732437,42732438,push
42732416,b11f6db86ca00166b41531d8aeabd15a26a50ec7,,master,passed,158,2014-12-02 12:39:22 UTC,42732418,42732421,42732426,42732430,42732433,push
42732410,d773d17a2b2bccffbca9a46d03e18863870cb1a6,,v0.1,passed,133,2014-12-02 12:39:23 UTC,42732412,42732415,42732419,42732422,42732427,push
42731128,cfa87cb54345ef89a15c1c74893713f2582084dc,,master,passed,156,2014-12-02 12:26:27 UTC,42731129,42731130,42731131,42731132,42731133,push
